Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Jerome Harrison,RB,13,CLE,LAC,10,35,4,0,11,7,62,2,0,0,28.70,2009
2,Joseph Addai,RB,13,IND,TEN,21,79,4,2,3,3,17,0,0,0,24.60,2009
3,Brandon Jacobs,RB,13,NYG,DAL,13,39,3,1,1,1,74,1,1,0,24.30,2009
4,Chris Johnson,RB,13,TEN,IND,27,113,4,0,8,6,28,0,0,0,23.10,2009
5,Jonathan Stewart,RB,13,CAR,TB,26,120,5,1,1,1,6,0,0,0,22.60,2009
6,Knowshon Moreno,RB,13,DEN,KC,21,86,4,2,0,0,0,0,0,0,20.60,2009
7,Rashard Mendenhall,RB,13,PIT,OAK,20,103,5,1,0,0,0,0,0,0,19.30,2009
8,Steven Jackson,RB,13,LAR,CHI,28,112,4,0,6,4,9,0,0,0,19.10,2009
9,Correll Buckhalter,RB,13,DEN,KC,12,113,9,0,3,3,15,0,0,0,18.80,2009
10,Kevin Smith,RB,13,DET,CIN,16,75,5,1,3,2,29,0,0,0,18.40,2009
11,Darren Sproles,RB,13,LAC,CLE,7,27,4,0,5,4,56,1,0,0,18.30,2009
12,Leonard Weaver,FB,13,PHI,ATL,5,37,7,0,4,2,63,1,0,0,18.00,2009
13,Cedric Benson,RB,13,CIN,DET,36,110,3,0,2,2,15,0,0,0,17.50,2009
14,Pierre Thomas,RB,13,NO,WAS,6,18,3,0,8,8,64,0,0,0,16.20,2009
15,Matt Forte,RB,13,CHI,LAR,24,91,4,1,1,1,5,0,1,1,15.60,2009
16,LaDainian Tomlinson,RB,13,LAC,CLE,20,64,3,1,2,1,21,0,0,0,15.50,2009
17,Thomas Jones,RB,13,NYJ,BUF,23,109,5,0,0,0,0,0,0,0,13.90,2009
18,Mike Tolbert,FB,13,LAC,CLE,0,0,0,0,1,1,66,1,0,0,13.60,2009
19,Marshawn Lynch,RB,13,BUF,NYJ,6,60,10,1,1,1,4,0,0,0,13.40,2009
20,Cadillac Williams,RB,13,TB,CAR,17,92,5,0,3,2,14,0,0,0,12.60,2009
21,Adrian Peterson,RB,13,MIN,ARI,13,19,2,0,7,6,46,0,0,0,12.50,2009
22,Justin Forsett,RB,13,SEA,SF,5,9,2,0,3,3,25,1,0,0,12.40,2009
23,Jamaal Charles,RB,13,KC,DEN,18,56,3,1,3,1,3,0,1,1,11.90,2009
24,Julius Jones,RB,13,SEA,SF,20,67,3,0,5,5,-3,0,0,0,11.40,2009
25,Frank Gore,RB,13,SF,SEA,9,25,3,0,8,5,37,0,1,1,10.20,2009
26,Ricky Williams,RB,13,MIA,NE,18,75,4,0,3,2,6,0,0,0,10.10,2009
27,Rock Cartwright,RB,13,WAS,NO,13,39,3,0,4,3,31,0,0,0,10.00,2009
28,Justin Fargas,RB,13,OAK,PIT,15,63,4,0,3,2,13,0,0,0,9.60,2009
29,Chris Brown,RB,13,HOU,JAX,6,15,3,1,2,2,11,0,0,0,9.60,2009
30,Ryan Moats,RB,13,HOU,JAX,12,41,3,0,3,3,24,0,0,0,9.50,2009
31,Kevin Faulk,RB,13,NE,MIA,3,15,5,1,3,2,-1,0,0,0,9.40,2009
32,Maurice Jones-Drew,RB,13,JAX,HOU,24,76,3,0,2,1,6,0,0,0,9.20,2009
33,Ray Rice,RB,13,BAL,GB,14,54,4,0,6,3,17,0,1,1,9.10,2009
34,Chester Taylor,RB,13,MIN,ARI,5,21,4,0,4,4,28,0,0,0,8.90,2009
35,Sammy Morris,RB,13,NE,MIA,9,40,4,0,2,2,25,0,0,0,8.50,2009
36,Fred Jackson,RB,13,BUF,NYJ,13,31,2,0,3,3,24,0,1,0,8.50,2009
37,Derrick Ward,RB,13,TB,CAR,5,32,6,0,3,3,17,0,0,0,7.90,2009
38,Jason Snelling,RB,13,ATL,PHI,10,35,4,0,2,2,17,0,0,0,7.20,2009
39,Reggie Bush,RB,13,NO,WAS,1,0,0,0,6,4,28,0,0,0,6.80,2009
40,Marion Barber,RB,13,DAL,NYG,15,36,2,0,5,3,7,0,1,1,6.30,2009
41,Jerious Norwood,RB,13,ATL,PHI,11,18,2,0,4,2,24,0,0,0,6.20,2009
42,Shonn Greene,RB,13,NYJ,BUF,11,59,5,0,0,0,0,0,0,0,5.90,2009
43,Laurence Maroney,RB,13,NE,MIA,13,41,3,0,1,1,8,0,0,0,5.90,2009
44,Mike Hart,RB,13,IND,TEN,4,11,3,0,2,2,27,0,0,0,5.80,2009
45,Tim Hightower,RB,13,ARI,MIN,6,50,8,0,3,1,8,0,1,1,5.80,2009
46,Willis McGahee,RB,13,BAL,GB,4,-4,-1,1,1,0,0,0,0,0,5.60,2009
47,LeSean McCoy,RB,13,PHI,ATL,6,2,0,0,4,3,24,0,0,0,5.60,2009
48,Justin Griffith,RB,13,SEA,SF,0,0,0,0,4,3,25,0,0,0,5.50,2009
49,Felix Jones,RB,13,DAL,NYG,6,6,1,0,4,3,13,0,0,0,4.90,2009
50,Kenneth Darby,RB,13,LAR,CHI,0,0,0,0,3,3,18,0,0,0,4.80,2009
