Player,Position,Team,Opponent,Points
Jason Campbell,QB,WAS,NO,28.58
Drew Brees,QB,NO,WAS,26.76
Philip Rivers,QB,LAC,CLE,25.92
Aaron Rodgers,QB,GB,BAL,23.52
Alex Smith,QB,SF,SEA,23.50
Kurt Warner,QB,ARI,MIN,23.30
Chad Henne,QB,MIA,NE,23.30
Tom Brady,QB,NE,MIA,23.08
Brady Quinn,QB,CLE,LAC,22.64
David Garrard,QB,JAX,HOU,18.82
Ben Roethlisberger,QB,PIT,OAK,18.82
Vince Young,QB,TEN,IND,18.24
Matt Hasselbeck,QB,SEA,SF,18.02
Brett Favre,QB,MIN,ARI,17.00
Eli Manning,QB,NYG,DAL,16.44
Donovan McNabb,QB,PHI,ATL,15.22
Peyton Manning,QB,IND,TEN,14.60
Josh Freeman,QB,TB,CAR,13.84
Michael Vick,QB,PHI,ATL,13.62
Kyle Orton,QB,DEN,KC,12.20
Matt Schaub,QB,HOU,JAX,11.98
Chris Redman,QB,ATL,PHI,11.40
Carson Palmer,QB,CIN,DET,10.50
Jay Cutler,QB,CHI,LAR,9.52
Mark Sanchez,QB,NYJ,BUF,8.96
Joe Flacco,QB,BAL,GB,8.08
Matthew Stafford,QB,DET,CIN,7.52
Matt Moore,QB,CAR,TB,5.34
Ryan Fitzpatrick,QB,BUF,NYJ,5.12
Kyle Boller,QB,LAR,CHI,3.52
Matt Cassel,QB,KC,DEN,3.06
Daunte Culpepper,QB,DET,CIN,2.66
Brodie Croyle,QB,KC,DEN,2.00
Rex Grossman,QB,HOU,JAX,1.22
Kellen Clemens,QB,NYJ,BUF,0.86
Seneca Wallace,QB,SEA,SF,0.28
Mark Brunell,QB,NO,WAS,0.00
Matt Flynn,QB,GB,BAL,0.00
Kevin Kolb,QB,PHI,ATL,0.00
Pat White,QB,MIA,NE,0.00
Chris Simms,QB,DEN,KC,-0.40
Louis Murphy,WR,OAK,PIT,31.80
Chad Johnson,WR,CIN,DET,31.70
Larry Fitzgerald,WR,ARI,MIN,31.30
Robert Meachem,WR,NO,WAS,31.20
Davone Bess,WR,MIA,NE,30.70
Wes Welker,WR,NE,MIA,29.70
Miles Austin,WR,DAL,NYG,29.40
Anquan Boldin,WR,ARI,MIN,28.80
Roddy White,WR,ATL,PHI,28.40
Calvin Johnson,WR,DET,CIN,27.30
Roy Williams,WR,DAL,NYG,24.00
Andre Johnson,WR,HOU,JAX,22.90
Brandon Marshall,WR,DEN,KC,22.60
Pierre Garcon,WR,IND,TEN,22.60
