,Position,Player,Salary,Opponent,AvgPointsPerGame,Team,PlayerID
305,RB,Stevan Ridley,3000,GB@MIN 01:00PM ET,0.0,MIN,
306,WR,Jarius Wright,3000,GB@MIN 01:00PM ET,2.78,MIN,00-0029572
307,RB,Aaron Ripkowski,3000,GB@MIN 01:00PM ET,0.68,GB,00-0031612
308,WR,Trevor Davis,3000,GB@MIN 01:00PM ET,0.38,GB,00-0032423
309,WR,Stacy Coley,3000,GB@MIN 01:00PM ET,0.0,MIN,00-0033968
310,WR,Rodney Adams,3000,GB@MIN 01:00PM ET,0.0,MIN,00-0033957
311,RB,C.J. Ham,3000,GB@MIN 01:00PM ET,2.08,MIN,00-0032918
312,RB,Zach Line,3000,DET@NO 01:00PM ET,0.0,NO,00-0029931
313,WR,Jared Abbrederis,3000,DET@NO 01:00PM ET,1.9,DET,00-0031021
314,WR,TJ Jones,3000,DET@NO 01:00PM ET,5.2,DET,00-0031189
315,TE,Eric Ebron,3000,DET@NO 01:00PM ET,5.46,DET,00-0031387
316,WR,Tommylee Lewis,3000,DET@NO 01:00PM ET,4.05,NO,00-0032881
317,RB,Tion Green,3000,DET@NO 01:00PM ET,0.0,DET,00-0033748
318,RB,Trey Edmunds,3000,DET@NO 01:00PM ET,0.0,NO,00-0033838
319,WR,Austin Carr,3000,DET@NO 01:00PM ET,0.0,NO,00-0033382
320,WR,Matthew Slater,3000,NE@NYJ 01:00PM ET,0.0,NE,00-0026293
321,RB,James Develin,3000,NE@NYJ 01:00PM ET,1.0,NE,00-0027925
322,RB,Travaris Cadet,3000,NE@NYJ 01:00PM ET,0.0,NYJ,00-0029205
323,RB,Brandon Bolden,3000,NE@NYJ 01:00PM ET,0.0,NE,00-0029239
324,RB,Lawrence Thomas,3000,NE@NYJ 01:00PM ET,0.625,NYJ,00-0032740
325,WR,Jalin Marshall,3000,NE@NYJ 01:00PM ET,0.0,NYJ,
326,WR,Lucky Whitehead,3000,NE@NYJ 01:00PM ET,0.0,NYJ,
327,WR,ArDarius Stewart,3000,NE@NYJ 01:00PM ET,1.52,NYJ,00-0033916
328,WR,Chad Hansen,3000,NE@NYJ 01:00PM ET,0.0,NYJ,00-0033840
329,WR,Brian Quick,3000,SF@WAS 01:00PM ET,0.7,WAS,00-0029640
330,RB,Kyle Juszczyk,3000,SF@WAS 01:00PM ET,4.62,SF,00-0029892
331,RB,Mack Brown,3000,SF@WAS 01:00PM ET,2.7,WAS,00-0032048
332,RB,Raheem Mostert,3000,SF@WAS 01:00PM ET,0.08,SF,00-0031687
333,WR,Victor Bolden Jr.,3000,SF@WAS 01:00PM ET,0.0,SF,00-0033306
334,WR,Kendrick Bourne,3000,SF@WAS 01:00PM ET,0.0,SF,00-0033307
335,WR,Bernard Reedy,3000,TB@ARI 04:05PM ET,0.475,TB,00-0030743
336,RB,Elijhaa Penny,3000,TB@ARI 04:05PM ET,0.34,ARI,00-0032813
337,WR,Brittan Golden,3000,TB@ARI 04:05PM ET,1.4,ARI,00-0029336
338,RB,D.J. Foster,3000,TB@ARI 04:05PM ET,0.0,ARI,00-0032577
339,RB,T.J. Logan,3000,TB@ARI 04:05PM ET,0.0,ARI,00-0033789
340,RB,Peyton Barber,3000,TB@ARI 04:05PM ET,1.225,TB,00-0032741
341,WR,Chad Williams,3000,TB@ARI 04:05PM ET,2.15,ARI,00-0033933
342,WR,Chris Godwin,3000,TB@ARI 04:05PM ET,2.3,TB,00-0033921
343,WR,Arrelious Benn,3000,LAR@JAX 04:05PM ET,0.44,JAX,00-0027654
344,RB,Lance Dunbar,3000,LAR@JAX 04:05PM ET,0.0,LA,00-0029004
345,RB,Tommy Bohanon,3000,LAR@JAX 04:05PM ET,2.46,JAX,
346,WR,Max McCaffrey,3000,LAR@JAX 04:05PM ET,0.35,JAX,00-0032937
347,RB,Justin Davis,3000,LAR@JAX 04:05PM ET,0.05,LA,00-0033760
348,WR,Pharoh Cooper,3000,LAR@JAX 04:05PM ET,0.92,LA,00-0033111
349,WR,Keelan Cole,3000,LAR@JAX 04:05PM ET,1.8,JAX,00-0033681
350,WR,Josh Reynolds,3000,LAR@JAX 04:05PM ET,0.76,LA,00-0033943
351,WR,Michael Thomas,3000,LAR@JAX 04:05PM ET,0.0,LA,00-0032765
352,WR,Darrius Heyward-Bey,3000,PIT@KC 04:25PM ET,0.06,PIT,00-0026983
353,RB,Anthony Sherman,3000,PIT@KC 04:25PM ET,0.42,KC,00-0028074
354,WR,Justin Hunter,3000,PIT@KC 04:25PM ET,1.55,PIT,00-0030521
355,RB,Roosevelt Nix,3000,PIT@KC 04:25PM ET,0.0,PIT,
356,RB,Akeem Hunt,3000,PIT@KC 04:25PM ET,0.0,KC,00-0031743
357,WR,Eli Rogers,3000,PIT@KC 04:25PM ET,3.467,PIT,00-0031782
358,WR,De'Anthony Thomas,3000,PIT@KC 04:25PM ET,2.32,KC,00-0031060
359,RB,Terrell Watson,3000,PIT@KC 04:25PM ET,0.1,PIT,00-0031793
360,WR,Jehu Chesson,3000,PIT@KC 04:25PM ET,0.0,KC,00-0033464
361,WR,Demarcus Robinson,3000,PIT@KC 04:25PM ET,1.1,KC,00-0032775
362,TE,Antonio Gates,3000,LAC@OAK 04:25PM ET,5.38,LAC,00-0021547
363,RB,Andre Williams,3000,LAC@OAK 04:25PM ET,0.0,LAC,00-0031055
364,RB,Jamize Olawale,3000,LAC@OAK 04:25PM ET,1.6,OAK,00-0029492
365,RB,Derek Watt,3000,LAC@OAK 04:25PM ET,0.0,LAC,
366,WR,Cordarrelle Patterson,3000,LAC@OAK 04:25PM ET,5.34,OAK,00-0030578
367,WR,Johnny Holton,3000,LAC@OAK 04:25PM ET,2.68,OAK,00-0032935
368,RB,Austin Ekeler,3000,LAC@OAK 04:25PM ET,5.0,LAC,00-0033699
369,WR,Dwayne Harris,3000,NYG@DEN 08:30PM ET,0.0,NYG,00-0028114
370,WR,Jordan Taylor,3000,NYG@DEN 08:30PM ET,0.0,DEN,00-0031697
371,WR,Cody Latimer,3000,NYG@DEN 08:30PM ET,1.4,DEN,00-0031344
372,RB,Andy Janovich,3000,NYG@DEN 08:30PM ET,0.05,DEN,00-0032956
373,WR,Isaiah McKenzie,3000,NYG@DEN 08:30PM ET,0.1,DEN,00-0033466
374,DST,Titans ,3000,IND@TEN 08:30PM ET,4.2,TEN,
375,WR,Eric Weems,3000,IND@TEN 08:30PM ET,0.0,TEN,00-0024535
376,WR,Kamar Aiken,3000,IND@TEN 08:30PM ET,2.98,IND,00-0028497
377,RB,George Winn,3000,IND@TEN 08:30PM ET,0.0,IND,00-0030247
378,RB,Jalston Fowler,3000,IND@TEN 08:30PM ET,1.26,TEN,00-0032130
379,RB,David Fluellen,3000,IND@TEN 08:30PM ET,0.42,TEN,00-0030711
380,WR,Quan Bray,3000,IND@TEN 08:30PM ET,0.64,IND,00-0031514
381,WR,Darius Jennings,3000,IND@TEN 08:30PM ET,0.0,TEN,00-0031972
382,RB,Matt Jones,3000,IND@TEN 08:30PM ET,0.7,IND,00-0031939
383,WR,Chester Rogers,3000,IND@TEN 08:30PM ET,0.0,IND,00-0032355
384,WR,Krishawn Hogan,3000,IND@TEN 08:30PM ET,0.0,IND,00-0033604
385,TE,Zach Miller,2900,CHI@BAL 01:00PM ET,8.04,CHI,00-0027125
386,DST,Vikings ,2900,GB@MIN 01:00PM ET,5.2,MIN,
387,TE,Julius Thomas,2800,MIA@ATL 01:00PM ET,4.4,MIA,00-0028067
388,TE,Stephen Anderson,2800,CLE@HOU 01:00PM ET,4.725,HOU,00-0032725
389,DST,Packers ,2800,GB@MIN 01:00PM ET,7.8,GB,
390,DST,Cardinals ,2800,TB@ARI 04:05PM ET,5.2,ARI,
391,TE,Demetrius Harris,2800,PIT@KC 04:25PM ET,2.92,KC,00-0030155
392,DST,Bears ,2700,CHI@BAL 01:00PM ET,4.2,CHI,
393,DST,Saints ,2700,DET@NO 01:00PM ET,7.0,NO,
394,TE,Dwayne Allen,2700,NE@NYJ 01:00PM ET,0.0,NE,00-0029689
395,TE,Marcedes Lewis,2700,LAR@JAX 04:05PM ET,6.12,JAX,00-0024243
396,TE,A.J. Derby,2700,NYG@DEN 08:30PM ET,6.35,DEN,00-0031609
397,TE,Richard Rodgers,2600,GB@MIN 01:00PM ET,1.36,GB,00-0031384
398,DST,Buccaneers ,2600,TB@ARI 04:05PM ET,6.5,TB,
399,TE,Jermaine Gresham,2600,TB@ARI 04:05PM ET,5.25,ARI,00-0027873
400,TE,O.J. Howard,2600,TB@ARI 04:05PM ET,4.8,TB,00-0033879
401,DST,Steelers ,2600,PIT@KC 04:25PM ET,10.2,PIT,
402,TE,Vance McDonald,2600,PIT@KC 04:25PM ET,0.0,PIT,00-0030470
403,DST,Giants ,2600,NYG@DEN 08:30PM ET,3.4,NYG,
404,TE,Erik Swoope,2600,IND@TEN 08:30PM ET,0.0,IND,00-0030854
405,TE,Jonnu Smith,2600,IND@TEN 08:30PM ET,5.5,TEN,00-0033858
406,TE,Anthony Fasano,2500,MIA@ATL 01:00PM ET,0.0,MIA,00-0024268
407,TE,MarQueis Gray,2500,MIA@ATL 01:00PM ET,0.0,MIA,00-0029878
408,TE,Levine Toilolo,2500,MIA@ATL 01:00PM ET,1.275,ATL,00-0030443
409,TE,Eric Saubert,2500,MIA@ATL 01:00PM ET,0.0,ATL,00-0033576
410,TE,Andrew DePaola,2500,CHI@BAL 01:00PM ET,0.0,CHI,00-0029714
411,TE,Dion Sims,2500,CHI@BAL 01:00PM ET,1.92,CHI,00-0030422
412,TE,Daniel Brown,2500,CHI@BAL 01:00PM ET,0.0,CHI,00-0032098
413,TE,Nick Boyle,2500,CHI@BAL 01:00PM ET,3.64,BAL,00-0031598
414,TE,Maxx Williams,2500,CHI@BAL 01:00PM ET,3.9,BAL,00-0031558
415,TE,Vince Mayle,2500,CHI@BAL 01:00PM ET,1.24,BAL,00-0032188
416,TE,Adam Shaheen,2500,CHI@BAL 01:00PM ET,1.44,CHI,00-0033896
417,TE,Randall Telfer,2500,CLE@HOU 01:00PM ET,0.88,CLE,00-0031533
418,TE,Seth DeValve,2500,CLE@HOU 01:00PM ET,5.56,CLE,00-0033080
419,TE,Lance Kendricks,2500,GB@MIN 01:00PM ET,4.28,GB,00-0027985
420,TE,Kevin McDermott,2500,GB@MIN 01:00PM ET,0.0,MIN,00-0029879
421,TE,Blake Bell,2500,GB@MIN 01:00PM ET,0.44,MIN,00-0032062
422,TE,David Morgan,2500,GB@MIN 01:00PM ET,0.0,MIN,00-0032430
423,TE,Darren Fells,2500,DET@NO 01:00PM ET,5.5,DET,00-0029738
424,TE,Michael Hoomanawanui,2500,DET@NO 01:00PM ET,1.025,NO,00-0027732
425,TE,Josh Hill,2500,DET@NO 01:00PM ET,1.8,NO,00-0030216
426,TE,Michael Roberts,2500,DET@NO 01:00PM ET,0.5,DET,00-0033559
427,TE,Eric Tomlinson,2500,NE@NYJ 01:00PM ET,2.967,NYJ,00-0031690
428,TE,Jacob Hollister,2500,NE@NYJ 01:00PM ET,1.1,NE,00-0033386
429,TE,Jordan Leggett,2500,NE@NYJ 01:00PM ET,0.0,NYJ,00-0033953
430,TE,Logan Paulsen,2500,SF@WAS 01:00PM ET,0.0,SF,00-0027215
431,TE,Kyle Nelson,2500,SF@WAS 01:00PM ET,0.0,SF,00-0028374
432,TE,Garrett Celek,2500,SF@WAS 01:00PM ET,2.06,SF,00-0028903
433,TE,Niles Paul,2500,SF@WAS 01:00PM ET,0.175,WAS,00-0028093
434,TE,Jeremy Sprinkle,2500,SF@WAS 01:00PM ET,0.0,WAS,00-0033528
435,TE,Luke Stocker,2500,TB@ARI 04:05PM ET,0.0,TB,00-0028042
436,TE,Ifeanyi Momah,2500,TB@ARI 04:05PM ET,1.12,ARI,00-0029740
437,TE,Troy Niklas,2500,TB@ARI 04:05PM ET,0.92,ARI,00-0031044
438,TE,Ricky Seals-Jones,2500,TB@ARI 04:05PM ET,0.0,ARI,00-0033611
439,TE,Antony Auclair,2500,TB@ARI 04:05PM ET,0.0,TB,00-0033421
440,TE,James O'Shaughnessy,2500,LAR@JAX 04:05PM ET,1.0,JAX,00-0031951
441,TE,Tyler Higbee,2500,LAR@JAX 04:05PM ET,5.32,LA,00-0033110
442,TE,Ben Koyack,2500,LAR@JAX 04:05PM ET,0.0,JAX,00-0032139
443,TE,Derek Carrier,2500,LAR@JAX 04:05PM ET,1.36,LA,00-0029119
444,TE,Gerald Everett,2500,LAR@JAX 04:05PM ET,4.2,LA,00-0033895
445,TE,James Winchester,2500,PIT@KC 04:25PM ET,0.0,KC,00-0030615
446,TE,Xavier Grimble,2500,PIT@KC 04:25PM ET,0.0,PIT,00-0031035
447,TE,Ross Travis,2500,PIT@KC 04:25PM ET,0.92,KC,00-0032319
448,DST,Raiders ,2500,LAC@OAK 04:25PM ET,4.2,OAK,
449,TE,Lee Smith,2500,LAC@OAK 04:25PM ET,1.08,OAK,00-0028097
450,TE,Sean McGrath,2500,LAC@OAK 04:25PM ET,0.5,LAC,00-0029391
451,TE,Clive Walford,2500,LAC@OAK 04:25PM ET,0.52,OAK,00-0032256
452,TE,Sean Culkin,2500,LAC@OAK 04:25PM ET,0.0,LAC,00-0033696
453,TE,Virgil Green,2500,NYG@DEN 08:30PM ET,4.825,DEN,00-0028142
454,TE,Rhett Ellison,2500,NYG@DEN 08:30PM ET,3.4,NYG,00-0029587
455,TE,Jeff Heuerman,2500,NYG@DEN 08:30PM ET,1.375,DEN,00-0032227
456,TE,Matt LaCosse,2500,NYG@DEN 08:30PM ET,0.0,NYG,00-0031744
457,TE,Jerell Adams,2500,NYG@DEN 08:30PM ET,1.38,NYG,00-0032429
458,TE,Jake Butt,2500,NYG@DEN 08:30PM ET,0.0,DEN,
459,TE,Beau Brinkley,2500,IND@TEN 08:30PM ET,0.0,TEN,00-0029134
460,TE,Brandon Williams,2500,IND@TEN 08:30PM ET,2.72,IND,00-0029793
461,TE,Henry Krieger-Coble,2500,IND@TEN 08:30PM ET,0.0,IND,00-0032523
462,TE,Phillip Supernaw,2500,IND@TEN 08:30PM ET,2.18,TEN,00-0028987
463,TE,Darrell Daniels,2500,IND@TEN 08:30PM ET,0.78,IND,00-0033258
464,DST,Lions ,2400,DET@NO 01:00PM ET,12.2,DET,
465,DST,Browns ,2300,CLE@HOU 01:00PM ET,4.6,CLE,
466,DST,49ers ,2200,SF@WAS 01:00PM ET,5.2,SF,
467,DST,Jets ,2100,NE@NYJ 01:00PM ET,5.2,NYJ,
468,DST,Dolphins ,2000,MIA@ATL 01:00PM ET,7.25,MIA,
