Player,Position,Team,Opponent,Points
Sam Bradford,QB,LAR,MIN,31.98
Tom Brady,QB,NE,SF,29.82
Colin Kaepernick,QB,SF,NE,26.64
Aaron Rodgers,QB,GB,CHI,25.94
Kirk Cousins,QB,WAS,CLE,25.36
Tony Romo,QB,DAL,PIT,24.24
Ben Roethlisberger,QB,PIT,DAL,23.76
Ryan Tannehill,QB,MIA,JAX,23.00
Matt Ryan,QB,ATL,NYG,22.70
Cam Newton,QB,CAR,LAC,17.94
Andrew Luck,QB,IND,HOU,16.44
Jake Locker,QB,TEN,NYJ,16.26
Joe Flacco,QB,BAL,DEN,15.96
Andy Dalton,QB,CIN,PHI,14.88
Matt Schaub,QB,HOU,IND,14.44
Brandon Weeden,QB,CLE,WAS,12.66
Peyton Manning,QB,DEN,BAL,12.16
Christian Ponder,QB,MIN,LAR,11.84
Ryan Fitzpatrick,QB,BUF,SEA,10.48
Chad Henne,QB,JAX,MIA,10.44
Nick Foles,QB,PHI,CIN,9.70
Jay Cutler,QB,CHI,GB,9.30
Carson Palmer,QB,OAK,KC,7.68
Philip Rivers,QB,LAC,CAR,7.24
Josh Freeman,QB,TB,NO,6.96
Matthew Stafford,QB,DET,ARI,6.84
Mark Sanchez,QB,NYJ,TEN,4.84
Brady Quinn,QB,KC,OAK,4.44
Eli Manning,QB,NYG,ATL,4.44
Ryan Lindley,QB,ARI,DET,3.96
Dan Orlovsky,QB,TB,NO,2.04
Tim Tebow,QB,NYJ,TEN,1.50
Alex Smith,QB,SF,NE,0.00
Chase Daniel,QB,NO,TB,0.00
Matt Moore,QB,MIA,JAX,0.00
Matt Flynn,QB,SEA,BUF,0.00
Luke McCown,QB,ATL,NYG,-0.30
Brock Osweiler,QB,DEN,BAL,-0.40
Brandon Lloyd,WR,NE,SF,32.00
Eric Decker,WR,DEN,BAL,30.30
James Jones,WR,GB,CHI,29.00
Steve Johnson,WR,BUF,SEA,28.50
Julio Jones,WR,ATL,NYG,27.20
Calvin Johnson,WR,DET,ARI,25.10
Antonio Brown,WR,PIT,DAL,20.60
Danny Amendola,WR,LAR,MIN,19.80
Leonard Hankerson,WR,WAS,CLE,19.60
Randall Cobb,WR,GB,CHI,19.50
Steve Smith,WR,CAR,LAC,19.20
Cecil Shorts,WR,JAX,MIA,19.10
AJ Green,WR,CIN,PHI,17.70
Brandon Marshall,WR,CHI,GB,17.60
TY Hilton,WR,IND,HOU,16.80
Dez Bryant,WR,DAL,PIT,15.90
Justin Blackmon,WR,JAX,MIA,15.30
Miles Austin,WR,DAL,PIT,14.90
Lance Moore,WR,NO,TB,14.20
Joseph Morgan,WR,NO,TB,14.10
Vincent Jackson,WR,TB,NO,14.10
Travis Benjamin,WR,CLE,WAS,13.90
Brandon Gibson,WR,LAR,MIN,13.60
Mike Wallace,WR,PIT,DAL,13.50
Domenik Hixon,WR,NYG,ATL,13.00
Brian Hartline,WR,MIA,JAX,12.70
Pierre Garcon,WR,WAS,CLE,12.50
Greg Little,WR,CLE,WAS,12.40
Randy Moss,WR,SF,NE,11.60
Sidney Rice,WR,SEA,BUF,11.60
Harry Douglas,WR,ATL,NYG,11.20
Rod Streater,WR,OAK,KC,11.20
Riley Cooper,WR,PHI,CIN,11.00
Santana Moss,WR,WAS,CLE,10.70
Wes Welker,WR,NE,SF,10.60
Austin Pettis,WR,LAR,MIN,10.50
Mike Williams,WR,TB,NO,10.30
Jeremy Maclin,WR,PHI,CIN,10.30
Nate Washington,WR,TEN,NYJ,10.20
Josh Morgan,WR,WAS,CLE,10.00
Denarius Moore,WR,OAK,KC,9.60
Golden Tate,WR,SEA,BUF,9.40
Brian Quick,WR,LAR,MIN,9.20
Marques Colston,WR,NO,TB,9.00
Greg Jennings,WR,GB,CHI,9.00
Dwayne Harris,WR,DAL,PIT,8.60
Jacoby Jones,WR,BAL,DEN,8.10
Braylon Edwards,WR,NYJ,TEN,7.70
Heath Miller,TE,PIT,DAL,22.20
Anthony Fasano,TE,MIA,JAX,19.60
Tony Gonzalez,TE,ATL,NYG,16.90
Jeff Cumberland,TE,NYJ,TEN,15.30
Jason Witten,TE,DAL,PIT,15.30
Antonio Gates,TE,LAC,CAR,13.10
Dwayne Allen,TE,IND,HOU,12.90
Lance Kendricks,TE,LAR,MIN,12.50
Jermaine Gresham,TE,CIN,PHI,12.30
Dallas Clark,TE,TB,NO,12.20
Jimmy Graham,TE,NO,TB,11.90
Zach Miller,TE,SEA,BUF,11.60
Jermichael Finley,TE,GB,CHI,11.10
Scott Chandler,TE,BUF,SEA,10.80
Greg Olsen,TE,CAR,LAC,10.60
Delanie Walker,TE,SF,NE,10.40
David Thomas,TE,NO,TB,10.10
Logan Paulsen,TE,WAS,CLE,8.70
Owen Daniels,TE,HOU,IND,8.00
Tony Moeaki,TE,KC,OAK,6.60
Tony Scheffler,TE,DET,ARI,6.60
James Hanna,TE,DAL,PIT,6.50
Jordan Cameron,TE,CLE,WAS,6.40
Joel Dreessen,TE,DEN,BAL,5.60
Luke Stocker,TE,TB,NO,5.30
Kyle Rudolph,TE,MIN,LAR,5.20
Michael Hoomanawanui,TE,NE,SF,5.10
Clay Harbor,TE,PHI,CIN,4.80
John Carlson,TE,MIN,LAR,4.70
Will Heller,TE,DET,ARI,3.80
Marcedes Lewis,TE,JAX,MIA,3.80
Craig Stevens,TE,TEN,NYJ,3.60
Brandon Myers,TE,OAK,KC,3.50
Rob Housler,TE,ARI,DET,3.30
Benjamin Watson,TE,CLE,WAS,3.20
Cory Harkey,TE,LAR,MIN,3.10
Coby Fleener,TE,IND,HOU,3.10
Gary Barnidge,TE,CAR,LAC,3.00
Charles Clay,TE,MIA,JAX,2.80
Alex Smith,TE,CLE,WAS,2.80
Martellus Bennett,TE,NYG,ATL,2.50
Dorin Dickerson,TE,BUF,SEA,2.00
Vernon Davis,TE,SF,NE,2.00
Dante Rosario,TE,LAC,CAR,1.90
James Casey,TE,HOU,IND,1.90
Jeff King,TE,ARI,DET,1.70
Ben Hartsock,TE,CAR,LAC,1.50
Konrad Reuland,TE,NYJ,TEN,1.40
Chris Wells,RB,ARI,DET,24.70
Alfred Morris,RB,WAS,CLE,23.30
Knowshon Moreno,RB,DEN,BAL,23.30
Marshawn Lynch,RB,SEA,BUF,22.70
Steven Jackson,RB,LAR,MIN,22.60
CJ Spiller,RB,BUF,SEA,22.10
Arian Foster,RB,HOU,IND,21.90
DeAngelo Williams,RB,CAR,LAC,21.40
Chris Johnson,RB,TEN,NYJ,21.20
Darren McFadden,RB,OAK,KC,20.90
Mike Tolbert,FB,CAR,LAC,20.40
DeMarco Murray,RB,DAL,PIT,20.20
Frank Gore,RB,SF,NE,19.70
BenJarvus Green-Ellis,RB,CIN,PHI,19.60
Matt Forte,RB,CHI,GB,18.30
Trent Richardson,RB,CLE,WAS,18.20
Darren Sproles,RB,NO,TB,15.30
Mark Ingram,RB,NO,TB,15.00
Mikel Leshoure,RB,DET,ARI,13.90
Vick Ballard,RB,IND,HOU,13.50
Reggie Bush,RB,MIA,JAX,13.40
Michael Turner,RB,ATL,NYG,13.10
Dexter McCluster,RB,KC,OAK,12.90
Mike Goodson,RB,OAK,KC,11.30
Evan Royster,RB,WAS,CLE,11.30
Shonn Greene,RB,NYJ,TEN,8.90
Jorvorskie Lane,FB,MIA,JAX,8.60
Curtis Brinkley,RB,LAC,CAR,8.60
Jason Snelling,RB,ATL,NYG,8.30
Jonathan Dwyer,RB,PIT,DAL,8.20
Jacob Hester,RB,DEN,BAL,8.00
David Wilson,RB,NYG,ATL,7.60
Ray Rice,RB,BAL,DEN,7.10
Pierre Thomas,RB,NO,TB,6.90
Doug Martin,RB,TB,NO,6.50
Montell Owens,FB,JAX,MIA,6.30
Bilal Powell,RB,NYJ,TEN,6.30
Alex Green,RB,GB,CHI,6.10
Ryan Mathews,RB,LAC,CAR,6.00
Daryl Richardson,RB,LAR,MIN,6.00
Michael Robinson,RB,SEA,BUF,5.90
Jamaal Charles,RB,KC,OAK,5.80
Joique Bell,RB,DET,ARI,5.70
Bryce Brown,RB,PHI,CIN,5.50
Isaac Redman,RB,PIT,DAL,5.40
Will Johnson,FB,PIT,DAL,5.40
DJ Ware,RB,TB,NO,5.20
Jacquizz Rodgers,RB,ATL,NYG,4.90
Shayne Graham,K,HOU,IND,0.00
Steven Hauschka,K,SEA,BUF,0.00
Dan Carpenter,K,MIA,JAX,0.00
Garrett Hartley,K,NO,TB,0.00
David Akers,K,SF,NE,0.00
Stephen Gostkowski,K,NE,SF,0.00
Josh Brown,K,CIN,PHI,0.00
Jay Feely,K,ARI,DET,0.00
Matt Bryant,K,ATL,NYG,0.00
Matt Prater,K,DEN,BAL,0.00
Dan Bailey,K,DAL,PIT,0.00
Kai Forbath,K,WAS,CLE,0.00
Alex Henery,K,PHI,CIN,0.00
Graham Gano,K,CAR,LAC,0.00
Olindo Mare,K,CHI,GB,0.00
Shaun Suisham,K,PIT,DAL,0.00
Rian Lindell,K,BUF,SEA,0.00
Adam Vinatieri,K,IND,HOU,0.00
Justin Tucker,K,BAL,DEN,0.00
Jason Hanson,K,DET,ARI,0.00
Nick Folk,K,NYJ,TEN,0.00
