Player,Position,Team,Opponent,Points
Josh Scobee,K,JAX,MIA,0.00
Mason Crosby,K,GB,CHI,0.00
Phil Dawson,K,CLE,WAS,0.00
Greg Zuerlein,K,LAR,MIN,0.00
Rob Bironas,K,TEN,NYJ,0.00
Nick Novak,K,LAC,CAR,0.00
Ryan Succop,K,KC,OAK,0.00
Lawrence Tynes,K,NYG,ATL,0.00
New Orleans Saints,DST,NO,TB,22.00
Tennessee Titans,DST,TEN,NYJ,18.00
Atlanta Falcons,DST,ATL,NYG,17.00
Oakland Raiders,DST,OAK,KC,16.00
Seattle Seahawks,DST,SEA,BUF,16.00
Houston Texans,DST,HOU,IND,16.00
Carolina Panthers,DST,CAR,LAC,14.00
Denver Broncos,DST,DEN,BAL,14.00
Minnesota Vikings,DST,MIN,LAR,14.00
Green Bay Packers,DST,GB,CHI,10.00
San Francisco 49ers,DST,SF,NE,10.00
Miami Dolphins,DST,MIA,JAX,9.00
Philadelphia Eagles,DST,PHI,CIN,9.00
Dallas Cowboys,DST,DAL,PIT,8.00
Chicago Bears,DST,CHI,GB,7.00
New York Jets,DST,NYJ,TEN,7.00
Washington Redskins,DST,WAS,CLE,6.00
Detroit Lions,DST,DET,ARI,3.00
Pittsburgh Steelers,DST,PIT,DAL,3.00
Los Angeles Chargers,DST,LAC,CAR,3.00
Kansas City Chiefs,DST,KC,OAK,3.00
Jacksonville Jaguars,DST,JAX,MIA,3.00
Indianapolis Colts,DST,IND,HOU,2.00
Baltimore Ravens,DST,BAL,DEN,1.00
Los Angeles Rams,DST,LAR,MIN,1.00
New England Patriots,DST,NE,SF,1.00
Cleveland Browns,DST,CLE,WAS,0.00
New York Giants,DST,NYG,ATL,0.00
Buffalo Bills,DST,BUF,SEA,0.00
Tampa Bay Buccaneers,DST,TB,NO,-3.00
