,Player,Position,Team,Opponent,Points,PlayerID
0,Sam Bradford,QB,LA,MIN,31.98,00-0027854
1,Tom Brady,QB,NE,SF,29.82,00-0019596
2,Colin Kaepernick,QB,SF,NE,26.64,00-0027974
3,Aaron Rodgers,QB,GB,CHI,25.94,00-0023459
4,Kirk Cousins,QB,WAS,CLE,25.36,00-0029604
5,Tony Romo,QB,DAL,PIT,24.24,00-0021678
6,Ben Roethlisberger,QB,PIT,DAL,23.76,00-0022924
7,Ryan Tannehill,QB,MIA,JAX,23.0,00-0029701
8,Matt Ryan,QB,ATL,NYG,22.7,00-0026143
9,Cam Newton,QB,CAR,LAC,17.94,00-0027939
10,Andrew Luck,QB,IND,HOU,16.44,00-0029668
11,Jake Locker,QB,TEN,NYJ,16.26,00-0027946
12,Joe Flacco,QB,BAL,DEN,15.96,00-0026158
13,Andy Dalton,QB,CIN,PHI,14.88,00-0027973
14,Matt Schaub,QB,HOU,IND,14.44,00-0022787
15,Brandon Weeden,QB,CLE,WAS,12.66,00-0029677
16,Peyton Manning,QB,DEN,BAL,12.16,00-0010346
17,Christian Ponder,QB,MIN,LAR,11.84,00-0027950
18,Ryan Fitzpatrick,QB,BUF,SEA,10.48,00-0023682
19,Chad Henne,QB,JAX,MIA,10.44,00-0026197
20,Nick Foles,QB,PHI,CIN,9.7,00-0029567
21,Jay Cutler,QB,CHI,GB,9.3,00-0024226
22,Carson Palmer,QB,OAK,KC,7.68,00-0021429
23,Philip Rivers,QB,LAC,CAR,7.24,00-0022942
24,Josh Freeman,QB,TB,NO,6.96,00-0026993
25,Matthew Stafford,QB,DET,ARI,6.84,00-0026498
26,Mark Sanchez,QB,NYJ,TEN,4.84,00-0026898
27,Brady Quinn,QB,KC,OAK,4.44,00-0025409
28,Eli Manning,QB,NYG,ATL,4.44,00-0022803
29,Ryan Lindley,QB,ARI,DET,3.96,00-0029531
30,Dan Orlovsky,QB,TB,NO,2.04,00-0023578
31,Tim Tebow,QB,NYJ,TEN,1.5,00-0027876
32,Alex Smith,QB,SF,NE,0.0,00-0023436
33,Chase Daniel,QB,NO,TB,0.0,00-0026544
34,Matt Moore,QB,MIA,JAX,0.0,00-0025708
35,Matt Flynn,QB,SEA,BUF,0.0,00-0026349
36,Luke McCown,QB,ATL,NYG,-0.3,00-0022864
37,Brock Osweiler,QB,DEN,BAL,-0.4,00-0029682
38,Brandon Lloyd,WR,NE,SF,32.0,00-0022097
39,Eric Decker,WR,DEN,BAL,30.3,00-0027690
40,James Jones,WR,GB,CHI,29.0,00-0025465
41,Steve Johnson,WR,BUF,SEA,28.5,00-0026364
42,Julio Jones,WR,ATL,NYG,27.2,00-0027944
43,Calvin Johnson,WR,DET,ARI,25.1,00-0025389
44,Antonio Brown,WR,PIT,DAL,20.6,00-0027793
45,Danny Amendola,WR,LA,MIN,19.8,00-0026035
46,Leonard Hankerson,WR,WAS,CLE,19.6,00-0028017
47,Randall Cobb,WR,GB,CHI,19.5,00-0028002
48,Steve Smith,WR,CAR,LAC,19.2,
49,Cecil Shorts,WR,JAX,MIA,19.1,00-0028052
50,AJ Green,WR,CIN,PHI,17.7,00-0027942
51,Brandon Marshall,WR,CHI,GB,17.6,00-0024334
52,TY Hilton,WR,IND,HOU,16.8,00-0029608
53,Dez Bryant,WR,DAL,PIT,15.9,00-0027902
54,Justin Blackmon,WR,JAX,MIA,15.3,00-0029707
55,Miles Austin,WR,DAL,PIT,14.9,00-0023921
56,Lance Moore,WR,NO,TB,14.2,00-0023310
57,Joseph Morgan,WR,NO,TB,14.1,00-0028532
58,Vincent Jackson,WR,TB,NO,14.1,00-0023496
59,Travis Benjamin,WR,CLE,WAS,13.9,00-0029269
60,Brandon Gibson,WR,LA,MIN,13.6,00-0026937
61,Mike Wallace,WR,PIT,DAL,13.5,00-0026901
62,Domenik Hixon,WR,NYG,ATL,13.0,00-0024345
63,Brian Hartline,WR,MIA,JAX,12.7,00-0027077
64,Pierre Garcon,WR,WAS,CLE,12.5,00-0026345
65,Greg Little,WR,CLE,WAS,12.4,00-0027997
66,Randy Moss,WR,SF,NE,11.6,00-0011754
67,Sidney Rice,WR,SEA,BUF,11.6,00-0025431
68,Harry Douglas,WR,ATL,NYG,11.2,00-0026224
69,Rod Streater,WR,OAK,KC,11.2,00-0029129
70,Riley Cooper,WR,PHI,CIN,11.0,00-0027758
71,Santana Moss,WR,WAS,CLE,10.7,00-0020494
72,Wes Welker,WR,NE,SF,10.6,00-0022427
73,Austin Pettis,WR,LA,MIN,10.5,00-0028016
74,Mike Williams,WR,TB,NO,10.3,00-0033536
75,Jeremy Maclin,WR,PHI,CIN,10.3,00-0026995
76,Nate Washington,WR,TEN,NYJ,10.2,00-0023367
77,Josh Morgan,WR,WAS,CLE,10.0,00-0026314
78,Denarius Moore,WR,OAK,KC,9.6,00-0028086
79,Golden Tate,WR,SEA,BUF,9.4,00-0027891
80,Brian Quick,WR,LA,MIN,9.2,00-0029640
81,Marques Colston,WR,NO,TB,9.0,00-0024466
82,Greg Jennings,WR,GB,CHI,9.0,00-0024267
83,Dwayne Harris,WR,DAL,PIT,8.6,00-0028114
84,Jacoby Jones,WR,BAL,DEN,8.1,00-0025460
85,Braylon Edwards,WR,NYJ,TEN,7.7,00-0023438
86,Heath Miller,TE,PIT,DAL,22.2,00-0023465
87,Anthony Fasano,TE,MIA,JAX,19.6,00-0024268
88,Tony Gonzalez,TE,ATL,NYG,16.9,00-0006101
89,Jeff Cumberland,TE,NYJ,TEN,15.3,00-0027321
90,Jason Witten,TE,DAL,PIT,15.3,00-0022127
91,Antonio Gates,TE,LAC,CAR,13.1,00-0021547
92,Dwayne Allen,TE,IND,HOU,12.9,00-0029689
93,Lance Kendricks,TE,LA,MIN,12.5,00-0027985
94,Jermaine Gresham,TE,CIN,PHI,12.3,00-0027873
95,Dallas Clark,TE,TB,NO,12.2,00-0022165
96,Jimmy Graham,TE,NO,TB,11.9,00-0027696
97,Zach Miller,TE,SEA,BUF,11.6,00-0027125
98,Jermichael Finley,TE,GB,CHI,11.1,00-0026231
99,Scott Chandler,TE,BUF,SEA,10.8,00-0025516
100,Greg Olsen,TE,CAR,LAC,10.6,00-0025418
101,Delanie Walker,TE,SF,NE,10.4,00-0024389
102,David Thomas,TE,NO,TB,10.1,00-0024301
103,Logan Paulsen,TE,WAS,CLE,8.7,00-0027215
104,Owen Daniels,TE,HOU,IND,8.0,00-0024313
105,Tony Moeaki,TE,KC,OAK,6.6,00-0027695
106,Tony Scheffler,TE,DET,ARI,6.6,00-0024276
107,James Hanna,TE,DAL,PIT,6.5,00-0029634
108,Jordan Cameron,TE,CLE,WAS,6.4,00-0028040
109,Joel Dreessen,TE,DEN,BAL,5.6,00-0023630
110,Luke Stocker,TE,TB,NO,5.3,00-0028042
111,Kyle Rudolph,TE,MIN,LAR,5.2,00-0027981
112,Michael Hoomanawanui,TE,NE,SF,5.1,00-0027732
113,Clay Harbor,TE,PHI,CIN,4.8,00-0027725
114,John Carlson,TE,MIN,LAR,4.7,00-0026178
115,Will Heller,TE,DET,ARI,3.8,00-0021756
116,Marcedes Lewis,TE,JAX,MIA,3.8,00-0024243
117,Craig Stevens,TE,TEN,NYJ,3.6,00-0026225
118,Brandon Myers,TE,OAK,KC,3.5,00-0027135
119,Rob Housler,TE,ARI,DET,3.3,00-0028007
120,Benjamin Watson,TE,CLE,WAS,3.2,00-0022943
121,Cory Harkey,TE,LA,MIN,3.1,00-0028958
122,Coby Fleener,TE,IND,HOU,3.1,00-0029697
123,Gary Barnidge,TE,CAR,LAC,3.0,00-0026281
124,Charles Clay,TE,MIA,JAX,2.8,00-0028112
125,Alex Smith,TE,CLE,WAS,2.8,
126,Martellus Bennett,TE,NYG,ATL,2.5,00-0026201
127,Dorin Dickerson,TE,BUF,SEA,2.0,00-0027819
128,Vernon Davis,TE,SF,NE,2.0,00-0024221
129,Dante Rosario,TE,LAC,CAR,1.9,00-0025542
130,James Casey,TE,HOU,IND,1.9,00-0027109
131,Jeff King,TE,ARI,DET,1.7,00-0024369
132,Ben Hartsock,TE,CAR,LAC,1.5,00-0022847
133,Konrad Reuland,TE,NYJ,TEN,1.4,00-0028238
134,Chris Wells,RB,ARI,DET,24.7,
135,Alfred Morris,RB,WAS,CLE,23.3,00-0029141
136,Knowshon Moreno,RB,DEN,BAL,23.3,00-0026988
137,Marshawn Lynch,RB,SEA,BUF,22.7,00-0025399
138,Steven Jackson,RB,LA,MIN,22.6,00-0022736
139,CJ Spiller,RB,BUF,SEA,22.1,
140,Arian Foster,RB,HOU,IND,21.9,00-0026796
141,DeAngelo Williams,RB,CAR,LAC,21.4,00-0024242
142,Chris Johnson,RB,TEN,NYJ,21.2,
143,Darren McFadden,RB,OAK,KC,20.9,00-0026144
144,Mike Tolbert,FB,CAR,LAC,20.4,00-0026069
145,DeMarco Murray,RB,DAL,PIT,20.2,00-0028009
146,Frank Gore,RB,SF,NE,19.7,00-0023500
