,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,BUF,26.2,00-0023459
1,Shaun Hill,QB,DET,PHI,26.0,00-0020679
2,Donovan McNabb,QB,WAS,HOU,24.04,00-0011022
3,Jay Cutler,QB,CHI,DAL,23.38,00-0024226
4,Michael Vick,QB,PHI,DET,23.06,
5,Mark Sanchez,QB,NYJ,NE,23.0,00-0026898
6,Kyle Orton,QB,DEN,SEA,22.78,00-0023541
7,Peyton Manning,QB,IND,NYG,21.9,00-0010346
8,Matt Ryan,QB,ATL,ARI,20.6,00-0026143
9,Drew Brees,QB,NO,SF,19.86,00-0020531
10,Tony Romo,QB,DAL,CHI,19.86,00-0021678
11,Josh Freeman,QB,TB,CAR,19.42,00-0026993
12,Matt Hasselbeck,QB,SEA,DEN,18.42,00-0007091
13,Alex Smith,QB,SF,NO,17.8,00-0023436
14,Tom Brady,QB,NE,NYJ,14.92,00-0019596
15,Sam Bradford,QB,LA,OAK,13.68,00-0027854
16,Seneca Wallace,QB,CLE,KC,12.56,00-0022055
17,Eli Manning,QB,NYG,IND,12.04,00-0022803
18,Kerry Collins,QB,TEN,PIT,9.86,00-0003292
19,Bruce Gradkowski,QB,OAK,LAR,9.48,00-0024408
20,Chad Henne,QB,MIA,MIN,8.56,00-0026197
21,Matt Moore,QB,CAR,TB,7.2,00-0025708
22,Joe Flacco,QB,BAL,CIN,7.06,00-0026158
23,David Garrard,QB,JAX,LAC,6.82,00-0021231
24,Carson Palmer,QB,CIN,BAL,6.58,00-0021429
25,Matt Cassel,QB,KC,CLE,5.54,00-0023662
26,Luke McCown,QB,JAX,LAC,5.2,00-0022864
27,Brett Favre,QB,MIN,MIA,5.0,00-0005106
28,Derek Anderson,QB,ARI,ATL,4.44,00-0023645
29,Jason Campbell,QB,OAK,LAR,4.38,00-0023460
30,Trent Edwards,QB,BUF,GB,3.28,00-0025479
31,Dennis Dixon,QB,PIT,TEN,2.52,00-0026296
32,Jimmy Clausen,QB,CAR,TB,1.36,00-0027659
33,Charlie Batch,QB,PIT,TEN,1.0,00-0000865
34,Vince Young,QB,TEN,PIT,0.84,00-0024218
35,Billy Volek,QB,LAC,JAX,-0.1,00-0019041
36,Max Hall,QB,ARI,ATL,-0.88,00-0027347
37,Mike Sims-Walker,WR,JAX,LAC,28.5,00-0025466
38,Miles Austin,WR,DAL,CHI,27.2,00-0023921
39,DeSean Jackson,WR,PHI,DET,27.0,00-0026189
40,Demaryius Thomas,WR,DEN,SEA,23.7,00-0027874
41,Reggie Wayne,WR,IND,NYG,22.6,00-0020498
42,Louis Murphy,WR,OAK,LAR,21.1,00-0027089
43,Roddy White,WR,ATL,ARI,20.8,00-0023462
44,Malcom Floyd,WR,LAC,JAX,18.5,00-0022414
45,Santana Moss,WR,WAS,HOU,18.1,00-0020494
46,Devin Hester,WR,CHI,DAL,17.7,00-0024272
47,Mario Manningham,WR,NYG,IND,17.7,00-0026235
48,Eddie Royal,WR,DEN,SEA,17.5,00-0026182
49,Braylon Edwards,WR,NYJ,NE,17.5,00-0023438
50,Jacoby Jones,WR,HOU,WAS,17.3,00-0025460
51,Calvin Johnson,WR,DET,PHI,17.0,00-0025389
52,Joshua Cribbs,WR,CLE,KC,16.5,
53,Mark Clayton,WR,LA,OAK,16.4,00-0023457
54,Wes Welker,WR,NE,NYJ,15.8,00-0022427
55,Steve Smith,WR,CAR,TB,15.6,
56,Larry Fitzgerald,WR,ARI,ATL,15.3,00-0022921
57,Darrius Heyward-Bey,WR,OAK,LAR,14.0,00-0026983
58,Donald Driver,WR,GB,BUF,13.8,00-0004541
59,Mike Williams,WR,TB,CAR,13.4,00-0033536
60,Nate Washington,WR,TEN,PIT,13.4,00-0023367
61,Jerricho Cotchery,WR,NYJ,NE,13.2,00-0022811
62,Dez Bryant,WR,DAL,CHI,13.2,00-0027902
63,Josh Morgan,WR,SF,NO,13.0,00-0026314
64,Johnny Knox,WR,CHI,DAL,12.6,00-0026913
65,Austin Collie,WR,IND,NYG,12.5,00-0027092
66,James Jones,WR,GB,BUF,12.2,00-0025465
67,Brian Finneran,WR,ATL,ARI,12.1,00-0005231
68,Hakeem Nicks,WR,NYG,IND,11.8,00-0027005
69,Randy Moss,WR,NE,NYJ,11.8,00-0011754
70,Joey Galloway,WR,WAS,HOU,11.8,00-0005720
71,Brian Hartline,WR,MIA,MIN,11.8,00-0027077
72,Marques Colston,WR,NO,SF,11.7,00-0024466
73,Jeremy Maclin,WR,PHI,DET,11.6,00-0026995
74,Justin Gage,WR,TEN,PIT,11.4,00-0021982
