Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Mike Nugent,K,2,CIN,BAL,5,5,100,46,0,0,0.00,2010
2,Jeff Reed,K,2,PIT,TEN,4,4,100,36,1,1,0.00,2010
3,Neil Rackers,K,2,HOU,WAS,3,4,75,47,3,3,0.00,2010
4,Matt Bryant,K,2,ATL,ARI,2,2,100,35,5,5,0.00,2010
5,Garrett Hartley,K,2,NO,SF,3,3,100,46,2,2,0.00,2010
6,Ryan Succop,K,2,KC,CLE,3,3,100,35,1,1,0.00,2010
7,Mason Crosby,K,2,GB,BUF,2,2,100,44,4,4,0.00,2010
8,Sebastian Janikowski,K,2,OAK,LAR,3,4,75,41,1,1,0.00,2010
9,Robbie Gould,K,2,CHI,DAL,2,2,100,40,3,3,0.00,2010
10,Graham Gano,K,2,WAS,HOU,2,4,50,41,3,3,0.00,2010
11,Connor Barth,K,2,TB,CAR,2,2,100,33,2,2,0.00,2010
12,David Buehler,K,2,DAL,CHI,2,3,67,48,2,2,0.00,2010
13,Nick Folk,K,2,NYJ,NE,2,2,100,49,2,2,0.00,2010
14,Nate Kaeding,K,2,LAC,JAX,1,1,100,41,5,5,0.00,2010
15,Adam Vinatieri,K,2,IND,NYG,1,1,100,38,5,5,0.00,2010
16,Matt Prater,K,2,DEN,SEA,1,1,100,20,4,4,0.00,2010
17,Josh Scobee,K,2,JAX,LAC,2,2,100,48,1,1,0.00,2010
18,Jason Hanson,K,2,DET,PHI,1,1,100,49,3,3,0.00,2010
19,David Akers,K,2,PHI,DET,0,0,0,0,5,5,0.00,2010
20,Billy Cundiff,K,2,BAL,CIN,1,1,100,38,1,1,0.00,2010
21,Ryan Longwell,K,2,MIN,MIA,1,1,100,28,1,1,0.00,2010
22,Rob Bironas,K,2,TEN,PIT,1,1,100,21,0,0,0.00,2010
23,Phil Dawson,K,2,CLE,KC,0,1,0,0,2,2,0.00,2010
24,Dan Carpenter,K,2,MIA,MIN,0,0,0,0,2,2,0.00,2010
25,Olindo Mare,K,2,SEA,DEN,0,0,0,0,2,2,0.00,2010
26,Josh Brown,K,2,LAR,OAK,0,1,0,0,2,2,0.00,2010
27,Thomas Howard,K,2,OAK,LAR,0,0,0,0,0,0,0.00,2010
28,Stephen Gostkowski,K,2,NE,NYJ,0,1,0,0,2,2,0.00,2010
29,Lawrence Tynes,K,2,NYG,IND,0,0,0,0,2,2,0.00,2010
30,Joe Nedney,K,2,SF,NO,0,0,0,0,2,2,0.00,2010
31,Jay Feely,K,2,ARI,ATL,0,1,0,0,1,1,0.00,2010
32,John Kasay,K,2,CAR,TB,0,0,0,0,1,1,0.00,2010
33,Rian Lindell,K,2,BUF,GB,0,0,0,0,1,1,0.00,2010
34,Rhys Lloyd,K,2,CAR,TB,0,0,0,0,0,0,0.00,2010
