Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Jahvid Best,RB,2,DET,PHI,17,78,5,2,14,9,154,1,0,0,53.20,2010
2,Jason Snelling,RB,2,ATL,ARI,24,129,5,2,5,5,57,1,0,0,44.60,2010
3,Frank Gore,RB,2,SF,NO,20,112,6,1,9,7,56,1,1,0,38.80,2010
4,LeSean McCoy,RB,2,PHI,DET,16,120,8,3,4,4,8,0,0,0,37.80,2010
5,Adrian Peterson,RB,2,MIN,MIA,28,145,5,1,8,5,41,0,0,0,32.60,2010
6,Tim Hightower,RB,2,ARI,ATL,11,115,11,1,2,2,9,0,0,0,23.40,2010
7,Mike Tolbert,FB,2,LAC,JAX,16,82,5,2,1,1,13,0,0,0,22.50,2010
8,Knowshon Moreno,RB,2,DEN,SEA,24,51,2,1,4,4,67,0,1,0,21.80,2010
9,Darren McFadden,RB,2,OAK,LAR,30,145,5,0,4,2,8,0,0,0,20.30,2010
10,Pierre Thomas,RB,2,NO,SF,18,46,3,0,8,8,57,0,0,0,18.30,2010
11,Matt Forte,RB,2,CHI,DAL,10,29,3,0,6,5,37,1,0,0,17.60,2010
12,Arian Foster,RB,2,HOU,WAS,19,69,4,0,4,3,69,0,0,0,16.80,2010
13,Steven Jackson,RB,2,LAR,OAK,19,75,4,0,5,4,50,0,0,0,16.50,2010
14,Donald Brown,RB,2,IND,NYG,16,69,4,1,1,1,19,0,0,0,15.80,2010
15,Ray Rice,RB,2,BAL,CIN,16,87,5,0,6,4,30,0,0,0,15.70,2010
16,Clinton Portis,RB,2,WAS,HOU,13,33,3,2,1,0,0,0,0,0,15.30,2010
17,Peyton Hillis,RB,2,CLE,KC,8,35,4,1,3,3,26,0,0,0,15.10,2010
18,Earnest Graham,RB,2,TB,CAR,3,1,0,0,6,5,33,1,0,0,14.40,2010
19,LaDainian Tomlinson,RB,2,NYJ,NE,11,76,7,0,6,4,26,0,0,0,14.20,2010
20,Darren Sproles,RB,2,LAC,JAX,5,37,7,0,4,4,63,0,0,0,14.00,2010
21,Reggie Bush,RB,2,NO,SF,5,4,1,0,5,4,30,1,1,0,13.40,2010
22,Joseph Addai,RB,2,IND,NYG,20,92,5,0,3,2,21,0,1,0,13.30,2010
23,Rashad Jennings,RB,2,JAX,LAC,9,38,4,0,5,4,50,0,0,0,12.80,2010
24,Brandon Jackson,RB,2,GB,BUF,11,29,3,1,1,1,10,0,0,0,10.90,2010
25,DeAngelo Williams,RB,2,CAR,TB,17,54,3,0,3,3,20,0,0,0,10.40,2010
26,Chris Gronkowski,RB,2,DAL,CHI,0,0,0,0,4,3,13,1,0,0,10.30,2010
27,Fred Jackson,RB,2,BUF,GB,9,39,4,1,1,0,0,0,0,0,9.90,2010
28,Thomas Jones,RB,2,KC,CLE,22,83,4,0,1,1,5,0,0,0,9.80,2010
29,Chris Johnson,RB,2,TEN,PIT,16,34,2,0,6,5,19,0,1,1,9.30,2010
30,Ahmad Bradshaw,RB,2,NYG,IND,17,89,5,0,1,0,0,0,0,0,8.90,2010
31,Jerome Harrison,RB,2,CLE,KC,16,33,2,0,3,3,35,0,1,1,8.80,2010
32,Jamaal Charles,RB,2,KC,CLE,11,49,5,0,1,1,27,0,0,0,8.60,2010
33,Ronnie Brown,RB,2,MIA,MIN,13,80,6,0,1,1,3,0,1,1,8.30,2010
34,Rashard Mendenhall,RB,2,PIT,TEN,23,69,3,0,1,1,3,0,0,0,8.20,2010
35,Correll Buckhalter,RB,2,DEN,SEA,11,19,2,1,3,0,0,0,0,0,7.90,2010
36,Cedric Benson,RB,2,CIN,BAL,23,78,3,0,1,0,0,0,0,0,7.80,2010
37,Michael Turner,RB,2,ATL,ARI,9,75,8,0,0,0,0,0,0,0,7.50,2010
38,Mike Goodson,RB,2,CAR,TB,5,20,4,0,3,2,33,0,0,0,7.30,2010
39,Shonn Greene,RB,2,NYJ,NE,15,52,4,0,1,1,8,0,0,0,7.00,2010
40,Cadillac Williams,RB,2,TB,CAR,27,51,2,0,5,1,8,0,0,0,6.90,2010
41,CJ Spiller,RB,2,BUF,GB,1,3,3,0,4,4,23,0,0,0,6.60,2010
42,Ryan Mathews,RB,2,LAC,JAX,5,26,5,0,2,2,29,0,1,1,6.50,2010
43,Marshawn Lynch,RB,2,BUF,GB,17,64,4,0,0,0,0,0,0,0,6.40,2010
44,Anthony Dixon,RB,2,SF,NO,1,2,2,1,0,0,0,0,0,0,6.20,2010
45,Justin Forsett,RB,2,SEA,DEN,8,44,6,0,1,1,8,0,0,0,6.20,2010
46,Kevin Faulk,RB,2,NE,NYJ,5,22,4,0,4,2,15,0,0,0,5.70,2010
47,LaRod Stephens-Howling,RB,2,ARI,ATL,0,0,0,0,4,3,25,0,0,0,5.50,2010
48,Keiland Williams,RB,2,WAS,HOU,0,0,0,0,4,4,15,0,0,0,5.50,2010
49,Marcel Reece,FB,2,OAK,LAR,3,9,3,0,3,2,21,0,0,0,5.00,2010
50,Maurice Jones-Drew,RB,2,JAX,LAC,12,31,3,0,1,1,17,0,1,1,4.80,2010
