Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matt Schaub,QB,2,HOU,WAS,38,52,73,497,10,3,1,114,1,2,2,0,34.08,2010
2,Philip Rivers,QB,2,LAC,JAX,22,29,76,334,12,3,2,119,0,0,0,0,26.36,2010
3,Aaron Rodgers,QB,2,GB,BUF,19,29,66,255,9,2,0,116,5,20,4,1,26.20,2010
4,Shaun Hill,QB,2,DET,PHI,25,45,56,335,7,2,2,76,3,16,5,0,26.00,2010
5,Donovan McNabb,QB,2,WAS,HOU,28,38,74,426,11,1,0,119,0,0,0,0,24.04,2010
6,Jay Cutler,QB,2,CHI,DAL,21,29,72,277,10,3,0,137,5,3,1,0,23.38,2010
7,Michael Vick,QB,2,PHI,DET,21,34,62,284,8,2,0,108,8,37,5,0,23.06,2010
8,Mark Sanchez,QB,2,NYJ,NE,21,30,70,220,7,3,0,124,4,2,1,0,23.00,2010
9,Kyle Orton,QB,2,DEN,SEA,25,35,71,307,9,2,0,117,3,-5,-2,0,22.78,2010
10,Peyton Manning,QB,2,IND,NYG,20,26,77,255,10,3,0,146,3,-3,-1,0,21.90,2010
11,Matt Ryan,QB,2,ATL,ARI,21,32,66,225,7,3,0,117,6,6,1,0,20.60,2010
12,Drew Brees,QB,2,NO,SF,28,38,74,254,7,2,0,109,0,0,0,0,19.86,2010
13,Tony Romo,QB,2,DAL,CHI,34,51,67,374,7,1,2,78,1,-1,-1,0,19.86,2010
14,Josh Freeman,QB,2,TB,CAR,12,24,50,178,7,2,0,102,4,43,11,0,19.42,2010
15,Matt Hasselbeck,QB,2,SEA,DEN,20,35,57,233,7,1,3,51,3,21,7,1,18.42,2010
16,Alex Smith,QB,2,SF,NO,23,32,72,275,9,1,2,82,4,28,7,0,17.80,2010
17,Tom Brady,QB,2,NE,NYJ,20,36,56,248,7,2,2,72,0,0,0,0,14.92,2010
18,Sam Bradford,QB,2,LAR,OAK,14,25,56,167,7,2,1,87,0,0,0,0,13.68,2010
19,Seneca Wallace,QB,2,CLE,KC,16,31,52,229,7,1,1,73,1,4,4,0,12.56,2010
20,Eli Manning,QB,2,NYG,IND,13,24,54,161,7,2,1,86,1,6,6,0,12.04,2010
21,Kerry Collins,QB,2,TEN,PIT,17,25,68,149,6,1,1,80,2,-1,-1,0,9.86,2010
22,Bruce Gradkowski,QB,2,OAK,LAR,11,21,52,162,8,1,1,74,4,0,0,0,9.48,2010
23,Chad Henne,QB,2,MIA,MIN,9,15,60,114,8,1,0,106,2,0,0,0,8.56,2010
24,Matt Moore,QB,2,CAR,TB,6,16,38,125,8,1,1,61,1,2,2,0,7.20,2010
25,Joe Flacco,QB,2,BAL,CIN,17,39,44,154,4,1,4,24,3,9,3,0,7.06,2010
26,David Garrard,QB,2,JAX,LAC,15,23,65,173,8,1,4,63,1,-1,-1,0,6.82,2010
27,Carson Palmer,QB,2,CIN,BAL,16,35,46,167,5,0,0,60,3,-1,0,0,6.58,2010
28,Matt Cassel,QB,2,KC,CLE,16,28,57,176,6,0,2,46,4,5,1,0,5.54,2010
29,Luke McCown,QB,2,JAX,LAC,11,19,58,120,6,0,0,77,1,4,4,0,5.20,2010
30,Brett Favre,QB,2,MIN,MIA,22,36,61,225,6,0,3,44,0,0,0,0,5.00,2010
31,Derek Anderson,QB,2,ARI,ATL,17,31,55,161,5,0,2,43,0,0,0,0,4.44,2010
32,Jason Campbell,QB,2,OAK,LAR,8,15,53,87,6,0,1,43,3,19,6,0,4.38,2010
33,Trent Edwards,QB,2,BUF,GB,11,18,61,102,6,0,2,37,3,12,4,0,3.28,2010
34,Dennis Dixon,QB,2,PIT,TEN,4,6,67,18,3,0,0,70,3,28,9,0,2.52,2010
35,Jimmy Clausen,QB,2,CAR,TB,7,13,54,59,5,0,1,34,1,0,0,0,1.36,2010
36,Charlie Batch,QB,2,PIT,TEN,5,11,46,25,2,0,0,52,1,0,0,0,1.00,2010
37,Vince Young,QB,2,TEN,PIT,7,10,70,66,7,0,2,48,2,12,6,0,0.84,2010
38,Billy Volek,QB,2,LAC,JAX,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2010
39,Max Hall,QB,2,ARI,ATL,1,2,50,3,2,0,1,17,0,0,0,0,-0.88,2010
