Player,Position,Team,Opponent,Points
Owen Daniels,TE,HOU,WAS,4.40
Tony Gonzalez,TE,ATL,ARI,3.90
Joel Dreessen,TE,HOU,WAS,3.80
Delanie Walker,TE,SF,NO,3.60
Jonathan Stupar,TE,BUF,GB,3.40
Jimmy Kleinsasser,TE,MIN,MIA,3.00
Ed Dickson,TE,BAL,CIN,2.70
Daniel Graham,TE,DEN,SEA,2.60
Rob Gronkowski,TE,NE,NYJ,2.40
Garrett Mills,TE,PHI,DET,2.40
Billy Bajema,TE,LAR,OAK,2.30
Heath Miller,TE,PIT,TEN,2.30
Ben Patrick,TE,ARI,ATL,2.10
Craig Stevens,TE,TEN,PIT,1.90
Reggie Kelly,TE,CIN,BAL,1.90
Bear Pascoe,TE,NYG,IND,1.70
Nate Byham,TE,SF,NO,1.60
Jared Cook,TE,TEN,PIT,1.50
Tony Scheffler,TE,DET,PHI,1.50
Ernest Wilford,TE,JAX,LAC,1.30
Travis Beckum,TE,NYG,IND,1.10
Frank Gore,RB,SF,NO,38.80
LeSean McCoy,RB,PHI,DET,37.80
Adrian Peterson,RB,MIN,MIA,32.60
Tim Hightower,RB,ARI,ATL,23.40
Mike Tolbert,FB,LAC,JAX,22.50
Knowshon Moreno,RB,DEN,SEA,21.80
Darren McFadden,RB,OAK,LAR,20.30
Pierre Thomas,RB,NO,SF,18.30
Matt Forte,RB,CHI,DAL,17.60
Arian Foster,RB,HOU,WAS,16.80
Steven Jackson,RB,LAR,OAK,16.50
Donald Brown,RB,IND,NYG,15.80
Ray Rice,RB,BAL,CIN,15.70
Clinton Portis,RB,WAS,HOU,15.30
Peyton Hillis,RB,CLE,KC,15.10
Earnest Graham,RB,TB,CAR,14.40
LaDainian Tomlinson,RB,NYJ,NE,14.20
Darren Sproles,RB,LAC,JAX,14.00
Reggie Bush,RB,NO,SF,13.40
Joseph Addai,RB,IND,NYG,13.30
Rashad Jennings,RB,JAX,LAC,12.80
Brandon Jackson,RB,GB,BUF,10.90
DeAngelo Williams,RB,CAR,TB,10.40
Chris Gronkowski,RB,DAL,CHI,10.30
Fred Jackson,RB,BUF,GB,9.90
Thomas Jones,RB,KC,CLE,9.80
Chris Johnson,RB,TEN,PIT,9.30
Ahmad Bradshaw,RB,NYG,IND,8.90
Jerome Harrison,RB,CLE,KC,8.80
Jamaal Charles,RB,KC,CLE,8.60
Ronnie Brown,RB,MIA,MIN,8.30
Rashard Mendenhall,RB,PIT,TEN,8.20
Correll Buckhalter,RB,DEN,SEA,7.90
Cedric Benson,RB,CIN,BAL,7.80
Michael Turner,RB,ATL,ARI,7.50
Mike Goodson,RB,CAR,TB,7.30
Shonn Greene,RB,NYJ,NE,7.00
Cadillac Williams,RB,TB,CAR,6.90
CJ Spiller,RB,BUF,GB,6.60
Ryan Mathews,RB,LAC,JAX,6.50
Marshawn Lynch,RB,BUF,GB,6.40
Anthony Dixon,RB,SF,NO,6.20
Justin Forsett,RB,SEA,DEN,6.20
Kevin Faulk,RB,NE,NYJ,5.70
LaRod Stephens-Howling,RB,ARI,ATL,5.50
Keiland Williams,RB,WAS,HOU,5.50
Marcel Reece,FB,OAK,LAR,5.00
Maurice Jones-Drew,RB,JAX,LAC,4.80
Neil Rackers,K,HOU,WAS,0.00
Garrett Hartley,K,NO,SF,0.00
Matt Bryant,K,ATL,ARI,0.00
Mason Crosby,K,GB,BUF,0.00
Sebastian Janikowski,K,OAK,LAR,0.00
Ryan Succop,K,KC,CLE,0.00
Robbie Gould,K,CHI,DAL,0.00
Graham Gano,K,WAS,HOU,0.00
Nick Folk,K,NYJ,NE,0.00
Connor Barth,K,TB,CAR,0.00
Nate Kaeding,K,LAC,JAX,0.00
Adam Vinatieri,K,IND,NYG,0.00
David Buehler,K,DAL,CHI,0.00
Josh Scobee,K,JAX,LAC,0.00
Matt Prater,K,DEN,SEA,0.00
Jason Hanson,K,DET,PHI,0.00
David Akers,K,PHI,DET,0.00
Billy Cundiff,K,BAL,CIN,0.00
Ryan Longwell,K,MIN,MIA,0.00
Rob Bironas,K,TEN,PIT,0.00
Joe Nedney,K,SF,NO,0.00
Dan Carpenter,K,MIA,MIN,0.00
Lawrence Tynes,K,NYG,IND,0.00
Stephen Gostkowski,K,NE,NYJ,0.00
Olindo Mare,K,SEA,DEN,0.00
Thomas Howard,K,OAK,LAR,0.00
Phil Dawson,K,CLE,KC,0.00
Josh Brown,K,LAR,OAK,0.00
Jay Feely,K,ARI,ATL,0.00
John Kasay,K,CAR,TB,0.00
Rian Lindell,K,BUF,GB,0.00
Rhys Lloyd,K,CAR,TB,0.00
Los Angeles Chargers,DST,LAC,JAX,18.00
Indianapolis Colts,DST,IND,NYG,17.00
Tampa Bay Buccaneers,DST,TB,CAR,14.00
Cincinnati Bengals,DST,CIN,BAL,13.00
Atlanta Falcons,DST,ATL,ARI,12.00
Kansas City Chiefs,DST,KC,CLE,12.00
Green Bay Packers,DST,GB,BUF,12.00
Denver Broncos,DST,DEN,SEA,10.00
New Orleans Saints,DST,NO,SF,10.00
Minnesota Vikings,DST,MIN,MIA,10.00
Cleveland Browns,DST,CLE,KC,9.00
New York Jets,DST,NYJ,NE,8.00
Tennessee Titans,DST,TEN,PIT,7.00
Chicago Bears,DST,CHI,DAL,7.00
Dallas Cowboys,DST,DAL,CHI,7.00
Los Angeles Rams,DST,LAR,OAK,7.00
Washington Redskins,DST,WAS,HOU,6.00
Oakland Raiders,DST,OAK,LAR,6.00
Philadelphia Eagles,DST,PHI,DET,5.00
Jacksonville Jaguars,DST,JAX,LAC,5.00
Houston Texans,DST,HOU,WAS,5.00
New York Giants,DST,NYG,IND,2.00
San Francisco 49ers,DST,SF,NO,2.00
New England Patriots,DST,NE,NYJ,2.00
Baltimore Ravens,DST,BAL,CIN,2.00
Carolina Panthers,DST,CAR,TB,1.00
Detroit Lions,DST,DET,PHI,1.00
Seattle Seahawks,DST,SEA,DEN,0.00
Buffalo Bills,DST,BUF,GB,-1.00
Arizona Cardinals,DST,ARI,ATL,-1.00
