Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,17,NE,MIA,10,6,60,102,1,28,10,17,0,0,0,0,0,25.20,2010
2,Vernon Davis,TE,17,SF,ARI,6,3,50,96,1,59,16,32,0,0,0,0,0,18.60,2010
3,Tony Gonzalez,TE,17,ATL,CAR,8,6,75,53,1,22,7,9,0,0,0,0,0,17.30,2010
4,Owen Daniels,TE,17,HOU,JAX,5,5,100,62,1,27,12,12,0,0,0,0,0,17.20,2010
5,Heath Miller,TE,17,PIT,CLE,7,4,57,55,1,23,8,14,0,0,0,0,0,15.50,2010
6,Jason Witten,TE,17,DAL,PHI,9,4,44,46,1,33,5,12,0,0,0,0,0,14.60,2010
7,Benjamin Watson,TE,17,CLE,PIT,12,7,58,67,0,13,6,10,0,0,0,0,0,13.70,2010
8,Jacob Tamme,TE,17,IND,TEN,9,7,78,67,0,18,7,10,0,0,0,0,0,13.70,2010
9,Jared Cook,TE,17,TEN,IND,9,7,78,58,0,18,6,8,0,0,0,0,0,12.80,2010
10,Marcedes Lewis,TE,17,JAX,HOU,6,4,67,26,1,11,4,7,0,0,0,1,1,11.60,2010
11,Chris Cooley,TE,17,WAS,NYG,7,5,71,53,0,16,8,11,0,0,0,0,0,10.30,2010
12,Fred Davis,TE,17,WAS,NYG,3,2,67,20,1,19,7,10,0,0,0,0,0,10.00,2010
13,Tony Scheffler,TE,17,DET,MIN,7,6,86,50,0,16,7,8,0,0,0,1,1,10.00,2010
14,Jimmy Graham,TE,17,NO,TB,2,2,100,15,1,11,8,8,0,0,0,0,0,9.50,2010
15,Todd Heap,TE,17,BAL,CIN,4,3,75,53,0,37,13,18,0,0,0,0,0,8.30,2010
16,Jeff King,TE,17,CAR,ATL,3,2,67,1,1,2,0,1,0,0,0,0,0,8.10,2010
17,Zach Miller,TE,17,OAK,KC,5,5,100,31,0,11,6,6,0,0,0,0,0,8.10,2010
18,Alge Crumpler,TE,17,NE,MIA,2,1,50,10,1,10,5,10,0,0,0,0,0,8.00,2010
19,Greg Olsen,TE,17,CHI,GB,6,5,83,29,0,7,5,6,0,0,0,0,0,7.90,2010
20,Clay Harbor,TE,17,PHI,DAL,9,4,44,32,0,18,4,8,0,0,0,0,0,7.20,2010
21,Donald Lee,TE,17,GB,CHI,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2010
22,Joel Dreessen,TE,17,HOU,JAX,2,2,100,50,0,41,25,25,0,0,0,0,0,7.00,2010
23,Daniel Fells,TE,17,LAR,SEA,5,3,60,39,0,15,8,13,0,0,0,0,0,6.90,2010
24,Daniel Graham,TE,17,DEN,LAC,5,2,40,41,0,25,8,21,0,0,0,0,0,6.10,2010
25,Chase Coffman,TE,17,CIN,BAL,5,3,60,30,0,14,6,10,0,0,0,0,0,6.00,2010
26,Kellen Winslow,TE,17,TB,NO,3,3,100,28,0,13,9,9,0,0,0,0,0,5.80,2010
27,Kevin Boss,TE,17,NYG,WAS,5,2,40,29,0,24,6,15,0,0,0,0,0,4.90,2010
28,Brandon Pettigrew,TE,17,DET,MIN,6,3,50,19,0,12,3,6,0,0,0,0,0,4.90,2010
29,Justin Peelle,TE,17,ATL,CAR,4,2,50,22,0,13,6,11,0,0,0,0,0,4.20,2010
30,Jimmy Kleinsasser,TE,17,MIN,DET,2,2,100,22,0,20,11,11,0,0,0,0,0,4.20,2010
31,Randy McMichael,TE,17,LAC,DEN,2,2,100,22,0,17,11,11,0,0,0,0,0,4.20,2010
32,Dante Rosario,TE,17,CAR,ATL,2,2,100,19,0,12,10,10,0,0,0,0,0,3.90,2010
33,Visanthe Shiancoe,TE,17,MIN,DET,3,2,67,13,0,8,4,7,0,0,0,0,0,3.30,2010
34,Martellus Bennett,TE,17,DAL,PHI,3,2,67,11,0,11,4,6,0,0,0,0,0,3.10,2010
35,Tony Moeaki,TE,17,KC,OAK,6,1,17,17,0,17,3,17,0,0,0,0,0,2.70,2010
36,Kory Sperry,TE,17,LAC,DEN,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2010
37,Delanie Walker,TE,17,SF,ARI,3,1,33,17,0,17,6,17,0,0,0,0,0,2.70,2010
38,Reggie Kelly,TE,17,CIN,BAL,2,2,100,6,0,3,3,3,0,0,0,0,0,2.60,2010
39,Ryan Purvis,TE,17,TB,NO,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2010
40,John Gilmore,TE,17,TB,NO,3,1,33,9,0,9,3,9,0,0,0,0,0,1.90,2010
41,Mike Sellers,TE,17,WAS,NYG,3,1,33,9,0,9,3,9,0,0,0,0,0,1.90,2010
42,Brandon Myers,TE,17,OAK,KC,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2010
43,Jonathan Stupar,TE,17,BUF,NYJ,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2010
44,Will Heller,TE,17,DET,MIN,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2010
