Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nate Kaeding,K,17,LAC,DEN,4,5,80,47,3,3,0.00,2010
2,Shaun Suisham,K,17,PIT,CLE,2,2,100,41,5,5,0.00,2010
3,Adam Vinatieri,K,17,IND,TEN,3,3,100,48,2,2,0.00,2010
4,Connor Barth,K,17,TB,NO,3,3,100,48,2,2,0.00,2010
5,Dave Rayner,K,17,DET,MIN,2,2,100,55,2,2,0.00,2010
6,Neil Rackers,K,17,HOU,JAX,2,2,100,33,4,4,0.00,2010
7,Olindo Mare,K,17,SEA,LAR,3,3,100,38,1,1,0.00,2010
8,Rob Bironas,K,17,TEN,IND,2,3,67,42,2,2,0.00,2010
9,Shayne Graham,K,17,NE,MIA,1,1,100,28,5,5,0.00,2010
10,Nick Folk,K,17,NYJ,BUF,1,1,100,28,5,5,0.00,2010
11,Jeff Reed,K,17,SF,ARI,1,1,100,39,5,5,0.00,2010
12,Matt Bryant,K,17,ATL,CAR,1,1,100,47,4,4,0.00,2010
13,Billy Cundiff,K,17,BAL,CIN,2,2,100,47,1,1,0.00,2010
14,Ryan Longwell,K,17,MIN,DET,2,2,100,48,1,1,0.00,2010
15,Sebastian Janikowski,K,17,OAK,KC,1,1,100,38,4,4,0.00,2010
16,Garrett Hartley,K,17,NO,TB,2,2,100,45,1,1,0.00,2010
17,David Akers,K,17,PHI,DAL,2,2,100,43,1,1,0.00,2010
18,Josh Brown,K,17,LAR,SEA,2,2,100,32,0,0,0.00,2010
19,Josh Scobee,K,17,JAX,HOU,1,2,50,39,2,2,0.00,2010
20,Lawrence Tynes,K,17,NYG,WAS,1,2,50,20,2,2,0.00,2010
21,John Kasay,K,17,CAR,ATL,1,1,100,23,1,1,0.00,2010
22,Mason Crosby,K,17,GB,CHI,1,1,100,23,1,1,0.00,2010
23,Ryan Succop,K,17,KC,OAK,1,1,100,30,1,1,0.00,2010
24,Steven Hauschka,K,17,DEN,LAC,0,0,0,0,4,4,0.00,2010
25,Phil Dawson,K,17,CLE,PIT,1,1,100,19,0,0,0.00,2010
26,Robbie Gould,K,17,CHI,GB,1,1,100,30,0,0,0.00,2010
27,David Buehler,K,17,DAL,PHI,0,1,0,0,2,2,0.00,2010
28,Graham Gano,K,17,WAS,NYG,0,1,0,0,2,2,0.00,2010
29,Clint Stitser,K,17,CIN,BAL,0,1,0,0,1,1,0.00,2010
30,Dan Carpenter,K,17,MIA,NE,0,1,0,0,1,1,0.00,2010
31,Rian Lindell,K,17,BUF,NYJ,0,0,0,0,1,1,0.00,2010
32,Jay Feely,K,17,ARI,SF,0,0,0,0,1,1,0.00,2010
33,Rhys Lloyd,K,17,CAR,ATL,0,0,0,0,0,0,0.00,2010
34,Thomas Howard,K,17,OAK,KC,0,0,0,0,0,0,0.00,2010
