Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Ryan Mathews,RB,17,LAC,DEN,26,120,5,3,3,3,19,0,2,0,37.90,2010
2,Arian Foster,RB,17,HOU,JAX,31,180,6,2,2,2,10,0,0,0,36.00,2010
3,Michael Bush,RB,17,OAK,KC,25,137,6,1,5,4,34,0,0,0,30.10,2010
4,Rashad Jennings,RB,17,JAX,HOU,22,108,5,1,7,4,34,0,0,0,27.20,2010
5,Matt Forte,RB,17,CHI,GB,15,91,6,0,8,8,60,0,0,0,23.10,2010
6,Brian Westbrook,RB,17,SF,ARI,13,79,6,2,4,1,14,0,0,0,22.30,2010
7,Joe McKnight,RB,17,NYJ,BUF,32,158,5,0,3,2,15,0,0,0,22.30,2010
8,Chris Johnson,RB,17,TEN,IND,20,39,2,0,6,6,51,1,0,0,21.00,2010
9,Rashard Mendenhall,RB,17,PIT,CLE,14,36,3,2,1,1,24,0,0,0,19.00,2010
10,Jamaal Charles,RB,17,KC,OAK,14,87,6,1,4,2,13,0,0,0,18.00,2010
11,Reggie Bush,RB,17,NO,TB,9,70,8,0,9,5,55,0,0,0,17.50,2010
12,Jerome Harrison,RB,17,PHI,DAL,21,99,5,0,6,5,17,0,1,0,16.60,2010
13,BenJarvus Green-Ellis,RB,17,NE,MIA,20,80,4,1,2,1,6,0,0,0,15.60,2010
14,Derrick Ward,RB,17,HOU,JAX,4,63,16,1,1,1,7,0,0,0,14.00,2010
15,Ray Rice,RB,17,BAL,CIN,20,77,4,1,1,0,0,0,0,0,13.70,2010
16,Tyler Thigpen,RB,17,MIA,NE,3,21,7,0,0,0,0,0,0,0,12.86,2010
17,Maurice Morris,RB,17,DET,MIN,12,21,2,1,3,2,24,0,0,0,12.50,2010
18,Steven Jackson,RB,17,LAR,SEA,11,45,4,0,6,4,39,0,0,0,12.40,2010
19,Michael Turner,RB,17,ATL,CAR,17,67,4,1,1,0,0,0,1,1,11.70,2010
20,Jahvid Best,RB,17,DET,MIN,10,34,3,0,7,6,23,0,0,0,11.70,2010
21,Brandon Jacobs,RB,17,NYG,WAS,13,49,4,1,0,0,0,0,0,0,10.90,2010
22,John Conner,FB,17,NYJ,BUF,8,44,6,1,0,0,0,0,0,0,10.40,2010
23,Correll Buckhalter,RB,17,DEN,LAC,3,8,3,0,4,4,49,0,0,0,9.70,2010
24,Cedric Benson,RB,17,CIN,BAL,21,53,3,0,4,3,12,0,0,0,9.50,2010
25,Keiland Williams,RB,17,WAS,NYG,1,4,4,0,5,4,47,0,0,0,9.10,2010
26,Darren Sproles,RB,17,LAC,DEN,4,43,11,0,2,2,26,0,0,0,8.90,2010
27,Felix Jones,RB,17,DAL,PHI,11,81,7,0,1,1,-4,0,0,0,8.70,2010
28,Ronnie Brown,RB,17,MIA,NE,6,14,2,0,4,3,39,0,0,0,8.30,2010
29,Justin Forsett,RB,17,SEA,LAR,3,28,9,0,6,3,22,0,0,0,8.00,2010
30,Ryan Torain,RB,17,WAS,NYG,18,61,3,0,1,1,8,0,0,0,7.90,2010
31,LeGarrette Blount,RB,17,TB,NO,19,66,4,0,2,2,2,0,1,1,7.80,2010
32,Jason Snelling,RB,17,ATL,CAR,8,17,2,0,4,3,26,0,0,0,7.30,2010
33,Marshawn Lynch,RB,17,SEA,LAR,20,75,4,0,1,1,-7,0,1,1,6.80,2010
34,Mike Bell,RB,17,CLE,PIT,5,14,3,0,5,4,14,0,1,0,6.80,2010
35,Tyrell Sutton,RB,17,CAR,ATL,2,13,7,0,3,3,21,0,0,0,6.40,2010
36,Jason Wright,RB,17,ARI,SF,3,23,8,0,6,3,8,0,0,0,6.10,2010
37,Ahmard Hall,FB,17,TEN,IND,0,0,0,0,5,4,19,0,0,0,5.90,2010
38,Fred Jackson,RB,17,BUF,NYJ,13,35,3,0,1,1,13,0,1,0,5.80,2010
39,Leon Washington,RB,17,SEA,LAR,1,4,4,0,3,3,24,0,1,0,5.80,2010
40,Brandon Jackson,RB,17,GB,CHI,7,19,3,0,3,2,16,0,0,0,5.50,2010
41,James Starks,RB,17,GB,CHI,5,20,4,0,3,2,15,0,0,0,5.50,2010
42,Knowshon Moreno,RB,17,DEN,LAC,6,41,7,0,1,1,2,0,0,0,5.30,2010
43,Deji Karim,RB,17,JAX,HOU,7,52,7,0,0,0,0,0,0,0,5.20,2010
44,Tim Hightower,RB,17,ARI,SF,12,30,3,0,5,2,2,0,0,0,5.20,2010
45,Bernard Scott,RB,17,CIN,BAL,5,32,6,0,1,1,9,0,0,0,5.10,2010
46,Ahmad Bradshaw,RB,17,NYG,WAS,15,22,2,0,3,2,8,0,0,0,5.00,2010
47,Adrian Peterson,RB,17,MIN,DET,14,31,2,0,2,2,-2,0,0,0,4.90,2010
48,Joseph Addai,RB,17,IND,TEN,11,44,4,0,1,0,0,0,0,0,4.40,2010
49,Dominic Rhodes,RB,17,IND,TEN,11,48,4,0,0,0,0,0,1,1,3.80,2010
50,Lance Ball,RB,17,DEN,LAC,6,21,4,0,1,1,6,0,0,0,3.70,2010
