,Player,Position,Team,Opponent,Points,PlayerID
0,Eli Manning,QB,NYG,PHI,26.56,00-0022803
1,Jon Kitna,QB,DAL,WAS,24.3,00-0009311
2,Tim Tebow,QB,DEN,OAK,23.32,00-0027876
3,Matt Schaub,QB,HOU,TEN,23.0,00-0022787
4,Philip Rivers,QB,LAC,SF,22.92,00-0022942
5,Drew Brees,QB,NO,BAL,21.68,00-0020531
6,Matt Flynn,QB,GB,NE,21.34,00-0026349
7,David Garrard,QB,JAX,IND,19.56,00-0021231
8,Jay Cutler,QB,CHI,MIN,18.66,00-0024226
9,Matt Ryan,QB,ATL,SEA,18.56,00-0026143
10,Ryan Fitzpatrick,QB,BUF,MIA,17.82,00-0023682
11,Colt McCoy,QB,CLE,CIN,17.72,00-0027688
12,Peyton Manning,QB,IND,JAX,17.16,00-0010346
13,Ben Roethlisberger,QB,PIT,NYJ,17.06,00-0022924
14,Josh Freeman,QB,TB,DET,16.94,00-0026993
15,Drew Stanton,QB,DET,TB,16.48,00-0025430
16,Kerry Collins,QB,TEN,HOU,16.28,00-0003292
17,Jason Campbell,QB,OAK,DEN,15.62,00-0023460
18,Joe Flacco,QB,BAL,NO,15.08,00-0026158
19,Tom Brady,QB,NE,GB,14.52,00-0019596
20,Mark Sanchez,QB,NYJ,PIT,14.3,00-0026898
21,Chad Henne,QB,MIA,BUF,14.04,00-0026197
22,Joe Webb,QB,MIN,CHI,12.96,00-0027796
23,Charlie Whitehurst,QB,SEA,ATL,12.32,00-0024296
24,Matt Cassel,QB,KC,LAR,12.06,00-0023662
25,Jimmy Clausen,QB,CAR,ARI,11.04,00-0027659
26,Carson Palmer,QB,CIN,CLE,8.26,00-0021429
27,John Skelton,QB,ARI,CAR,6.84,00-0027754
28,Alex Smith,QB,SF,LAC,6.2,00-0023436
29,Brett Favre,QB,MIN,CHI,5.52,00-0005106
30,Sam Bradford,QB,LA,KC,5.44,00-0027854
31,Matt Hasselbeck,QB,SEA,ATL,0.24,00-0007091
32,Josh Johnson,QB,TB,DET,0.04,
33,Sage Rosenfels,QB,NYG,PHI,0.0,00-0020480
34,Kyle Boller,QB,OAK,DEN,0.0,00-0022164
35,Chase Daniel,QB,NO,BAL,0.0,00-0026544
36,Billy Volek,QB,LAC,SF,-0.2,00-0019041
37,Brandon Marshall,WR,MIA,BUF,29.6,00-0024334
38,Austin Collie,WR,IND,JAX,28.7,00-0027092
39,Calvin Johnson,WR,DET,TB,28.2,00-0025389
40,Santana Moss,WR,WAS,DAL,27.1,00-0020494
41,Larry Fitzgerald,WR,ARI,CAR,24.5,00-0022921
42,Jeremy Maclin,WR,PHI,NYG,23.9,00-0026995
43,Kenny Britt,WR,TEN,HOU,21.8,00-0027006
44,Mike Williams,WR,TB,DET,21.6,00-0033536
45,Mike Wallace,WR,PIT,NYJ,21.0,00-0026901
46,Braylon Edwards,WR,NYJ,PIT,21.0,00-0023438
47,Kevin Walter,WR,HOU,TEN,20.9,00-0021931
48,Jacoby Ford,WR,OAK,DEN,20.8,00-0027709
49,Josh Morgan,WR,SF,LAC,20.6,00-0026314
50,James Jones,WR,GB,NE,20.5,00-0025465
51,Mike Sims-Walker,WR,JAX,IND,20.2,00-0025466
52,Roddy White,WR,ATL,SEA,19.5,00-0023462
53,Brian Robiskie,WR,CLE,CIN,19.2,00-0027012
54,Steve Johnson,WR,BUF,MIA,18.9,00-0026364
55,Hakeem Nicks,WR,NYG,PHI,18.3,00-0027005
56,Percy Harvin,WR,MIN,CHI,18.1,00-0026998
57,Anthony Armstrong,WR,WAS,DAL,18.0,00-0026465
58,Brandon Lloyd,WR,DEN,OAK,17.9,00-0022097
59,Andre Johnson,WR,HOU,TEN,17.8,00-0022044
60,Davone Bess,WR,MIA,BUF,16.8,00-0026000
61,Devin Hester,WR,CHI,MIN,16.3,00-0024272
62,Johnny Knox,WR,CHI,MIN,15.8,00-0026913
63,Nate Burleson,WR,DET,TB,15.3,00-0021999
64,David Nelson,WR,BUF,MIA,15.1,00-0027322
65,Emmanuel Sanders,WR,PIT,NYJ,14.8,00-0027685
66,Mike Williams,WR,SEA,ATL,14.6,00-0033536
67,Mike Thomas,WR,JAX,IND,14.3,00-0033114
68,Marques Colston,WR,NO,BAL,14.0,00-0024466
69,Michael Jenkins,WR,ATL,SEA,13.8,00-0022781
70,DeSean Jackson,WR,PHI,NYG,13.2,00-0026189
71,Danny Amendola,WR,LA,KC,13.0,00-0026035
72,Andre Caldwell,WR,CIN,CLE,12.9,00-0026237
73,Greg Jennings,WR,GB,NE,12.9,00-0024267
74,Miles Austin,WR,DAL,WAS,12.8,00-0023921
75,Steve Breaston,WR,ARI,CAR,12.2,00-0025529
76,Jacoby Jones,WR,HOU,TEN,12.0,00-0025460
77,Lance Moore,WR,NO,BAL,10.6,00-0023310
78,Nate Washington,WR,TEN,HOU,10.0,00-0023367
79,Santonio Holmes,WR,NYJ,PIT,10.0,00-0024240
80,Pierre Garcon,WR,IND,JAX,9.4,00-0026345
81,Reggie Wayne,WR,IND,JAX,8.4,00-0020498
82,Devery Henderson,WR,NO,BAL,8.3,00-0022929
83,Rashied Davis,WR,CHI,MIN,7.9,00-0023429
84,Sam Hurd,WR,DAL,WAS,7.5,00-0023953
85,Jimmy Graham,TE,NO,BAL,19.9,00-0027696
86,Chris Cooley,TE,WAS,DAL,19.2,00-0022738
87,Benjamin Watson,TE,CLE,CIN,16.2,00-0022943
88,Brent Celek,TE,PHI,NYG,15.2,00-0025549
89,Kevin Boss,TE,NYG,PHI,14.9,00-0025540
90,Marcedes Lewis,TE,JAX,IND,12.3,00-0024243
91,Matt Spaeth,TE,PIT,NYJ,11.7,00-0025464
92,Ed Dickson,TE,BAL,NO,11.3,00-0027675
93,Robert Royal,TE,CLE,CIN,10.9,00-0021273
94,Randy McMichael,TE,LAC,SF,10.5,00-0021236
95,Jacob Tamme,TE,IND,JAX,10.4,00-0026267
96,Visanthe Shiancoe,TE,MIN,CHI,10.1,00-0022054
97,Daniel Fells,TE,LA,KC,8.7,00-0023752
98,Jeff King,TE,CAR,ARI,8.6,00-0024369
99,Kellen Winslow,TE,TB,DET,8.6,00-0022922
100,Owen Daniels,TE,HOU,TEN,8.5,00-0024313
101,Zach Miller,TE,OAK,DEN,7.9,00-0027125
102,Joel Dreessen,TE,HOU,TEN,7.6,00-0023630
103,Leonard Pope,TE,KC,LAR,7.2,00-0024287
104,Jared Cook,TE,TEN,HOU,7.2,00-0027061
105,Greg Olsen,TE,CHI,MIN,6.8,00-0025418
106,Tony Gonzalez,TE,ATL,SEA,6.6,00-0006101
107,Anthony Fasano,TE,MIA,BUF,6.0,00-0024268
108,Mike Sellers,TE,WAS,DAL,5.7,00-0014655
109,Jeremy Shockey,TE,NO,BAL,5.6,00-0021148
110,Tony Moeaki,TE,KC,LAR,5.5,00-0027695
111,Dustin Keller,TE,NYJ,PIT,4.9,00-0026170
