Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jason Witten,TE,15,DAL,WAS,12,10,83,140,1,33,12,14,0,0,0,0,0,33.00,2010
2,Aaron Hernandez,TE,15,NE,GB,5,4,80,31,2,13,6,8,1,16,0,0,0,20.70,2010
3,Jimmy Graham,TE,15,NO,BAL,7,5,71,29,2,18,4,6,0,0,0,0,0,19.90,2010
4,Chris Cooley,TE,15,WAS,DAL,7,5,71,62,1,27,9,12,0,0,0,0,0,19.20,2010
5,Benjamin Watson,TE,15,CLE,CIN,7,7,100,92,0,24,13,13,0,0,0,0,0,16.20,2010
6,Brent Celek,TE,15,PHI,NYG,3,2,67,72,1,65,24,36,0,0,0,0,0,15.20,2010
7,Kevin Boss,TE,15,NYG,PHI,6,3,50,59,1,36,10,20,0,0,0,0,0,14.90,2010
8,Marcedes Lewis,TE,15,JAX,IND,7,6,86,63,0,25,9,11,0,0,0,0,0,12.30,2010
9,Matt Spaeth,TE,15,PIT,NYJ,8,3,38,27,1,13,3,9,0,0,0,0,0,11.70,2010
10,Ed Dickson,TE,15,BAL,NO,2,2,100,33,1,34,17,17,0,0,0,0,0,11.30,2010
11,Robert Royal,TE,15,CLE,CIN,2,2,100,29,1,20,15,15,0,0,0,0,0,10.90,2010
12,Randy McMichael,TE,15,LAC,SF,5,5,100,55,0,22,11,11,0,0,0,0,0,10.50,2010
13,Jacob Tamme,TE,15,IND,JAX,7,7,100,34,0,9,5,5,0,0,0,0,0,10.40,2010
14,Visanthe Shiancoe,TE,15,MIN,CHI,9,6,67,41,0,11,5,7,0,0,0,0,0,10.10,2010
15,Daniel Fells,TE,15,LAR,KC,8,4,50,47,0,25,6,12,0,0,0,0,0,8.70,2010
16,Jeff King,TE,15,CAR,ARI,1,1,100,16,1,16,16,16,0,0,0,0,0,8.60,2010
17,Kellen Winslow,TE,15,TB,DET,6,4,67,46,0,15,8,12,0,0,0,0,0,8.60,2010
18,Owen Daniels,TE,15,HOU,TEN,7,4,57,45,0,23,6,11,0,0,0,0,0,8.50,2010
19,Zach Miller,TE,15,OAK,DEN,7,4,57,39,0,27,6,10,0,0,0,0,0,7.90,2010
20,Joel Dreessen,TE,15,HOU,TEN,5,4,80,36,0,14,7,9,0,0,0,0,0,7.60,2010
21,Leonard Pope,TE,15,KC,LAR,1,1,100,2,1,2,2,2,0,0,0,0,0,7.20,2010
22,Jared Cook,TE,15,TEN,HOU,3,3,100,42,0,27,14,14,0,0,0,0,0,7.20,2010
23,Greg Olsen,TE,15,CHI,MIN,4,4,100,28,0,11,7,7,0,0,0,0,0,6.80,2010
