Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Robbie Gould,K,15,CHI,MIN,4,4,100,34,4,4,0.00,2010
2,David Buehler,K,15,DAL,WAS,4,5,80,42,3,3,0.00,2010
3,John Kasay,K,15,CAR,ARI,4,4,100,43,1,1,0.00,2010
4,Clint Stitser,K,15,CIN,CLE,4,4,100,39,1,1,0.00,2010
5,Sebastian Janikowski,K,15,OAK,DEN,3,3,100,49,4,4,0.00,2010
6,Billy Cundiff,K,15,BAL,NO,3,3,100,33,3,3,0.00,2010
7,Ryan Succop,K,15,KC,LAR,2,2,100,53,3,3,0.00,2010
8,Dave Rayner,K,15,DET,TB,3,3,100,41,2,2,0.00,2010
9,Steven Hauschka,K,15,DEN,OAK,3,3,100,46,2,2,0.00,2010
10,Nate Kaeding,K,15,LAC,SF,2,2,100,39,4,4,0.00,2010
11,Adam Vinatieri,K,15,IND,JAX,2,2,100,37,4,4,0.00,2010
12,Matt Bryant,K,15,ATL,SEA,2,2,100,27,4,4,0.00,2010
13,Josh Brown,K,15,LAR,KC,2,2,100,52,1,1,0.00,2010
14,Mason Crosby,K,15,GB,NE,2,2,100,31,3,3,0.00,2010
15,David Akers,K,15,PHI,NYG,1,1,100,34,5,5,0.00,2010
16,Connor Barth,K,15,TB,DET,2,2,100,30,2,2,0.00,2010
17,Nick Folk,K,15,NYJ,PIT,2,2,100,34,2,2,0.00,2010
18,Lawrence Tynes,K,15,NYG,PHI,1,1,100,25,4,4,0.00,2010
19,Rob Bironas,K,15,TEN,HOU,1,1,100,30,4,4,0.00,2010
20,Shayne Graham,K,15,NE,GB,1,1,100,38,4,4,0.00,2010
21,Garrett Hartley,K,15,NO,BAL,1,1,100,47,3,3,0.00,2010
22,Jay Feely,K,15,ARI,CAR,2,2,100,30,0,0,0.00,2010
23,Josh Scobee,K,15,JAX,IND,1,1,100,22,3,3,0.00,2010
24,Phil Dawson,K,15,CLE,CIN,1,1,100,23,2,2,0.00,2010
25,Rian Lindell,K,15,BUF,MIA,1,1,100,29,2,2,0.00,2010
26,Neil Rackers,K,15,HOU,TEN,1,1,100,37,2,2,0.00,2010
27,Shaun Suisham,K,15,PIT,NYJ,1,1,100,42,2,2,0.00,2010
28,Olindo Mare,K,15,SEA,ATL,1,1,100,38,1,1,0.00,2010
29,Graham Gano,K,15,WAS,DAL,0,0,0,0,2,2,0.00,2010
30,Dan Carpenter,K,15,MIA,BUF,0,4,0,0,2,2,0.00,2010
31,Ryan Longwell,K,15,MIN,CHI,0,0,0,0,2,2,0.00,2010
32,Jeff Reed,K,15,SF,LAC,0,0,0,0,1,1,0.00,2010
33,Rhys Lloyd,K,15,CAR,ARI,0,0,0,0,0,0,0.00,2010
34,Thomas Howard,K,15,OAK,DEN,0,0,0,0,0,0,0.00,2010
