Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Vincent Jackson,WR,15,LAC,SF,7,5,71,112,3,58,16,22,0,0,0,0,0,37.20,2010
2,Mario Manningham,WR,15,NYG,PHI,12,8,67,113,2,35,9,14,0,0,0,1,1,33.30,2010
3,Brandon Marshall,WR,15,MIA,BUF,12,11,92,106,1,16,9,10,0,0,0,1,1,29.60,2010
4,Austin Collie,WR,15,IND,JAX,10,8,80,87,2,27,9,11,0,0,0,0,0,28.70,2010
5,Calvin Johnson,WR,15,DET,TB,12,10,83,152,0,30,13,15,0,0,0,0,0,28.20,2010
6,Santana Moss,WR,15,WAS,DAL,13,8,62,72,2,20,6,9,2,-1,0,0,0,27.10,2010
7,Larry Fitzgerald,WR,15,ARI,CAR,10,9,90,125,0,41,13,14,0,0,0,0,0,24.50,2010
8,Jeremy Maclin,WR,15,PHI,NYG,11,7,64,59,2,13,5,8,0,0,0,1,1,23.90,2010
9,Kenny Britt,WR,15,TEN,HOU,9,6,67,128,0,59,14,21,0,0,0,0,0,21.80,2010
10,Mike Williams,WR,15,TB,DET,11,6,55,96,1,26,9,16,0,0,0,0,0,21.60,2010
11,Mike Wallace,WR,15,PIT,NYJ,10,7,70,102,0,23,10,15,1,8,0,0,0,21.00,2010
12,Braylon Edwards,WR,15,NYJ,PIT,11,8,73,100,0,38,9,13,0,0,0,0,0,21.00,2010
13,Kevin Walter,WR,15,HOU,TEN,10,7,70,79,1,18,8,11,0,0,0,0,0,20.90,2010
14,Jacoby Ford,WR,15,OAK,DEN,5,3,60,47,0,25,9,16,1,71,1,0,0,20.80,2010
15,Josh Morgan,WR,15,SF,LAC,9,7,78,106,0,36,12,15,0,0,0,0,0,20.60,2010
16,James Jones,WR,15,GB,NE,8,5,63,95,1,66,12,19,0,0,0,0,0,20.50,2010
17,Mike Sims-Walker,WR,15,JAX,IND,8,4,50,42,2,23,5,11,0,0,0,0,0,20.20,2010
18,Roddy White,WR,15,ATL,SEA,13,7,54,65,1,15,5,9,0,0,0,0,0,19.50,2010
19,Brian Robiskie,WR,15,CLE,CIN,6,5,83,82,1,46,14,16,0,0,0,0,0,19.20,2010
20,Steve Johnson,WR,15,BUF,MIA,9,6,67,69,1,18,8,12,0,0,0,0,0,18.90,2010
21,Hakeem Nicks,WR,15,NYG,PHI,9,6,67,63,1,22,7,11,0,0,0,0,0,18.30,2010
22,Percy Harvin,WR,15,MIN,CHI,7,5,71,72,1,23,10,14,1,-1,0,0,0,18.10,2010
23,Anthony Armstrong,WR,15,WAS,DAL,6,5,83,100,0,47,17,20,0,0,0,0,0,18.00,2010
24,Brandon Lloyd,WR,15,DEN,OAK,5,4,80,79,1,33,16,20,0,0,0,0,0,17.90,2010
25,Andre Johnson,WR,15,HOU,TEN,12,6,50,58,1,19,5,10,0,0,0,1,0,17.80,2010
