Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Brandon McManus,K,1,DEN,BAL,4,4,100,57,1,1,0.00,2015
2,Josh Brown,K,1,NYG,DAL,4,4,100,50,2,2,0.00,2015
3,Matt Bryant,K,1,ATL,PHI,4,4,100,47,2,2,0.00,2015
4,Robbie Gould,K,1,CHI,GB,3,3,100,50,2,2,0.00,2015
5,Zach Hocker,K,1,NO,ARI,4,4,100,45,1,1,0.00,2015
6,Steven Hauschka,K,1,SEA,LAR,3,3,100,35,2,2,0.00,2015
7,Greg Zuerlein,K,1,LAR,SEA,2,2,100,37,4,4,0.00,2015
8,Cairo Santos,K,1,KC,HOU,2,3,67,48,3,3,0.00,2015
9,Dan Carpenter,K,1,BUF,IND,2,2,100,45,3,3,0.00,2015
10,Josh Lambo,K,1,LAC,DET,2,2,100,32,3,4,0.00,2015
11,Mike Nugent,K,1,CIN,OAK,2,2,100,35,3,4,0.00,2015
12,Justin Tucker,K,1,BAL,DEN,2,2,100,52,1,1,0.00,2015
13,Dan Bailey,K,1,DAL,NYG,2,2,100,32,3,3,0.00,2015
14,Graham Gano,K,1,CAR,JAX,2,4,50,47,2,2,0.00,2015
15,Phil Dawson,K,1,SF,MIN,2,3,67,30,2,2,0.00,2015
16,Josh Scobee,K,1,PIT,NE,2,4,50,44,1,1,0.00,2015
17,Mason Crosby,K,1,GB,CHI,1,1,100,37,4,4,0.00,2015
18,Nick Folk,K,1,NYJ,CLE,1,1,100,34,4,4,0.00,2015
19,Chandler Catanzaro,K,1,ARI,NO,1,1,100,43,4,4,0.00,2015
20,Randy Bullock,K,1,HOU,KC,2,2,100,47,0,1,0.00,2015
21,Ryan Succop,K,1,TEN,TB,0,0,0,0,6,6,0.00,2015
22,Cody Parkey,K,1,PHI,ATL,1,2,50,29,3,3,0.00,2015
23,Andrew Franks,K,1,MIA,WAS,1,1,100,22,2,2,0.00,2015
24,Stephen Gostkowski,K,1,NE,PIT,0,0,0,0,4,4,0.00,2015
25,Kai Forbath,K,1,WAS,MIA,1,2,50,45,1,1,0.00,2015
26,Travis Coons,K,1,CLE,NYJ,1,1,100,26,1,1,0.00,2015
27,Matt Prater,K,1,DET,LAC,0,0,0,0,4,4,0.00,2015
28,Jason Myers,K,1,JAX,CAR,1,2,50,22,0,1,0.00,2015
29,Blair Walsh,K,1,MIN,SF,1,2,50,37,0,0,0.00,2015
30,Kyle Brindza,K,1,TB,TEN,0,0,0,0,2,2,0.00,2015
31,Sebastian Janikowski,K,1,OAK,CIN,0,0,0,0,1,1,0.00,2015
32,Adam Vinatieri,K,1,IND,BUF,0,1,0,0,0,0,0.00,2015
33,Jordan Gay,K,1,BUF,IND,0,0,0,0,0,0,0.00,2015
