Player,Position,Team,Opponent,Points
Tony Romo,QB,DAL,NYG,27.14
Marcus Mariota,QB,TEN,TB,24.96
Philip Rivers,QB,LAC,DET,24.92
Alex Smith,QB,KC,HOU,23.22
Aaron Rodgers,QB,GB,CHI,23.06
Ben Roethlisberger,QB,PIT,NE,22.04
Nick Foles,QB,LAR,SEA,20.98
Drew Brees,QB,NO,ARI,20.50
Andrew Luck,QB,IND,BUF,19.72
Andy Dalton,QB,CIN,OAK,18.86
Matt Ryan,QB,ATL,PHI,18.62
Sam Bradford,QB,PHI,ATL,18.44
Jameis Winston,QB,TB,TEN,16.20
Russell Wilson,QB,SEA,LAR,16.14
Tyrod Taylor,QB,BUF,IND,15.90
Matthew Stafford,QB,DET,LAC,15.74
Jay Cutler,QB,CHI,GB,15.10
Ryan Fitzpatrick,QB,NYJ,CLE,14.06
Cam Newton,QB,CAR,JAX,13.50
Ryan Tannehill,QB,MIA,WAS,12.74
Blake Bortles,QB,JAX,CAR,11.92
Johnny Manziel,QB,CLE,NYJ,11.78
Matt McGloin,QB,OAK,CIN,11.68
Brian Hoyer,QB,HOU,KC,11.44
Colin Kaepernick,QB,SF,MIN,10.70
Ryan Mallett,QB,HOU,KC,10.52
Teddy Bridgewater,QB,MIN,SF,9.84
Kirk Cousins,QB,WAS,MIA,9.74
Eli Manning,QB,NYG,DAL,8.36
Peyton Manning,QB,DEN,BAL,5.90
Josh McCown,QB,CLE,NYJ,3.26
Derek Carr,QB,OAK,CIN,3.24
Joe Flacco,QB,BAL,DEN,2.68
Matt Cassel,QB,BUF,IND,0.00
Joe Webb,QB,CAR,JAX,0.00
Luke McCown,QB,NO,ARI,0.00
Zach Mettenberger,QB,TEN,TB,-0.50
DeAndre Hopkins,WR,HOU,KC,32.80
Antonio Brown,WR,PIT,NE,31.30
Jordan Matthews,WR,PHI,ATL,23.20
Kendall Wright,WR,TEN,TB,23.10
Julian Edelman,WR,NE,PIT,21.60
James Jones,WR,GB,CHI,21.10
Jarvis Landry,WR,MIA,WAS,20.70
Steve Johnson,WR,LAC,DET,20.20
Percy Harvin,WR,BUF,IND,19.80
Nate Washington,WR,HOU,KC,19.50
Brandon Marshall,WR,NYJ,CLE,18.20
Travis Benjamin,WR,CLE,NYJ,17.90
Donte Moncrief,WR,IND,BUF,16.60
Rashad Greene,WR,JAX,CAR,15.80
TY Hilton,WR,IND,BUF,15.80
Jermaine Kearse,WR,SEA,LAR,15.60
Tavon Austin,WR,LAR,SEA,15.50
Randall Cobb,WR,GB,CHI,14.80
Larry Fitzgerald,WR,ARI,NO,14.70
John Brown,WR,ARI,NO,14.60
Jerricho Cotchery,WR,CAR,JAX,14.50
Emmanuel Sanders,WR,DEN,BAL,14.50
Brandon Coleman,WR,NO,ARI,14.10
Rishard Matthews,WR,MIA,WAS,13.40
Pierre Garcon,WR,WAS,MIA,13.40
Tyler Lockett,WR,SEA,LAR,13.40
Demaryius Thomas,WR,DEN,BAL,13.00
Alshon Jeffery,WR,CHI,GB,12.80
Roddy White,WR,ATL,PHI,12.40
Mike Wallace,WR,MIN,SF,12.30
Eric Decker,WR,NYJ,CLE,11.70
AJ Green,WR,CIN,OAK,11.30
Terrance Williams,WR,DAL,NYG,11.00
Markus Wheaton,WR,PIT,NE,10.50
Doug Baldwin,WR,SEA,LAR,10.50
Harry Douglas,WR,TEN,TB,10.40
Jeremy Maclin,WR,KC,HOU,10.20
Allen Hurns,WR,JAX,CAR,10.00
Davante Adams,WR,GB,CHI,9.90
Darrius Heyward-Bey,WR,PIT,NE,9.80
Dez Bryant,WR,DAL,NYG,9.80
Cecil Shorts,WR,HOU,KC,9.70
Amari Cooper,WR,OAK,CIN,9.70
Chris Owusu,WR,NYJ,CLE,9.50
Odell Beckham Jr,WR,NYG,DAL,9.40
Brandin Cooks,WR,NO,ARI,9.30
Vincent Jackson,WR,TB,TEN,9.10
Stedman Bailey,WR,LAR,SEA,8.80
Travis Kelce,TE,KC,HOU,31.60
Austin Seferian-Jenkins,TE,TB,TEN,31.00
Jason Witten,TE,DAL,NYG,26.00
Jordan Reed,TE,WAS,MIA,19.30
