,Player,Position,Team,Opponent,Points,PlayerID
0,Tony Romo,QB,DAL,NYG,27.14,00-0021678
1,Marcus Mariota,QB,TEN,TB,24.96,00-0032268
2,Philip Rivers,QB,LAC,DET,24.92,00-0022942
3,Alex Smith,QB,KC,HOU,23.22,00-0023436
4,Aaron Rodgers,QB,GB,CHI,23.06,00-0023459
5,Ben Roethlisberger,QB,PIT,NE,22.04,00-0022924
6,Nick Foles,QB,LA,SEA,20.98,00-0029567
7,Drew Brees,QB,NO,ARI,20.5,00-0020531
8,Andrew Luck,QB,IND,BUF,19.72,00-0029668
9,Andy Dalton,QB,CIN,OAK,18.86,00-0027973
10,Matt Ryan,QB,ATL,PHI,18.62,00-0026143
11,Sam Bradford,QB,PHI,ATL,18.44,00-0027854
12,Jameis Winston,QB,TB,TEN,16.2,00-0031503
13,Russell Wilson,QB,SEA,LAR,16.14,00-0029263
14,Tyrod Taylor,QB,BUF,IND,15.9,00-0028118
15,Matthew Stafford,QB,DET,LAC,15.74,00-0026498
16,Jay Cutler,QB,CHI,GB,15.1,00-0024226
17,Ryan Fitzpatrick,QB,NYJ,CLE,14.06,00-0023682
18,Cam Newton,QB,CAR,JAX,13.5,00-0027939
19,Ryan Tannehill,QB,MIA,WAS,12.74,00-0029701
20,Blake Bortles,QB,JAX,CAR,11.92,00-0031407
21,Johnny Manziel,QB,CLE,NYJ,11.78,00-0031409
22,Matt McGloin,QB,OAK,CIN,11.68,00-0030419
23,Brian Hoyer,QB,HOU,KC,11.44,00-0026625
24,Colin Kaepernick,QB,SF,MIN,10.7,00-0027974
25,Ryan Mallett,QB,HOU,KC,10.52,00-0028012
26,Teddy Bridgewater,QB,MIN,SF,9.84,00-0031237
27,Kirk Cousins,QB,WAS,MIA,9.74,00-0029604
28,Eli Manning,QB,NYG,DAL,8.36,00-0022803
29,Peyton Manning,QB,DEN,BAL,5.9,00-0010346
30,Josh McCown,QB,CLE,NYJ,3.26,00-0021206
31,Derek Carr,QB,OAK,CIN,3.24,00-0031280
32,Joe Flacco,QB,BAL,DEN,2.68,00-0026158
33,Matt Cassel,QB,BUF,IND,0.0,00-0023662
34,Joe Webb,QB,CAR,JAX,0.0,00-0027796
35,Luke McCown,QB,NO,ARI,0.0,00-0022864
36,Zach Mettenberger,QB,TEN,TB,-0.5,00-0031266
37,DeAndre Hopkins,WR,HOU,KC,32.8,00-0030564
38,Antonio Brown,WR,PIT,NE,31.3,00-0027793
39,Jordan Matthews,WR,PHI,ATL,23.2,00-0031299
40,Kendall Wright,WR,TEN,TB,23.1,00-0029708
41,Julian Edelman,WR,NE,PIT,21.6,00-0027150
42,James Jones,WR,GB,CHI,21.1,00-0025465
43,Jarvis Landry,WR,MIA,WAS,20.7,00-0031382
44,Steve Johnson,WR,LAC,DET,20.2,00-0026364
45,Percy Harvin,WR,BUF,IND,19.8,00-0026998
46,Nate Washington,WR,HOU,KC,19.5,00-0023367
47,Brandon Marshall,WR,NYJ,CLE,18.2,00-0024334
48,Travis Benjamin,WR,CLE,NYJ,17.9,00-0029269
49,Donte Moncrief,WR,IND,BUF,16.6,00-0031339
50,Rashad Greene,WR,JAX,CAR,15.8,00-0032170
51,TY Hilton,WR,IND,BUF,15.8,00-0029608
52,Jermaine Kearse,WR,SEA,LAR,15.6,00-0029159
53,Tavon Austin,WR,LA,SEA,15.5,00-0030525
54,Randall Cobb,WR,GB,CHI,14.8,00-0028002
55,Larry Fitzgerald,WR,ARI,NO,14.7,00-0022921
56,John Brown,WR,ARI,NO,14.6,00-0031051
57,Jerricho Cotchery,WR,CAR,JAX,14.5,00-0022811
58,Emmanuel Sanders,WR,DEN,BAL,14.5,00-0027685
59,Brandon Coleman,WR,NO,ARI,14.1,00-0030801
60,Rishard Matthews,WR,MIA,WAS,13.4,00-0029580
61,Pierre Garcon,WR,WAS,MIA,13.4,00-0026345
62,Tyler Lockett,WR,SEA,LAR,13.4,00-0032211
63,Demaryius Thomas,WR,DEN,BAL,13.0,00-0027874
64,Alshon Jeffery,WR,CHI,GB,12.8,00-0029137
65,Roddy White,WR,ATL,PHI,12.4,00-0023462
66,Mike Wallace,WR,MIN,SF,12.3,00-0026901
67,Eric Decker,WR,NYJ,CLE,11.7,00-0027690
68,AJ Green,WR,CIN,OAK,11.3,00-0027942
69,Terrance Williams,WR,DAL,NYG,11.0,00-0030542
70,Markus Wheaton,WR,PIT,NE,10.5,00-0030460
71,Doug Baldwin,WR,SEA,LAR,10.5,00-0028434
72,Harry Douglas,WR,TEN,TB,10.4,00-0026224
73,Jeremy Maclin,WR,KC,HOU,10.2,00-0026995
74,Allen Hurns,WR,JAX,CAR,10.0,00-0030821
75,Davante Adams,WR,GB,CHI,9.9,00-0031381
76,Darrius Heyward-Bey,WR,PIT,NE,9.8,00-0026983
77,Dez Bryant,WR,DAL,NYG,9.8,00-0027902
78,Cecil Shorts,WR,HOU,KC,9.7,00-0028052
79,Amari Cooper,WR,OAK,CIN,9.7,00-0031544
80,Chris Owusu,WR,NYJ,CLE,9.5,00-0028905
81,Odell Beckham Jr,WR,NYG,DAL,9.4,00-0031235
82,Brandin Cooks,WR,NO,ARI,9.3,00-0031236
83,Vincent Jackson,WR,TB,TEN,9.1,00-0023496
84,Stedman Bailey,WR,LA,SEA,8.8,00-0030532
85,Travis Kelce,TE,KC,HOU,31.6,00-0030506
86,Austin Seferian-Jenkins,TE,TB,TEN,31.0,00-0031418
87,Jason Witten,TE,DAL,NYG,26.0,00-0022127
88,Jordan Reed,TE,WAS,MIA,19.3,00-0030472
89,Ladarius Green,TE,LAC,DET,18.4,00-0029275
90,Darren Fells,TE,ARI,NO,18.2,00-0029738
91,Jimmy Graham,TE,SEA,LAR,17.1,00-0027696
92,Martellus Bennett,TE,CHI,GB,16.5,00-0026201
93,Heath Miller,TE,PIT,NE,16.4,00-0023465
94,Eric Ebron,TE,DET,LAC,15.3,00-0031387
95,Jared Cook,TE,LA,SEA,13.5,00-0027061
96,Delanie Walker,TE,TEN,TB,13.3,00-0024389
97,Lance Kendricks,TE,LA,SEA,12.2,00-0027985
98,Jordan Cameron,TE,MIA,WAS,11.3,00-0028040
99,Dwayne Allen,TE,IND,BUF,10.7,00-0029689
100,Kyle Rudolph,TE,MIN,SF,10.3,00-0027981
101,Gavin Escobar,TE,DAL,NYG,8.8,00-0030544
102,Charles Clay,TE,BUF,IND,8.3,00-0028112
103,Vernon Davis,TE,SF,MIN,7.7,00-0024221
104,Zach Ertz,TE,PHI,ATL,7.6,00-0030061
105,Scott Chandler,TE,NE,PIT,7.1,00-0025516
106,Garrett Celek,TE,SF,MIN,7.0,00-0028903
107,Gary Barnidge,TE,CLE,NYJ,6.8,00-0026281
108,Richard Rodgers,TE,GB,CHI,6.8,00-0031384
109,Daniel Fells,TE,NYG,DAL,6.3,00-0023752
110,Larry Donnell,TE,NYG,DAL,5.1,00-0028838
111,Jacob Tamme,TE,ATL,PHI,4.9,00-0026267
112,Benjamin Watson,TE,NO,ARI,4.9,00-0022943
113,Crockett Gillmore,TE,BAL,DEN,4.3,00-0030992
114,Coby Fleener,TE,IND,BUF,3.5,00-0029697
115,Anthony Fasano,TE,TEN,TB,2.8,00-0024268
116,Ryan Griffin,TE,HOU,KC,2.8,00-0030108
117,Derek Carrier,TE,WAS,MIA,2.8,00-0029119
118,Maxx Williams,TE,BAL,DEN,2.5,00-0031558
119,CJ Fiedorowicz,TE,HOU,KC,2.5,00-0031302
120,Owen Daniels,TE,DEN,BAL,2.5,00-0024313
121,Jim Dray,TE,CLE,NYJ,2.3,00-0027825
122,Greg Olsen,TE,CAR,JAX,2.1,00-0025418
123,Ed Dickson,TE,CAR,JAX,1.9,00-0027675
124,Brent Celek,TE,PHI,ATL,1.6,00-0025549
125,Vance McDonald,TE,SF,MIN,1.5,00-0030470
126,Mychal Rivera,TE,OAK,CIN,1.4,00-0030514
127,Jermaine Gresham,TE,ARI,NO,1.4,00-0027873
128,Levine Toilolo,TE,ATL,PHI,1.4,00-0030443
129,Rhett Ellison,TE,MIN,SF,1.3,00-0029587
130,Clive Walford,TE,OAK,CIN,1.1,00-0032256
131,David Johnson,TE,LAC,DET,0.0,
132,Michael Hoomanawanui,TE,NE,PIT,0.0,00-0027732
133,Chris Ivory,RB,NYJ,CLE,23.0,00-0027531
134,Bishop Sankey,RB,TEN,TB,22.6,00-0031413
135,Jamaal Charles,RB,KC,HOU,21.3,00-0026213
136,Danny Woodhead,RB,LAC,DET,21.2,00-0026019
137,Mark Ingram,RB,NO,ARI,20.2,00-0027966
138,Darren Sproles,RB,PHI,ATL,19.6,00-0023564
139,Ameer Abdullah,RB,DET,LAC,19.4,00-0032104
140,Jeremy Hill,RB,CIN,OAK,18.3,00-0031301
141,DeMarco Murray,RB,PHI,ATL,18.0,00-0028009
142,Eddie Lacy,RB,GB,CHI,17.9,00-0030485
143,Marcel Reece,FB,OAK,CIN,17.6,00-0026393
