gameKey,season,day,month,time,weekDay,week,year,home,away,scoreHome,scoreAway,homeFirstDowns,homeTotalYards,homePassingYards,homeRushingYards,homePenaltyCount,homePenaltyYards,homeTurnovers,homePuntCount,homePuntYards,homePuntAvg,homePossessionTime,awayFirstDowns,awayTotalYards,awayPassingYards,awayRushingYards,awayPenaltyCount,awayPenaltyYards,awayTurnovers,awayPuntYards,awayPuntAvg,awayPossessionTime
55048,REG,28,12,8:00,Tue,16,2010,PHI,MIN,14,24,24,331,224,107,12,62,3,5,214,41,1779,21,337,176,161,5,74,1,6,232,34,1821
55064,REG,2,1,1:00,Sun,17,2010,NE,MIA,38,7,24,502,321,181,5,72,1,2,96,48,2179,16,250,206,44,5,40,2,6,288,29,1421
55066,REG,2,1,1:00,Sun,17,2010,NYJ,BUF,38,7,17,388,112,276,3,25,1,6,248,34,2135,6,162,125,37,3,15,6,6,296,42,1465
55057,REG,2,1,1:00,Sun,17,2010,BAL,CIN,13,7,10,199,101,98,7,45,2,7,335,41,1518,20,395,305,90,4,49,5,4,162,37,2082
55058,REG,2,1,1:00,Sun,17,2010,CLE,PIT,9,41,17,225,182,43,6,46,3,3,131,42,1606,24,418,318,100,3,25,0,2,112,41,1994
55061,REG,2,1,4:15,Sun,17,2010,HOU,JAC,34,17,22,497,253,244,5,48,0,3,116,38,1752,23,322,124,198,2,15,2,4,177,38,1848
55062,REG,2,1,4:15,Sun,17,2010,IND,TEN,23,20,24,358,257,101,5,25,1,5,191,37,1723,17,341,290,51,7,58,1,5,211,42,1877
55063,REG,2,1,1:00,Sun,17,2010,KC,OAK,10,31,17,201,86,115,5,39,2,6,226,38,1592,21,344,135,209,10,77,1,5,234,43,2008
55067,REG,2,1,4:15,Sun,17,2010,PHI,DAL,13,14,14,244,120,124,4,40,4,7,268,38,1850,14,272,113,159,6,45,1,8,357,38,1750
55068,REG,2,1,4:15,Sun,17,2010,WAS,NYG,14,17,20,385,318,67,4,25,4,4,174,33,1660,14,325,243,82,2,24,1,7,291,28,1940
55059,REG,2,1,1:00,Sun,17,2010,DET,MIN,20,13,22,357,250,107,5,33,2,4,178,37,1852,16,214,140,74,3,25,1,5,215,40,1748
55060,REG,2,1,4:15,Sun,17,2010,GB,CHI,10,3,14,284,224,60,4,30,2,8,348,37,1760,13,227,117,110,6,46,2,8,364,37,1840
55056,REG,2,1,1:00,Sun,17,2010,ATL,CAR,31,10,24,352,253,99,4,20,1,4,163,36,2130,12,291,154,137,10,97,2,7,344,36,1470
55065,REG,2,1,1:00,Sun,17,2010,NO,TB,13,23,20,305,199,106,5,45,3,3,93,30,1857,18,317,233,84,7,54,2,1,46,39,1743
55069,REG,2,1,4:15,Sun,17,2010,DEN,SD,28,33,18,337,191,146,5,45,2,5,257,32,1538,20,447,283,164,3,32,1,4,180,35,2062
55070,REG,2,1,4:15,Sun,17,2010,SF,ARI,38,7,16,362,262,100,5,25,0,7,266,33,1632,19,279,201,78,8,43,2,8,330,39,1968
55071,REG,2,1,8:20,Sun,17,2010,SEA,STL,16,6,19,333,192,141,7,70,1,7,243,33,2085,10,184,137,47,6,46,1,9,396,41,1515
55164,REG,8,9,8:30,Thu,1,2011,GB,NO,42,34,24,399,296,103,6,48,0,4,170,15,1974,27,477,396,81,3,15,1,2,98,37,1626
55165,REG,11,9,1:00,Sun,1,2011,BAL,PIT,35,7,17,385,215,170,7,75,0,5,236,42,1951,20,312,246,66,6,53,7,4,211,48,1649
55167,REG,11,9,1:00,Sun,1,2011,CLE,CIN,17,27,17,285,202,83,11,72,1,8,288,32,1777,17,294,155,139,3,22,0,8,382,38,1823
55168,REG,11,9,1:00,Sun,1,2011,HOU,IND,34,7,26,384,217,167,4,30,3,2,89,35,2204,15,236,172,64,6,60,2,6,281,25,1396
55169,REG,11,9,1:00,Sun,1,2011,JAC,TEN,16,14,20,323,160,163,5,39,1,5,218,34,2378,13,292,249,43,7,60,1,7,291,34,1222
55170,REG,11,9,1:00,Sun,1,2011,KC,BUF,7,41,13,213,105,108,1,3,3,8,328,37,1378,23,364,201,163,5,30,1,5,257,36,2222
55166,REG,11,9,1:00,Sun,1,2011,CHI,ATL,30,12,17,377,289,88,8,56,1,6,288,46,1999,20,386,276,110,9,65,3,5,192,36,1601
55172,REG,11,9,1:00,Sun,1,2011,TB,DET,20,27,17,313,257,56,6,39,2,5,261,45,1415,25,431,305,126,8,68,1,5,241,45,2185
55171,REG,11,9,1:00,Sun,1,2011,STL,PHI,13,31,21,335,181,154,9,60,1,4,169,32,1786,27,404,167,237,8,91,1,3,109,36,1814
55176,REG,11,9,4:15,Sun,1,2011,WAS,NYG,28,14,21,332,258,74,3,25,1,6,258,39,1956,15,315,240,75,8,63,1,6,271,36,1644
55173,REG,11,9,4:15,Sun,1,2011,ARI,CAR,28,21,15,394,295,99,6,61,1,5,210,38,1633,26,477,403,74,10,74,1,7,289,24,1967
55175,REG,11,9,4:15,Sun,1,2011,SF,SEA,33,17,12,209,124,85,9,102,0,5,298,54,1867,18,219,155,64,11,72,3,7,342,33,1733
55174,REG,11,9,4:15,Sun,1,2011,SD,MIN,24,17,31,407,330,77,4,26,2,3,127,37,2237,10,187,28,159,9,78,1,6,289,42,1363
55177,REG,11,9,8:20,Sun,1,2011,NYJ,DAL,27,24,19,360,315,45,0,0,2,6,239,35,1567,21,390,326,64,7,40,3,6,236,29,2033
55178,REG,12,9,7:00,Mon,1,2011,MIA,NE,24,38,25,488,390,98,8,60,1,6,307,41,1893,27,622,516,106,7,50,1,4,152,30,1707
55179,REG,12,9,10:15,Mon,1,2011,DEN,OAK,20,23,25,310,272,38,10,91,3,4,165,31,1645,20,289,99,190,15,131,1,6,349,34,1955
55182,REG,18,9,1:00,Sun,2,2011,DET,KC,48,3,23,411,322,89,4,35,1,5,206,41,1944,12,267,116,151,8,70,6,5,198,38,1656
55180,REG,18,9,1:00,Sun,2,2011,BUF,OAK,38,35,34,481,264,217,3,26,1,2,99,40,1847,26,454,323,131,8,85,2,3,155,46,1753
55188,REG,18,9,1:00,Sun,2,2011,TEN,BAL,26,13,21,432,358,74,6,70,1,3,119,38,2152,15,229,184,45,7,44,3,5,225,42,1448
55186,REG,18,9,1:00,Sun,2,2011,NYJ,JAC,32,3,15,283,182,101,7,60,2,5,194,37,2003,11,203,91,112,4,50,4,5,203,33,1597
55183,REG,18,9,1:00,Sun,2,2011,IND,CLE,19,27,19,285,176,109,4,21,2,4,208,39,1526,18,303,197,106,3,49,1,5,201,40,2074
55189,REG,18,9,1:00,Sun,2,2011,WAS,ARI,22,21,28,455,283,172,3,15,2,3,118,29,2310,16,324,231,93,10,97,2,6,294,34,1290
55184,REG,18,9,1:00,Sun,2,2011,MIN,TB,20,24,25,398,212,186,8,65,1,4,165,35,2010,19,335,230,105,6,53,1,4,183,45,1590
55181,REG,18,9,1:00,Sun,2,2011,CAR,GB,23,30,26,475,404,71,6,50,4,2,75,38,1954,16,419,295,124,7,57,1,3,116,35,1646
55185,REG,18,9,1:00,Sun,2,2011,NO,CHI,30,13,16,382,264,118,7,41,1,5,229,47,2174,18,246,186,60,6,47,1,8,350,44,1426
55187,REG,18,9,1:00,Sun,2,2011,PIT,SEA,24,0,23,421,297,124,4,48,0,3,175,45,2324,8,164,133,31,6,66,0,8,385,40,1276
55190,REG,18,9,4:05,Sun,2,2011,SF,DAL,24,27,14,206,132,74,5,25,1,6,332,46,1843,20,472,427,45,8,83,2,4,194,37,1930
55193,REG,18,9,4:15,Sun,2,2011,NE,SD,35,21,28,504,410,94,8,80,0,2,85,44,1742,29,470,372,98,6,44,4,1,35,35,1858
55191,REG,18,9,4:15,Sun,2,2011,DEN,CIN,24,22,19,318,187,131,7,55,2,6,335,51,1815,18,382,310,72,7,69,0,5,205,37,1785
55192,REG,18,9,4:15,Sun,2,2011,MIA,HOU,13,23,18,306,153,153,3,20,2,3,181,48,1554,19,345,207,138,4,76,0,6,287,41,2046
55194,REG,18,9,8:20,Sun,2,2011,ATL,PHI,35,31,20,318,180,138,7,57,2,7,249,35,1797,27,447,314,133,4,20,3,4,179,35,1803
55195,REG,19,9,8:30,Mon,2,2011,NYG,STL,28,16,22,300,181,119,5,55,1,7,322,39,2052,14,367,308,59,8,85,2,7,313,42,1548
55197,REG,25,9,1:00,Sun,3,2011,CAR,JAC,16,10,16,265,158,107,8,69,0,8,307,31,1774,13,257,129,128,8,60,1,6,234,31,1826
55201,REG,25,9,1:00,Sun,3,2011,NO,HOU,40,33,27,454,354,100,4,26,2,3,148,48,1794,21,473,364,109,7,56,1,2,74,35,1806
55196,REG,25,9,1:00,Sun,3,2011,BUF,NE,34,31,24,448,369,79,9,77,2,5,253,44,1725,30,495,387,108,8,93,4,3,140,40,1875
55199,REG,25,9,1:00,Sun,3,2011,CLE,MIA,17,16,19,280,210,70,8,85,1,5,211,37,1329,22,369,231,138,10,93,2,3,151,48,2271
55203,REG,25,9,1:00,Sun,3,2011,TEN,DEN,17,14,17,333,295,38,11,80,2,4,176,32,1854,19,231,172,59,1,15,2,5,246,45,1746
55202,REG,25,9,1:00,Sun,3,2011,PHI,NYG,16,29,25,376,199,177,7,36,3,2,90,45,2211,14,334,232,102,4,21,0,4,164,38,1389
55200,REG,25,9,1:00,Sun,3,2011,MIN,DET,23,26,16,321,189,132,10,79,0,6,267,38,1670,19,358,338,20,7,65,0,7,325,34,2049
55198,REG,25,9,1:00,Sun,3,2011,CIN,SF,8,13,14,228,149,79,6,40,3,7,317,40,1480,16,226,176,50,12,70,1,7,320,41,2120
55204,REG,25,9,4:05,Sun,3,2011,OAK,NYJ,34,24,23,383,149,234,7,55,0,6,339,40,1606,25,439,339,100,7,61,2,5,230,39,1994
55206,REG,25,9,4:05,Sun,3,2011,SD,KC,20,17,22,375,258,117,4,40,2,2,95,29,2083,13,252,171,81,7,65,1,4,182,43,1517
55205,REG,25,9,4:05,Sun,3,2011,STL,BAL,7,37,17,244,132,112,8,117,2,8,372,37,1729,25,553,385,168,5,32,1,2,89,35,1871
55207,REG,25,9,4:15,Sun,3,2011,CHI,GB,17,27,12,291,278,13,10,70,2,7,298,37,1351,24,392,292,100,7,35,2,6,229,33,2249
55208,REG,25,9,4:15,Sun,3,2011,SEA,ARI,13,10,16,261,139,122,8,39,1,8,358,42,1691,20,324,234,90,2,20,2,5,206,36,1909
55209,REG,25,9,4:15,Sun,3,2011,TB,ATL,16,13,20,295,180,115,9,66,2,3,129,38,2152,21,325,295,30,7,50,3,3,94,22,1448
55210,REG,25,9,8:20,Sun,3,2011,IND,PIT,20,23,14,241,144,97,3,21,1,7,311,35,1562,19,408,341,67,4,38,3,3,112,30,2038
55211,REG,26,9,8:30,Mon,3,2011,DAL,WAS,18,16,17,375,250,125,6,55,2,3,152,45,1896,20,298,233,65,4,35,2,5,232,44,1704
55213,REG,2,10,1:00,Sun,4,2011,CIN,BUF,23,20,25,458,287,171,3,15,2,5,192,38,1881,12,273,190,83,4,26,0,8,413,41,1719
55214,REG,2,10,1:00,Sun,4,2011,CLE,TEN,13,31,25,416,332,84,5,40,1,4,155,35,2213,13,332,220,112,5,45,1,6,237,37,1387
55216,REG,2,10,1:00,Sun,4,2011,HOU,PIT,17,10,17,318,138,180,9,64,0,5,235,38,1903,20,296,178,118,5,45,1,4,202,46,1697
55215,REG,2,10,1:00,Sun,4,2011,DAL,DET,30,34,25,434,321,113,7,33,3,3,161,43,2199,18,303,240,63,10,75,1,6,262,37,1401
55219,REG,2,10,1:00,Sun,4,2011,PHI,SF,23,24,23,513,405,108,5,55,3,2,87,47,1868,22,442,278,164,5,40,1,4,198,45,1732
55212,REG,2,10,1:00,Sun,4,2011,CHI,CAR,34,29,15,317,93,224,5,45,1,4,157,33,1591,24,543,374,169,8,52,1,2,79,5,2009
55220,REG,2,10,1:00,Sun,4,2011,STL,WAS,10,17,14,172,127,45,9,65,1,8,360,42,1490,16,339,143,196,10,96,2,7,321,46,2110
55217,REG,2,10,1:00,Sun,4,2011,JAC,NO,10,23,15,274,170,104,2,15,1,4,153,36,1375,30,503,326,177,6,50,2,1,58,54,2225
55218,REG,2,10,1:00,Sun,4,2011,KC,MIN,22,17,15,350,247,103,6,57,0,3,146,45,1670,17,341,190,151,6,45,1,4,213,31,1930
55221,REG,2,10,4:05,Sun,4,2011,ARI,NYG,27,31,22,368,212,156,11,118,2,4,180,38,1919,24,360,306,54,7,55,2,5,223,35,1681
55222,REG,2,10,4:05,Sun,4,2011,SEA,ATL,28,30,20,372,319,53,6,40,2,3,149,42,1190,25,412,291,121,4,35,0,4,150,28,2410
55223,REG,2,10,4:15,Sun,4,2011,GB,DEN,49,23,26,507,396,111,3,27,2,1,49,49,1981,18,384,265,119,3,24,4,2,98,46,1619
55224,REG,2,10,4:15,Sun,4,2011,OAK,NE,19,31,24,504,344,160,9,85,2,2,104,45,2000,25,409,226,183,5,45,0,3,147,43,1600
55225,REG,2,10,4:15,Sun,4,2011,SD,MIA,26,16,21,411,295,116,8,80,0,3,151,43,1998,16,248,176,72,2,41,2,3,135,38,1602
55226,REG,2,10,8:20,Sun,4,2011,BAL,NYJ,34,17,16,267,155,112,7,46,3,7,310,37,2248,7,150,112,38,9,69,4,8,346,39,1352
55227,REG,3,10,8:30,Mon,4,2011,TB,IND,24,17,25,466,274,192,14,106,0,5,220,44,2340,13,318,256,62,6,50,1,6,266,42,1260
55235,REG,9,10,1:00,Sun,5,2011,PIT,TEN,38,17,26,431,257,174,5,51,2,2,48,13,1942,20,306,240,66,9,70,1,4,169,42,1658
55230,REG,9,10,1:00,Sun,5,2011,HOU,OAK,20,25,21,473,403,70,6,50,2,8,298,33,2065,11,278,184,94,11,89,1,7,346,45,1535
55231,REG,9,10,1:00,Sun,5,2011,IND,KC,24,28,15,355,277,78,4,40,0,5,277,48,1613,26,436,242,194,5,39,0,6,269,41,1987
55232,REG,9,10,1:00,Sun,5,2011,JAC,CIN,20,30,12,296,200,96,2,15,2,7,264,32,1647,13,239,162,77,4,33,1,7,334,44,1953
55234,REG,9,10,1:00,Sun,5,2011,NYG,SEA,25,36,21,464,395,69,7,52,5,7,343,39,1874,22,424,279,145,10,70,3,7,312,40,1726
55233,REG,9,10,1:00,Sun,5,2011,MIN,ARI,34,10,20,332,160,172,5,35,1,4,190,48,1739,18,291,214,77,6,64,4,5,212,33,1861
55229,REG,9,10,1:00,Sun,5,2011,CAR,NO,27,30,20,381,219,162,7,65,1,3,132,44,1520,27,444,343,101,9,82,1,2,90,31,2080
55228,REG,9,10,1:00,Sun,5,2011,BUF,PHI,31,24,21,331,188,143,4,40,1,5,251,37,2018,24,489,315,174,5,46,5,2,72,26,1582
55236,REG,9,10,4:05,Sun,5,2011,SF,TB,48,3,28,418,205,213,3,30,1,1,38,38,1863,14,272,186,86,9,96,3,6,259,35,1737
55238,REG,9,10,4:15,Sun,5,2011,NE,NYJ,30,21,26,446,294,152,6,50,1,4,205,41,2035,14,255,158,97,8,89,0,7,319,38,1565
55237,REG,9,10,4:15,Sun,5,2011,DEN,SD,24,29,13,275,113,162,4,53,1,6,322,43,1192,25,418,212,206,0,0,2,3,147,37,2408
55239,REG,9,10,8:20,Sun,5,2011,ATL,GB,14,25,18,251,156,95,5,44,2,5,189,37,1609,19,426,369,57,6,55,1,2,85,41,1991
55240,REG,10,10,8:30,Mon,5,2011,DET,CHI,24,13,16,395,214,181,12,94,1,5,162,32,1257,23,359,237,122,14,104,0,5,221,39,2343
55245,REG,16,10,1:00,Sun,6,2011,NYG,BUF,27,24,24,414,292,122,7,79,0,3,161,43,1847,17,374,219,155,7,75,2,3,136,33,1753
55242,REG,16,10,1:00,Sun,6,2011,CIN,IND,27,17,17,358,264,94,11,111,0,5,221,43,2016,18,273,179,94,2,11,3,4,208,43,1584
55246,REG,16,10,1:00,Sun,6,2011,PIT,JAC,17,13,15,370,185,185,8,65,0,6,256,38,1873,16,209,76,133,4,22,0,7,296,40,1727
55247,REG,16,10,1:00,Sun,6,2011,WAS,PHI,13,20,17,287,245,42,9,75,4,4,170,43,1312,22,422,230,192,8,60,2,3,131,36,2288
55243,REG,16,10,1:00,Sun,6,2011,DET,SF,19,25,21,310,244,66,6,54,0,8,350,32,1821,14,314,111,203,15,120,2,9,430,41,1779
55244,REG,16,10,1:00,Sun,6,2011,GB,STL,24,3,20,399,303,96,3,16,1,5,222,29,1759,22,424,299,125,7,45,1,5,162,32,1841
55241,REG,16,10,1:00,Sun,6,2011,ATL,CAR,31,17,24,325,159,166,4,57,0,3,129,43,1834,24,368,226,142,7,85,3,2,81,37,1766
55249,REG,16,10,4:05,Sun,6,2011,OAK,CLE,24,17,18,329,178,151,5,35,1,4,194,36,2081,18,268,203,65,5,34,1,6,271,46,1519
55248,REG,16,10,4:05,Sun,6,2011,BAL,HOU,29,14,24,402,289,113,5,25,2,2,90,43,1932,18,293,200,93,5,15,0,6,246,36,1668
55251,REG,16,10,4:15,Sun,6,2011,TB,NO,26,20,21,420,303,117,7,64,0,4,189,50,1887,20,453,383,70,7,53,4,4,220,49,1713
55250,REG,16,10,4:15,Sun,6,2011,NE,DAL,20,16,25,371,270,101,5,35,4,2,96,47,1631,21,377,300,77,10,77,2,4,207,40,1969
55252,REG,16,10,8:20,Sun,6,2011,CHI,MIN,39,10,22,377,258,119,3,15,1,3,115,38,1840,15,286,233,53,5,40,0,5,186,32,1760
55253,REG,17,10,8:30,Mon,6,2011,NYJ,MIA,24,6,13,296,192,104,6,49,1,8,388,39,1821,17,308,190,118,2,10,3,7,305,39,1779
55257,REG,23,10,1:00,Sun,7,2011,MIA,DEN,15,18,15,267,173,94,2,20,1,8,397,39,1999,18,308,125,183,5,30,1,9,435,41,2057
55258,REG,23,10,1:00,Sun,7,2011,NYJ,SD,27,21,25,318,156,162,8,60,2,3,110,37,1966,16,268,172,96,13,95,2,4,201,47,1634
55260,REG,23,10,1:00,Sun,7,2011,TEN,HOU,7,41,11,148,95,53,8,76,2,7,319,43,1322,29,518,296,222,6,68,0,2,96,32,2278
55256,REG,23,10,1:00,Sun,7,2011,DET,ATL,16,23,13,263,159,104,10,84,1,6,263,34,1503,22,328,199,129,11,80,2,5,177,35,2097
55254,REG,23,10,1:00,Sun,7,2011,CAR,WAS,33,20,20,407,232,175,13,105,0,3,116,40,2130,22,353,261,92,3,26,3,1,37,37,1470
55259,REG,23,10,1:00,Sun,7,2011,TB,CHI,18,24,16,280,250,30,8,69,4,8,381,44,1608,19,395,218,177,7,54,2,6,228,37,1992
55255,REG,23,10,1:00,Sun,7,2011,CLE,SEA,6,3,20,298,157,141,7,48,1,5,193,31,2576,9,137,72,65,8,68,2,7,351,42,1024
55261,REG,23,10,4:05,Sun,7,2011,ARI,PIT,20,32,23,330,257,73,9,67,1,4,191,36,1453,26,445,354,91,9,69,0,3,118,39,2147
55262,REG,23,10,4:05,Sun,7,2011,OAK,KC,0,28,18,322,167,155,14,120,6,6,289,41,1583,22,300,161,139,10,98,2,7,368,47,2017
55264,REG,23,10,4:15,Sun,7,2011,MIN,GB,27,33,22,435,217,218,9,91,2,4,161,30,1674,25,421,307,114,6,44,1,3,178,55,1926
55263,REG,23,10,4:15,Sun,7,2011,DAL,STL,34,7,24,445,151,294,6,30,1,3,145,45,2036,13,265,195,70,4,16,2,5,237,42,1564
55265,REG,23,10,8:20,Sun,7,2011,NO,IND,62,7,36,557,321,236,1,10,0,1,53,40,2299,11,252,97,155,7,49,3,6,279,42,1301
55266,REG,24,10,8:30,Mon,7,2011,JAC,BAL,12,7,13,205,73,132,6,90,1,7,286,40,2175,11,146,112,34,10,85,2,9,470,46,1425
55270,REG,30,10,1:00,Sun,8,2011,NYG,MIA,20,17,21,402,344,58,7,46,0,4,187,45,1946,18,246,101,145,4,30,1,5,247,44,1654
55269,REG,30,10,1:00,Sun,8,2011,HOU,JAC,24,14,20,358,202,156,7,60,2,6,272,40,2119,13,174,90,84,5,39,2,8,374,37,1481
55272,REG,30,10,1:00,Sun,8,2011,TEN,IND,27,10,17,311,215,96,3,40,0,8,330,34,1888,22,399,241,158,10,66,2,7,269,29,1712
55268,REG,30,10,1:00,Sun,8,2011,CAR,MIN,21,24,21,405,265,140,6,60,2,4,174,43,1675,22,361,229,132,4,43,1,4,179,40,1925
55271,REG,30,10,1:00,Sun,8,2011,STL,NO,31,21,21,323,140,183,9,64,1,7,298,40,1883,19,283,227,56,5,32,2,7,282,35,1717
55267,REG,30,10,1:00,Sun,8,2011,BAL,ARI,30,27,30,405,298,107,11,99,2,5,219,21,1782,17,207,98,109,12,92,1,6,240,36,1818
55274,REG,30,10,4:05,Sun,8,2011,DEN,DET,10,45,19,312,117,195,5,55,3,7,353,46,1826,21,376,263,113,4,45,0,7,284,34,1774
55273,REG,30,10,4:05,Sun,8,2011,BUF,WAS,23,0,17,390,252,138,6,35,2,3,135,28,2091,10,178,152,26,3,54,2,6,279,43,1509
55275,REG,30,10,4:15,Sun,8,2011,PIT,NE,25,17,29,427,329,98,8,50,1,1,31,30,2362,19,213,170,43,6,37,0,4,168,39,1238
55276,REG,30,10,4:15,Sun,8,2011,SF,CLE,20,10,19,348,174,174,5,40,0,5,268,43,1973,18,290,224,66,5,39,2,6,264,41,1627
55277,REG,30,10,4:15,Sun,8,2011,SEA,CIN,12,34,20,411,350,61,11,80,2,6,320,24,1713,18,252,160,92,7,65,2,5,226,38,1887
55278,REG,30,10,8:20,Sun,8,2011,PHI,DAL,34,7,31,495,256,239,6,33,0,2,92,29,2529,12,267,182,85,3,20,1,5,195,37,1071
55279,REG,31,10,8:30,Mon,8,2011,KC,SD,23,20,19,341,247,94,9,53,4,5,286,47,1935,22,447,345,102,12,105,4,3,168,51,2249
55280,REG,6,11,1:00,Sun,9,2011,BUF,NYJ,11,27,14,287,191,96,6,84,3,4,190,44,1328,24,348,222,126,9,60,2,2,71,36,2272
55282,REG,6,11,1:00,Sun,9,2011,HOU,CLE,30,12,21,380,119,261,2,15,1,2,95,36,2115,10,172,128,44,4,35,2,4,175,30,1485
55284,REG,6,11,1:00,Sun,9,2011,KC,MIA,3,31,20,343,227,116,8,70,0,5,229,36,2079,17,351,244,107,7,49,0,5,221,34,1521
55281,REG,6,11,1:00,Sun,9,2011,DAL,SEA,23,13,18,442,279,163,7,82,1,4,172,43,1767,18,381,219,162,10,88,3,3,183,58,1833
55286,REG,6,11,1:00,Sun,9,2011,WAS,SF,11,19,17,303,251,52,3,35,3,5,244,39,1661,15,326,188,138,9,55,1,5,223,37,1939
55285,REG,6,11,1:00,Sun,9,2011,NO,TB,27,16,25,453,258,195,8,63,1,2,113,49,1804,18,365,281,84,9,80,0,3,119,28,1796
55283,REG,6,11,1:00,Sun,9,2011,IND,ATL,7,31,10,186,103,83,6,32,2,9,451,46,1334,21,432,269,163,1,10,1,7,321,43,2266
55287,REG,6,11,4:05,Sun,9,2011,OAK,DEN,24,38,21,416,316,100,15,130,3,6,303,33,1689,20,412,113,299,11,93,0,5,238,39,1911
55288,REG,6,11,4:05,Sun,9,2011,TEN,CIN,17,24,19,328,250,78,7,100,1,7,320,42,1625,20,319,210,109,9,87,0,7,308,37,1975
55290,REG,6,11,4:15,Sun,9,2011,NE,NYG,20,24,23,438,332,106,7,81,4,5,225,45,1783,23,361,250,111,6,50,2,8,345,41,1817
55291,REG,6,11,4:15,Sun,9,2011,SD,GB,38,45,28,460,375,85,8,64,3,2,98,44,1815,21,368,232,136,5,33,0,2,108,43,1785
55289,REG,6,11,4:15,Sun,9,2011,ARI,STL,19,13,16,262,192,70,6,45,0,6,278,42,1499,23,383,233,150,9,71,1,7,352,32,2218
55292,REG,6,11,8:20,Sun,9,2011,PIT,BAL,20,23,20,392,322,70,6,69,2,3,100,32,1561,23,356,289,67,3,20,1,2,90,35,2039
55293,REG,7,11,8:30,Mon,9,2011,PHI,CHI,24,30,20,330,211,119,6,44,2,2,71,26,1593,22,372,208,164,6,53,2,3,103,37,2007
55294,REG,10,11,8:20,Thu,10,2011,SD,OAK,17,24,20,314,239,75,6,31,2,6,322,44,1643,20,489,298,191,7,45,2,4,195,47,1957
55300,REG,13,11,1:00,Sun,10,2011,DAL,BUF,44,7,24,433,270,163,8,74,0,1,52,52,2072,20,271,136,135,3,12,4,3,156,51,1528
55296,REG,13,11,1:00,Sun,10,2011,CAR,TEN,3,30,16,279,166,113,12,99,2,8,365,33,1644,22,383,211,172,9,92,1,5,221,38,1956
55305,REG,13,11,1:00,Sun,10,2011,TB,HOU,9,37,12,231,141,90,6,49,4,6,265,43,1494,21,420,235,185,8,54,0,4,181,37,2106
55298,REG,13,11,1:00,Sun,10,2011,CIN,PIT,17,24,14,279,170,109,4,35,2,6,256,40,1567,24,328,223,105,4,31,1,5,252,42,2033
55301,REG,13,11,1:00,Sun,10,2011,IND,JAC,3,17,13,212,128,84,6,40,3,6,246,41,1479,18,251,110,141,5,55,1,6,232,37,2121
55302,REG,13,11,1:00,Sun,10,2011,KC,DEN,10,17,17,258,124,134,4,40,0,7,339,40,1582,16,313,69,244,8,65,0,7,307,40,2018
55304,REG,13,11,1:00,Sun,10,2011,PHI,ARI,17,21,15,289,123,166,11,97,2,8,342,39,1698,23,370,282,88,7,66,2,6,278,44,1902
55297,REG,13,11,4:15,Sun,10,2011,CHI,DET,37,13,12,216,107,109,4,37,1,6,280,43,1746,22,393,313,80,4,53,6,5,245,25,1854
55295,REG,13,11,1:00,Sun,10,2011,ATL,NO,23,26,30,481,343,138,10,85,1,5,227,42,2192,18,363,322,41,8,79,0,5,202,36,1803
55303,REG,13,11,1:00,Sun,10,2011,MIA,WAS,20,9,20,303,200,103,6,55,2,1,49,27,2013,16,246,185,61,6,51,2,2,93,36,1587
55299,REG,13,11,1:00,Sun,10,2011,CLE,STL,12,13,16,335,209,126,6,60,1,5,208,37,1947,17,281,148,133,7,55,2,5,236,42,1653
55306,REG,13,11,4:05,Sun,10,2011,SEA,BAL,22,17,16,327,208,119,13,100,0,5,218,38,2101,25,323,248,75,4,34,3,4,188,44,1499
55307,REG,13,11,4:15,Sun,10,2011,SF,NYG,27,20,16,305,228,77,5,35,1,3,164,51,1523,21,395,302,93,6,45,2,2,77,39,2077
55308,REG,13,11,8:20,Sun,10,2011,NYJ,NE,16,37,22,378,268,110,5,56,3,5,242,41,1793,21,389,329,60,9,80,0,4,187,44,1807
55309,REG,14,11,8:30,Mon,10,2011,GB,MIN,45,7,23,356,266,90,1,5,1,2,99,43,1998,14,266,162,104,10,80,1,6,263,31,1602
55310,REG,17,11,8:20,Thu,11,2011,DEN,NYJ,17,13,11,229,104,125,6,51,1,8,350,34,1668,22,318,235,83,2,15,2,6,230,36,1932
55317,REG,20,11,1:00,Sun,11,2011,MIN,OAK,21,27,20,311,187,124,9,50,5,3,133,33,1456,22,301,139,162,12,117,1,6,284,38,2144
55311,REG,20,11,4:15,Sun,11,2011,ATL,TEN,23,17,25,432,316,116,5,55,1,2,66,34,2219,17,298,257,41,10,86,1,5,225,40,1381
55316,REG,20,11,1:00,Sun,11,2011,MIA,BUF,35,8,16,242,147,95,4,50,0,7,337,40,1866,14,247,206,41,3,27,2,7,295,30,1734
55313,REG,20,11,1:00,Sun,11,2011,CLE,JAC,14,10,20,334,186,148,9,70,1,3,108,32,1747,23,303,195,108,9,81,0,5,203,37,1853
55312,REG,20,11,1:00,Sun,11,2011,BAL,CIN,31,24,13,373,268,105,6,69,1,8,391,46,1627,23,483,364,119,6,43,3,7,270,38,1973
55318,REG,20,11,1:00,Sun,11,2011,WAS,DAL,24,27,18,336,276,60,6,59,2,5,243,44,2000,20,353,264,89,9,48,0,7,286,24,2161
55314,REG,20,11,1:00,Sun,11,2011,DET,CAR,49,35,29,495,326,169,8,56,3,2,96,36,1987,24,409,272,137,7,70,4,3,122,32,1613
