gameKey,season,day,month,time,weekDay,week,year,home,away,scoreHome,scoreAway,homeFirstDowns,homeTotalYards,homePassingYards,homeRushingYards,homePenaltyCount,homePenaltyYards,homeTurnovers,homePuntCount,homePuntYards,homePuntAvg,homePossessionTime,awayFirstDowns,awayTotalYards,awayPassingYards,awayRushingYards,awayPenaltyCount,awayPenaltyYards,awayTurnovers,awayPuntYards,awayPuntAvg,awayPossessionTime
55896,REG,29,9,4:25,Sun,4,2013,OAK,WAS,14,24,14,298,194,104,4,25,2,7,314,40,1942,15,339,217,122,3,29,1,8,280,28,1658
55897,REG,29,9,4:25,Sun,4,2013,SD,DAL,30,21,27,506,394,112,7,85,1,4,159,30,2043,21,317,225,92,5,33,1,5,203,34,1557
55898,REG,29,9,8:30,Sun,4,2013,ATL,NE,23,30,26,457,399,58,6,55,1,3,137,46,1761,21,448,316,132,9,93,0,2,110,42,1839
55899,REG,30,9,8:40,Mon,4,2013,NO,MIA,38,17,23,465,397,68,6,45,1,3,142,46,2029,19,331,216,115,5,25,4,4,208,36,1571
55900,REG,3,10,8:25,Thu,5,2013,CLE,BUF,37,24,19,290,199,91,6,66,0,6,276,40,1943,20,343,188,155,7,56,1,8,364,23,1657
55901,REG,6,10,1:00,Sun,5,2013,CHI,NO,18,26,20,434,340,94,6,43,1,4,181,45,1440,17,347,281,66,2,10,0,4,195,40,2160
55902,REG,6,10,1:00,Sun,5,2013,CIN,NE,13,6,21,341,179,162,7,59,2,6,275,39,2056,15,248,166,82,0,0,2,8,353,42,1544
55903,REG,6,10,1:00,Sun,5,2013,GB,DET,22,9,16,449,269,180,10,72,0,3,141,34,1939,19,286,222,64,7,50,0,6,311,43,1661
55904,REG,6,10,1:00,Sun,5,2013,IND,SEA,34,28,20,317,208,109,3,35,2,3,93,20,1718,21,423,205,218,7,85,2,2,77,39,1882
55905,REG,6,10,1:00,Sun,5,2013,MIA,BAL,23,26,10,294,272,22,4,65,0,8,420,46,1424,20,384,251,133,6,64,2,5,171,32,2176
55906,REG,6,10,1:00,Sun,5,2013,NYG,PHI,21,36,21,383,330,53,12,136,4,7,338,42,1673,28,439,299,140,8,88,0,6,287,43,1927
55907,REG,6,10,1:00,Sun,5,2013,STL,JAC,34,20,22,351,208,143,6,53,0,7,286,40,2119,16,363,267,96,4,45,3,5,241,45,1481
55908,REG,6,10,1:00,Sun,5,2013,TEN,KC,17,26,19,339,234,105,6,35,3,6,272,39,1723,20,353,233,120,9,61,2,6,225,35,1877
55909,REG,6,10,4:05,Sun,5,2013,ARI,CAR,22,6,19,250,160,90,3,30,3,4,199,48,1736,21,353,258,95,9,79,4,4,195,39,1864
55910,REG,6,10,4:25,Sun,5,2013,DAL,DEN,48,51,24,522,470,52,9,81,2,1,51,42,1646,34,517,414,103,5,55,2,0,0,0,1954
55911,REG,6,10,11:35,Sun,5,2013,OAK,SD,27,17,17,299,195,104,8,85,0,6,297,43,1745,27,423,391,32,5,30,5,2,77,39,1855
55912,REG,6,10,8:30,Sun,5,2013,SF,HOU,34,3,17,284,107,177,3,17,0,4,195,44,1568,17,313,182,131,7,52,4,3,151,41,2032
55913,REG,7,10,8:40,Mon,5,2013,ATL,NYJ,28,30,26,363,299,64,4,46,1,3,99,18,2127,15,288,170,118,6,24,0,3,140,39,1473
55914,REG,10,10,8:25,Thu,6,2013,CHI,NYG,27,21,26,372,262,110,5,51,0,3,110,37,1975,21,355,232,123,4,31,3,3,139,40,1625
55915,REG,13,10,1:00,Sun,6,2013,BAL,GB,17,19,15,360,313,47,6,40,1,9,375,32,1718,15,438,298,140,8,55,2,6,329,42,1882
55916,REG,13,10,1:00,Sun,6,2013,BUF,CIN,24,27,20,322,192,130,4,27,1,5,244,42,1524,26,483,318,165,8,78,1,5,206,39,2572
55917,REG,13,10,1:00,Sun,6,2013,CLE,DET,17,31,23,395,269,126,9,87,2,6,284,44,1591,24,366,248,118,8,65,1,5,229,48,2009
55918,REG,13,10,1:00,Sun,6,2013,HOU,STL,13,38,27,420,267,153,7,95,4,2,78,29,2110,15,216,117,99,9,74,0,3,135,43,1490
55919,REG,13,10,1:00,Sun,6,2013,KC,OAK,24,7,16,216,105,111,4,20,1,8,392,42,1560,18,274,149,125,11,68,3,8,414,45,2040
55920,REG,13,10,1:00,Sun,6,2013,MIN,CAR,10,35,17,290,215,75,5,55,2,4,199,44,1413,22,367,236,131,6,40,0,3,99,33,2187
55921,REG,13,10,1:00,Sun,6,2013,NYJ,PIT,6,19,18,267,184,83,5,60,2,7,312,40,1451,16,328,255,73,7,49,0,6,273,38,2149
55922,REG,13,10,1:00,Sun,6,2013,TB,PHI,20,31,19,351,257,94,8,72,1,5,230,43,2026,21,425,287,138,3,31,1,5,249,41,1574
55923,REG,13,10,4:05,Sun,6,2013,DEN,JAC,35,19,26,407,295,112,4,31,3,3,129,42,1725,20,362,291,71,7,62,2,3,135,45,1875
55924,REG,13,10,4:05,Sun,6,2013,SEA,TEN,20,13,24,404,253,151,6,65,2,3,146,35,2002,13,223,157,66,7,44,2,4,140,31,1598
55925,REG,13,10,4:25,Sun,6,2013,NE,NO,30,27,26,376,235,141,4,33,1,4,210,48,1911,20,361,230,131,7,56,2,6,268,43,1689
55926,REG,13,10,4:25,Sun,6,2013,SF,ARI,32,20,20,387,238,149,4,35,2,6,288,42,2059,16,403,294,109,6,38,4,5,218,42,1541
55927,REG,13,10,8:30,Sun,6,2013,DAL,WAS,31,16,18,213,165,48,7,80,1,5,226,43,1528,25,433,217,216,12,97,2,3,141,11,2072
55928,REG,14,10,8:40,Mon,6,2013,SD,IND,19,9,24,374,227,147,5,25,0,3,145,45,2311,12,267,193,74,5,28,1,5,203,41,1289
55929,REG,17,10,8:25,Thu,7,2013,ARI,SEA,22,34,22,234,204,30,3,22,2,4,197,39,1940,21,344,209,135,10,70,2,3,124,41,1660
55930,REG,20,10,1:00,Sun,7,2013,ATL,TB,31,23,15,291,273,18,9,101,1,4,192,41,1331,23,337,226,111,11,103,1,5,188,34,2269
55931,REG,20,10,1:00,Sun,7,2013,CAR,STL,30,15,21,282,180,102,7,59,0,3,154,43,2000,15,317,254,63,8,68,3,4,159,40,1600
55932,REG,20,10,1:00,Sun,7,2013,DET,CIN,24,27,22,434,357,77,4,30,0,4,173,41,2071,18,421,364,57,6,50,0,4,189,47,1529
55940,REG,20,10,4:25,Sun,7,2013,GB,CLE,31,13,26,357,253,104,10,97,0,3,90,30,2000,17,216,133,83,12,106,1,3,133,32,1600
55933,REG,20,10,1:00,Sun,7,2013,JAC,SD,6,24,18,353,275,78,6,45,1,3,150,40,1350,27,434,276,158,8,61,0,3,134,45,2250
55934,REG,20,10,4:25,Sun,7,2013,KC,HOU,17,16,20,357,231,126,5,24,2,4,174,42,1932,14,294,221,73,4,40,1,5,249,43,1668
55935,REG,20,10,1:00,Sun,7,2013,MIA,BUF,21,23,19,293,173,120,4,32,3,6,282,45,1788,15,268,178,90,6,53,1,7,318,41,1812
55936,REG,20,10,1:00,Sun,7,2013,NYJ,NE,30,27,27,383,206,177,9,45,1,6,241,31,2773,21,295,205,90,7,100,1,8,404,38,1420
55937,REG,20,10,1:00,Sun,7,2013,PHI,DAL,3,17,19,278,194,84,5,33,3,9,419,42,1427,22,368,294,74,12,75,2,9,347,38,2173
55938,REG,20,10,1:00,Sun,7,2013,WAS,CHI,45,41,28,499,290,209,5,47,1,5,218,27,2036,21,359,219,140,5,30,1,3,147,49,1564
55939,REG,20,10,4:05,Sun,7,2013,TEN,SF,17,31,15,368,298,70,10,100,2,6,263,44,1454,19,349,196,153,5,42,0,6,280,44,2146
55941,REG,20,10,4:25,Sun,7,2013,PIT,BAL,19,16,17,286,145,141,7,50,1,1,36,24,1861,19,287,205,82,9,67,0,3,126,29,1739
55942,REG,20,10,8:30,Sun,7,2013,IND,DEN,39,33,19,334,213,121,6,52,1,9,440,47,1907,23,429,365,64,12,103,3,7,331,42,1693
55943,REG,21,10,8:40,Mon,7,2013,NYG,MIN,23,7,17,257,193,64,5,72,1,9,438,33,2182,13,206,176,30,3,38,3,7,312,38,1418
55944,REG,24,10,8:25,Thu,8,2013,TB,CAR,13,31,19,297,249,48,3,21,1,5,215,42,1527,21,324,195,129,6,59,0,5,216,42,2073
55945,REG,27,10,1:00,Sun,8,2013,DET,DAL,31,30,29,623,480,143,8,61,4,4,203,40,2111,13,266,204,62,2,31,0,7,313,38,1489
55946,REG,27,10,1:00,Sun,8,2013,JAC,SF,10,42,20,318,228,90,6,76,1,4,178,39,1891,25,398,177,221,4,35,1,1,61,45,1709
55947,REG,27,10,1:00,Sun,8,2013,KC,CLE,23,17,20,331,195,136,5,31,0,5,240,44,2165,13,340,283,57,9,70,1,6,280,40,1435
55948,REG,27,10,1:00,Sun,8,2013,NE,MIA,27,17,19,252,100,152,5,35,1,5,217,38,1501,23,301,145,156,7,61,3,4,161,37,2099
55949,REG,27,10,1:00,Sun,8,2013,NO,BUF,35,17,21,386,309,77,8,59,0,4,187,41,1950,20,299,211,88,6,45,3,3,137,46,1650
55950,REG,27,10,1:00,Sun,8,2013,PHI,NYG,7,15,15,201,153,48,4,48,3,6,266,43,1315,16,325,237,88,11,92,1,5,219,41,2285
55951,REG,27,10,4:05,Sun,8,2013,OAK,PIT,21,18,13,278,81,197,6,39,3,8,372,38,1801,20,276,241,35,3,12,2,7,299,35,1799
55952,REG,27,10,4:05,Sun,8,2013,CIN,NYJ,49,9,20,402,323,79,4,45,1,3,161,50,1603,15,240,147,93,4,69,2,5,248,46,1997
55953,REG,27,10,4:25,Sun,8,2013,ARI,ATL,27,13,17,348,147,201,8,52,1,5,232,37,1541,20,292,265,27,10,55,4,4,183,47,2059
55954,REG,27,10,4:25,Sun,8,2013,DEN,WAS,45,21,29,446,339,107,6,57,4,3,147,37,1920,22,266,154,112,1,5,5,7,274,38,1680
55955,REG,27,10,8:30,Sun,8,2013,MIN,GB,31,44,15,243,132,111,7,46,0,4,186,23,1146,26,464,282,182,6,120,0,0,0,0,2454
55956,REG,28,10,8:40,Mon,8,2013,STL,SEA,9,14,23,339,139,200,8,53,2,4,182,43,2289,7,135,91,44,10,83,0,9,403,44,1311
55957,REG,31,10,8:25,Thu,9,2013,MIA,CIN,22,20,15,345,188,157,2,25,1,8,391,43,1700,28,465,302,163,3,63,4,4,154,39,2402
55958,REG,3,11,1:00,Sun,9,2013,BUF,KC,13,23,25,470,229,241,6,48,3,3,108,36,1814,15,210,115,95,5,38,0,6,317,45,1786
55959,REG,3,11,1:00,Sun,9,2013,CAR,ATL,34,10,27,373,242,131,2,15,2,3,128,37,2185,12,289,211,78,7,59,4,5,225,40,1415
55960,REG,3,11,1:00,Sun,9,2013,DAL,MIN,27,23,20,350,314,36,5,45,1,5,222,37,1713,22,393,224,169,4,35,2,3,113,36,1887
55961,REG,3,11,1:00,Sun,9,2013,NYJ,NO,26,20,14,338,140,198,8,62,0,5,222,44,1828,23,407,366,41,9,59,2,2,82,41,1772
55962,REG,3,11,1:00,Sun,9,2013,STL,TEN,21,28,21,363,203,160,6,44,2,5,242,47,1971,22,363,165,198,3,30,2,5,228,35,1629
55963,REG,3,11,1:00,Sun,9,2013,WAS,SD,30,24,27,500,291,209,7,65,1,3,123,41,2403,25,410,341,69,7,63,2,4,160,39,1558
55964,REG,3,11,4:05,Sun,9,2013,OAK,PHI,20,49,29,560,350,210,8,70,2,7,315,37,2274,21,542,414,128,7,52,0,6,259,43,1326
55965,REG,3,11,4:05,Sun,9,2013,SEA,TB,27,24,26,415,217,198,6,67,3,2,85,43,1812,24,350,145,205,8,99,0,6,268,26,2197
55966,REG,3,11,4:25,Sun,9,2013,CLE,BAL,24,18,19,315,242,73,6,55,1,7,337,35,1850,18,278,223,55,9,80,2,7,298,35,1750
55967,REG,3,11,4:25,Sun,9,2013,NE,PIT,55,31,33,610,413,197,3,30,1,2,101,29,1728,24,479,371,108,8,96,3,3,140,32,1872
55968,REG,3,11,8:30,Sun,9,2013,HOU,IND,24,27,22,483,340,143,5,86,0,4,164,33,2172,17,314,245,69,3,15,0,5,222,41,1428
55969,REG,4,11,8:40,Mon,9,2013,GB,CHI,20,27,17,312,113,199,0,0,1,6,250,38,1611,25,442,271,171,4,45,0,6,210,28,1989
55970,REG,7,11,8:25,Thu,10,2013,MIN,WAS,34,27,22,307,216,91,1,7,1,1,50,50,1439,27,433,242,191,8,63,0,3,135,34,2161
55971,REG,10,11,1:00,Sun,10,2013,ATL,SEA,10,33,16,226,162,64,1,15,1,5,267,42,1470,25,490,279,211,9,80,0,2,82,31,2130
55972,REG,10,11,1:00,Sun,10,2013,BAL,CIN,20,17,18,189,104,85,8,65,3,8,355,37,1895,21,364,244,120,9,134,3,6,223,34,2278
55973,REG,10,11,1:00,Sun,10,2013,CHI,DET,19,21,19,338,300,38,5,39,1,5,213,43,1895,21,364,219,145,5,51,1,4,178,41,1705
55974,REG,10,11,1:00,Sun,10,2013,GB,PHI,13,27,23,396,297,99,5,31,2,2,96,48,2064,19,415,211,204,5,65,1,2,77,38,1536
55975,REG,10,11,1:00,Sun,10,2013,IND,STL,8,38,21,406,388,18,2,20,5,6,298,26,1762,12,372,232,140,8,46,1,5,242,43,1838
55976,REG,10,11,1:00,Sun,10,2013,NYG,OAK,24,20,19,251,118,133,1,5,3,4,121,31,1922,12,213,106,107,8,65,2,6,254,32,1678
55977,REG,10,11,1:00,Sun,10,2013,PIT,BUF,23,10,19,300,164,136,6,42,1,5,195,36,2116,16,227,132,95,4,28,1,9,332,24,1484
55978,REG,10,11,1:00,Sun,10,2013,TEN,JAC,27,29,19,362,279,83,6,45,4,5,219,43,1836,13,214,160,54,4,19,2,7,304,38,1764
55979,REG,10,11,4:05,Sun,10,2013,SF,CAR,9,10,10,151,46,105,4,25,2,7,341,39,1677,15,250,139,111,3,25,2,7,320,38,1923
55980,REG,10,11,4:25,Sun,10,2013,ARI,HOU,27,24,19,332,235,97,5,29,3,5,219,41,1868,17,235,159,76,7,53,1,7,412,48,1732
55981,REG,10,11,4:25,Sun,10,2013,SD,DEN,20,28,20,329,198,131,6,40,0,5,238,46,2283,22,397,313,84,3,28,1,5,233,43,1317
55982,REG,10,11,8:30,Sun,10,2013,NO,DAL,49,17,40,625,383,242,6,44,1,1,33,33,2372,9,193,104,89,11,82,0,8,403,48,1228
55983,REG,11,11,8:40,Mon,10,2013,TB,MIA,22,19,18,264,124,140,9,70,1,5,212,36,2088,16,213,211,2,4,70,1,5,257,37,1512
55984,REG,14,11,8:25,Thu,11,2013,TEN,IND,27,30,20,340,218,122,4,34,1,3,117,34,1657,24,366,229,137,5,51,0,3,111,29,1943
55985,REG,17,11,1:00,Sun,11,2013,BUF,NYJ,37,14,14,313,245,68,8,64,0,6,200,31,2022,12,267,133,134,4,24,4,6,284,41,1578
55986,REG,17,11,1:00,Sun,11,2013,CHI,BAL,23,20,18,319,215,104,13,111,0,6,232,38,1838,23,317,143,174,5,46,2,4,177,39,2141
55987,REG,17,11,1:00,Sun,11,2013,CIN,CLE,41,20,10,224,118,106,8,64,2,9,408,40,1656,15,330,228,102,5,40,4,7,231,24,1944
55988,REG,17,11,1:00,Sun,11,2013,HOU,OAK,23,28,14,394,304,90,9,50,2,9,442,41,1709,12,341,176,165,8,77,0,11,540,38,1891
55989,REG,17,11,1:00,Sun,11,2013,JAC,ARI,14,27,14,274,242,32,6,40,2,8,382,45,1447,19,416,402,14,5,42,0,8,358,39,2153
55990,REG,17,11,4:05,Sun,11,2013,MIA,SD,20,16,21,343,239,104,3,15,1,4,209,41,1716,22,435,281,154,10,76,1,4,174,39,1884
55991,REG,17,11,1:00,Sun,11,2013,PHI,WAS,24,16,22,402,276,126,9,68,0,6,304,51,1578,23,427,236,191,4,39,2,6,223,36,2022
55992,REG,17,11,1:00,Sun,11,2013,PIT,DET,37,27,24,398,358,40,4,23,0,5,219,40,1935,21,451,344,107,8,45,3,3,152,45,1665
55993,REG,17,11,1:00,Sun,11,2013,TB,ATL,41,28,24,410,224,186,11,121,0,4,168,33,1994,24,420,268,152,7,45,3,2,24,8,1606
55994,REG,17,11,8:30,Sun,11,2013,DEN,KC,27,17,24,427,323,104,13,82,1,6,275,40,1793,24,344,200,144,9,53,1,7,358,40,1807
55995,REG,17,11,4:25,Sun,11,2013,NO,SF,23,20,23,387,295,92,4,48,3,3,154,44,2079,12,196,115,81,5,45,1,7,346,49,1521
55996,REG,17,11,4:25,Sun,11,2013,SEA,MIN,41,20,16,323,230,93,7,96,0,5,208,42,1551,19,336,204,132,4,20,4,3,127,37,2049
55997,REG,17,11,4:25,Sun,11,2013,NYG,GB,27,13,19,334,256,78,3,30,1,5,265,42,2114,16,394,339,55,5,38,3,4,180,37,1486
55998,REG,18,11,8:40,Mon,11,2013,CAR,NE,24,20,20,300,197,103,7,47,0,2,87,37,1754,28,390,283,107,5,50,2,1,34,34,1846
55999,REG,21,11,8:25,Thu,12,2013,ATL,NO,13,17,22,355,264,91,3,25,1,3,136,45,2026,19,374,271,103,5,66,0,4,198,42,1574
56000,REG,24,11,1:00,Sun,12,2013,BAL,NYJ,19,3,15,312,245,67,5,41,1,6,273,38,2045,12,220,118,102,6,56,3,8,411,38,1555
56001,REG,24,11,1:00,Sun,12,2013,CLE,PIT,11,27,19,367,312,55,2,10,4,5,195,35,1581,19,302,217,85,2,8,0,7,258,33,2019
56002,REG,24,11,1:00,Sun,12,2013,DET,TB,21,24,25,390,286,104,5,39,5,4,151,26,2002,10,229,207,22,9,67,0,5,218,35,1598
56003,REG,24,11,1:00,Sun,12,2013,GB,MIN,26,26,30,494,298,196,7,50,0,8,326,41,2067,28,447,215,232,5,53,1,6,257,42,2433
56004,REG,24,11,1:00,Sun,12,2013,HOU,JAC,6,13,11,218,141,77,2,22,1,7,314,43,1579,16,333,215,118,7,63,0,6,259,33,2021
56005,REG,24,11,1:00,Sun,12,2013,KC,SD,38,41,26,395,281,114,7,62,2,4,178,43,1743,24,491,387,104,9,97,0,5,200,33,1857
56006,REG,24,11,1:00,Sun,12,2013,MIA,CAR,16,20,13,332,280,52,6,55,1,6,291,38,1788,20,295,159,136,8,56,1,7,397,47,1812
56007,REG,24,11,1:00,Sun,12,2013,STL,CHI,42,21,20,406,148,258,6,39,0,2,97,49,1431,30,424,344,80,10,84,3,3,121,40,2169
56008,REG,24,11,4:05,Sun,12,2013,ARI,IND,40,11,27,410,290,120,9,84,0,2,72,36,2209,15,239,159,80,6,89,1,5,223,40,1391
56009,REG,24,11,4:05,Sun,12,2013,OAK,TEN,19,23,19,353,260,93,4,50,2,2,95,48,1452,22,426,312,114,10,100,0,5,163,24,2148
56010,REG,24,11,4:25,Sun,12,2013,NYG,DAL,21,24,22,356,154,202,11,81,1,5,273,52,1839,24,327,220,107,11,85,1,7,313,40,1761
56011,REG,24,11,8:30,Sun,12,2013,NE,DEN,34,31,27,440,324,116,5,36,3,6,267,39,2046,28,412,132,280,9,85,4,8,325,36,2338
56012,REG,25,11,8:40,Mon,12,2013,WAS,SF,6,27,10,190,90,100,4,30,1,7,315,35,1714,15,304,228,76,4,25,1,4,196,41,1886
56013,REG,28,11,12:30,Thu,13,2013,DET,GB,40,10,30,561,320,241,5,50,4,1,33,33,2426,7,126,102,24,3,25,3,6,287,40,1174
56014,REG,28,11,4:30,Thu,13,2013,DAL,OAK,31,24,23,352,208,144,6,40,1,5,238,39,1939,16,305,255,50,10,71,2,5,265,44,1661
56015,REG,28,11,8:30,Thu,13,2013,BAL,PIT,22,20,16,312,237,75,9,55,0,1,26,26,1796,22,329,257,72,4,51,0,4,174,39,1804
56016,REG,1,12,1:00,Sun,13,2013,CAR,TB,27,6,20,426,263,163,3,25,2,3,138,46,2065,10,206,140,66,4,30,2,4,190,41,1535
56017,REG,1,12,1:00,Sun,13,2013,CLE,JAC,28,32,24,439,342,97,9,50,3,4,158,35,1765,22,314,202,112,5,35,1,7,306,34,1835
56018,REG,1,12,1:00,Sun,13,2013,IND,TEN,22,14,18,264,160,104,7,50,1,5,227,37,1565,24,347,185,162,6,74,4,6,222,32,2035
56019,REG,1,12,4:25,Sun,13,2013,KC,DEN,28,35,27,452,293,159,9,102,1,5,229,45,1916,25,535,403,132,10,75,2,3,132,44,1684
56020,REG,1,12,1:00,Sun,13,2013,MIN,CHI,23,20,28,496,250,246,6,60,1,6,264,43,2349,20,480,345,135,6,51,1,7,249,34,2048
56021,REG,1,12,1:00,Sun,13,2013,NYJ,MIA,3,23,10,177,78,99,4,25,3,7,316,40,1268,25,453,328,125,3,28,1,3,128,41,2332
56022,REG,1,12,1:00,Sun,13,2013,PHI,ARI,24,21,23,307,202,105,5,48,0,8,358,44,1766,24,350,260,90,6,55,3,5,231,44,1834
56023,REG,1,12,4:05,Sun,13,2013,BUF,ATL,31,34,18,405,210,195,6,49,2,7,299,39,1491,26,423,272,151,8,75,1,7,278,36,2289
56024,REG,1,12,4:05,Sun,13,2013,SF,STL,23,13,20,338,255,83,9,85,1,4,191,45,1984,19,312,198,114,11,105,1,5,244,48,1616
56025,REG,1,12,1:00,Sun,13,2013,HOU,NE,31,34,19,385,264,121,2,25,1,3,134,41,1574,28,453,365,88,0,0,1,3,132,35,2025
56026,REG,1,12,4:25,Sun,13,2013,SD,CIN,10,17,19,334,243,91,5,45,3,4,157,38,1820,19,354,190,164,3,30,2,4,222,56,1780
56027,REG,1,12,8:30,Sun,13,2013,WAS,NYG,17,24,18,322,183,139,8,55,1,7,285,38,1895,16,287,206,81,1,1,1,6,287,42,1705
56028,REG,2,12,8:40,Mon,13,2013,SEA,NO,34,7,23,429,302,127,8,66,0,3,120,40,2018,12,188,144,44,7,52,1,6,294,46,1582
56029,REG,5,12,8:25,Thu,14,2013,JAC,HOU,27,20,18,281,132,149,8,57,0,8,341,38,1478,23,406,323,83,14,177,2,5,219,39,2122
56030,REG,8,12,1:00,Sun,14,2013,BAL,MIN,29,26,23,325,228,97,5,45,3,6,328,46,1932,15,379,265,114,6,90,1,9,397,37,1668
56031,REG,8,12,1:00,Sun,14,2013,CIN,IND,42,28,28,430,275,155,7,60,0,5,253,43,2265,21,389,326,63,6,47,0,7,333,37,1335
56032,REG,8,12,1:00,Sun,14,2013,NE,CLE,27,26,30,484,397,87,6,41,2,5,200,40,1700,24,494,386,108,7,75,0,6,259,42,1900
56033,REG,8,12,1:00,Sun,14,2013,NYJ,OAK,37,27,18,352,209,143,4,36,1,2,85,33,1766,19,383,233,150,4,31,1,3,85,16,1834
56034,REG,8,12,8:30,Sun,14,2013,NO,CAR,31,13,24,373,304,69,5,45,0,4,177,36,1653,16,239,111,128,5,35,0,5,227,42,1947
56035,REG,8,12,1:00,Sun,14,2013,PHI,DET,34,20,23,478,179,299,1,5,1,6,249,30,1887,11,228,148,80,9,48,3,6,236,37,1713
56036,REG,8,12,1:00,Sun,14,2013,PIT,MIA,28,34,13,293,220,73,5,34,1,4,143,30,1427,15,259,145,114,4,31,1,3,142,45,1277
56037,REG,8,12,1:00,Sun,14,2013,TB,BUF,27,6,13,246,81,165,8,76,2,8,357,38,1910,14,214,147,67,11,114,5,7,306,41,1690
56038,REG,8,12,1:00,Sun,14,2013,WAS,KC,10,45,13,257,192,65,4,27,2,8,338,20,1550,20,347,154,193,3,30,1,3,113,24,2050
56039,REG,8,12,4:05,Sun,14,2013,DEN,TEN,51,28,39,551,397,154,7,60,0,2,65,33,2360,15,254,158,96,8,66,2,4,201,44,1240
56040,REG,8,12,4:25,Sun,14,2013,ARI,STL,30,10,25,369,262,107,6,31,1,4,189,42,2107,14,257,157,100,11,90,2,5,257,43,1493
56041,REG,8,12,4:25,Sun,14,2013,SD,NYG,37,14,25,388,244,144,6,30,1,1,39,39,2216,18,333,241,92,7,72,3,3,141,46,1384
56042,REG,8,12,4:25,Sun,14,2013,SF,SEA,19,17,19,318,155,163,7,70,1,4,199,38,1948,13,264,178,86,9,85,1,6,186,27,1652
56043,REG,8,12,1:00,Sun,14,2013,GB,ATL,22,21,20,334,222,112,2,10,2,3,142,45,2012,18,285,202,83,3,15,2,4,178,42,1588
56044,REG,9,12,8:40,Mon,14,2013,CHI,DAL,45,28,33,490,341,149,2,15,0,0,0,0,2204,24,328,130,198,4,50,0,3,112,31,1396
56045,REG,12,12,8:25,Thu,15,2013,DEN,SD,20,27,19,295,277,18,6,43,1,4,186,44,1271,24,337,160,177,4,35,0,3,126,42,2329
56046,REG,15,12,1:00,Sun,15,2013,ATL,WAS,27,26,19,243,189,54,7,71,2,6,296,47,2032,22,476,373,103,9,66,7,3,160,45,1568
56047,REG,15,12,1:00,Sun,15,2013,CLE,CHI,31,38,20,366,273,93,9,90,2,5,211,38,1512,24,472,261,211,7,40,3,3,110,37,2088
56048,REG,15,12,1:00,Sun,15,2013,IND,HOU,25,3,19,331,179,152,4,36,1,6,258,35,1991,12,239,132,107,14,114,2,8,396,36,1609
56049,REG,15,12,1:00,Sun,15,2013,JAC,BUF,20,27,22,354,195,159,6,80,4,3,136,44,1645,25,366,168,198,7,67,2,4,180,43,1955
56050,REG,15,12,1:00,Sun,15,2013,MIA,NE,24,20,20,378,289,89,4,21,1,4,189,47,1718,29,453,357,96,1,2,1,3,146,46,1882
56051,REG,15,12,1:00,Sun,15,2013,MIN,PHI,48,30,29,455,370,85,3,25,1,2,97,48,2186,25,475,396,79,9,94,1,4,165,38,1414
56052,REG,15,12,1:00,Sun,15,2013,NYG,SEA,0,23,12,181,156,25,5,38,5,8,380,38,1562,21,327,193,134,8,50,1,7,289,38,2038
56053,REG,15,12,4:25,Sun,15,2013,STL,NO,27,16,17,302,158,144,4,30,0,4,167,42,1668,30,432,371,61,8,77,3,2,107,50,1932
56054,REG,15,12,1:00,Sun,15,2013,TB,SF,14,33,13,183,144,39,4,32,2,7,334,40,1210,22,376,189,187,8,62,0,4,173,36,2390
56055,REG,15,12,4:25,Sun,15,2013,TEN,ARI,34,37,32,460,394,66,3,16,3,3,145,48,2024,24,360,215,145,9,69,0,4,212,44,1858
56056,REG,15,12,4:05,Sun,15,2013,CAR,NYJ,30,20,21,392,261,131,6,59,0,2,92,46,1981,19,297,140,157,3,20,1,4,132,26,1619
56057,REG,15,12,4:05,Sun,15,2013,OAK,KC,31,56,26,461,331,130,10,90,7,1,48,39,2047,19,384,306,78,8,91,1,4,198,43,1553
56058,REG,15,12,4:25,Sun,15,2013,DAL,GB,36,37,27,466,332,134,7,79,2,2,103,29,1903,26,434,283,151,7,59,1,4,197,43,1679
56059,REG,15,12,8:30,Sun,15,2013,PIT,CIN,30,20,19,290,184,106,4,25,1,3,115,38,1896,19,279,222,57,6,50,1,4,166,22,1704
56060,REG,16,12,8:40,Mon,15,2013,DET,BAL,16,18,19,349,230,119,8,89,3,5,230,37,1945,18,305,215,90,7,60,0,5,240,43,1655
56061,REG,22,12,1:00,Sun,16,2013,BUF,MIA,19,0,18,390,187,203,4,31,1,6,218,33,2191,6,103,89,14,6,37,2,10,501,46,1409
56062,REG,22,12,1:00,Sun,16,2013,CAR,NO,17,13,10,222,141,81,3,26,1,8,406,47,1272,20,365,239,126,4,40,2,7,340,43,2328
56063,REG,22,12,1:00,Sun,16,2013,CIN,MIN,42,14,24,429,348,81,6,55,1,4,160,35,2372,10,209,94,115,5,40,4,5,197,34,1228
56064,REG,22,12,1:00,Sun,16,2013,HOU,DEN,13,37,14,240,153,87,4,57,2,8,359,42,1867,25,511,397,114,8,67,0,6,292,37,1733
56065,REG,22,12,1:00,Sun,16,2013,JAC,TEN,16,20,15,289,226,63,4,15,1,4,182,46,1461,22,346,164,182,1,4,1,3,140,39,2139
56066,REG,22,12,1:00,Sun,16,2013,KC,IND,7,23,18,287,132,155,7,65,4,5,270,48,1300,19,367,232,135,3,31,0,4,201,45,2300
