Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Julius Thomas,TE,5,DEN,DAL,12,9,75,122,2,29,10,14,0,0,0,0,0,36.20,2013
2,Jason Witten,TE,5,DAL,DEN,10,7,70,121,1,27,12,17,0,0,0,0,0,28.10,2013
3,Jimmy Graham,TE,5,NO,CHI,11,10,91,135,0,38,12,14,0,0,0,0,0,26.50,2013
4,Tony Gonzalez,TE,5,ATL,NYJ,14,10,71,97,0,15,7,10,0,0,0,0,0,19.70,2013
5,Vernon Davis,TE,5,SF,HOU,6,3,50,88,1,64,15,29,0,0,0,0,0,17.80,2013
6,Jeff Cumberland,TE,5,NYJ,ATL,4,3,75,79,1,47,20,26,0,0,0,0,0,16.90,2013
7,Antonio Gates,TE,5,LAC,OAK,10,7,70,74,0,20,7,11,0,0,0,0,0,14.40,2013
8,Charles Clay,TE,5,MIA,BAL,6,3,50,52,1,45,9,17,0,0,0,0,0,14.20,2013
9,Brent Celek,TE,5,PHI,NYG,3,3,100,47,1,25,16,16,0,0,0,0,0,13.70,2013
10,Lance Kendricks,TE,5,LAR,JAX,6,4,67,37,1,16,6,9,0,0,0,0,0,13.70,2013
11,Greg Olsen,TE,5,CAR,ARI,6,5,83,79,0,25,13,16,0,0,0,0,0,12.90,2013
12,Owen Daniels,TE,5,HOU,SF,9,6,67,60,0,19,7,10,0,0,0,0,0,12.00,2013
13,Martellus Bennett,TE,5,CHI,NO,5,5,100,56,0,18,11,11,0,0,0,0,0,10.60,2013
14,Tyler Eifert,TE,5,CIN,NE,7,5,71,53,0,22,8,11,0,0,0,0,0,10.30,2013
15,Brandon Pettigrew,TE,5,DET,GB,5,4,80,59,0,25,12,15,0,0,0,0,0,9.90,2013
16,Levine Toilolo,TE,5,ATL,NYJ,2,2,100,15,1,12,8,8,0,0,0,0,0,9.50,2013
17,Tony Scheffler,TE,5,DET,GB,7,4,57,55,0,19,8,14,0,0,0,0,0,9.50,2013
18,Sean McGrath,TE,5,KC,TEN,6,4,67,54,0,25,9,14,0,0,0,0,0,9.40,2013
19,Jim Dray,TE,5,ARI,CAR,2,2,100,13,1,7,7,7,0,0,0,0,0,9.30,2013
20,Jermichael Finley,TE,5,GB,DET,6,6,100,32,0,10,5,5,0,0,0,0,0,9.20,2013
21,Scott Chandler,TE,5,BUF,CLE,6,4,67,49,0,20,8,12,0,0,0,0,0,8.90,2013
22,Delanie Walker,TE,5,TEN,KC,6,4,67,43,0,15,7,11,0,0,0,0,0,8.30,2013
23,Kellen Winslow,TE,5,NYJ,ATL,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2013
24,Ed Dickson,TE,5,BAL,MIA,2,2,100,51,0,43,26,26,0,0,0,0,0,7.10,2013
25,Jordan Cameron,TE,5,CLE,BUF,5,3,60,36,0,19,7,12,0,0,0,1,0,6.60,2013
26,Jermaine Gresham,TE,5,CIN,NE,4,4,100,24,0,12,6,6,0,0,0,0,0,6.40,2013
27,Clay Harbor,TE,5,JAX,LAR,5,3,60,39,0,21,8,13,0,0,0,1,1,5.90,2013
28,Zach Ertz,TE,5,PHI,NYG,3,2,67,38,0,24,13,19,0,0,0,0,0,5.80,2013
29,Jared Cook,TE,5,LAR,JAX,3,3,100,26,0,14,9,9,0,0,0,0,0,5.60,2013
30,Brandon Myers,TE,5,NYG,PHI,5,2,40,35,0,24,7,18,0,0,0,0,0,5.50,2013
31,Luke Willson,TE,5,SEA,IND,4,2,50,28,0,17,7,14,0,0,0,0,0,4.80,2013
32,Garrett Graham,TE,5,HOU,SF,5,3,60,15,0,9,3,5,0,0,0,0,0,4.50,2013
33,Gavin Escobar,TE,5,DAL,DEN,3,1,33,25,0,25,8,25,0,0,0,0,0,3.50,2013
34,Coby Fleener,TE,5,IND,SEA,3,2,67,15,0,11,5,8,0,0,0,0,0,3.50,2013
35,Cory Harkey,TE,5,LAR,JAX,2,1,50,17,0,17,9,17,0,0,0,0,0,2.70,2013
36,Mychal Rivera,TE,5,OAK,LAC,3,1,33,5,0,5,2,5,0,0,0,0,0,1.50,2013
37,James Hanna,TE,5,DAL,DEN,1,1,100,3,0,3,3,3,0,0,0,0,0,1.30,2013
38,Gary Barnidge,TE,5,CLE,BUF,1,1,100,2,0,2,2,2,0,0,0,0,0,1.20,2013
39,Michael Hoomanawanui,TE,5,NE,CIN,2,1,50,2,0,2,1,2,0,0,0,0,0,1.20,2013
40,Lee Smith,TE,5,BUF,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
41,MarQueis Gray,TE,5,CLE,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
42,Keavon Milton,TE,5,CLE,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
43,Kevin Brock,TE,5,KC,TEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
44,DJ Williams,TE,5,JAX,LAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
45,Larry Donnell,TE,5,NYG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
46,Ryan Taylor,TE,5,GB,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
47,Dante Rosario,TE,5,CHI,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
48,Michael Egnew,TE,5,MIA,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
49,Benjamin Watson,TE,5,NO,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
50,Orson Charles,TE,5,CIN,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
