Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Tony Romo,QB,5,DAL,DEN,25,36,69,506,14,5,1,140,1,7,7,0,44.94,2013
2,Peyton Manning,QB,5,DEN,DAL,33,42,79,414,10,4,1,130,4,-8,-2,1,39.76,2013
3,Russell Wilson,QB,5,SEA,IND,15,31,48,210,7,2,1,79,13,102,8,0,27.60,2013
4,Jay Cutler,QB,5,CHI,NO,24,33,73,358,11,2,0,128,4,27,7,0,27.02,2013
5,Philip Rivers,QB,5,LAC,OAK,35,48,73,411,9,2,3,86,0,0,0,0,24.44,2013
6,Ryan Fitzpatrick,QB,5,TEN,KC,21,41,51,247,6,1,2,58,6,50,8,1,23.88,2013
7,Matt Ryan,QB,5,ATL,NYJ,36,45,80,319,7,2,0,111,0,0,0,0,22.76,2013
8,Geno Smith,QB,5,NYJ,ATL,16,20,80,199,10,3,0,148,3,21,7,0,22.06,2013
9,Eli Manning,QB,5,NYG,PHI,24,52,46,334,6,2,3,56,0,0,0,0,21.36,2013
10,Sam Bradford,QB,5,LAR,JAX,19,34,56,222,7,3,0,105,5,4,1,0,21.28,2013
11,Ryan Tannehill,QB,5,MIA,BAL,21,40,53,307,8,1,0,86,2,6,3,0,19.88,2013
12,Drew Brees,QB,5,NO,CHI,29,35,83,288,8,2,0,120,1,-2,-2,0,19.32,2013
13,Andrew Luck,QB,5,IND,SEA,16,29,55,229,8,2,0,104,4,9,2,0,19.06,2013
14,Nick Foles,QB,5,PHI,NYG,16,25,64,197,8,2,0,115,3,1,0,0,15.98,2013
15,Aaron Rodgers,QB,5,GB,DET,20,30,67,274,9,1,0,107,5,8,2,0,15.76,2013
16,Matthew Stafford,QB,5,DET,GB,25,40,63,262,7,1,0,90,1,-1,-1,0,14.38,2013
17,Cam Newton,QB,5,CAR,ARI,21,39,54,308,8,0,3,48,4,25,6,0,13.82,2013
18,Michael Vick,QB,5,PHI,NYG,6,14,43,105,8,0,0,69,7,79,11,0,12.10,2013
19,Brandon Weeden,QB,5,CLE,BUF,13,24,54,197,8,1,0,95,3,0,0,0,11.88,2013
20,Joe Flacco,QB,5,BAL,MIA,19,32,59,269,8,0,1,74,2,13,7,0,11.06,2013
21,Andy Dalton,QB,5,CIN,NE,20,27,74,212,8,0,1,81,6,25,4,0,9.98,2013
22,Colin Kaepernick,QB,5,SF,HOU,6,15,40,113,8,1,0,89,1,14,14,0,9.92,2013
23,Blaine Gabbert,QB,5,JAX,LAR,9,19,47,181,10,1,2,59,3,6,2,0,9.84,2013
24,Alex Smith,QB,5,KC,TEN,20,39,51,245,6,0,1,60,3,10,3,0,9.80,2013
25,Chad Henne,QB,5,JAX,LAR,7,13,54,89,7,1,0,101,1,2,2,0,7.76,2013
26,Carson Palmer,QB,5,ARI,CAR,19,28,68,175,6,1,3,57,3,-3,-1,0,7.70,2013
27,Tom Brady,QB,5,NE,CIN,18,38,47,197,5,0,1,52,0,0,0,0,6.88,2013
28,EJ Manuel,QB,5,BUF,CLE,11,20,55,129,6,0,0,75,1,14,14,0,6.56,2013
29,Matt Schaub,QB,5,HOU,SF,19,35,54,173,5,0,3,32,0,0,0,0,3.92,2013
30,Jeff Tuel,QB,5,BUF,CLE,8,20,40,80,4,0,1,31,0,0,0,0,2.20,2013
31,Brian Hoyer,QB,5,CLE,BUF,2,4,50,25,6,0,0,70,1,11,11,0,2.10,2013
32,TJ Yates,QB,5,HOU,SF,3,5,60,15,3,0,0,65,1,0,0,0,0.60,2013
33,Luke McCown,QB,5,NO,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
34,Tarvaris Jackson,QB,5,SEA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
35,Colt McCoy,QB,5,SF,HOU,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2013
