,Player,Position,Team,Opponent,Points,PlayerID
0,Russell Wilson,QB,SEA,IND,27.6,00-0029263
1,Jay Cutler,QB,CHI,NO,27.02,00-0024226
2,Philip Rivers,QB,LAC,OAK,24.44,00-0022942
3,Ryan Fitzpatrick,QB,TEN,KC,23.88,00-0023682
4,Matt Ryan,QB,ATL,NYJ,22.76,00-0026143
5,Geno Smith,QB,NYJ,ATL,22.06,00-0030565
6,Eli Manning,QB,NYG,PHI,21.36,00-0022803
7,Sam Bradford,QB,LA,JAX,21.28,00-0027854
8,Ryan Tannehill,QB,MIA,BAL,19.88,00-0029701
9,Drew Brees,QB,NO,CHI,19.32,00-0020531
10,Andrew Luck,QB,IND,SEA,19.06,00-0029668
11,Nick Foles,QB,PHI,NYG,15.98,00-0029567
12,Aaron Rodgers,QB,GB,DET,15.76,00-0023459
13,Matthew Stafford,QB,DET,GB,14.38,00-0026498
14,Cam Newton,QB,CAR,ARI,13.82,00-0027939
15,Michael Vick,QB,PHI,NYG,12.1,
16,Brandon Weeden,QB,CLE,BUF,11.88,00-0029677
17,Joe Flacco,QB,BAL,MIA,11.06,00-0026158
18,Andy Dalton,QB,CIN,NE,9.98,00-0027973
19,Colin Kaepernick,QB,SF,HOU,9.92,00-0027974
20,Blaine Gabbert,QB,JAX,LAR,9.84,00-0027948
21,Alex Smith,QB,KC,TEN,9.8,00-0023436
22,Chad Henne,QB,JAX,LAR,7.76,00-0026197
23,Carson Palmer,QB,ARI,CAR,7.7,00-0021429
24,Tom Brady,QB,NE,CIN,6.88,00-0019596
25,EJ Manuel,QB,BUF,CLE,6.56,00-0030526
26,Matt Schaub,QB,HOU,SF,3.92,00-0022787
27,Jeff Tuel,QB,BUF,CLE,2.2,00-0030024
28,Brian Hoyer,QB,CLE,BUF,2.1,00-0026625
29,TJ Yates,QB,HOU,SF,0.6,
30,Tarvaris Jackson,QB,SEA,IND,0.0,00-0024279
31,Luke McCown,QB,NO,CHI,0.0,00-0022864
32,Colt McCoy,QB,SF,HOU,-0.3,00-0027688
33,TY Hilton,WR,IND,SEA,34.0,00-0029608
34,Terrance Williams,WR,DAL,DEN,30.3,00-0030542
35,DeSean Jackson,WR,PHI,NYG,29.2,00-0026189
36,Rueben Randle,WR,NYG,PHI,27.6,00-0029262
37,Justin Blackmon,WR,JAX,LAR,27.6,00-0029707
38,Keenan Allen,WR,LAC,OAK,26.5,00-0030279
39,Hakeem Nicks,WR,NYG,PHI,26.2,00-0027005
40,James Jones,WR,GB,DET,25.7,00-0025465
41,Vincent Brown,WR,LAC,OAK,21.7,00-0028020
42,Torrey Smith,WR,BAL,MIA,21.1,00-0027996
43,Austin Pettis,WR,LA,JAX,20.9,00-0028016
44,Mike Wallace,WR,MIA,BAL,20.5,00-0026901
