Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jacob Tamme,TE,9,IND,PHI,17,11,65,108,1,22,6,10,0,0,0,0,0,30.80,2010
2,Aaron Hernandez,TE,9,NE,CLE,9,5,56,48,2,22,5,10,0,0,0,0,0,21.80,2010
3,Visanthe Shiancoe,TE,9,MIN,ARI,5,4,80,66,1,25,13,17,0,0,0,0,0,16.60,2010
4,Randy McMichael,TE,9,LAC,HOU,2,2,100,23,2,12,12,12,0,0,0,0,0,16.30,2010
5,Tony Gonzalez,TE,9,ATL,TB,11,8,73,72,0,16,7,9,0,0,0,0,0,15.20,2010
6,Jimmy Graham,TE,9,NO,CAR,4,3,75,49,1,19,12,16,0,0,0,0,0,13.90,2010
7,Tony Moeaki,TE,9,KC,OAK,9,6,67,63,0,23,7,11,0,0,0,0,0,12.30,2010
8,Greg Olsen,TE,9,CHI,BUF,8,3,38,29,1,18,4,10,0,0,0,0,0,11.90,2010
9,Joel Dreessen,TE,9,HOU,LAC,8,5,63,66,0,24,8,13,0,0,0,0,0,11.60,2010
10,Brandon Pettigrew,TE,9,DET,NYJ,5,3,60,18,1,10,4,6,0,0,0,0,0,10.80,2010
11,Dustin Keller,TE,9,NYJ,DET,5,4,80,59,0,25,12,15,0,0,0,0,0,9.90,2010
12,Michael Palmer,TE,9,ATL,TB,2,2,100,11,1,6,6,6,0,0,0,0,0,9.10,2010
13,James Casey,TE,9,HOU,LAC,6,4,67,48,0,33,8,12,0,0,0,0,0,8.80,2010
14,Kevin Boss,TE,9,NYG,SEA,2,2,100,15,1,10,8,8,0,0,0,1,1,8.50,2010
15,David Thomas,TE,9,NO,CAR,6,4,67,45,0,22,8,11,0,0,0,0,0,8.50,2010
16,Jeremy Shockey,TE,9,NO,CAR,2,1,50,7,1,7,4,7,0,0,0,0,0,7.70,2010
17,Rob Gronkowski,TE,9,NE,CLE,8,4,50,47,0,22,6,12,0,0,0,1,1,7.70,2010
18,Jason Witten,TE,9,DAL,GB,4,3,75,44,0,30,11,15,0,0,0,0,0,7.40,2010
19,Kellen Winslow,TE,9,TB,ATL,4,3,75,31,0,13,8,10,0,0,0,0,0,6.10,2010
20,Anthony Fasano,TE,9,MIA,BAL,7,3,43,26,0,11,4,9,0,0,0,0,0,5.60,2010
21,Heath Miller,TE,9,PIT,CIN,5,3,60,21,0,9,4,7,0,0,0,0,0,5.10,2010
22,Brandon Myers,TE,9,OAK,KC,4,3,75,20,0,13,5,7,0,0,0,0,0,5.00,2010
