Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Green Bay Packers,DST,9,GB,DAL,9,4,5,2,2,0,2,0,7,28.00,2010
2,Arizona Cardinals,DST,9,ARI,MIN,5,3,9,2,1,0,1,1,27,21.00,2010
3,New Orleans Saints,DST,9,NO,CAR,4,4,7,1,1,0,1,0,3,21.00,2010
4,Oakland Raiders,DST,9,OAK,KC,5,3,6,1,1,0,0,1,20,14.00,2010
5,Baltimore Ravens,DST,9,BAL,MIA,4,2,4,3,0,0,0,0,10,12.00,2010
6,Kansas City Chiefs,DST,9,KC,OAK,8,4,6,1,2,0,0,0,23,10.00,2010
7,New York Giants,DST,9,NYG,SEA,5,0,1,2,1,0,0,0,7,10.00,2010
8,Chicago Bears,DST,9,CHI,BUF,4,1,12,2,1,0,0,0,19,10.00,2010
9,Pittsburgh Steelers,DST,9,PIT,CIN,6,4,5,1,1,0,0,0,21,10.00,2010
10,Cleveland Browns,DST,9,CLE,NE,2,1,2,1,2,0,0,0,14,8.00,2010
11,Minnesota Vikings,DST,9,MIN,ARI,8,6,11,0,0,0,0,0,24,7.00,2010
12,Philadelphia Eagles,DST,9,PHI,IND,5,3,3,2,0,0,0,0,24,7.00,2010
13,Tampa Bay Buccaneers,DST,9,TB,ATL,3,0,3,0,0,0,0,1,27,6.00,2010
14,Atlanta Falcons,DST,9,ATL,TB,5,1,3,2,0,0,0,0,21,5.00,2010
15,Cincinnati Bengals,DST,9,CIN,PIT,6,1,3,1,1,0,0,0,27,5.00,2010
16,Detroit Lions,DST,9,DET,NYJ,4,1,2,1,1,0,0,0,23,5.00,2010
17,Houston Texans,DST,9,HOU,LAC,1,1,4,1,1,0,0,0,29,4.00,2010
18,Miami Dolphins,DST,9,MIA,BAL,11,4,5,0,0,0,0,0,26,4.00,2010
19,Los Angeles Chargers,DST,9,LAC,HOU,7,2,2,1,0,0,0,0,23,4.00,2010
20,Buffalo Bills,DST,9,BUF,CHI,4,1,1,0,1,0,0,0,22,3.00,2010
21,Indianapolis Colts,DST,9,IND,PHI,6,3,3,0,0,0,0,0,26,3.00,2010
22,New York Jets,DST,9,NYJ,DET,7,2,3,0,0,0,0,0,20,3.00,2010
23,Carolina Panthers,DST,9,CAR,NO,3,1,8,1,0,0,0,0,34,2.00,2010
24,Dallas Cowboys,DST,9,DAL,GB,2,1,2,0,0,0,0,0,45,2.00,2010
25,New England Patriots,DST,9,NE,CLE,2,0,0,0,1,0,0,0,34,1.00,2010
26,Seattle Seahawks,DST,9,SEA,NYG,1,0,0,0,1,0,0,0,41,-2.00,2010
