Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Billy Cundiff,K,9,BAL,MIA,4,5,80,39,2,2,0.00,2010
2,David Akers,K,9,PHI,IND,4,4,100,44,2,2,0.00,2010
3,Nick Folk,K,9,NYJ,DET,3,3,100,36,2,2,0.00,2010
4,Neil Rackers,K,9,HOU,LAC,3,3,100,27,2,2,0.00,2010
5,Lawrence Tynes,K,9,NYG,SEA,2,2,100,25,5,5,0.00,2010
6,Sebastian Janikowski,K,9,OAK,KC,3,4,75,41,2,2,0.00,2010
7,Jeff Reed,K,9,PIT,CIN,2,3,67,53,3,3,0.00,2010
8,Garrett Hartley,K,9,NO,CAR,2,2,100,36,4,4,0.00,2010
9,Phil Dawson,K,9,CLE,NE,2,2,100,38,4,4,0.00,2010
10,Matt Bryant,K,9,ATL,TB,2,2,100,41,3,3,0.00,2010
11,Ryan Longwell,K,9,MIN,ARI,2,2,100,35,3,3,0.00,2010
12,Mason Crosby,K,9,GB,DAL,1,2,50,26,6,6,0.00,2010
13,Ryan Succop,K,9,KC,OAK,2,2,100,43,2,2,0.00,2010
14,Jay Feely,K,9,ARI,MIN,1,1,100,22,3,3,0.00,2010
15,Adam Vinatieri,K,9,IND,PHI,1,1,100,37,3,3,0.00,2010
16,Dan Carpenter,K,9,MIA,BAL,1,2,50,19,1,1,0.00,2010
17,Connor Barth,K,9,TB,ATL,0,0,0,0,3,3,0.00,2010
18,John Kasay,K,9,CAR,NO,1,2,50,20,0,0,0.00,2010
19,Kris Brown,K,9,LAC,HOU,0,0,0,0,3,3,0.00,2010
20,Mike Nugent,K,9,CIN,PIT,0,2,0,0,3,3,0.00,2010
21,Robbie Gould,K,9,CHI,BUF,0,1,0,0,2,2,0.00,2010
22,Jason Hanson,K,9,DET,NYJ,0,0,0,0,2,2,0.00,2010
23,Rian Lindell,K,9,BUF,CHI,0,0,0,0,1,1,0.00,2010
24,Stephen Gostkowski,K,9,NE,CLE,0,0,0,0,1,1,0.00,2010
25,Olindo Mare,K,9,SEA,NYG,0,0,0,0,1,1,0.00,2010
26,David Buehler,K,9,DAL,GB,0,0,0,0,1,1,0.00,2010
27,Rhys Lloyd,K,9,CAR,NO,0,0,0,0,0,0,0.00,2010
28,Thomas Howard,K,9,OAK,KC,0,0,0,0,0,0,0.00,2010
