Player,Position,Team,Opponent,Points
Michael Vick,QB,PHI,IND,26.12
Philip Rivers,QB,LAC,HOU,26.10
Mark Sanchez,QB,NYJ,DET,25.54
Matthew Stafford,QB,DET,NYJ,24.70
Eli Manning,QB,NYG,SEA,23.50
Jay Cutler,QB,CHI,BUF,20.42
Joe Flacco,QB,BAL,MIA,19.34
Drew Brees,QB,NO,CAR,17.12
Tom Brady,QB,NE,CLE,17.06
Matt Cassel,QB,KC,OAK,17.04
Carson Palmer,QB,CIN,PIT,16.92
Josh Freeman,QB,TB,ATL,16.16
Colt McCoy,QB,CLE,NE,14.96
Ryan Fitzpatrick,QB,BUF,CHI,14.86
Matt Ryan,QB,ATL,TB,13.90
Peyton Manning,QB,IND,PHI,13.76
Derek Anderson,QB,ARI,MIN,12.76
Jason Campbell,QB,OAK,KC,12.16
Ben Roethlisberger,QB,PIT,CIN,10.82
Matt Schaub,QB,HOU,LAC,9.74
Jon Kitna,QB,DAL,GB,9.32
Chad Henne,QB,MIA,BAL,7.54
Charlie Whitehurst,QB,SEA,NYG,6.72
Jimmy Clausen,QB,CAR,NO,1.98
Tony Pike,QB,CAR,NO,1.88
Chase Daniel,QB,NO,CAR,1.60
Drew Stanton,QB,DET,NYJ,0.60
Matt Moore,QB,CAR,NO,0.52
Matt Flynn,QB,GB,DAL,0.00
Sage Rosenfels,QB,NYG,SEA,-0.30
Brian Hoyer,QB,NE,CLE,-1.10
Jacoby Ford,WR,OAK,KC,29.80
James Jones,WR,GB,DAL,29.30
DeSean Jackson,WR,PHI,IND,28.90
Steve Johnson,WR,BUF,CHI,28.50
Hakeem Nicks,WR,NYG,SEA,27.80
Nate Burleson,WR,DET,NYJ,27.30
Mike Wallace,WR,PIT,CIN,25.00
Percy Harvin,WR,MIN,ARI,23.60
Dez Bryant,WR,DAL,GB,22.60
Greg Jennings,WR,GB,DAL,21.00
Larry Fitzgerald,WR,ARI,MIN,20.70
Santonio Holmes,WR,NYJ,DET,19.40
Reggie Wayne,WR,IND,PHI,19.30
Roscoe Parrish,WR,BUF,CHI,19.00
Mike Williams,WR,TB,ATL,18.90
Dwayne Bowe,WR,KC,OAK,17.30
Bernard Berrian,WR,MIN,ARI,17.10
Braylon Edwards,WR,NYJ,DET,15.80
Earl Bennett,WR,CHI,BUF,15.70
Steve Smith,WR,NYG,SEA,14.60
Marques Colston,WR,NO,CAR,14.50
Derrick Mason,WR,BAL,MIA,14.20
Lance Moore,WR,NO,CAR,13.70
Micheal Spurlock,WR,TB,ATL,12.60
Brian Hartline,WR,MIA,BAL,12.50
Andre Roberts,WR,ARI,MIN,10.90
Ben Obomanu,WR,SEA,NYG,10.60
Greg Camarillo,WR,MIN,ARI,10.60
Patrick Crayton,WR,LAC,HOU,10.00
Davone Bess,WR,MIA,BAL,10.00
Mohamed Massaquoi,WR,CLE,NE,9.80
Chansi Stuckey,WR,CLE,NE,9.70
Mario Manningham,WR,NYG,SEA,9.60
Roddy White,WR,ATL,TB,9.20
Hines Ward,WR,PIT,CIN,9.00
Arrelious Benn,WR,TB,ATL,8.80
Jeremy Maclin,WR,PHI,IND,8.80
Jordan Shipley,WR,CIN,PIT,8.70
Jordy Nelson,WR,GB,DAL,8.20
Verran Tucker,WR,KC,OAK,8.10
Jacoby Jones,WR,HOU,LAC,8.10
Andre Johnson,WR,HOU,LAC,8.10
Brandon Marshall,WR,MIA,BAL,8.00
Johnny Knox,WR,CHI,BUF,7.90
Antwaan Randle El,WR,PIT,CIN,7.76
Wes Welker,WR,NE,CLE,7.60
Michael Jenkins,WR,ATL,TB,7.50
Blair White,WR,IND,PHI,7.20
Visanthe Shiancoe,TE,MIN,ARI,16.60
Randy McMichael,TE,LAC,HOU,16.30
Tony Gonzalez,TE,ATL,TB,15.20
Jimmy Graham,TE,NO,CAR,13.90
Tony Moeaki,TE,KC,OAK,12.30
Greg Olsen,TE,CHI,BUF,11.90
Joel Dreessen,TE,HOU,LAC,11.60
Brandon Pettigrew,TE,DET,NYJ,10.80
Dustin Keller,TE,NYJ,DET,9.90
