,Position,Player,Salary,Opponent,AvgPointsPerGame,Team,PlayerID
205,QB,Chad Kelly,4000,DEN@LAC 10/22/2017 04:25PM ET,0.0,DEN,
206,QB,Paxton Lynch,4000,DEN@LAC 10/22/2017 04:25PM ET,0.0,DEN,00-0033108
207,DST,Seahawks ,4000,SEA@NYG 10/22/2017 04:25PM ET,10.0,SEA,
208,QB,Davis Webb,4000,SEA@NYG 10/22/2017 04:25PM ET,0.0,NYG,00-0033550
209,RB,Malcolm Brown,3900,ARI@LAR 10/22/2017 01:00PM ET,3.44,LA,00-0031806
210,RB,Terrance West,3900,BAL@MIN 10/22/2017 01:00PM ET,5.82,BAL,00-0031375
211,WR,Terrance Williams,3900,DAL@SF 10/22/2017 04:05PM ET,7.4,DAL,00-0030542
212,WR,Marquise Goodwin,3900,DAL@SF 10/22/2017 04:05PM ET,7.75,SF,00-0030068
213,RB,Eddie Lacy,3900,SEA@NYG 10/22/2017 04:25PM ET,3.1,SEA,00-0030485
214,RB,Wayne Gallman,3900,SEA@NYG 10/22/2017 04:25PM ET,10.467,NYG,00-0033950
215,RB,Corey Clement,3900,WAS@PHI 10/23/2017 08:30PM ET,2.717,PHI,00-0033725
216,RB,Mike Tolbert,3800,TB@BUF 10/22/2017 01:00PM ET,5.54,BUF,00-0026069
217,RB,Jonathan Stewart,3800,CAR@CHI 10/22/2017 01:00PM ET,6.683,CAR,00-0026153
218,WR,Russell Shepard,3800,CAR@CHI 10/22/2017 01:00PM ET,3.983,CAR,00-0030147
219,RB,Corey Grant,3800,JAX@IND 10/22/2017 01:00PM ET,2.167,JAX,00-0031731
220,TE,Kyle Rudolph,3800,BAL@MIN 10/22/2017 01:00PM ET,8.85,MIN,00-0027981
221,RB,Giovani Bernard,3800,CIN@PIT 10/22/2017 04:25PM ET,9.5,CIN,00-0030456
222,WR,JuJu Smith-Schuster,3800,CIN@PIT 10/22/2017 04:25PM ET,7.7,PIT,00-0033857
223,WR,Roger Lewis,3800,SEA@NYG 10/22/2017 04:25PM ET,4.45,NYG,00-0032659
224,RB,Rex Burkhead,3800,ATL@NE 10/22/2017 08:30PM ET,8.35,NE,00-0030288
225,WR,Josh Doctson,3800,WAS@PHI 10/23/2017 08:30PM ET,5.0,WAS,00-0032760
226,WR,Jordan Matthews,3700,TB@BUF 10/22/2017 01:00PM ET,8.05,BUF,00-0031299
227,WR,Kendall Wright,3700,CAR@CHI 10/22/2017 01:00PM ET,8.267000000000001,CHI,00-0029708
228,WR,Curtis Samuel,3700,CAR@CHI 10/22/2017 01:00PM ET,1.82,CAR,00-0033282
229,DST,Jaguars ,3700,JAX@IND 10/22/2017 01:00PM ET,14.5,JAX,
230,RB,Robert Turbin,3700,JAX@IND 10/22/2017 01:00PM ET,4.317,IND,00-0029273
231,RB,Damien Williams,3700,NYJ@MIA 10/22/2017 01:00PM ET,2.26,MIA,00-0030874
232,RB,Danny Woodhead,3700,BAL@MIN 10/22/2017 01:00PM ET,6.7,BAL,00-0026019
233,WR,Aldrick Robinson,3700,DAL@SF 10/22/2017 04:05PM ET,5.05,SF,00-0028116
234,WR,Brice Butler,3700,DAL@SF 10/22/2017 04:05PM ET,8.14,DAL,00-0030516
235,RB,Orleans Darkwa,3700,SEA@NYG 10/22/2017 04:25PM ET,8.16,NYG,00-0030860
236,WR,Justin Hardy,3700,ATL@NE 10/22/2017 08:30PM ET,3.7,ATL,00-0031570
237,WR,Phillip Dorsett,3700,ATL@NE 10/22/2017 08:30PM ET,2.2,NE,00-0032208
238,TE,Vernon Davis,3700,WAS@PHI 10/23/2017 08:30PM ET,7.7,WAS,00-0024221
239,WR,Zay Jones,3600,TB@BUF 10/22/2017 01:00PM ET,2.32,BUF,00-0033891
240,DST,Panthers ,3600,CAR@CHI 10/22/2017 01:00PM ET,6.5,CAR,
241,TE,George Kittle,3600,DAL@SF 10/22/2017 04:05PM ET,8.033,SF,00-0033288
242,RB,De'Angelo Henderson,3600,DEN@LAC 10/22/2017 04:25PM ET,0.033,DEN,00-0033581
243,RB,Shane Vereen,3600,SEA@NYG 10/22/2017 04:25PM ET,6.55,NYG,00-0027994
244,WR,Malcolm Mitchell,3600,ATL@NE 10/22/2017 08:30PM ET,0.0,NE,00-0032400
245,WR,Torrey Smith,3600,WAS@PHI 10/23/2017 08:30PM ET,6.7829999999999995,PHI,00-0027996
246,RB,Kenjon Barner,3600,WAS@PHI 10/23/2017 08:30PM ET,1.633,PHI,00-0030465
247,WR,Brandon Tate,3500,TB@BUF 10/22/2017 01:00PM ET,3.5,BUF,00-0027057
248,RB,Charles Sims,3500,TB@BUF 10/22/2017 01:00PM ET,4.84,TB,00-0031390
249,TE,Ed Dickson,3500,CAR@CHI 10/22/2017 01:00PM ET,8.117,CAR,00-0027675
250,WR,Geronimo Allison,3500,NO@GB 10/22/2017 01:00PM ET,5.66,GB,00-0032626
251,DST,Cowboys ,3500,DAL@SF 10/22/2017 04:05PM ET,4.6,DAL,
252,DST,Broncos ,3500,DEN@LAC 10/22/2017 04:25PM ET,7.4,DEN,
253,RB,Devontae Booker,3500,DEN@LAC 10/22/2017 04:25PM ET,6.7,DEN,00-0032972
254,RB,Austin Ekeler,3500,DEN@LAC 10/22/2017 04:25PM ET,4.4830000000000005,LAC,00-0033699
255,WR,Andre Roberts,3500,ATL@NE 10/22/2017 08:30PM ET,0.44,ATL,00-0027691
256,WR,Marvin Hall,3500,ATL@NE 10/22/2017 08:30PM ET,11.0,ATL,00-0033094
257,WR,Ryan Grant,3500,WAS@PHI 10/23/2017 08:30PM ET,8.16,WAS,00-0031068
258,DST,Bills ,3400,TB@BUF 10/22/2017 01:00PM ET,9.8,BUF,
259,WR,Andre Holmes,3400,TB@BUF 10/22/2017 01:00PM ET,4.3,BUF,00-0028263
260,DST,Titans ,3400,TEN@CLE 10/22/2017 01:00PM ET,5.167000000000001,TEN,
261,WR,Kasen Williams,3400,TEN@CLE 10/22/2017 01:00PM ET,3.48,CLE,00-0032250
262,TE,Jack Doyle,3400,JAX@IND 10/22/2017 01:00PM ET,9.86,IND,00-0030181
263,RB,Jeremy Hill,3400,CIN@PIT 10/22/2017 04:25PM ET,3.08,CIN,00-0031301
264,WR,Mike Williams,3400,DEN@LAC 10/22/2017 04:25PM ET,2.5,LAC,00-0033536
265,WR,Taywan Taylor,3300,TEN@CLE 10/22/2017 01:00PM ET,4.817,TEN,00-0033911
266,TE,Martellus Bennett,3300,NO@GB 10/22/2017 01:00PM ET,7.267,GB,00-0026201
267,WR,Brandon Coleman,3300,NO@GB 10/22/2017 01:00PM ET,7.6,NO,00-0030801
268,WR,Jeff Janis,3300,NO@GB 10/22/2017 01:00PM ET,0.0,GB,00-0031001
269,WR,Donte Moncrief,3300,JAX@IND 10/22/2017 01:00PM ET,7.683,IND,00-0031339
270,DST,Vikings ,3300,BAL@MIN 10/22/2017 01:00PM ET,6.667000000000001,MIN,
271,WR,Michael Campanaro,3300,BAL@MIN 10/22/2017 01:00PM ET,3.733,BAL,00-0031025
272,WR,Laquon Treadwell,3300,BAL@MIN 10/22/2017 01:00PM ET,2.883,MIN,00-0032951
273,WR,Brandon LaFell,3300,CIN@PIT 10/22/2017 04:25PM ET,5.16,CIN,00-0027681
274,RB,Rod Smith,3300,DAL@SF 10/22/2017 04:05PM ET,0.72,DAL,00-0031900
275,WR,Travis Benjamin,3300,DEN@LAC 10/22/2017 04:25PM ET,7.35,LAC,00-0029269
276,WR,Bennie Fowler,3300,DEN@LAC 10/22/2017 04:25PM ET,7.8,DEN,00-0030670
277,WR,Tavarres King,3300,SEA@NYG 10/22/2017 04:25PM ET,1.7,NYG,00-0030091
278,RB,J.D. McKissic,3300,SEA@NYG 10/22/2017 04:25PM ET,13.05,SEA,00-0032602
279,RB,Paul Perkins,3300,SEA@NYG 10/22/2017 04:25PM ET,4.15,NYG,00-0032417
280,WR,Ed Eagan,3300,SEA@NYG 10/22/2017 04:25PM ET,0.0,NYG,00-0032705
281,WR,Travis Rudolph,3300,SEA@NYG 10/22/2017 04:25PM ET,0.0,NYG,00-0033717
282,TE,Zach Miller,3200,CAR@CHI 10/22/2017 01:00PM ET,8.45,CHI,00-0027125
283,WR,Markus Wheaton,3200,CAR@CHI 10/22/2017 01:00PM ET,0.633,CHI,00-0030460
284,WR,Rashard Higgins,3200,TEN@CLE 10/22/2017 01:00PM ET,4.98,CLE,00-0032977
285,WR,Jaelen Strong,3200,JAX@IND 10/22/2017 01:00PM ET,0.0,JAX,00-0031560
286,RB,Kerwynn Williams,3200,ARI@LAR 10/22/2017 01:00PM ET,2.3,ARI,00-0030117
287,WR,Michael Floyd,3200,BAL@MIN 10/22/2017 01:00PM ET,2.2,MIN,00-0029638
288,DST,Steelers ,3200,CIN@PIT 10/22/2017 04:25PM ET,10.0,PIT,
289,WR,John Ross,3200,CIN@PIT 10/22/2017 04:25PM ET,0.2,CIN,00-0033460
290,WR,Trent Taylor,3200,DAL@SF 10/22/2017 04:05PM ET,5.167000000000001,SF,00-0033292
291,WR,Nick Williams,3200,ATL@NE 10/22/2017 08:30PM ET,6.0,ATL,00-0029848
292,TE,Nick O'Leary,3100,TB@BUF 10/22/2017 01:00PM ET,3.54,BUF,00-0032117
293,WR,Tavon Austin,3100,ARI@LAR 10/22/2017 01:00PM ET,3.617,LA,00-0030525
294,DST,Dolphins ,3100,NYJ@MIA 10/22/2017 01:00PM ET,6.8,MIA,
295,WR,Jakeem Grant,3100,NYJ@MIA 10/22/2017 01:00PM ET,0.9,MIA,00-0032791
296,WR,Tyler Boyd,3100,CIN@PIT 10/22/2017 04:25PM ET,2.575,CIN,00-0033009
297,RB,Taiwan Jones,3000,TB@BUF 10/22/2017 01:00PM ET,0.0,BUF,00-0028063
298,RB,Joe Banyard,3000,TB@BUF 10/22/2017 01:00PM ET,0.0,BUF,00-0029048
299,RB,Patrick DiMarco,3000,TB@BUF 10/22/2017 01:00PM ET,0.26,BUF,00-0028581
300,WR,Walter Powell,3000,TB@BUF 10/22/2017 01:00PM ET,0.0,BUF,
301,WR,Kaelin Clay,3000,TB@BUF 10/22/2017 01:00PM ET,0.95,BUF,00-0032115
302,WR,Bernard Reedy,3000,TB@BUF 10/22/2017 01:00PM ET,0.46,TB,00-0030743
303,RB,Peyton Barber,3000,TB@BUF 10/22/2017 01:00PM ET,0.98,TB,00-0032741
304,WR,Chris Godwin,3000,TB@BUF 10/22/2017 01:00PM ET,2.22,TB,00-0033921
305,RB,Fozzy Whittaker,3000,CAR@CHI 10/22/2017 01:00PM ET,2.233,CAR,00-0029731
306,RB,Benny Cunningham,3000,CAR@CHI 10/22/2017 01:00PM ET,4.12,CHI,00-0029795
307,WR,Josh Bellamy,3000,CAR@CHI 10/22/2017 01:00PM ET,3.5669999999999997,CHI,00-0029319
308,RB,Michael Burton,3000,CAR@CHI 10/22/2017 01:00PM ET,0.41700000000000004,CHI,00-0031595
309,WR,Tre McBride,3000,CAR@CHI 10/22/2017 01:00PM ET,0.9329999999999999,CHI,00-0032123
310,WR,Damiere Byrd,3000,CAR@CHI 10/22/2017 01:00PM ET,0.3,CAR,00-0031868
311,RB,Cameron Artis-Payne,3000,CAR@CHI 10/22/2017 01:00PM ET,0.0,CAR,00-0031599
312,WR,Tanner Gentry,3000,CAR@CHI 10/22/2017 01:00PM ET,2.35,CHI,00-0033633
313,RB,Taquan Mizzell,3000,CAR@CHI 10/22/2017 01:00PM ET,0.0,CHI,00-0033373
314,RB,Alex Armah,3000,CAR@CHI 10/22/2017 01:00PM ET,0.0,CAR,00-0033296
315,WR,Eric Weems,3000,TEN@CLE 10/22/2017 01:00PM ET,0.0,TEN,00-0024535
316,WR,James Wright,3000,TEN@CLE 10/22/2017 01:00PM ET,0.0,CLE,
317,RB,Jalston Fowler,3000,TEN@CLE 10/22/2017 01:00PM ET,1.05,TEN,00-0032130
318,RB,David Fluellen,3000,TEN@CLE 10/22/2017 01:00PM ET,0.35,TEN,00-0030711
319,WR,Sammie Coates,3000,TEN@CLE 10/22/2017 01:00PM ET,0.525,CLE,00-0032166
320,WR,Darius Jennings,3000,TEN@CLE 10/22/2017 01:00PM ET,0.0,TEN,00-0031972
321,WR,Bryce Treggs,3000,TEN@CLE 10/22/2017 01:00PM ET,3.9,CLE,00-0032724
322,RB,Danny Vitale,3000,TEN@CLE 10/22/2017 01:00PM ET,0.28300000000000003,CLE,00-0032794
323,RB,Matthew Dayes,3000,TEN@CLE 10/22/2017 01:00PM ET,0.633,CLE,00-0033596
324,DST,Saints ,3000,NO@GB 10/22/2017 01:00PM ET,12.0,NO,
325,TE,Coby Fleener,3000,NO@GB 10/22/2017 01:00PM ET,7.18,NO,00-0029697
326,RB,Zach Line,3000,NO@GB 10/22/2017 01:00PM ET,0.0,NO,00-0029931
327,RB,Aaron Ripkowski,3000,NO@GB 10/22/2017 01:00PM ET,0.733,GB,00-0031612
328,WR,Tommylee Lewis,3000,NO@GB 10/22/2017 01:00PM ET,4.05,NO,00-0032881
329,WR,Trevor Davis,3000,NO@GB 10/22/2017 01:00PM ET,0.317,GB,00-0032423
330,RB,Trey Edmunds,3000,NO@GB 10/22/2017 01:00PM ET,0.0,NO,00-0033838
331,WR,Austin Carr,3000,NO@GB 10/22/2017 01:00PM ET,0.0,NO,00-0033382
332,RB,Devante Mays,3000,NO@GB 10/22/2017 01:00PM ET,0.0,GB,00-0033304
333,WR,Arrelious Benn,3000,JAX@IND 10/22/2017 01:00PM ET,0.36700000000000005,JAX,00-0027654
334,WR,Kamar Aiken,3000,JAX@IND 10/22/2017 01:00PM ET,3.167,IND,00-0028497
335,RB,George Winn,3000,JAX@IND 10/22/2017 01:00PM ET,0.0,IND,00-0030247
336,RB,Tommy Bohanon,3000,JAX@IND 10/22/2017 01:00PM ET,2.05,JAX,
337,WR,Quan Bray,3000,JAX@IND 10/22/2017 01:00PM ET,0.5329999999999999,IND,00-0031514
338,WR,Max McCaffrey,3000,JAX@IND 10/22/2017 01:00PM ET,0.28,JAX,00-0032937
339,RB,Matt Jones,3000,JAX@IND 10/22/2017 01:00PM ET,0.7,IND,00-0031939
340,WR,Chester Rogers,3000,JAX@IND 10/22/2017 01:00PM ET,0.0,IND,00-0032355
341,WR,Keelan Cole,3000,JAX@IND 10/22/2017 01:00PM ET,1.7830000000000001,JAX,00-0033681
342,WR,Dede Westbrook,3000,JAX@IND 10/22/2017 01:00PM ET,0.0,JAX,00-0033839
343,RB,Lance Dunbar,3000,ARI@LAR 10/22/2017 01:00PM ET,0.0,LA,00-0029004
344,RB,Elijhaa Penny,3000,ARI@LAR 10/22/2017 01:00PM ET,0.28300000000000003,ARI,00-0032813
345,WR,Brittan Golden,3000,ARI@LAR 10/22/2017 01:00PM ET,1.167,ARI,00-0029336
346,RB,D.J. Foster,3000,ARI@LAR 10/22/2017 01:00PM ET,0.0,ARI,00-0032577
347,RB,Justin Davis,3000,ARI@LAR 10/22/2017 01:00PM ET,0.05,LA,00-0033760
348,RB,T.J. Logan,3000,ARI@LAR 10/22/2017 01:00PM ET,0.0,ARI,00-0033789
349,WR,Pharoh Cooper,3000,ARI@LAR 10/22/2017 01:00PM ET,1.767,LA,00-0033111
350,WR,Chad Williams,3000,ARI@LAR 10/22/2017 01:00PM ET,2.15,ARI,00-0033933
351,WR,Josh Reynolds,3000,ARI@LAR 10/22/2017 01:00PM ET,0.633,LA,00-0033943
352,WR,Michael Thomas,3000,ARI@LAR 10/22/2017 01:00PM ET,0.0,LA,00-0032765
353,DST,Jets ,3000,NYJ@MIA 10/22/2017 01:00PM ET,5.0,NYJ,
354,RB,Travaris Cadet,3000,NYJ@MIA 10/22/2017 01:00PM ET,1.9669999999999999,NYJ,00-0029205
355,RB,Senorise Perry,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,MIA,00-0031209
356,WR,Rashawn Scott,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,MIA,00-0032621
357,RB,Lawrence Thomas,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.8,NYJ,00-0032740
358,WR,Leonte Carroo,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,MIA,00-0033060
359,WR,Jalin Marshall,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,NYJ,
360,WR,Lucky Whitehead,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,NYJ,
361,WR,ArDarius Stewart,3000,NYJ@MIA 10/22/2017 01:00PM ET,1.567,NYJ,00-0033916
362,WR,Chad Hansen,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,NYJ,00-0033840
363,WR,Isaiah Ford,3000,NYJ@MIA 10/22/2017 01:00PM ET,0.0,MIA,00-0033471
364,TE,Benjamin Watson,3000,BAL@MIN 10/22/2017 01:00PM ET,7.933,BAL,00-0022943
365,RB,Bobby Rainey,3000,BAL@MIN 10/22/2017 01:00PM ET,9.1,BAL,00-0029384
366,WR,Jarius Wright,3000,BAL@MIN 10/22/2017 01:00PM ET,2.3169999999999997,MIN,00-0029572
367,WR,Chris Matthews,3000,BAL@MIN 10/22/2017 01:00PM ET,0.917,BAL,00-0028702
368,WR,Chris Moore,3000,BAL@MIN 10/22/2017 01:00PM ET,2.467,BAL,00-0032398
369,WR,Breshad Perriman,3000,BAL@MIN 10/22/2017 01:00PM ET,1.1,BAL,00-0032054
370,WR,Stacy Coley,3000,BAL@MIN 10/22/2017 01:00PM ET,0.0,MIN,00-0033968
371,WR,Rodney Adams,3000,BAL@MIN 10/22/2017 01:00PM ET,0.0,MIN,00-0033957
372,RB,C.J. Ham,3000,BAL@MIN 10/22/2017 01:00PM ET,1.733,MIN,00-0032918
373,WR,Darrius Heyward-Bey,3000,CIN@PIT 10/22/2017 04:25PM ET,0.05,PIT,00-0026983
374,WR,Justin Hunter,3000,CIN@PIT 10/22/2017 04:25PM ET,1.55,PIT,00-0030521
375,RB,Roosevelt Nix,3000,CIN@PIT 10/22/2017 04:25PM ET,0.0,PIT,
376,TE,Tyler Kroft,3000,CIN@PIT 10/22/2017 04:25PM ET,7.98,CIN,00-0032214
377,WR,Eli Rogers,3000,CIN@PIT 10/22/2017 04:25PM ET,2.6,PIT,00-0031782
378,RB,Tra Carson,3000,CIN@PIT 10/22/2017 04:25PM ET,0.0,CIN,00-0032540
379,RB,Terrell Watson,3000,CIN@PIT 10/22/2017 04:25PM ET,0.133,PIT,00-0031793
380,WR,Alex Erickson,3000,CIN@PIT 10/22/2017 04:25PM ET,2.4,CIN,00-0032543
381,WR,Cody Core,3000,CIN@PIT 10/22/2017 04:25PM ET,0.0,CIN,00-0032795
382,WR,Josh Malone,3000,CIN@PIT 10/22/2017 04:25PM ET,0.0,CIN,00-0033859
383,RB,Kyle Juszczyk,3000,DAL@SF 10/22/2017 04:05PM ET,4.62,SF,00-0029892
384,RB,Keith Smith,3000,DAL@SF 10/22/2017 04:05PM ET,0.6,DAL,00-0030968
385,RB,Raheem Mostert,3000,DAL@SF 10/22/2017 04:05PM ET,0.33299999999999996,SF,00-0031687
386,WR,Ryan Switzer,3000,DAL@SF 10/22/2017 04:05PM ET,-0.08,DAL,00-0033562
387,WR,Victor Bolden Jr.,3000,DAL@SF 10/22/2017 04:05PM ET,0.0,SF,00-0033306
388,WR,Kendrick Bourne,3000,DAL@SF 10/22/2017 04:05PM ET,0.0,SF,00-0033307
389,WR,Noah Brown,3000,DAL@SF 10/22/2017 04:05PM ET,0.767,DAL,00-0033591
390,WR,Dontrelle Inman,3000,DEN@LAC 10/22/2017 04:25PM ET,0.725,LAC,00-0028411
391,WR,Jordan Taylor,3000,DEN@LAC 10/22/2017 04:25PM ET,2.8,DEN,00-0031697
392,RB,Andre Williams,3000,DEN@LAC 10/22/2017 04:25PM ET,0.0,LAC,00-0031055
393,RB,Derek Watt,3000,DEN@LAC 10/22/2017 04:25PM ET,0.0,LAC,
394,WR,Cody Latimer,3000,DEN@LAC 10/22/2017 04:25PM ET,1.4,DEN,00-0031344
395,RB,Andy Janovich,3000,DEN@LAC 10/22/2017 04:25PM ET,0.04,DEN,00-0032956
396,WR,Isaiah McKenzie,3000,DEN@LAC 10/22/2017 04:25PM ET,0.28,DEN,00-0033466
397,RB,Tre Madden,3000,SEA@NYG 10/22/2017 04:25PM ET,0.0,SEA,00-0032472
398,WR,Tanner McEvoy,3000,SEA@NYG 10/22/2017 04:25PM ET,-0.2,SEA,00-0032475
399,WR,Amara Darboh,3000,SEA@NYG 10/22/2017 04:25PM ET,1.12,SEA,00-0033937
400,WR,Matthew Slater,3000,ATL@NE 10/22/2017 08:30PM ET,0.0,NE,00-0026293
401,RB,James Develin,3000,ATL@NE 10/22/2017 08:30PM ET,0.833,NE,00-0027925
402,RB,Derrick Coleman,3000,ATL@NE 10/22/2017 08:30PM ET,0.42,ATL,00-0029068
403,RB,Brandon Bolden,3000,ATL@NE 10/22/2017 08:30PM ET,0.0,NE,00-0029239
404,RB,Terron Ward,3000,ATL@NE 10/22/2017 08:30PM ET,0.0,ATL,00-0031682
405,WR,Brian Quick,3000,WAS@PHI 10/23/2017 08:30PM ET,0.525,WAS,00-0029640
406,RB,Mack Brown,3000,WAS@PHI 10/23/2017 08:30PM ET,2.5,WAS,00-0032048
407,WR,Marcus Johnson,3000,WAS@PHI 10/23/2017 08:30PM ET,0.84,PHI,00-0032980
408,WR,Mack Hollins,3000,WAS@PHI 10/23/2017 08:30PM ET,2.0,PHI,00-0033555
409,WR,Shelton Gibson,3000,WAS@PHI 10/23/2017 08:30PM ET,0.0,PHI,00-0033573
410,TE,David Njoku,2900,TEN@CLE 10/22/2017 01:00PM ET,7.317,CLE,00-0033885
411,DST,Ravens ,2900,BAL@MIN 10/22/2017 01:00PM ET,12.167,BAL,
412,TE,Jesse James,2900,CIN@PIT 10/22/2017 04:25PM ET,7.517,PIT,00-0032135
413,DST,Colts ,2800,JAX@IND 10/22/2017 01:00PM ET,5.832999999999999,IND,
414,TE,Antonio Gates,2800,DEN@LAC 10/22/2017 04:25PM ET,4.917,LAC,00-0021547
415,TE,A.J. Derby,2800,DEN@LAC 10/22/2017 04:25PM ET,5.48,DEN,00-0031609
416,DST,Eagles ,2800,WAS@PHI 10/23/2017 08:30PM ET,8.667,PHI,
417,DST,Buccaneers ,2700,TB@BUF 10/22/2017 01:00PM ET,6.8,TB,
418,TE,Tyler Higbee,2700,ARI@LAR 10/22/2017 01:00PM ET,4.6,LA,00-0033110
419,TE,Dwayne Allen,2700,ATL@NE 10/22/2017 08:30PM ET,0.0,NE,00-0029689
420,TE,Logan Thomas,2600,TB@BUF 10/22/2017 01:00PM ET,0.26,BUF,00-0031260
421,TE,O.J. Howard,2600,TB@BUF 10/22/2017 01:00PM ET,4.34,TB,00-0033879
422,TE,Dion Sims,2600,CAR@CHI 10/22/2017 01:00PM ET,3.633,CHI,00-0030422
423,TE,Seth DeValve,2600,TEN@CLE 10/22/2017 01:00PM ET,6.117000000000001,CLE,00-0033080
424,TE,Jonnu Smith,2600,TEN@CLE 10/22/2017 01:00PM ET,4.917,TEN,00-0033858
425,TE,Marcedes Lewis,2600,JAX@IND 10/22/2017 01:00PM ET,5.1,JAX,00-0024243
426,DST,Rams ,2600,ARI@LAR 10/22/2017 01:00PM ET,11.5,LA,
427,TE,Jermaine Gresham,2600,ARI@LAR 10/22/2017 01:00PM ET,5.24,ARI,00-0027873
428,TE,Gerald Everett,2600,ARI@LAR 10/22/2017 01:00PM ET,4.7330000000000005,LA,00-0033895
429,TE,Julius Thomas,2600,NYJ@MIA 10/22/2017 01:00PM ET,4.56,MIA,00-0028067
430,TE,Vance McDonald,2600,CIN@PIT 10/22/2017 04:25PM ET,0.72,PIT,00-0030470
431,DST,Giants ,2600,SEA@NYG 10/22/2017 04:25PM ET,6.5,NYG,
432,TE,Luke Willson,2600,SEA@NYG 10/22/2017 04:25PM ET,5.48,SEA,00-0030089
433,TE,Luke Stocker,2500,TB@BUF 10/22/2017 01:00PM ET,0.3,TB,00-0028042
434,TE,Khari Lee,2500,TB@BUF 10/22/2017 01:00PM ET,0.0,BUF,00-0031922
435,TE,Antony Auclair,2500,TB@BUF 10/22/2017 01:00PM ET,0.0,TB,00-0033421
436,TE,Andrew DePaola,2500,CAR@CHI 10/22/2017 01:00PM ET,0.0,CHI,00-0029714
437,TE,Daniel Brown,2500,CAR@CHI 10/22/2017 01:00PM ET,0.0,CHI,00-0032098
438,TE,Chris Manhertz,2500,CAR@CHI 10/22/2017 01:00PM ET,0.0,CAR,00-0031484
439,TE,Adam Shaheen,2500,CAR@CHI 10/22/2017 01:00PM ET,1.2,CHI,00-0033896
440,TE,Beau Brinkley,2500,TEN@CLE 10/22/2017 01:00PM ET,0.0,TEN,00-0029134
441,TE,Randall Telfer,2500,TEN@CLE 10/22/2017 01:00PM ET,0.733,CLE,00-0031533
442,TE,Phillip Supernaw,2500,TEN@CLE 10/22/2017 01:00PM ET,1.817,TEN,00-0028987
443,TE,Lance Kendricks,2500,NO@GB 10/22/2017 01:00PM ET,3.5669999999999997,GB,00-0027985
444,TE,Michael Hoomanawanui,2500,NO@GB 10/22/2017 01:00PM ET,2.96,NO,00-0027732
445,TE,Josh Hill,2500,NO@GB 10/22/2017 01:00PM ET,1.44,NO,00-0030216
446,TE,Richard Rodgers,2500,NO@GB 10/22/2017 01:00PM ET,1.133,GB,00-0031384
447,TE,Brandon Williams,2500,JAX@IND 10/22/2017 01:00PM ET,2.267,IND,00-0029793
448,TE,Erik Swoope,2500,JAX@IND 10/22/2017 01:00PM ET,0.0,IND,00-0030854
449,TE,James O'Shaughnessy,2500,JAX@IND 10/22/2017 01:00PM ET,1.35,JAX,00-0031951
450,TE,Ben Koyack,2500,JAX@IND 10/22/2017 01:00PM ET,0.517,JAX,00-0032139
