Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Prater,K,12,DEN,NYG,4,4,100,47,2,2,0.00,2009
2,Ryan Longwell,K,12,MIN,CHI,3,3,100,52,3,3,0.00,2009
3,David Akers,K,12,PHI,WAS,4,4,100,41,1,1,0.00,2009
4,Nate Kaeding,K,12,LAC,KC,2,2,100,55,5,5,0.00,2009
5,Shayne Graham,K,12,CIN,CLE,3,3,100,53,1,1,0.00,2009
6,Mason Crosby,K,12,GB,DET,2,3,67,25,4,4,0.00,2009
7,Rob Bironas,K,12,TEN,ARI,2,2,100,52,2,2,0.00,2009
8,Rian Lindell,K,12,BUF,MIA,1,2,50,56,4,4,0.00,2009
9,Kris Brown,K,12,HOU,IND,2,2,100,35,3,3,0.00,2009
10,Olindo Mare,K,12,SEA,LAR,2,2,100,38,3,3,0.00,2009
11,Lawrence Tynes,K,12,NYG,DEN,2,2,100,52,0,0,0.00,2009
12,Jason Elam,K,12,ATL,TB,2,3,67,45,2,2,0.00,2009
13,Joe Nedney,K,12,SF,JAX,2,2,100,46,2,2,0.00,2009
14,Billy Cundiff,K,12,BAL,PIT,2,3,67,29,2,2,0.00,2009
15,John Carney,K,12,NO,NE,1,2,50,30,5,5,0.00,2009
16,Josh Brown,K,12,LAR,SEA,1,2,50,55,2,2,0.00,2009
17,Nick Folk,K,12,DAL,OAK,1,2,50,36,3,3,0.00,2009
18,John Kasay,K,12,CAR,NYJ,2,2,100,40,0,0,0.00,2009
19,Shaun Suisham,K,12,WAS,PHI,1,1,100,25,3,3,0.00,2009
20,Connor Barth,K,12,TB,ATL,1,2,50,39,2,2,0.00,2009
21,Matt Stover,K,12,IND,HOU,0,1,0,0,5,5,0.00,2009
22,Jay Feely,K,12,NYJ,CAR,1,2,50,47,2,2,0.00,2009
23,Neil Rackers,K,12,ARI,TEN,1,1,100,41,2,2,0.00,2009
24,Jeff Reed,K,12,PIT,BAL,1,1,100,44,2,2,0.00,2009
25,Stephen Gostkowski,K,12,NE,NO,1,2,50,36,2,2,0.00,2009
26,Jason Hanson,K,12,DET,GB,1,2,50,22,1,1,0.00,2009
27,Robbie Gould,K,12,CHI,MIN,1,1,100,38,1,1,0.00,2009
28,Thomas Howard,K,12,OAK,DAL,0,0,0,0,0,0,0.00,2009
29,Josh Scobee,K,12,JAX,SF,1,3,33,32,0,0,0.00,2009
30,Dan Carpenter,K,12,MIA,BUF,0,0,0,0,2,2,0.00,2009
31,Ryan Succop,K,12,KC,LAC,0,0,0,0,2,2,0.00,2009
32,Sebastian Janikowski,K,12,OAK,DAL,0,0,0,0,1,1,0.00,2009
33,Phil Dawson,K,12,CLE,CIN,0,0,0,0,1,1,0.00,2009
34,David Buehler,K,12,DAL,OAK,0,0,0,0,0,0,0.00,2009
35,Rhys Lloyd,K,12,CAR,NYJ,0,0,0,0,0,0,0.00,2009
