Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Atlanta Falcons,DST,3,ATL,TB,6,3,7,1,4,0,1,1,14,29.00,2014
2,Indianapolis Colts,DST,3,IND,JAX,5,4,7,2,1,0,1,0,17,17.00,2014
3,Chicago Bears,DST,3,CHI,NYJ,4,3,8,2,1,0,1,0,19,16.00,2014
4,Detroit Lions,DST,3,DET,GB,6,2,3,0,1,1,1,0,7,16.00,2014
5,Pittsburgh Steelers,DST,3,PIT,CAR,3,3,6,0,2,0,1,0,19,14.00,2014
6,New York Giants,DST,3,NYG,HOU,5,2,5,3,1,0,0,0,17,13.00,2014
7,Cincinnati Bengals,DST,3,CIN,TEN,3,2,5,2,0,1,0,0,7,12.00,2014
8,Dallas Cowboys,DST,3,DAL,LAR,1,0,6,2,1,0,1,0,31,12.00,2014
9,Green Bay Packers,DST,3,GB,DET,4,2,9,2,1,0,0,0,19,12.00,2014
10,Tampa Bay Buccaneers,DST,3,TB,ATL,5,1,3,1,3,0,1,0,56,11.00,2014
11,Miami Dolphins,DST,3,MIA,KC,6,5,5,0,2,1,0,0,34,10.00,2014
12,Los Angeles Chargers,DST,3,LAC,BUF,4,3,4,0,0,1,0,0,10,9.00,2014
13,Los Angeles Rams,DST,3,LAR,DAL,5,0,0,1,1,0,1,0,34,9.00,2014
14,Kansas City Chiefs,DST,3,KC,MIA,3,4,6,0,0,0,0,0,15,8.00,2014
15,Denver Broncos,DST,3,DEN,SEA,5,3,4,1,0,1,0,0,26,7.00,2014
16,Philadelphia Eagles,DST,3,PHI,WAS,1,0,0,1,0,0,0,1,34,7.00,2014
17,New England Patriots,DST,3,NE,OAK,1,0,2,1,0,0,0,0,9,6.00,2014
18,New Orleans Saints,DST,3,NO,MIN,5,2,4,0,0,0,0,0,9,6.00,2014
19,New York Jets,DST,3,NYJ,CHI,4,4,8,0,1,0,0,0,27,6.00,2014
20,Seattle Seahawks,DST,3,SEA,DEN,5,1,8,1,1,0,0,0,20,6.00,2014
21,Arizona Cardinals,DST,3,ARI,SF,4,1,2,0,0,0,0,0,14,4.00,2014
22,Minnesota Vikings,DST,3,MIN,NO,5,1,3,0,0,0,0,0,20,4.00,2014
23,Oakland Raiders,DST,3,OAK,NE,6,2,6,0,0,0,0,0,16,3.00,2014
24,Baltimore Ravens,DST,3,BAL,CLE,6,1,2,0,0,0,0,0,21,3.00,2014
25,Buffalo Bills,DST,3,BUF,LAC,6,1,4,0,0,0,0,0,22,2.00,2014
26,Cleveland Browns,DST,3,CLE,BAL,5,0,3,1,0,0,0,0,23,2.00,2014
27,Houston Texans,DST,3,HOU,NYG,4,1,1,0,1,0,0,0,30,2.00,2014
28,San Francisco 49ers,DST,3,SF,ARI,2,0,3,0,1,0,0,0,23,2.00,2014
29,Tennessee Titans,DST,3,TEN,CIN,2,0,0,1,0,0,0,0,33,1.00,2014
30,Carolina Panthers,DST,3,CAR,PIT,4,1,3,0,0,0,0,0,37,0.00,2014
31,Jacksonville Jaguars,DST,3,JAX,IND,4,2,7,0,0,0,0,0,44,-2.00,2014
32,Washington Redskins,DST,3,WAS,PHI,4,0,2,0,1,0,0,0,37,-2.00,2014
