Player,Position,Team,Opponent,Points
Nick Foles,QB,PHI,WAS,29.20
Austin Davis,QB,LAR,DAL,25.98
Russell Wilson,QB,SEA,DEN,24.02
Peyton Manning,QB,DEN,SEA,24.02
Matt Ryan,QB,ATL,TB,23.64
Ryan Fitzpatrick,QB,HOU,NYG,21.96
Alex Smith,QB,KC,MIA,20.14
Geno Smith,QB,NYJ,CHI,19.64
Drew Brees,QB,NO,MIN,19.52
Drew Stanton,QB,ARI,SF,19.36
Philip Rivers,QB,LAC,BUF,19.34
Colin Kaepernick,QB,SF,ARI,19.20
Blake Bortles,QB,JAX,IND,17.92
Jay Cutler,QB,CHI,NYJ,17.40
Eli Manning,QB,NYG,HOU,17.26
Tony Romo,QB,DAL,LAR,17.08
Brian Hoyer,QB,CLE,BAL,16.00
Ben Roethlisberger,QB,PIT,CAR,15.94
EJ Manuel,QB,BUF,LAC,15.92
Andy Dalton,QB,CIN,TEN,14.86
Cam Newton,QB,CAR,PIT,13.70
Ryan Tannehill,QB,MIA,KC,13.10
Tom Brady,QB,NE,OAK,12.66
Joe Flacco,QB,BAL,CLE,12.28
Mike Glennon,QB,TB,ATL,10.74
Aaron Rodgers,QB,GB,DET,10.48
Jake Locker,QB,TEN,CIN,10.40
Teddy Bridgewater,QB,MIN,NO,8.70
Matthew Stafford,QB,DET,GB,7.64
Derek Anderson,QB,CAR,PIT,7.20
Derek Carr,QB,OAK,NE,5.96
Matt Cassel,QB,MIN,NO,2.62
TJ Yates,QB,ATL,TB,1.56
Chad Henne,QB,JAX,IND,1.32
Josh McCown,QB,TB,ATL,1.32
Matt Hasselbeck,QB,IND,JAX,0.70
Michael Vick,QB,NYJ,CHI,0.30
Johnny Manziel,QB,CLE,BAL,0.00
Luke McCown,QB,NO,MIN,0.00
Jason Campbell,QB,CIN,TEN,-0.12
Bruce Gradkowski,QB,PIT,CAR,-0.20
Jeremy Maclin,WR,PHI,WAS,32.40
Antonio Brown,WR,PIT,CAR,31.00
Emmanuel Sanders,WR,DEN,SEA,28.90
Kelvin Benjamin,WR,CAR,PIT,28.50
Jordan Matthews,WR,PHI,WAS,25.90
DeSean Jackson,WR,WAS,PHI,25.70
Victor Cruz,WR,NYG,HOU,24.70
Michael Crabtree,WR,SF,ARI,24.40
Alshon Jeffery,WR,CHI,NYJ,22.80
