Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,New England Patriots,DST,4,NE,MIA,5,2,2,4,0,0,1,2,14,33.00,2010
2,Los Angeles Chargers,DST,4,LAC,ARI,8,9,9,2,1,0,1,0,10,28.00,2010
3,New York Giants,DST,4,NYG,CHI,11,10,11,2,1,0,0,0,3,23.00,2010
4,San Francisco 49ers,DST,4,SF,ATL,6,3,7,2,0,0,0,1,16,16.00,2010
5,Green Bay Packers,DST,4,GB,DET,4,3,5,2,1,0,1,0,26,15.00,2010
6,Los Angeles Rams,DST,4,LAR,SEA,7,4,6,1,1,0,0,0,3,15.00,2010
7,Tennessee Titans,DST,4,TEN,DEN,11,6,10,1,0,0,0,1,26,14.00,2010
8,Cleveland Browns,DST,4,CLE,CIN,5,4,7,0,2,0,0,0,20,11.00,2010
9,Detroit Lions,DST,4,DET,GB,4,2,2,2,2,0,0,0,28,10.00,2010
10,Houston Texans,DST,4,HOU,OAK,5,4,4,2,1,0,0,0,24,10.00,2010
11,Chicago Bears,DST,4,CHI,NYG,5,2,3,0,3,0,0,0,17,9.00,2010
12,Washington Redskins,DST,4,WAS,PHI,2,1,2,1,1,0,0,0,12,9.00,2010
13,Atlanta Falcons,DST,4,ATL,SF,1,1,3,2,1,0,0,0,14,8.00,2010
14,New York Jets,DST,4,NYJ,BUF,3,3,7,0,2,0,0,0,14,8.00,2010
15,Carolina Panthers,DST,4,CAR,NO,7,2,2,0,2,0,0,0,16,7.00,2010
16,Denver Broncos,DST,4,DEN,TEN,5,2,4,0,2,0,0,0,20,7.00,2010
17,Seattle Seahawks,DST,4,SEA,LAR,8,4,7,1,0,0,0,0,20,7.00,2010
18,New Orleans Saints,DST,4,NO,CAR,6,3,4,0,1,0,0,0,14,6.00,2010
19,Pittsburgh Steelers,DST,4,PIT,BAL,3,1,2,1,1,0,0,0,17,6.00,2010
20,Arizona Cardinals,DST,4,ARI,LAC,5,1,2,0,1,0,1,0,41,5.00,2010
21,Baltimore Ravens,DST,4,BAL,PIT,3,2,3,1,0,0,0,0,14,5.00,2010
22,Jacksonville Jaguars,DST,4,JAX,IND,3,1,2,1,1,0,0,0,28,4.00,2010
23,Philadelphia Eagles,DST,4,PHI,WAS,5,1,1,1,0,0,0,0,17,4.00,2010
24,Cincinnati Bengals,DST,4,CIN,CLE,3,1,3,1,0,0,0,0,23,3.00,2010
25,Indianapolis Colts,DST,4,IND,JAX,2,0,2,0,0,0,0,0,31,-1.00,2010
26,Miami Dolphins,DST,4,MIA,NE,5,3,5,0,0,0,0,0,41,-1.00,2010
27,Oakland Raiders,DST,4,OAK,HOU,2,0,1,0,0,0,0,0,31,-1.00,2010
28,Buffalo Bills,DST,4,BUF,NYJ,3,0,0,0,0,0,0,0,38,-4.00,2010
