Player,Position,Team,Opponent,Points
Kyle Orton,QB,DEN,TEN,24.74
Peyton Manning,QB,IND,JAX,23.98
Carson Palmer,QB,CIN,CLE,23.84
Ryan Fitzpatrick,QB,BUF,NYJ,20.52
Chad Henne,QB,MIA,NE,20.20
Sam Bradford,QB,LAR,SEA,19.36
Aaron Rodgers,QB,GB,DET,19.24
Bruce Gradkowski,QB,OAK,HOU,17.72
Philip Rivers,QB,LAC,ARI,17.64
Matt Schaub,QB,HOU,OAK,15.78
Drew Brees,QB,NO,CAR,14.90
Mark Sanchez,QB,NYJ,BUF,14.44
Matt Ryan,QB,ATL,SF,14.42
Joe Flacco,QB,BAL,PIT,13.34
Kevin Kolb,QB,PHI,WAS,13.14
Vince Young,QB,TEN,DEN,12.72
Donovan McNabb,QB,WAS,PHI,11.90
Jimmy Clausen,QB,CAR,NO,10.94
Seneca Wallace,QB,CLE,CIN,10.86
Tom Brady,QB,NE,MIA,10.72
Alex Smith,QB,SF,ATL,9.62
Matt Hasselbeck,QB,SEA,LAR,5.94
Eli Manning,QB,NYG,CHI,5.60
Charlie Batch,QB,PIT,BAL,5.04
Michael Vick,QB,PHI,WAS,3.66
Max Hall,QB,ARI,LAC,2.28
Caleb Hanie,QB,CHI,NYG,1.44
Derek Anderson,QB,ARI,LAC,0.56
Todd Collins,QB,CHI,NYG,0.44
Mark Brunell,QB,NYJ,BUF,0.28
Billy Volek,QB,LAC,ARI,0.12
Chase Daniel,QB,NO,CAR,0.00
Brian Hoyer,QB,NE,MIA,-0.20
Jay Cutler,QB,CHI,NYG,-0.32
Eddie Royal,WR,DEN,TEN,28.30
Calvin Johnson,WR,DET,GB,26.80
Brandon Lloyd,WR,DEN,TEN,25.50
Davone Bess,WR,MIA,NE,23.30
Hakeem Nicks,WR,NYG,CHI,22.00
Roddy White,WR,ATL,SF,20.40
Braylon Edwards,WR,NYJ,BUF,18.60
Donald Driver,WR,GB,DET,17.90
Wes Welker,WR,NE,MIA,15.00
Harry Douglas,WR,ATL,SF,14.90
Austin Collie,WR,IND,JAX,14.90
Anquan Boldin,WR,BAL,PIT,14.10
Brandon Gibson,WR,LAR,SEA,14.00
Derrick Mason,WR,BAL,PIT,14.00
TJ Houshmandzadeh,WR,BAL,PIT,13.90
Brandon Tate,WR,NE,MIA,13.90
Mike Thomas,WR,JAX,IND,13.70
Lance Moore,WR,NO,CAR,13.70
Mark Clayton,WR,LAR,SEA,12.80
Larry Fitzgerald,WR,ARI,LAC,12.60
Steve Johnson,WR,BUF,NYJ,12.10
Devery Henderson,WR,NO,CAR,11.70
David Nelson,WR,BUF,NYJ,11.50
Kenny Britt,WR,TEN,DEN,11.30
Michael Crabtree,WR,SF,ATL,10.80
Chansi Stuckey,WR,CLE,CIN,10.60
Greg Jennings,WR,GB,DET,10.50
Brandon Stokley,WR,SEA,LAR,10.20
Jabar Gaffney,WR,DEN,TEN,10.10
Brandon Marshall,WR,MIA,NE,10.00
Danny Amendola,WR,LAR,SEA,9.60
Chad Johnson,WR,CIN,CLE,8.90
Nate Washington,WR,TEN,DEN,8.20
Marques Colston,WR,NO,CAR,7.60
Brian Finneran,WR,ATL,SF,7.60
Kevin Walter,WR,HOU,OAK,7.50
Mike Williams,WR,SEA,LAR,7.20
Tiquan Underwood,WR,JAX,IND,7.10
Jason Avant,WR,PHI,WAS,7.10
Antwaan Randle El,WR,PIT,BAL,7.00
Steve Smith,WR,NYG,CHI,7.00
Anthony Armstrong,WR,WAS,PHI,6.70
Earl Bennett,WR,CHI,NYG,6.60
Malcom Floyd,WR,LAC,ARI,6.50
Stephen Williams,WR,ARI,LAC,6.20
Golden Tate,WR,SEA,LAR,6.10
JohnnieLee Higgins,WR,OAK,HOU,5.80
David Gettis,WR,CAR,NO,5.70
Dallas Clark,TE,IND,JAX,19.80
Dustin Keller,TE,NYJ,BUF,18.80
Joel Dreessen,TE,HOU,OAK,18.30
Brandon Pettigrew,TE,DET,GB,17.10
Vernon Davis,TE,SF,ATL,13.60
Jermichael Finley,TE,GB,DET,13.60
Tony Scheffler,TE,DET,GB,12.30
Benjamin Watson,TE,CLE,CIN,12.00
Jeremy Shockey,TE,NO,CAR,11.80
Chris Cooley,TE,WAS,PHI,11.70
Brent Celek,TE,PHI,WAS,11.70
Anthony Fasano,TE,MIA,NE,11.70
Tony Gonzalez,TE,ATL,SF,11.10
Marcedes Lewis,TE,JAX,IND,10.20
Evan Moore,TE,CLE,CIN,9.40
David Thomas,TE,NO,CAR,9.20
Greg Olsen,TE,CHI,NYG,8.90
Jermaine Gresham,TE,CIN,CLE,8.50
Aaron Hernandez,TE,NE,MIA,7.90
David Martin,TE,BUF,NYJ,7.40
Daniel Fells,TE,LAR,SEA,6.50
Todd Heap,TE,BAL,PIT,6.50
Heath Miller,TE,PIT,BAL,5.20
Bo Scaife,TE,TEN,DEN,4.70
Deon Butler,TE,SEA,LAR,4.00
Dante Rosario,TE,CAR,NO,3.70
Travis Beckum,TE,NYG,CHI,3.50
Daniel Graham,TE,DEN,TEN,3.50
Jim Dray,TE,ARI,LAC,3.40
Ben Patrick,TE,ARI,LAC,3.20
Jared Cook,TE,TEN,DEN,2.70
Craig Stevens,TE,TEN,DEN,2.60
Donald Lee,TE,GB,DET,2.50
John Carlson,TE,SEA,LAR,2.50
Kevin Boss,TE,NYG,CHI,2.10
Brody Eldridge,TE,IND,JAX,2.00
Chris Baker,TE,SEA,LAR,1.80
Owen Daniels,TE,HOU,OAK,1.80
Jeff King,TE,CAR,NO,1.70
Ben Hartsock,TE,NYJ,BUF,1.70
Delanie Walker,TE,SF,ATL,1.60
Mike Sellers,TE,WAS,PHI,1.50
Rob Gronkowski,TE,NE,MIA,1.40
Nate Byham,TE,SF,ATL,1.00
Jimmy Graham,TE,NO,CAR,0.30
Andrew Quarless,TE,GB,DET,0.00
Zach Miller,TE,JAX,IND,0.00
Brandon Myers,TE,OAK,HOU,0.00
LeSean McCoy,RB,PHI,WAS,31.40
Maurice Jones-Drew,RB,JAX,IND,29.10
Ahmad Bradshaw,RB,NYG,CHI,24.30
Joseph Addai,RB,IND,JAX,23.20
Rashard Mendenhall,RB,PIT,BAL,22.80
Peyton Hillis,RB,CLE,CIN,22.00
Mike Tolbert,FB,LAC,ARI,21.30
Frank Gore,RB,SF,ATL,20.70
Ricky Williams,RB,MIA,NE,20.10
Darren McFadden,RB,OAK,HOU,18.90
DeAngelo Williams,RB,CAR,NO,17.00
Steven Jackson,RB,LAR,SEA,15.40
Correll Buckhalter,RB,DEN,TEN,15.10
Shonn Greene,RB,NYJ,BUF,14.70
Jonathan Stewart,RB,CAR,NO,14.60
Derrick Ward,RB,HOU,OAK,13.80
Ryan Mathews,RB,LAC,ARI,13.80
BenJarvus Green-Ellis,RB,NE,MIA,13.60
Brandon Jacobs,RB,NYG,CHI,13.60
Michael Bush,RB,OAK,HOU,13.60
Ryan Torain,RB,WAS,PHI,13.00
Jahvid Best,RB,DET,GB,12.40
Danny Woodhead,RB,NE,MIA,11.70
Willis McGahee,RB,BAL,PIT,11.10
Ladell Betts,RB,NO,CAR,11.00
Michael Turner,RB,ATL,SF,10.80
Clinton Portis,RB,WAS,PHI,10.10
Kenneth Darby,RB,LAR,SEA,10.00
Ronnie Brown,RB,MIA,NE,9.60
Justin Forsett,RB,SEA,LAR,9.50
Brian Leonard,RB,CIN,CLE,9.10
Marcel Reece,FB,OAK,HOU,9.00
Chris Johnson,RB,TEN,DEN,8.40
Jacob Hester,RB,LAC,ARI,8.00
Kevin Smith,RB,DET,GB,7.40
Owen Schmitt,FB,PHI,WAS,7.30
Steve Slaton,RB,HOU,OAK,6.50
Cedric Benson,RB,CIN,CLE,6.00
Chris Ivory,RB,NO,CAR,5.70
Jason Snelling,RB,ATL,SF,5.60
Matt Forte,RB,CHI,NYG,5.30
Javon Ringer,RB,TEN,DEN,5.00
Leon Washington,RB,SEA,LAR,4.90
Brandon Jackson,RB,GB,DET,4.40
LeRon McClain,RB,BAL,PIT,4.00
John Kuhn,FB,GB,DET,3.90
Ray Rice,RB,BAL,PIT,3.90
Jerome Felton,FB,DET,GB,3.80
Phil Dawson,K,CLE,CIN,0.00
Nate Kaeding,K,LAC,ARI,0.00
Stephen Gostkowski,K,NE,MIA,0.00
Matt Bryant,K,ATL,SF,0.00
Rob Bironas,K,TEN,DEN,0.00
John Carney,K,NO,CAR,0.00
Josh Scobee,K,JAX,IND,0.00
Josh Brown,K,LAR,SEA,0.00
Nick Folk,K,NYJ,BUF,0.00
Mike Nugent,K,CIN,CLE,0.00
Neil Rackers,K,HOU,OAK,0.00
Jay Feely,K,ARI,LAC,0.00
Sebastian Janikowski,K,OAK,HOU,0.00
David Akers,K,PHI,WAS,0.00
Graham Gano,K,WAS,PHI,0.00
Billy Cundiff,K,BAL,PIT,0.00
Lawrence Tynes,K,NYG,CHI,0.00
Adam Vinatieri,K,IND,JAX,0.00
Mason Crosby,K,GB,DET,0.00
Robbie Gould,K,CHI,NYG,0.00
Olindo Mare,K,SEA,LAR,0.00
John Kasay,K,CAR,NO,0.00
Jeff Reed,K,PIT,BAL,0.00
Rian Lindell,K,BUF,NYJ,0.00
Joe Nedney,K,SF,ATL,0.00
Dan Carpenter,K,MIA,NE,0.00
Thomas Howard,K,OAK,HOU,0.00
Rhys Lloyd,K,CAR,NO,0.00
New York Giants,DST,NYG,CHI,23.00
San Francisco 49ers,DST,SF,ATL,16.00
Green Bay Packers,DST,GB,DET,15.00
Los Angeles Rams,DST,LAR,SEA,15.00
Tennessee Titans,DST,TEN,DEN,14.00
Cleveland Browns,DST,CLE,CIN,11.00
Detroit Lions,DST,DET,GB,10.00
Houston Texans,DST,HOU,OAK,10.00
Washington Redskins,DST,WAS,PHI,9.00
Chicago Bears,DST,CHI,NYG,9.00
Atlanta Falcons,DST,ATL,SF,8.00
New York Jets,DST,NYJ,BUF,8.00
Seattle Seahawks,DST,SEA,LAR,7.00
Denver Broncos,DST,DEN,TEN,7.00
Carolina Panthers,DST,CAR,NO,7.00
Pittsburgh Steelers,DST,PIT,BAL,6.00
New Orleans Saints,DST,NO,CAR,6.00
Baltimore Ravens,DST,BAL,PIT,5.00
Arizona Cardinals,DST,ARI,LAC,5.00
Philadelphia Eagles,DST,PHI,WAS,4.00
Jacksonville Jaguars,DST,JAX,IND,4.00
Cincinnati Bengals,DST,CIN,CLE,3.00
Indianapolis Colts,DST,IND,JAX,-1.00
Oakland Raiders,DST,OAK,HOU,-1.00
Miami Dolphins,DST,MIA,NE,-1.00
Buffalo Bills,DST,BUF,NYJ,-4.00
