Player,Position,Team,Opponent,Points
Colin Kaepernick,QB,SF,LAC,31.66
Eli Manning,QB,NYG,LAR,30.34
Philip Rivers,QB,LAC,SF,30.24
Tony Romo,QB,DAL,IND,27.52
Mark Sanchez,QB,PHI,WAS,26.16
Kyle Orton,QB,BUF,OAK,26.16
Cam Newton,QB,CAR,CLE,23.34
Matt Ryan,QB,ATL,NO,20.58
Peyton Manning,QB,DEN,CIN,19.44
Aaron Rodgers,QB,GB,TB,18.72
Teddy Bridgewater,QB,MIN,MIA,18.66
Shaun Hill,QB,LAR,NYG,18.60
Drew Brees,QB,NO,ATL,17.32
Alex Smith,QB,KC,PIT,16.84
Charlie Whitehurst,QB,TEN,JAX,16.68
Derek Carr,QB,OAK,BUF,16.56
Andy Dalton,QB,CIN,DEN,15.34
Jimmy Clausen,QB,CHI,DET,15.14
Blake Bortles,QB,JAX,TEN,13.60
Joe Flacco,QB,BAL,HOU,13.30
Ben Roethlisberger,QB,PIT,KC,12.40
Geno Smith,QB,NYJ,NE,12.30
Tom Brady,QB,NE,NYJ,11.28
Brian Hoyer,QB,CLE,CAR,10.26
Robert Griffin III,QB,WAS,PHI,8.90
Case Keenum,QB,HOU,BAL,8.30
Matt Hasselbeck,QB,IND,DAL,8.04
Matthew Stafford,QB,DET,CHI,7.92
Ryan Lindley,QB,ARI,SEA,7.64
Brandon Weeden,QB,DAL,IND,5.72
Josh McCown,QB,TB,GB,4.88
Andrew Luck,QB,IND,DAL,2.36
Johnny Manziel,QB,CLE,CAR,1.58
Tarvaris Jackson,QB,SEA,ARI,0.00
Luke McCown,QB,NO,ATL,0.00
Matt Schaub,QB,OAK,BUF,0.00
Joe Webb,QB,CAR,CLE,0.00
Matt Flynn,QB,GB,TB,-0.30
Rueben Randle,WR,NYG,LAR,28.20
Randall Cobb,WR,GB,TB,27.10
Eddie Royal,WR,LAC,SF,25.40
Emmanuel Sanders,WR,DEN,CIN,25.00
Torrey Smith,WR,BAL,HOU,22.90
Mike Wallace,WR,MIA,MIN,22.80
Riley Cooper,WR,PHI,WAS,22.30
Kenny Britt,WR,LAR,NYG,22.30
Demaryius Thomas,WR,DEN,CIN,21.50
Doug Baldwin,WR,SEA,ARI,21.30
Julio Jones,WR,ATL,NO,20.70
Antonio Brown,WR,PIT,KC,20.20
DeSean Jackson,WR,WAS,PHI,19.60
Calvin Johnson,WR,DET,CHI,19.30
Terrance Williams,WR,DAL,IND,19.20
Alshon Jeffery,WR,CHI,DET,19.20
Dez Bryant,WR,DAL,IND,18.30
Robert Woods,WR,BUF,OAK,18.20
Sammy Watkins,WR,BUF,OAK,16.50
Hakeem Nicks,WR,IND,DAL,16.20
Jarius Wright,WR,MIN,MIA,15.50
Bruce Ellington,WR,SF,LAC,15.00
Malcom Floyd,WR,LAC,SF,15.00
Dontrelle Inman,WR,LAC,SF,14.90
Greg Jennings,WR,MIN,MIA,14.60
Danny Amendola,WR,NE,NYJ,14.30
Kenbrell Thompkins,WR,OAK,BUF,14.00
Marques Colston,WR,NO,ATL,14.00
Albert Wilson,WR,KC,PIT,13.70
Marquess Wilson,WR,CHI,DET,13.60
Brandon LaFell,WR,NE,NYJ,13.40
Anquan Boldin,WR,SF,LAC,13.10
Kenny Stills,WR,NO,ATL,12.80
Andre Johnson,WR,HOU,BAL,12.50
Chris Givens,WR,LAR,NYG,11.70
Dwayne Bowe,WR,KC,PIT,11.70
Roddy White,WR,ATL,NO,11.50
Kendall Wright,WR,TEN,JAX,11.30
Golden Tate,WR,DET,CHI,11.20
Cole Beasley,WR,DAL,IND,10.90
Marqise Lee,WR,JAX,TEN,10.50
Andre Holmes,WR,OAK,BUF,10.30
Jeremy Maclin,WR,PHI,WAS,10.20
Paul Richardson,WR,SEA,ARI,10.20
Pierre Garcon,WR,WAS,PHI,10.10
De'Anthony Thomas,WR,KC,PIT,10.10
Jarvis Landry,WR,MIA,MIN,10.10
Steve Smith,WR,BAL,HOU,9.90
Antonio Gates,TE,LAC,SF,28.20
Jason Witten,TE,DAL,IND,22.00
Jermaine Gresham,TE,CIN,DEN,21.20
Charles Clay,TE,MIA,MIN,20.40
Jordan Cameron,TE,CLE,CAR,17.80
Jimmy Graham,TE,NO,ATL,16.30
Rob Gronkowski,TE,NE,NYJ,15.10
Heath Miller,TE,PIT,KC,13.80
Scott Chandler,TE,BUF,OAK,13.70
Jeff Cumberland,TE,NYJ,NE,13.30
Dion Sims,TE,MIA,MIN,12.50
Lance Kendricks,TE,LAR,NYG,11.50
Delanie Walker,TE,TEN,JAX,9.40
CJ Fiedorowicz,TE,HOU,BAL,9.20
Jared Cook,TE,LAR,NYG,9.10
Marcedes Lewis,TE,JAX,TEN,8.60
Larry Donnell,TE,NYG,LAR,8.20
Coby Fleener,TE,IND,DAL,7.60
Travis Kelce,TE,KC,PIT,7.10
Rhett Ellison,TE,MIN,MIA,6.70
Ed Dickson,TE,CAR,CLE,6.40
Levine Toilolo,TE,ATL,NO,5.70
Ryan Griffin,TE,HOU,BAL,5.50
Julius Thomas,TE,DEN,CIN,5.30
Darren Fells,TE,ARI,SEA,4.60
Jack Doyle,TE,IND,DAL,4.30
Daniel Fells,TE,NYG,LAR,4.00
Andrew Quarless,TE,GB,TB,3.70
MarQueis Gray,TE,BUF,OAK,3.50
John Carlson,TE,ARI,SEA,3.50
Richard Rodgers,TE,GB,TB,3.30
Chase Ford,TE,MIN,MIA,3.20
Greg Olsen,TE,CAR,CLE,3.10
Cooper Helfet,TE,SEA,ARI,2.90
Luke Stocker,TE,TB,GB,2.80
Brent Celek,TE,PHI,WAS,2.50
Jordan Reed,TE,WAS,PHI,2.50
Chase Coffman,TE,TEN,JAX,2.40
Rob Housler,TE,ARI,SEA,2.30
Tim Wright,TE,NE,NYJ,2.20
Crockett Gillmore,TE,BAL,HOU,1.90
Jacob Tamme,TE,DEN,CIN,1.80
Owen Daniels,TE,BAL,HOU,1.70
Logan Paulsen,TE,WAS,PHI,1.60
Zach Sudfeld,TE,NYJ,NE,1.60
Mychal Rivera,TE,OAK,BUF,1.50
Jim Dray,TE,CLE,CAR,1.40
Benjamin Watson,TE,NO,ATL,1.20
Lamar Miller,RB,MIA,MIN,26.00
Frank Gore,RB,SF,LAC,24.80
Matt Asiata,RB,MIN,MIA,24.70
Jonathan Stewart,RB,CAR,CLE,23.90
Jeremy Hill,RB,CIN,DEN,22.70
Reggie Bush,RB,DET,CHI,21.80
Matt Forte,RB,CHI,DET,21.50
LeSean McCoy,RB,PHI,WAS,20.60
Leon Washington,RB,TEN,JAX,20.30
Fred Jackson,RB,BUF,OAK,19.30
Giovani Bernard,RB,CIN,DEN,19.10
Damien Williams,RB,MIA,MIN,18.80
Eddie Lacy,RB,GB,TB,17.40
Devonta Freeman,RB,ATL,NO,17.40
Arian Foster,RB,HOU,BAL,17.10
Joique Bell,RB,DET,CHI,16.70
Jordan Todman,RB,JAX,TEN,15.60
Tre Mason,RB,LAR,NYG,15.30
Mark Ingram,RB,NO,ATL,14.50
Alfred Morris,RB,WAS,PHI,14.30
Le'Veon Bell,RB,PIT,KC,14.20
Andre Williams,RB,NYG,LAR,14.00
Latavius Murray,RB,OAK,BUF,13.80
Darrel Young,FB,WAS,PHI,13.50
Toby Gerhart,RB,JAX,TEN,13.00
Darren Sproles,RB,PHI,WAS,12.70
Zurlon Tipton,RB,IND,DAL,12.00
DeMarco Murray,RB,DAL,IND,11.80
Orleans Darkwa,RB,NYG,LAR,11.80
Jamaal Charles,RB,KC,PIT,11.70
Branden Oliver,RB,LAC,SF,11.10
Justin Forsett,RB,BAL,HOU,7.20
Jamize Olawale,FB,OAK,BUF,7.10
Dan Herron,RB,IND,DAL,7.00
Jonas Gray,RB,NE,NYJ,6.50
James Starks,RB,GB,TB,6.50
Darren McFadden,RB,OAK,BUF,6.40
Stepfan Taylor,RB,ARI,SEA,6.40
Bishop Sankey,RB,TEN,JAX,6.30
Shane Vereen,RB,NE,NYJ,6.00
Charles Sims,RB,TB,GB,5.90
Isaiah Crowell,RB,CLE,CAR,5.50
Bilal Powell,RB,NYJ,NE,5.40
Chris Ivory,RB,NYJ,NE,5.30
Ronnie Brown,RB,LAC,SF,5.20
Joe Banyard,RB,MIN,MIA,5.20
Fitzgerald Toussaint,RB,BAL,HOU,5.10
CJ Spiller,RB,BUF,OAK,5.00
Sebastian Janikowski,K,OAK,BUF,0.00
Mike Nugent,K,CIN,DEN,0.00
Cairo Santos,K,KC,PIT,0.00
Matt Bryant,K,ATL,NO,0.00
Greg Zuerlein,K,LAR,NYG,0.00
Nick Folk,K,NYJ,NE,0.00
Blair Walsh,K,MIN,MIA,0.00
Kai Forbath,K,WAS,PHI,0.00
Nick Novak,K,LAC,SF,0.00
Shaun Suisham,K,PIT,KC,0.00
Mason Crosby,K,GB,TB,0.00
Matt Prater,K,DET,CHI,0.00
Dan Carpenter,K,BUF,OAK,0.00
Garrett Hartley,K,CLE,CAR,0.00
Ryan Succop,K,TEN,JAX,0.00
Chandler Catanzaro,K,ARI,SEA,0.00
Cody Parkey,K,PHI,WAS,0.00
Dan Bailey,K,DAL,IND,0.00
Caleb Sturgis,K,MIA,MIN,0.00
