Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Randy Bullock,K,16,HOU,BAL,6,6,100,39,1,1,0.00,2014
2,Josh Brown,K,16,NYG,LAR,3,4,75,52,4,4,0.00,2014
3,Sebastian Janikowski,K,16,OAK,BUF,4,5,80,49,2,2,0.00,2014
4,Mike Nugent,K,16,CIN,DEN,3,3,100,49,4,4,0.00,2014
5,Matt Bryant,K,16,ATL,NO,3,3,100,50,3,3,0.00,2014
6,Cairo Santos,K,16,KC,PIT,4,4,100,43,0,0,0.00,2014
7,Greg Zuerlein,K,16,LAR,NYG,2,2,100,51,3,3,0.00,2014
8,Nick Folk,K,16,NYJ,NE,3,4,75,37,1,1,0.00,2014
9,Kai Forbath,K,16,WAS,PHI,2,2,100,26,3,3,0.00,2014
10,Blair Walsh,K,16,MIN,MIA,2,2,100,33,3,3,0.00,2014
11,Nick Novak,K,16,LAC,SF,1,1,100,40,5,5,0.00,2014
12,Shaun Suisham,K,16,PIT,KC,2,2,100,23,2,2,0.00,2014
13,Matt Prater,K,16,DET,CHI,2,3,67,39,2,2,0.00,2014
14,Mason Crosby,K,16,GB,TB,2,3,67,42,2,2,0.00,2014
15,Dan Carpenter,K,16,BUF,OAK,1,1,100,54,3,3,0.00,2014
16,Ryan Succop,K,16,TEN,JAX,2,2,100,50,1,1,0.00,2014
17,Garrett Hartley,K,16,CLE,CAR,2,2,100,43,1,1,0.00,2014
18,Cody Parkey,K,16,PHI,WAS,1,3,33,22,3,3,0.00,2014
19,Dan Bailey,K,16,DAL,IND,0,1,0,0,6,6,0.00,2014
20,Chandler Catanzaro,K,16,ARI,SEA,2,2,100,32,0,0,0.00,2014
21,Phil Dawson,K,16,SF,LAC,0,1,0,0,5,5,0.00,2014
22,Graham Gano,K,16,CAR,CLE,1,2,50,23,2,2,0.00,2014
23,Caleb Sturgis,K,16,MIA,MIN,0,1,0,0,5,5,0.00,2014
24,Stephen Gostkowski,K,16,NE,NYJ,1,1,100,24,2,2,0.00,2014
25,Steven Hauschka,K,16,SEA,ARI,0,3,0,0,5,5,0.00,2014
26,Connor Barth,K,16,DEN,CIN,0,1,0,0,4,4,0.00,2014
27,Josh Scobee,K,16,JAX,TEN,0,0,0,0,3,3,0.00,2014
28,Patrick Murray,K,16,TB,GB,1,1,100,43,0,0,0.00,2014
29,Shayne Graham,K,16,NO,ATL,0,0,0,0,2,2,0.00,2014
30,Jay Feely,K,16,CHI,DET,0,0,0,0,2,2,0.00,2014
31,Justin Tucker,K,16,BAL,HOU,0,0,0,0,1,1,0.00,2014
32,Adam Vinatieri,K,16,IND,DAL,0,0,0,0,1,1,0.00,2014
33,Jordan Gay,K,16,BUF,OAK,0,0,0,0,0,0,0.00,2014
34,Brandon McManus,K,16,DEN,CIN,0,0,0,0,0,0,0.00,2014
