Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Atlanta Falcons,DST,16,ATL,NO,6,5,6,2,2,0,1,0,14,20.00,2014
2,Cincinnati Bengals,DST,16,CIN,DEN,6,2,8,4,0,0,1,0,28,16.00,2014
3,Green Bay Packers,DST,16,GB,TB,7,7,12,1,0,0,0,0,3,16.00,2014
4,Los Angeles Chargers,DST,16,LAC,SF,3,2,3,0,3,0,1,0,35,13.00,2014
5,Seattle Seahawks,DST,16,SEA,ARI,5,4,12,1,0,0,0,0,6,13.00,2014
6,San Francisco 49ers,DST,16,SF,LAC,4,2,8,3,0,0,1,0,38,13.00,2014
7,Chicago Bears,DST,16,CHI,DET,7,4,7,2,1,0,0,0,20,13.00,2014
8,Dallas Cowboys,DST,16,DAL,IND,7,2,6,2,1,0,0,0,7,12.00,2014
9,Houston Texans,DST,16,HOU,BAL,6,2,10,3,0,0,0,0,13,12.00,2014
10,Pittsburgh Steelers,DST,16,PIT,KC,7,6,8,0,1,0,0,0,12,12.00,2014
11,Carolina Panthers,DST,16,CAR,CLE,7,3,4,1,0,0,0,0,13,9.00,2014
12,Denver Broncos,DST,16,DEN,CIN,4,0,2,1,1,0,1,0,37,9.00,2014
13,Jacksonville Jaguars,DST,16,JAX,TEN,5,4,5,0,0,0,0,0,13,8.00,2014
14,New York Giants,DST,16,NYG,LAR,3,2,5,1,2,0,0,0,27,8.00,2014
15,New York Jets,DST,16,NYJ,NE,2,4,11,1,0,0,0,0,17,7.00,2014
16,Washington Redskins,DST,16,WAS,PHI,4,3,4,1,1,0,0,0,24,7.00,2014
17,New England Patriots,DST,16,NE,NYJ,3,2,5,1,0,0,0,0,16,7.00,2014
18,Cleveland Browns,DST,16,CLE,CAR,3,1,0,1,1,0,0,0,17,6.00,2014
19,Oakland Raiders,DST,16,OAK,BUF,5,2,6,2,0,0,0,0,24,6.00,2014
20,Philadelphia Eagles,DST,16,PHI,WAS,4,2,7,1,1,0,0,0,27,6.00,2014
21,Miami Dolphins,DST,16,MIA,MIN,6,4,6,1,0,1,0,0,35,6.00,2014
22,Detroit Lions,DST,16,DET,CHI,7,2,6,1,0,0,0,0,14,5.00,2014
23,Tampa Bay Buccaneers,DST,16,TB,GB,4,1,2,0,1,0,0,0,20,4.00,2014
24,Tennessee Titans,DST,16,TEN,JAX,4,4,3,0,0,0,0,0,21,4.00,2014
25,Baltimore Ravens,DST,16,BAL,HOU,5,0,6,1,0,0,0,0,25,2.00,2014
26,Kansas City Chiefs,DST,16,KC,PIT,1,1,3,0,0,0,0,0,20,2.00,2014
27,Buffalo Bills,DST,16,BUF,OAK,9,1,5,0,0,0,0,0,26,1.00,2014
28,Minnesota Vikings,DST,16,MIN,MIA,2,1,10,1,1,0,0,0,37,1.00,2014
29,New Orleans Saints,DST,16,NO,ATL,3,0,2,0,0,0,0,0,30,0.00,2014
30,Indianapolis Colts,DST,16,IND,DAL,10,1,1,0,1,0,0,0,42,-1.00,2014
31,Los Angeles Rams,DST,16,LAR,NYG,3,1,3,0,0,0,0,0,37,-1.00,2014
32,Arizona Cardinals,DST,16,ARI,SEA,6,1,4,0,0,0,0,0,35,-3.00,2014
