,Player,Position,Team,Opponent,Points,PlayerID
0,Colin Kaepernick,QB,SF,LAC,31.66,00-0027974
1,Eli Manning,QB,NYG,LAR,30.34,00-0022803
2,Philip Rivers,QB,LAC,SF,30.24,00-0022942
3,Tony Romo,QB,DAL,IND,27.52,00-0021678
4,Mark Sanchez,QB,PHI,WAS,26.16,00-0026898
5,Kyle Orton,QB,BUF,OAK,26.16,00-0023541
6,Cam Newton,QB,CAR,CLE,23.34,00-0027939
7,Matt Ryan,QB,ATL,NO,20.58,00-0026143
8,Peyton Manning,QB,DEN,CIN,19.44,00-0010346
9,Aaron Rodgers,QB,GB,TB,18.72,00-0023459
10,Teddy Bridgewater,QB,MIN,MIA,18.66,00-0031237
11,Shaun Hill,QB,LA,NYG,18.6,00-0020679
12,Drew Brees,QB,NO,ATL,17.32,00-0020531
13,Alex Smith,QB,KC,PIT,16.84,00-0023436
14,Charlie Whitehurst,QB,TEN,JAX,16.68,00-0024296
15,Derek Carr,QB,OAK,BUF,16.56,00-0031280
16,Andy Dalton,QB,CIN,DEN,15.34,00-0027973
17,Jimmy Clausen,QB,CHI,DET,15.14,00-0027659
18,Blake Bortles,QB,JAX,TEN,13.6,00-0031407
19,Joe Flacco,QB,BAL,HOU,13.3,00-0026158
20,Ben Roethlisberger,QB,PIT,KC,12.4,00-0022924
21,Geno Smith,QB,NYJ,NE,12.3,00-0030565
22,Tom Brady,QB,NE,NYJ,11.28,00-0019596
23,Brian Hoyer,QB,CLE,CAR,10.26,00-0026625
24,Robert Griffin III,QB,WAS,PHI,8.9,00-0029532
25,Case Keenum,QB,HOU,BAL,8.3,00-0028986
26,Matt Hasselbeck,QB,IND,DAL,8.04,00-0007091
27,Matthew Stafford,QB,DET,CHI,7.92,00-0026498
28,Ryan Lindley,QB,ARI,SEA,7.64,00-0029531
29,Brandon Weeden,QB,DAL,IND,5.72,00-0029677
30,Josh McCown,QB,TB,GB,4.88,00-0021206
31,Andrew Luck,QB,IND,DAL,2.36,00-0029668
32,Johnny Manziel,QB,CLE,CAR,1.58,00-0031409
33,Tarvaris Jackson,QB,SEA,ARI,0.0,00-0024279
