Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Russell Wilson,QB,16,SEA,ARI,20,31,65,339,11,2,0,123,6,88,15,1,39.36,2014
2,Ryan Tannehill,QB,16,MIA,MIN,35,47,75,396,8,4,1,119,6,-5,-1,0,33.34,2014
3,Colin Kaepernick,QB,16,SF,LAC,15,24,63,114,5,1,0,88,7,151,22,1,31.66,2014
4,Eli Manning,QB,16,NYG,LAR,25,32,78,391,12,3,0,149,3,-3,-1,0,30.34,2014
5,Philip Rivers,QB,16,LAC,SF,33,54,61,356,7,4,3,82,0,0,0,0,30.24,2014
6,Tony Romo,QB,16,DAL,IND,18,20,90,218,11,4,0,152,3,28,9,0,27.52,2014
7,Mark Sanchez,QB,16,PHI,WAS,37,50,74,374,8,2,1,100,5,22,4,0,26.16,2014
8,Kyle Orton,QB,16,BUF,OAK,32,49,65,329,7,3,2,88,0,0,0,0,26.16,2014
9,Cam Newton,QB,16,CAR,CLE,18,31,58,201,7,1,1,75,12,63,5,1,23.34,2014
10,Matt Ryan,QB,16,ATL,NO,30,40,75,322,8,1,0,106,2,7,4,0,20.58,2014
11,Peyton Manning,QB,16,DEN,CIN,28,44,64,311,7,2,4,62,0,0,0,0,19.44,2014
12,Aaron Rodgers,QB,16,GB,TB,31,40,78,318,8,1,0,108,0,0,0,0,18.72,2014
13,Teddy Bridgewater,QB,16,MIN,MIA,19,26,73,259,10,2,1,114,5,13,3,0,18.66,2014
14,Shaun Hill,QB,16,LAR,NYG,24,32,75,290,9,2,1,110,1,0,0,0,18.60,2014
15,Drew Brees,QB,16,NO,ATL,30,47,64,313,7,1,2,72,2,8,4,0,17.32,2014
16,Alex Smith,QB,16,KC,PIT,31,45,69,311,7,0,0,88,2,14,7,0,16.84,2014
17,Charlie Whitehurst,QB,16,TEN,JAX,24,35,69,287,8,1,0,103,3,12,4,0,16.68,2014
18,Derek Carr,QB,16,OAK,BUF,17,34,50,214,6,2,0,90,4,0,0,0,16.56,2014
19,Andy Dalton,QB,16,CIN,DEN,17,26,65,146,6,2,1,90,6,25,4,0,15.34,2014
20,Jimmy Clausen,QB,16,CHI,DET,23,39,59,181,5,2,1,77,3,9,3,0,15.14,2014
21,Blake Bortles,QB,16,JAX,TEN,13,26,50,115,4,1,0,75,5,50,10,0,13.60,2014
22,Joe Flacco,QB,16,BAL,HOU,21,50,42,195,4,2,3,42,1,5,5,0,13.30,2014
23,Ben Roethlisberger,QB,16,PIT,KC,18,25,72,220,9,1,0,112,4,-4,-1,0,12.40,2014
24,Geno Smith,QB,16,NYJ,NE,17,27,63,210,8,1,1,84,3,9,3,0,12.30,2014
25,Tom Brady,QB,16,NE,NYJ,23,35,66,182,5,1,1,76,7,10,1,0,11.28,2014
26,Brian Hoyer,QB,16,CLE,CAR,7,13,54,134,10,1,1,83,2,19,10,0,10.26,2014
27,Robert Griffin III,QB,16,WAS,PHI,16,23,70,220,10,0,1,82,5,11,2,0,8.90,2014
28,Case Keenum,QB,16,HOU,BAL,20,42,48,185,4,0,1,50,4,19,5,0,8.30,2014
29,Matt Hasselbeck,QB,16,IND,DAL,15,21,71,126,6,1,0,102,0,0,0,0,8.04,2014
30,Matthew Stafford,QB,16,DET,CHI,22,39,56,243,6,0,2,54,4,2,1,0,7.92,2014
31,Ryan Lindley,QB,16,ARI,SEA,18,44,41,216,5,0,1,47,0,0,0,0,7.64,2014
32,Brandon Weeden,QB,16,DAL,IND,1,1,100,43,43,1,0,158,0,0,0,0,5.72,2014
33,Josh McCown,QB,16,TB,GB,12,26,46,147,6,0,1,48,0,0,0,0,4.88,2014
34,Andrew Luck,QB,16,IND,DAL,15,22,68,109,5,0,2,42,0,0,0,0,2.36,2014
35,Johnny Manziel,QB,16,CLE,CAR,3,8,38,32,4,0,0,50,2,3,2,0,1.58,2014
36,Luke McCown,QB,16,NO,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
37,Joe Webb,QB,16,CAR,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
38,Matt Schaub,QB,16,OAK,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014
39,Tarvaris Jackson,QB,16,SEA,ARI,1,1,100,0,0,0,0,79,0,0,0,0,0.00,2014
40,Matt Flynn,QB,16,GB,TB,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2014
