Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,11,NE,IND,7,7,100,137,2,36,20,20,0,0,0,0,0,35.70,2012
2,Garrett Graham,TE,11,HOU,JAX,9,8,89,82,2,30,9,10,0,0,0,0,0,28.20,2012
3,Benjamin Watson,TE,11,CLE,DAL,8,4,50,47,2,17,6,12,0,0,0,0,0,20.70,2012
4,Vernon Davis,TE,11,SF,CHI,8,6,75,83,1,32,10,14,0,0,0,0,0,20.30,2012
5,Marcedes Lewis,TE,11,JAX,HOU,4,3,75,40,2,26,10,13,0,0,0,0,0,19.00,2012
6,Dallas Clark,TE,11,TB,CAR,11,7,64,58,1,15,5,8,0,0,0,0,0,18.80,2012
7,Brandon Myers,TE,11,OAK,NO,10,6,60,55,1,27,6,9,0,0,0,0,0,17.50,2012
8,Jermichael Finley,TE,11,GB,DET,3,3,100,66,1,40,22,22,0,0,0,0,0,15.60,2012
9,Jimmy Graham,TE,11,NO,OAK,6,6,100,29,1,10,5,5,0,0,0,1,0,14.90,2012
10,Jermaine Gresham,TE,11,CIN,KC,8,6,75,69,0,18,9,12,0,0,0,1,0,12.90,2012
11,Dwayne Allen,TE,11,IND,NE,11,6,55,69,0,19,6,12,0,0,0,0,0,12.90,2012
12,Jason Witten,TE,11,DAL,CLE,8,7,88,51,0,10,6,7,0,0,0,0,0,12.10,2012
13,Owen Daniels,TE,11,HOU,JAX,9,6,67,57,0,18,6,10,0,0,0,0,0,11.70,2012
14,Tony Moeaki,TE,11,KC,CIN,6,4,67,73,0,22,12,18,0,0,0,0,0,11.30,2012
15,James Casey,TE,11,HOU,JAX,3,3,100,20,1,11,7,7,0,0,0,0,0,11.00,2012
16,Jacob Tamme,TE,11,DEN,LAC,5,4,80,53,0,30,11,13,0,0,0,0,0,9.30,2012
17,Brent Celek,TE,11,PHI,WAS,8,5,63,42,0,22,5,8,0,0,0,0,0,9.20,2012
18,Logan Paulsen,TE,11,WAS,PHI,1,1,100,17,1,17,17,17,0,0,0,0,0,8.70,2012
19,Nate Byham,TE,11,TB,CAR,1,1,100,3,1,3,3,3,0,0,0,0,0,7.30,2012
20,Joel Dreessen,TE,11,DEN,LAC,6,4,67,28,0,11,5,7,0,0,0,0,0,6.80,2012
21,Tony Gonzalez,TE,11,ATL,ARI,8,3,38,33,0,12,4,11,0,0,0,0,0,6.30,2012
22,Greg Olsen,TE,11,CAR,TB,6,2,33,42,0,32,7,21,0,0,0,0,0,6.20,2012
23,Brandon Pettigrew,TE,11,DET,GB,7,4,57,22,0,12,3,6,0,0,0,0,0,6.20,2012
24,Ladarius Green,TE,11,LAC,DEN,3,3,100,25,0,12,8,8,0,0,0,0,0,5.50,2012
25,Scott Chandler,TE,11,BUF,MIA,4,2,50,30,0,22,8,15,0,0,0,1,0,5.00,2012
26,Tony Scheffler,TE,11,DET,GB,10,2,20,22,0,16,2,11,0,0,0,0,0,4.20,2012
27,Heath Miller,TE,11,PIT,BAL,5,2,40,22,0,16,4,11,0,0,0,0,0,4.20,2012
28,Kellen Davis,TE,11,CHI,SF,2,2,100,20,0,11,10,10,0,0,0,0,0,4.00,2012
29,Antonio Gates,TE,11,LAC,DEN,4,2,50,17,0,13,4,9,0,0,0,0,0,3.70,2012
30,Dustin Keller,TE,11,NYJ,LAR,2,2,100,16,0,10,8,8,0,0,0,0,0,3.60,2012
31,Lance Kendricks,TE,11,LAR,NYJ,2,2,100,14,0,7,7,7,0,0,0,1,0,3.40,2012
32,Konrad Reuland,TE,11,NYJ,LAR,1,1,100,18,0,18,18,18,0,0,0,0,0,2.80,2012
33,Ed Dickson,TE,11,BAL,PIT,2,2,100,8,0,6,4,4,0,0,0,0,0,2.80,2012
34,Will Heller,TE,11,DET,GB,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2012
35,Mike McNeill,TE,11,LAR,NYJ,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2012
36,Delanie Walker,TE,11,SF,CHI,3,1,33,9,0,9,3,9,0,0,0,0,0,1.90,2012
37,Anthony Fasano,TE,11,MIA,BUF,2,1,50,8,0,8,4,8,0,0,0,0,0,1.80,2012
38,Jeff Cumberland,TE,11,NYJ,LAR,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2012
39,David Paulson,TE,11,PIT,BAL,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2012
40,Dennis Pitta,TE,11,BAL,PIT,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2012
41,Dorin Dickerson,TE,11,BUF,MIA,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2012
42,Alex Smith,TE,11,CLE,DAL,1,1,100,2,0,2,2,2,0,0,0,0,0,1.20,2012
43,Clay Harbor,TE,11,PHI,WAS,6,1,17,-1,0,-1,0,-1,0,0,0,0,0,0.90,2012
44,Lee Smith,TE,11,BUF,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
45,Charles Clay,TE,11,MIA,BUF,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
46,Michael Palmer,TE,11,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
47,Chase Coffman,TE,11,ATL,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
48,Rob Housler,TE,11,ARI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
49,Jeff King,TE,11,ARI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
50,Jim Dray,TE,11,ARI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
