Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Marcel Reece,FB,11,OAK,NO,19,103,5,0,5,4,90,0,0,0,26.30,2012
2,LaRod Stephens-Howling,RB,11,ARI,ATL,22,127,6,1,4,2,6,0,0,0,24.30,2012
3,Doug Martin,RB,11,TB,CAR,24,138,6,0,5,4,23,0,1,1,22.10,2012
4,BenJarvus Green-Ellis,RB,11,CIN,KC,25,101,4,1,1,1,7,0,0,0,20.80,2012
5,Trent Richardson,RB,11,CLE,DAL,28,95,3,0,8,6,49,0,1,0,20.40,2012
6,Bilal Powell,RB,11,NYJ,LAR,11,42,4,2,2,2,18,0,0,0,20.00,2012
7,LeSean McCoy,RB,11,PHI,WAS,15,45,3,0,7,6,67,0,1,1,16.20,2012
8,CJ Spiller,RB,11,BUF,MIA,22,91,4,0,4,3,39,0,0,0,16.00,2012
9,Jamaal Charles,RB,11,KC,CIN,17,87,5,0,6,4,31,0,0,0,15.80,2012
10,Mikel Leshoure,RB,11,DET,GB,19,84,4,1,1,1,-2,0,0,0,15.20,2012
11,Jonathan Stewart,RB,11,CAR,TB,15,43,3,1,1,1,30,0,0,0,14.30,2012
12,Ray Rice,RB,11,BAL,PIT,20,40,2,0,5,5,53,0,1,0,14.30,2012
13,Mark Ingram,RB,11,NO,OAK,12,67,6,1,1,1,1,0,0,0,13.80,2012
14,Felix Jones,RB,11,DAL,CLE,14,43,3,1,3,2,12,0,0,0,13.50,2012
15,Arian Foster,RB,11,HOU,JAX,28,90,3,0,3,3,15,0,1,1,12.50,2012
16,Ryan Mathews,RB,11,LAC,DEN,15,47,3,0,6,4,36,0,0,0,12.30,2012
17,Shane Vereen,RB,11,NE,IND,11,40,4,1,3,1,11,0,0,0,12.10,2012
18,Jalen Parmele,RB,11,JAX,HOU,24,80,3,0,3,3,3,0,0,0,11.30,2012
19,Jonathan Dwyer,RB,11,PIT,BAL,12,55,5,0,3,3,26,0,0,0,11.10,2012
20,Michael Turner,RB,11,ATL,ARI,15,46,3,1,2,0,0,0,0,0,10.60,2012
21,Steven Jackson,RB,11,LAR,NYJ,13,81,6,0,4,2,5,0,0,0,10.60,2012
22,Jacquizz Rodgers,RB,11,ATL,ARI,5,16,3,0,6,5,35,0,0,0,10.10,2012
23,Kendall Hunter,RB,11,SF,CHI,5,27,5,1,1,1,3,0,0,0,10.00,2012
24,Matt Forte,RB,11,CHI,SF,21,63,3,0,4,3,4,0,0,0,9.70,2012
25,Alfred Morris,RB,11,WAS,PHI,20,76,4,0,1,1,7,0,1,0,9.30,2012
26,James Starks,RB,11,GB,DET,25,74,3,0,1,1,6,0,0,0,9.00,2012
27,Vick Ballard,RB,11,IND,NE,16,72,5,0,1,1,7,0,1,0,8.90,2012
28,Stevan Ridley,RB,11,NE,IND,13,28,2,1,0,0,0,0,0,0,8.80,2012
29,Pierre Thomas,RB,11,NO,OAK,5,30,6,0,4,3,28,0,0,0,8.80,2012
30,Willis McGahee,RB,11,DEN,LAC,7,55,8,0,2,1,18,0,0,0,8.30,2012
31,Delone Carter,RB,11,IND,NE,2,21,11,1,0,0,0,0,0,0,8.10,2012
32,Rashard Mendenhall,RB,11,PIT,BAL,11,33,3,0,4,3,17,0,0,0,8.00,2012
33,Ronnie Hillman,RB,11,DEN,LAC,12,43,4,0,2,2,16,0,0,0,7.90,2012
34,Frank Gore,RB,11,SF,CHI,17,78,5,0,0,0,0,0,0,0,7.80,2012
35,Darrel Young,FB,11,WAS,PHI,0,0,0,0,1,1,6,1,0,0,7.60,2012
36,Lance Ball,RB,11,DEN,LAC,6,35,6,0,3,3,21,0,1,1,7.60,2012
37,Cedric Peerman,RB,11,CIN,KC,8,75,9,0,0,0,0,0,0,0,7.50,2012
38,Justin Forsett,RB,11,HOU,JAX,7,59,8,0,2,1,6,0,0,0,7.50,2012
39,Dexter McCluster,RB,11,KC,CIN,0,0,0,0,3,3,37,0,0,0,6.70,2012
40,Shonn Greene,RB,11,NYJ,LAR,18,64,4,0,0,0,0,0,0,0,6.40,2012
41,Marcus Thigpen,RB,11,MIA,BUF,0,0,0,0,0,0,0,0,0,0,6.00,2012
42,Reggie Bush,RB,11,MIA,BUF,10,20,2,0,3,2,15,0,0,0,5.50,2012
43,DJ Ware,RB,11,TB,CAR,1,2,2,0,3,3,23,0,0,0,5.50,2012
44,Travaris Cadet,RB,11,NO,OAK,0,0,0,0,3,2,25,0,0,0,4.50,2012
45,Daryl Richardson,RB,11,LAR,NYJ,6,26,4,0,3,1,18,0,1,1,4.40,2012
46,Jason Snelling,RB,11,ATL,ARI,1,-1,-1,0,3,3,25,0,1,1,4.40,2012
47,Donald Brown,RB,11,IND,NE,4,17,4,0,2,2,6,0,0,0,4.30,2012
48,Joe McKnight,RB,11,NYJ,LAR,4,14,4,0,2,1,18,0,0,0,4.20,2012
49,Jed Collins,FB,11,NO,OAK,0,0,0,0,2,2,21,0,0,0,4.10,2012
50,Jeremy Stewart,RB,11,OAK,NO,2,7,4,0,1,1,23,0,0,0,4.00,2012
