Player,Position,Team,Opponent,Points
Robert Griffin III,QB,WAS,PHI,32.40
Tom Brady,QB,NE,IND,28.24
Josh Freeman,QB,TB,CAR,24.62
Andy Dalton,QB,CIN,KC,24.50
Peyton Manning,QB,DEN,LAC,21.80
Carson Palmer,QB,OAK,NO,21.68
Drew Brees,QB,NO,OAK,20.76
Andrew Luck,QB,IND,NE,20.76
Tony Romo,QB,DAL,CLE,19.52
Colin Kaepernick,QB,SF,CHI,18.72
Cam Newton,QB,CAR,TB,18.08
Aaron Rodgers,QB,GB,DET,16.74
Byron Leftwich,QB,PIT,BAL,16.06
Brandon Weeden,QB,CLE,DAL,15.40
Philip Rivers,QB,LAC,DEN,15.32
Sam Bradford,QB,LAR,NYJ,13.50
Matthew Stafford,QB,DET,GB,12.84
Mark Sanchez,QB,NYJ,LAR,10.92
Matt Ryan,QB,ATL,ARI,9.74
Ryan Tannehill,QB,MIA,BUF,8.34
Ryan Fitzpatrick,QB,BUF,MIA,8.22
Jason Campbell,QB,CHI,SF,7.58
Joe Flacco,QB,BAL,PIT,6.46
Nick Foles,QB,PHI,WAS,6.16
Brady Quinn,QB,KC,CIN,4.50
Matt Cassel,QB,KC,CIN,3.72
Chase Daniel,QB,NO,OAK,2.10
Ryan Lindley,QB,ARI,ATL,1.56
John Skelton,QB,ARI,ATL,0.24
Ryan Mallett,QB,NE,IND,0.00
Alex Smith,QB,SF,CHI,0.00
Blaine Gabbert,QB,JAX,HOU,-0.04
Tim Tebow,QB,NYJ,LAR,-0.54
Dez Bryant,WR,DAL,CLE,35.50
TY Hilton,WR,IND,NE,31.00
Danario Alexander,WR,LAC,DEN,28.60
Julian Edelman,WR,NE,IND,27.50
Calvin Johnson,WR,DET,GB,27.30
Randall Cobb,WR,GB,DET,24.30
Vincent Jackson,WR,TB,CAR,23.40
Roddy White,WR,ATL,ARI,23.30
AJ Green,WR,CIN,KC,21.10
Brandon LaFell,WR,CAR,TB,20.30
Lance Moore,WR,NO,OAK,19.30
Cecil Shorts,WR,JAX,HOU,17.10
Davone Bess,WR,MIA,BUF,17.00
Brandon Gibson,WR,LAR,NYJ,15.90
Anquan Boldin,WR,BAL,PIT,15.90
Brandon Stokley,WR,DEN,LAC,15.50
Wes Welker,WR,NE,IND,15.00
Chaz Schilens,WR,NYJ,LAR,14.80
Reggie Wayne,WR,IND,NE,14.20
Steve Johnson,WR,BUF,MIA,13.90
Demaryius Thomas,WR,DEN,LAC,13.20
Santana Moss,WR,WAS,PHI,13.10
Michael Crabtree,WR,SF,CHI,12.10
Aldrick Robinson,WR,WAS,PHI,11.90
Miles Austin,WR,DAL,CLE,11.80
Kevin Walter,WR,HOU,JAX,11.40
Juron Criner,WR,OAK,NO,11.30
Emmanuel Sanders,WR,PIT,BAL,11.20
Riley Cooper,WR,PHI,WAS,11.10
Steve Smith,WR,CAR,TB,11.10
Danny Amendola,WR,LAR,NYJ,11.10
Marques Colston,WR,NO,OAK,10.90
Darrius Heyward-Bey,WR,OAK,NO,10.90
Malcom Floyd,WR,LAC,DEN,10.70
Eric Decker,WR,DEN,LAC,10.30
Josh Gordon,WR,CLE,DAL,10.30
Mohamed Sanu,WR,CIN,KC,10.20
Brandon Marshall,WR,CHI,SF,10.10
Harry Douglas,WR,ATL,ARI,9.80
Brandon Lloyd,WR,NE,IND,8.50
Greg Little,WR,CLE,DAL,8.30
Jacoby Jones,WR,BAL,PIT,8.10
Kyle Williams,WR,SF,CHI,8.00
Keshawn Martin,WR,HOU,JAX,7.90
Brian Hartline,WR,MIA,BUF,7.90
Early Doucet,WR,ARI,ATL,7.80
Jordy Nelson,WR,GB,DET,7.50
Jeremy Kerley,WR,NYJ,LAR,7.20
Benjamin Watson,TE,CLE,DAL,20.70
Vernon Davis,TE,SF,CHI,20.30
Marcedes Lewis,TE,JAX,HOU,19.00
Dallas Clark,TE,TB,CAR,18.80
Brandon Myers,TE,OAK,NO,17.50
Jermichael Finley,TE,GB,DET,15.60
Jimmy Graham,TE,NO,OAK,14.90
Jermaine Gresham,TE,CIN,KC,12.90
Dwayne Allen,TE,IND,NE,12.90
Jason Witten,TE,DAL,CLE,12.10
Owen Daniels,TE,HOU,JAX,11.70
Tony Moeaki,TE,KC,CIN,11.30
James Casey,TE,HOU,JAX,11.00
Jacob Tamme,TE,DEN,LAC,9.30
Brent Celek,TE,PHI,WAS,9.20
Logan Paulsen,TE,WAS,PHI,8.70
Nate Byham,TE,TB,CAR,7.30
Joel Dreessen,TE,DEN,LAC,6.80
Tony Gonzalez,TE,ATL,ARI,6.30
Greg Olsen,TE,CAR,TB,6.20
Brandon Pettigrew,TE,DET,GB,6.20
Ladarius Green,TE,LAC,DEN,5.50
Scott Chandler,TE,BUF,MIA,5.00
Heath Miller,TE,PIT,BAL,4.20
Tony Scheffler,TE,DET,GB,4.20
Kellen Davis,TE,CHI,SF,4.00
Antonio Gates,TE,LAC,DEN,3.70
Dustin Keller,TE,NYJ,LAR,3.60
Lance Kendricks,TE,LAR,NYJ,3.40
Konrad Reuland,TE,NYJ,LAR,2.80
Ed Dickson,TE,BAL,PIT,2.80
Will Heller,TE,DET,GB,2.70
Mike McNeill,TE,LAR,NYJ,1.90
Delanie Walker,TE,SF,CHI,1.90
Anthony Fasano,TE,MIA,BUF,1.80
Jeff Cumberland,TE,NYJ,LAR,1.70
David Paulson,TE,PIT,BAL,1.60
Dennis Pitta,TE,BAL,PIT,1.50
Dorin Dickerson,TE,BUF,MIA,1.40
Alex Smith,TE,CLE,DAL,1.20
Clay Harbor,TE,PHI,WAS,0.90
Charles Clay,TE,MIA,BUF,0.00
David Ausberry,TE,OAK,NO,0.00
Lee Smith,TE,BUF,MIA,0.00
Jordan Cameron,TE,CLE,DAL,0.00
Steve Maneri,TE,KC,CIN,0.00
Kyle Miller,TE,IND,NE,0.00
Billy Bajema,TE,BAL,PIT,0.00
Doug Martin,RB,TB,CAR,22.10
BenJarvus Green-Ellis,RB,CIN,KC,20.80
Trent Richardson,RB,CLE,DAL,20.40
Bilal Powell,RB,NYJ,LAR,20.00
LeSean McCoy,RB,PHI,WAS,16.20
CJ Spiller,RB,BUF,MIA,16.00
Jamaal Charles,RB,KC,CIN,15.80
Mikel Leshoure,RB,DET,GB,15.20
Jonathan Stewart,RB,CAR,TB,14.30
Ray Rice,RB,BAL,PIT,14.30
Mark Ingram,RB,NO,OAK,13.80
Felix Jones,RB,DAL,CLE,13.50
Arian Foster,RB,HOU,JAX,12.50
Ryan Mathews,RB,LAC,DEN,12.30
Shane Vereen,RB,NE,IND,12.10
Jalen Parmele,RB,JAX,HOU,11.30
Jonathan Dwyer,RB,PIT,BAL,11.10
Michael Turner,RB,ATL,ARI,10.60
Steven Jackson,RB,LAR,NYJ,10.60
Jacquizz Rodgers,RB,ATL,ARI,10.10
Kendall Hunter,RB,SF,CHI,10.00
Matt Forte,RB,CHI,SF,9.70
Alfred Morris,RB,WAS,PHI,9.30
James Starks,RB,GB,DET,9.00
Vick Ballard,RB,IND,NE,8.90
Stevan Ridley,RB,NE,IND,8.80
Pierre Thomas,RB,NO,OAK,8.80
Willis McGahee,RB,DEN,LAC,8.30
Delone Carter,RB,IND,NE,8.10
Rashard Mendenhall,RB,PIT,BAL,8.00
Ronnie Hillman,RB,DEN,LAC,7.90
Frank Gore,RB,SF,CHI,7.80
Darrel Young,FB,WAS,PHI,7.60
Lance Ball,RB,DEN,LAC,7.60
Cedric Peerman,RB,CIN,KC,7.50
Justin Forsett,RB,HOU,JAX,7.50
Dexter McCluster,RB,KC,CIN,6.70
Shonn Greene,RB,NYJ,LAR,6.40
Marcus Thigpen,RB,MIA,BUF,6.00
Reggie Bush,RB,MIA,BUF,5.50
DJ Ware,RB,TB,CAR,5.50
Travaris Cadet,RB,NO,OAK,4.50
Daryl Richardson,RB,LAR,NYJ,4.40
Jason Snelling,RB,ATL,ARI,4.40
Donald Brown,RB,IND,NE,4.30
Joe McKnight,RB,NYJ,LAR,4.20
Jed Collins,FB,NO,OAK,4.10
Jeremy Stewart,RB,OAK,NO,4.00
