Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Tom Brady,QB,3,NE,HOU,25,35,71,378,11,5,0,146,1,6,6,0,39.72,2017
2,Russell Wilson,QB,3,SEA,TEN,29,49,59,373,8,4,0,110,7,26,4,0,36.52,2017
3,Case Keenum,QB,3,MIN,TB,25,33,76,369,11,3,0,142,6,18,3,0,31.56,2017
4,Brian Hoyer,QB,3,SF,LAR,23,37,62,332,9,2,1,98,1,9,9,1,30.18,2017
5,Kirk Cousins,QB,3,WAS,OAK,25,30,83,365,12,3,0,151,1,2,2,0,29.80,2017
6,Aaron Rodgers,QB,3,GB,CIN,28,42,67,313,8,3,1,103,4,23,6,0,28.82,2017
7,Jacoby Brissett,QB,3,IND,CLE,17,24,71,259,11,1,0,120,5,14,3,2,27.76,2017
8,Eli Manning,QB,3,NYG,PHI,35,47,75,366,8,3,2,100,0,0,0,0,27.64,2017
9,Blake Bortles,QB,3,JAX,BAL,20,31,65,244,8,4,0,128,3,18,6,0,27.56,2017
10,Deshaun Watson,QB,3,HOU,NE,22,33,67,301,9,2,2,91,8,41,5,0,25.14,2017
11,Deshone Kizer,QB,3,CLE,IND,22,47,47,242,5,2,3,50,7,44,6,1,25.08,2017
12,Carson Palmer,QB,3,ARI,DAL,29,48,60,325,7,2,0,95,3,7,2,0,24.70,2017
13,Jared Goff,QB,3,LAR,SF,22,28,79,292,10,3,0,146,1,-1,-1,0,23.58,2017
14,Dak Prescott,QB,3,DAL,ARI,13,18,72,183,10,2,0,142,3,16,5,1,22.92,2017
15,Jameis Winston,QB,3,TB,MIN,28,40,70,328,8,2,3,80,1,4,4,0,21.52,2017
16,Drew Brees,QB,3,NO,CAR,22,29,76,220,8,3,0,131,0,0,0,0,20.80,2017
17,Marcus Mariota,QB,3,TEN,SEA,20,32,63,225,7,2,0,104,7,27,4,0,19.70,2017
18,Tyrod Taylor,QB,3,BUF,DEN,20,26,77,213,8,2,0,126,8,13,2,0,17.82,2017
19,Matt Ryan,QB,3,ATL,DET,24,35,69,294,8,2,3,78,1,-1,-1,0,16.66,2017
20,Matthew Stafford,QB,3,DET,ATL,25,45,56,264,6,1,0,80,2,19,10,0,16.46,2017
21,Andy Dalton,QB,3,CIN,GB,21,27,78,212,8,2,0,124,2,-2,-1,0,16.28,2017
22,Alex Smith,QB,3,KC,LAC,16,21,76,155,7,2,0,128,2,9,5,0,15.10,2017
23,Josh McCown,QB,3,NYJ,MIA,18,23,78,249,11,1,0,126,4,7,2,0,14.66,2017
24,Carson Wentz,QB,3,PHI,NYG,21,31,68,176,6,1,0,93,6,22,4,0,13.24,2017
25,Ben Roethlisberger,QB,3,PIT,CHI,22,39,56,235,6,1,0,83,1,6,6,0,13.00,2017
26,Jay Cutler,QB,3,MIA,NYJ,26,44,59,220,5,1,1,70,1,9,9,0,12.70,2017
27,Cam Newton,QB,3,CAR,NO,17,26,65,167,6,0,3,44,3,16,5,1,11.28,2017
28,Trevor Siemian,QB,3,DEN,BUF,24,40,60,259,7,0,2,58,3,12,4,0,9.56,2017
29,Mike Glennon,QB,3,CHI,PIT,15,22,68,101,5,1,1,74,3,4,1,0,7.44,2017
30,Derek Carr,QB,3,OAK,WAS,19,31,61,118,4,1,2,53,2,5,3,0,7.22,2017
31,Philip Rivers,QB,3,LAC,KC,20,40,50,237,6,0,3,37,0,0,0,0,6.48,2017
32,Ryan Mallett,QB,3,BAL,JAX,6,9,67,36,4,1,0,111,0,0,0,0,5.44,2017
33,Derek Anderson,QB,3,CAR,NO,2,7,29,17,2,0,0,40,0,0,0,0,0.68,2017
34,Joe Webb,QB,3,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
35,Connor Cook,QB,3,OAK,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2017
36,Chad Henne,QB,3,JAX,BAL,0,2,0,0,0,0,0,40,3,-3,-1,0,-0.30,2017
37,Joe Flacco,QB,3,BAL,JAX,8,18,44,28,2,0,2,12,0,0,0,0,-0.88,2017
