Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Stefon Diggs,WR,3,MIN,TB,11,8,73,173,2,59,16,22,0,0,0,0,0,40.30,2017
2,Larry Fitzgerald,WR,3,ARI,DAL,15,13,87,149,1,37,10,12,0,0,0,0,0,36.90,2017
3,Brandin Cooks,WR,3,NE,HOU,7,5,71,131,2,44,19,26,0,0,0,0,0,35.10,2017
4,Sammy Watkins,WR,3,LAR,SF,7,6,86,106,2,47,15,18,0,0,0,0,0,31.60,2017
5,TY Hilton,WR,3,IND,CLE,9,7,78,153,1,61,17,22,0,0,0,0,0,31.30,2017
6,AJ Green,WR,3,CIN,GB,13,10,77,111,1,20,9,11,0,0,0,0,0,30.10,2017
7,Antonio Brown,WR,3,PIT,CHI,14,10,71,110,1,23,8,11,0,0,0,0,0,30.00,2017
8,Doug Baldwin,WR,3,SEA,TEN,15,10,67,105,1,36,7,11,0,0,0,0,0,29.50,2017
9,Sterling Shepard,WR,3,NYG,PHI,10,7,70,133,1,77,13,19,0,0,0,0,0,29.30,2017
10,Odell Beckham Jr,WR,3,NYG,PHI,13,9,69,79,2,14,6,9,0,0,0,0,0,28.90,2017
11,Pierre Garcon,WR,3,SF,LAR,10,7,70,142,0,59,14,20,0,0,0,0,0,24.20,2017
12,Jordy Nelson,WR,3,GB,CIN,9,6,67,52,2,23,6,9,0,0,0,0,0,23.20,2017
13,Chris Hogan,WR,3,NE,HOU,6,4,67,68,2,47,11,17,0,0,0,0,0,22.80,2017
14,Michael Thomas,WR,3,NO,CAR,8,7,88,87,1,26,11,12,0,0,0,0,0,21.70,2017
15,Devante Parker,WR,3,MIA,NYJ,10,8,80,76,1,26,8,10,0,0,0,0,0,21.60,2017
16,Geronimo Allison,WR,3,GB,CIN,8,6,75,122,0,72,15,20,0,0,0,0,0,21.20,2017
17,Rishard Matthews,WR,3,TEN,SEA,10,6,60,87,1,55,9,15,0,0,0,0,0,20.70,2017
18,Tyreek Hill,WR,3,KC,LAC,8,5,63,77,1,30,10,15,3,13,0,0,0,20.00,2017
19,Robert Woods,WR,3,LAR,SF,7,6,86,108,0,31,15,18,0,0,0,0,0,19.80,2017
20,Travis Benjamin,WR,3,LAC,KC,8,5,63,105,0,44,13,21,1,9,0,0,0,19.40,2017
21,Taylor Gabriel,WR,3,ATL,DET,6,5,83,79,1,40,13,16,0,0,0,0,0,18.90,2017
22,Golden Tate,WR,3,DET,ATL,11,7,64,58,1,18,5,8,0,0,0,0,0,18.80,2017
23,Robby Anderson,WR,3,NYJ,MIA,6,3,50,95,1,69,16,32,0,0,0,0,0,18.50,2017
24,DeSean Jackson,WR,3,TB,MIN,7,4,57,84,1,32,12,21,0,0,0,0,0,18.40,2017
25,Brice Butler,WR,3,DAL,ARI,2,2,100,90,1,53,45,45,0,0,0,0,0,17.00,2017
26,Julio Jones,WR,3,ATL,DET,12,7,58,91,0,18,8,13,0,0,0,0,0,16.10,2017
27,Bruce Ellington,WR,3,HOU,NE,7,4,57,59,1,29,8,15,1,-1,0,0,0,15.80,2017
28,Demaryius Thomas,WR,3,DEN,BUF,9,6,67,98,0,29,11,16,0,0,0,0,0,15.80,2017
29,Adam Thielen,WR,3,MIN,TB,8,5,63,98,0,45,12,20,0,0,0,0,0,14.80,2017
30,DeAndre Hopkins,WR,3,HOU,NE,8,7,88,76,0,21,10,11,0,0,0,0,0,14.60,2017
31,Brandon Marshall,WR,3,NYG,PHI,11,8,73,66,0,18,6,8,0,0,0,0,0,14.60,2017
32,Emmanuel Sanders,WR,3,DEN,BUF,15,7,47,75,0,29,5,11,0,0,0,0,0,14.50,2017
33,Kenny Britt,WR,3,CLE,IND,10,3,30,54,1,38,5,18,0,0,0,0,0,14.40,2017
34,Ted Ginn,WR,3,NO,CAR,3,2,67,44,1,40,15,22,1,15,0,0,0,13.90,2017
35,Mike Evans,WR,3,TB,MIN,12,7,58,67,0,17,6,10,0,0,0,0,0,13.70,2017
36,Mohamed Sanu,WR,3,ATL,DET,6,4,67,28,1,12,5,7,0,0,0,0,0,12.80,2017
37,Adam Humphries,WR,3,TB,MIN,10,6,60,68,0,17,7,11,0,0,0,0,0,12.80,2017
38,Josh Doctson,WR,3,WAS,OAK,2,1,50,52,1,52,26,52,0,0,0,0,0,12.20,2017
39,Trent Taylor,WR,3,SF,LAR,4,3,75,32,1,18,8,11,0,0,0,0,0,12.20,2017
40,Keenan Allen,WR,3,LAC,KC,9,5,56,61,0,17,7,12,0,0,0,0,0,11.10,2017
41,Paul Richardson,WR,3,SEA,TEN,7,2,29,30,1,22,4,15,0,0,0,0,0,11.00,2017
42,Allen Hurns,WR,3,JAX,BAL,3,3,100,20,1,9,7,7,0,0,0,0,0,11.00,2017
43,Jarvis Landry,WR,3,MIA,NYJ,11,6,55,48,0,15,4,8,0,0,0,0,0,10.80,2017
44,Jaron Brown,WR,3,ARI,DAL,6,2,33,27,1,25,5,14,0,0,0,0,0,10.70,2017
45,Marqise Lee,WR,3,JAX,BAL,7,4,57,65,0,35,9,16,0,0,0,0,0,10.50,2017
46,Albert Wilson,WR,3,KC,LAC,4,3,75,18,1,11,5,6,1,-4,0,0,0,10.40,2017
47,Jamison Crowder,WR,3,WAS,OAK,6,6,100,52,0,30,9,9,0,0,0,1,1,10.20,2017
48,Devin Funchess,WR,3,CAR,NO,10,4,40,58,0,21,6,15,0,0,0,0,0,9.80,2017
49,Alshon Jeffery,WR,3,PHI,NYG,8,4,50,56,0,19,7,14,0,0,0,0,0,9.60,2017
50,Bennie Fowler,WR,3,DEN,BUF,7,4,57,55,0,20,8,14,0,0,0,0,0,9.50,2017
