,Player,Position,Team,Opponent,Points,PlayerID
0,Case Keenum,QB,MIN,TB,31.56,00-0028986
1,Brian Hoyer,QB,SF,LAR,30.18,00-0026625
2,Kirk Cousins,QB,WAS,OAK,29.8,00-0029604
3,Aaron Rodgers,QB,GB,CIN,28.82,00-0023459
4,Jacoby Brissett,QB,IND,CLE,27.76,00-0033119
5,Eli Manning,QB,NYG,PHI,27.64,00-0022803
6,Blake Bortles,QB,JAX,BAL,27.56,00-0031407
7,Deshaun Watson,QB,HOU,NE,25.14,00-0033537
8,Deshone Kizer,QB,CLE,IND,25.08,00-0033899
9,Carson Palmer,QB,ARI,DAL,24.7,00-0021429
10,Jared Goff,QB,LA,SF,23.58,00-0033106
11,Dak Prescott,QB,DAL,ARI,22.92,00-0033077
12,Jameis Winston,QB,TB,MIN,21.52,00-0031503
13,Drew Brees,QB,NO,CAR,20.8,00-0020531
14,Marcus Mariota,QB,TEN,SEA,19.7,00-0032268
15,Tyrod Taylor,QB,BUF,DEN,17.82,00-0028118
16,Matt Ryan,QB,ATL,DET,16.66,00-0026143
17,Matthew Stafford,QB,DET,ATL,16.46,00-0026498
18,Andy Dalton,QB,CIN,GB,16.28,00-0027973
19,Alex Smith,QB,KC,LAC,15.1,00-0023436
20,Josh McCown,QB,NYJ,MIA,14.66,00-0021206
21,Carson Wentz,QB,PHI,NYG,13.24,00-0032950
22,Ben Roethlisberger,QB,PIT,CHI,13.0,00-0022924
23,Jay Cutler,QB,MIA,NYJ,12.7,00-0024226
24,Cam Newton,QB,CAR,NO,11.28,00-0027939
25,Trevor Siemian,QB,DEN,BUF,9.56,00-0032156
26,Mike Glennon,QB,CHI,PIT,7.44,00-0030520
27,Derek Carr,QB,OAK,WAS,7.22,00-0031280
28,Philip Rivers,QB,LAC,KC,6.48,00-0022942
29,Ryan Mallett,QB,BAL,JAX,5.44,00-0028012
30,Derek Anderson,QB,CAR,NO,0.68,00-0023645
31,Joe Webb,QB,BUF,DEN,0.0,00-0027796
32,Connor Cook,QB,OAK,WAS,0.0,00-0032893
33,Chad Henne,QB,JAX,BAL,-0.3,00-0026197
34,Joe Flacco,QB,BAL,JAX,-0.88,00-0026158
35,Brandin Cooks,WR,NE,HOU,35.1,00-0031236
36,Sammy Watkins,WR,LA,SF,31.6,00-0031325
37,TY Hilton,WR,IND,CLE,31.3,00-0029608
38,AJ Green,WR,CIN,GB,30.1,00-0027942
39,Antonio Brown,WR,PIT,CHI,30.0,00-0027793
40,Doug Baldwin,WR,SEA,TEN,29.5,00-0028434
41,Sterling Shepard,WR,NYG,PHI,29.3,00-0032385
42,Odell Beckham Jr,WR,NYG,PHI,28.9,00-0031235
43,Pierre Garcon,WR,SF,LAR,24.2,00-0026345
44,Jordy Nelson,WR,GB,CIN,23.2,00-0026176
45,Chris Hogan,WR,NE,HOU,22.8,00-0028237
46,Michael Thomas,WR,NO,CAR,21.7,00-0032765
47,Devante Parker,WR,MIA,NYJ,21.6,00-0031547
48,Geronimo Allison,WR,GB,CIN,21.2,00-0032626
49,Rishard Matthews,WR,TEN,SEA,20.7,00-0029580
50,Tyreek Hill,WR,KC,LAC,20.0,00-0033040
51,Robert Woods,WR,LA,SF,19.8,00-0030431
52,Travis Benjamin,WR,LAC,KC,19.4,00-0029269
53,Taylor Gabriel,WR,ATL,DET,18.9,00-0031228
54,Golden Tate,WR,DET,ATL,18.8,00-0027891
55,Robby Anderson,WR,NYJ,MIA,18.5,00-0032688
56,DeSean Jackson,WR,TB,MIN,18.4,00-0026189
57,Brice Butler,WR,DAL,ARI,17.0,00-0030516
58,Julio Jones,WR,ATL,DET,16.1,00-0027944
59,Bruce Ellington,WR,HOU,NE,15.8,00-0031326
