Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Todd Gurley,RB,3,LAR,SF,28,113,4,2,7,5,36,1,1,0,40.90,2017
2,Jordan Howard,RB,3,CHI,PIT,23,140,6,2,5,5,26,0,1,1,35.60,2017
3,Chris Thompson,RB,3,WAS,OAK,8,38,5,0,7,6,150,1,0,0,33.80,2017
4,Kareem Hunt,RB,3,KC,LAC,17,172,10,1,1,1,11,0,0,0,28.30,2017
5,Dalvin Cook,RB,3,MIN,TB,27,97,4,1,5,5,72,0,0,0,27.90,2017
6,Devonta Freeman,RB,3,ATL,DET,21,106,5,1,3,3,32,0,0,0,25.80,2017
7,Carlos Hyde,RB,3,SF,LAR,25,84,3,2,4,3,10,0,0,0,24.40,2017
8,Christian McCaffrey,RB,3,CAR,NO,4,16,4,0,11,9,101,0,0,0,23.70,2017
9,Duke Johnson,RB,3,CLE,IND,2,23,12,1,7,6,81,0,0,0,22.40,2017
10,DeMarco Murray,RB,3,TEN,SEA,14,115,8,1,2,1,5,0,0,0,22.00,2017
11,Le'Veon Bell,RB,3,PIT,CHI,15,61,4,1,7,6,37,0,0,0,21.80,2017
12,Ezekiel Elliott,RB,3,DAL,ARI,22,80,4,1,4,3,14,0,0,0,18.40,2017
13,Leonard Fournette,RB,3,JAX,BAL,17,59,4,1,4,3,21,0,0,0,17.00,2017
14,Tarik Cohen,RB,3,CHI,PIT,12,78,7,0,4,4,24,0,1,0,14.20,2017
15,Melvin Gordon,RB,3,LAC,KC,17,79,5,1,2,0,0,0,0,0,13.90,2017
16,LeSean McCoy,RB,3,BUF,DEN,14,21,2,0,7,7,48,0,0,0,13.90,2017
17,Chris Carson,RB,3,SEA,TEN,11,34,3,0,2,2,18,1,0,0,13.20,2017
18,Alvin Kamara,RB,3,NO,CAR,2,37,19,1,5,3,5,0,0,0,13.20,2017
19,Joe Mixon,RB,3,CIN,GB,18,62,3,0,3,3,39,0,0,0,13.10,2017
20,Andre Ellington,RB,3,ARI,DAL,5,22,4,0,8,5,59,0,0,0,13.10,2017
21,Ty Montgomery,RB,3,GB,CIN,12,35,3,0,12,8,15,0,0,0,13.00,2017
22,LeGarrette Blount,RB,3,PHI,NYG,12,67,6,1,0,0,0,0,0,0,12.70,2017
23,Jamaal Charles,RB,3,DEN,BUF,9,56,6,1,1,1,1,0,0,0,12.70,2017
24,Frank Gore,RB,3,IND,CLE,25,57,2,1,1,1,0,0,0,0,12.70,2017
25,Giovani Bernard,RB,3,CIN,GB,3,27,9,0,2,2,12,1,0,0,11.90,2017
26,Tevin Coleman,RB,3,ATL,DET,6,46,8,0,5,3,43,0,0,0,11.90,2017
27,Ameer Abdullah,RB,3,DET,ATL,14,47,3,0,3,3,39,0,0,0,11.60,2017
28,D'Onta Foreman,RB,3,HOU,NE,8,25,3,0,3,2,65,0,0,0,11.00,2017
29,Mark Ingram,RB,3,NO,CAR,14,56,4,0,4,2,30,0,0,0,10.60,2017
30,CJ Prosise,RB,3,SEA,TEN,4,9,2,0,5,3,65,0,0,0,10.40,2017
31,Corey Grant,RB,3,JAX,BAL,6,75,13,0,1,1,18,0,0,0,10.30,2017
32,Bilal Powell,RB,3,NYJ,MIA,15,37,3,1,0,0,0,0,0,0,9.70,2017
33,Wendell Smallwood,RB,3,PHI,NYG,12,71,6,0,2,1,9,0,0,0,9.00,2017
34,Alex Collins,RB,3,BAL,JAX,9,82,9,0,0,0,0,0,0,0,8.20,2017
35,Corey Clement,RB,3,PHI,NYG,6,22,4,1,0,0,0,0,0,0,8.20,2017
36,Theo Riddick,RB,3,DET,ATL,0,0,0,0,9,4,38,0,0,0,7.80,2017
37,Javorius Allen,RB,3,BAL,JAX,8,15,2,0,6,5,13,0,0,0,7.80,2017
38,Derrick Henry,RB,3,TEN,SEA,13,54,4,0,1,1,10,0,0,0,7.40,2017
39,Isaiah Crowell,RB,3,CLE,IND,12,44,4,0,3,2,10,0,0,0,7.40,2017
40,Branden Oliver,RB,3,LAC,KC,8,16,2,0,6,4,18,0,0,0,7.40,2017
41,Deandre Washington,RB,3,OAK,WAS,1,0,0,0,6,5,24,0,0,0,7.40,2017
42,Lamar Miller,RB,3,HOU,NE,14,56,4,0,1,1,7,0,0,0,7.30,2017
43,Jonathan Stewart,RB,3,CAR,NO,12,57,5,0,2,1,4,0,0,0,7.10,2017
44,CJ Anderson,RB,3,DEN,BUF,8,36,5,0,2,2,7,0,0,0,6.30,2017
45,Chris Ivory,RB,3,JAX,BAL,6,17,3,0,2,2,25,0,0,0,6.20,2017
46,Matt Breida,RB,3,SF,LAR,3,9,3,0,4,3,20,0,0,0,5.90,2017
47,Adrian Peterson,RB,3,NO,CAR,9,33,4,0,2,2,4,0,0,0,5.70,2017
48,Samaje Perine,RB,3,WAS,OAK,19,49,3,0,1,1,6,0,1,1,5.50,2017
49,Benjamin Cunningham,RB,3,CHI,PIT,0,0,0,0,3,3,23,0,0,0,5.30,2017
50,Paul Perkins,RB,3,NYG,PHI,9,22,2,0,2,2,8,0,0,0,5.00,2017
