,Player,Position,Team,Opponent,Points,PlayerID
0,Cam Newton,QB,CAR,TB,31.34,00-0027939
1,Matthew Stafford,QB,DET,LAC,30.42,00-0026498
2,Drew Brees,QB,NO,ATL,30.18,00-0020531
3,Matt Moore,QB,MIA,NE,21.66,00-0025708
4,Matt Ryan,QB,ATL,NO,21.62,00-0026143
5,Joe Webb,QB,MIN,WAS,20.76,00-0027796
6,Michael Vick,QB,PHI,DAL,20.72,
7,Josh Freeman,QB,TB,CAR,19.36,00-0026993
8,Matt Hasselbeck,QB,TEN,JAX,19.2,00-0007091
9,Andy Dalton,QB,CIN,ARI,18.96,00-0027973
10,Mark Sanchez,QB,NYJ,NYG,18.62,00-0026898
11,Josh McCown,QB,CHI,GB,17.48,00-0021206
12,John Skelton,QB,ARI,CIN,17.48,00-0027754
13,Rex Grossman,QB,WAS,MIN,17.36,00-0022121
14,Kyle Orton,QB,KC,OAK,17.2,00-0023541
15,Tim Tebow,QB,DEN,BUF,16.8,00-0027876
16,Joe Flacco,QB,BAL,CLE,15.28,00-0026158
17,Stephen McGee,QB,DAL,PHI,14.08,00-0027071
18,Philip Rivers,QB,LAC,DET,13.96,00-0022942
19,Dan Orlovsky,QB,IND,HOU,12.96,00-0023578
20,Eli Manning,QB,NYG,NYJ,11.9,00-0022803
21,Carson Palmer,QB,OAK,KC,11.48,00-0021429
22,Ryan Fitzpatrick,QB,BUF,DEN,10.04,00-0023682
23,Tarvaris Jackson,QB,SEA,SF,10.02,00-0024279
24,Seneca Wallace,QB,CLE,BAL,9.38,00-0022055
25,Alex Smith,QB,SF,SEA,9.36,00-0023436
26,Charlie Batch,QB,PIT,LAR,7.32,00-0000865
27,Blaine Gabbert,QB,JAX,TEN,7.32,00-0027948
28,Christian Ponder,QB,MIN,WAS,4.72,00-0027950
29,Kellen Clemens,QB,LA,PIT,4.64,00-0024264
30,TJ Yates,QB,HOU,IND,4.18,
31,Chris Redman,QB,ATL,NO,2.44,00-0019709
32,Chase Daniel,QB,NO,ATL,0.0,00-0026544
33,Mark Brunell,QB,NYJ,NYG,0.0,00-0002110
34,Tony Romo,QB,DAL,PHI,0.0,00-0021678
35,Derek Anderson,QB,CAR,TB,-0.1,00-0023645
36,Matt Flynn,QB,GB,CHI,-0.2,00-0026349
37,Wes Welker,WR,NE,MIA,29.5,00-0022427
38,Julio Jones,WR,ATL,NO,28.8,00-0027944
39,Victor Cruz,WR,NYG,NYJ,28.4,00-0027265
40,Reggie Wayne,WR,IND,HOU,27.6,00-0020498
41,Roddy White,WR,ATL,NO,26.7,00-0023462
42,Larry Fitzgerald,WR,ARI,CIN,25.5,00-0022921
43,Calvin Johnson,WR,DET,LAC,23.2,00-0025389
44,Brandon LaFell,WR,CAR,TB,22.3,00-0027681
45,Malcom Floyd,WR,LAC,DET,21.5,00-0022414
46,Percy Harvin,WR,MIN,WAS,21.4,00-0026998
47,Marques Colston,WR,NO,ATL,21.1,00-0024466
48,James Jones,WR,GB,CHI,21.0,00-0025465
49,Dwayne Bowe,WR,KC,OAK,20.0,00-0025410
50,Jabar Gaffney,WR,WAS,MIN,19.7,00-0021163
51,Denarius Moore,WR,OAK,KC,19.4,00-0028086
52,Jeremy Maclin,WR,PHI,DAL,18.2,00-0026995
53,Donte' Stallworth,WR,WAS,MIN,16.9,00-0021147
54,DeSean Jackson,WR,PHI,DAL,16.7,00-0026189
55,Robert Meachem,WR,NO,ATL,16.5,00-0025414
56,Damian Williams,WR,TEN,JAX,16.3,00-0027893
57,Nate Burleson,WR,DET,LAC,15.4,00-0021999
58,Jerome Simpson,WR,CIN,ARI,15.2,00-0026186
59,Roy Williams,WR,CHI,GB,14.1,
60,Miles Austin,WR,DAL,PHI,14.0,00-0023921
61,Michael Crabtree,WR,SF,SEA,13.5,00-0026986
62,Andre Roberts,WR,ARI,CIN,13.5,00-0027691
63,Steve Johnson,WR,BUF,DEN,13.2,00-0026364
64,Davone Bess,WR,MIA,NE,12.9,00-0026000
65,Deion Branch,WR,NE,MIA,12.7,00-0021192
66,Mike Wallace,WR,PIT,LAR,12.2,00-0026901
67,Dez Bryant,WR,DAL,PHI,12.2,00-0027902
68,Demaryius Thomas,WR,DEN,BUF,11.6,00-0027874
69,Brian Hartline,WR,MIA,NE,11.2,00-0027077
70,Nate Washington,WR,TEN,JAX,11.1,00-0023367
71,Jarett Dillard,WR,JAX,TEN,11.1,00-0027105
72,Darrius Heyward-Bey,WR,OAK,KC,11.0,00-0026983
73,Pierre Garcon,WR,IND,HOU,11.0,00-0026345
74,Joshua Cribbs,WR,CLE,BAL,10.8,
75,Doug Baldwin,WR,SEA,SF,9.7,00-0028434
