Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dave Rayner,K,16,BUF,DEN,4,6,67,29,4,4,0.00,2011
2,Graham Gano,K,16,WAS,MIN,4,4,100,53,2,2,0.00,2011
3,Rob Bironas,K,16,TEN,JAX,3,3,100,51,2,2,0.00,2011
4,David Akers,K,16,SF,SEA,4,5,80,53,1,1,0.00,2011
5,Adam Vinatieri,K,16,IND,HOU,4,5,80,47,1,1,0.00,2011
6,Olindo Mare,K,16,CAR,TB,2,2,100,21,6,6,0.00,2011
7,Matt Bryant,K,16,ATL,NO,3,3,100,51,1,1,0.00,2011
8,Mike Nugent,K,16,CIN,ARI,3,5,60,41,2,2,0.00,2011
9,Neil Rackers,K,16,HOU,IND,3,3,100,44,1,1,0.00,2011
10,Sebastian Janikowski,K,16,OAK,KC,3,4,75,36,1,1,0.00,2011
11,Alex Henery,K,16,PHI,DAL,2,2,100,51,2,2,0.00,2011
12,Stephen Gostkowski,K,16,NE,MIA,2,3,67,45,3,3,0.00,2011
13,Lawrence Tynes,K,16,NYG,NYJ,2,2,100,36,3,3,0.00,2011
14,Shaun Suisham,K,16,PIT,LAR,2,2,100,49,3,3,0.00,2011
15,Ryan Longwell,K,16,MIN,WAS,2,3,67,36,3,3,0.00,2011
16,John Kasay,K,16,NO,ATL,1,1,100,29,6,6,0.00,2011
17,Shayne Graham,K,16,BAL,CLE,2,2,100,48,2,2,0.00,2011
18,Jason Hanson,K,16,DET,LAC,1,1,100,50,5,5,0.00,2011
19,Ryan Succop,K,16,KC,OAK,2,4,50,23,1,1,0.00,2011
20,Robbie Gould,K,16,CHI,GB,2,3,67,35,1,1,0.00,2011
21,Dan Carpenter,K,16,MIA,NE,1,1,100,47,3,3,0.00,2011
22,Thomas Howard,K,16,CIN,ARI,0,0,0,0,0,0,0.00,2011
23,Josh Scobee,K,16,JAX,TEN,1,1,100,39,2,2,0.00,2011
24,Steven Hauschka,K,16,SEA,SF,1,1,100,19,2,2,0.00,2011
25,Mason Crosby,K,16,GB,CHI,0,0,0,0,5,5,0.00,2011
26,Connor Barth,K,16,TB,CAR,1,1,100,42,1,1,0.00,2011
27,Jay Feely,K,16,ARI,CIN,1,1,100,29,1,1,0.00,2011
28,Nick Novak,K,16,LAC,DET,1,1,100,22,1,1,0.00,2011
29,Phil Dawson,K,16,CLE,BAL,0,0,0,0,2,2,0.00,2011
30,Matt Prater,K,16,DEN,BUF,0,0,0,0,2,2,0.00,2011
31,Nick Folk,K,16,NYJ,NYG,0,1,0,0,2,2,0.00,2011
32,Dan Bailey,K,16,DAL,PHI,0,0,0,0,1,1,0.00,2011
33,Josh Brown,K,16,LAR,PIT,0,2,0,0,0,0,0.00,2011
34,DJ Smith,K,16,GB,CHI,0,0,0,0,0,0,0.00,2011
