Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Arian Foster,RB,16,HOU,IND,23,158,7,1,3,3,16,0,1,0,29.40,2011
2,Maurice Jones-Drew,RB,16,JAX,TEN,24,103,4,1,10,6,21,0,0,0,27.40,2011
3,Rashard Mendenhall,RB,16,PIT,LAR,18,116,6,1,1,1,35,0,0,0,25.10,2011
4,CJ Spiller,RB,16,BUF,DEN,16,111,7,1,3,2,27,0,0,0,24.80,2011
5,Marshawn Lynch,RB,16,SEA,SF,21,107,5,1,2,2,24,0,0,0,24.10,2011
6,Kahlil Bell,RB,16,CHI,GB,23,121,5,0,4,4,38,0,2,0,22.90,2011
7,Ray Rice,RB,16,BAL,CLE,23,87,4,0,3,3,48,1,0,0,22.50,2011
8,DeAngelo Williams,RB,16,CAR,TB,7,66,9,2,2,2,18,0,0,0,22.40,2011
9,Kevin Smith,RB,16,DET,LAC,15,49,3,1,3,2,12,1,0,0,20.10,2011
10,Evan Royster,RB,16,WAS,MIN,19,132,7,0,4,2,15,0,0,0,19.70,2011
11,Ahmad Bradshaw,RB,16,NYG,NYJ,15,54,4,2,1,1,8,0,0,0,19.20,2011
12,Reggie Bush,RB,16,MIA,NE,22,113,5,0,3,2,26,0,0,0,18.90,2011
13,Steven Jackson,RB,16,LAR,PIT,24,103,4,0,3,2,24,0,0,0,17.70,2011
14,Jonathan Stewart,RB,16,CAR,TB,7,88,13,0,2,1,11,1,0,0,16.90,2011
15,Darren Sproles,RB,16,NO,ATL,5,67,13,0,3,2,22,1,0,0,16.90,2011
16,Frank Gore,RB,16,SF,SEA,23,83,4,1,1,1,13,0,0,0,16.60,2011
17,Peyton Hillis,RB,16,CLE,BAL,24,112,5,0,4,2,0,0,0,0,16.20,2011
18,Dexter McCluster,RB,16,KC,OAK,3,15,5,0,7,5,89,0,0,0,15.40,2011
19,Toby Gerhart,RB,16,MIN,WAS,11,109,10,0,1,0,0,0,1,0,13.90,2011
20,Pierre Thomas,RB,16,NO,ATL,9,53,6,1,2,2,4,0,0,0,13.70,2011
21,Adrian Peterson,RB,16,MIN,WAS,12,38,3,1,3,2,14,0,0,0,13.20,2011
22,LaDainian Tomlinson,RB,16,NYJ,NYG,5,29,6,0,9,6,36,0,0,0,12.50,2011
23,Michael Turner,RB,16,ATL,NO,11,39,4,0,4,4,36,0,0,0,11.50,2011
24,Michael Bush,RB,16,OAK,KC,23,70,3,0,3,2,24,0,0,0,11.40,2011
25,Isaac Redman,RB,16,PIT,LAR,8,35,4,1,1,1,5,0,0,0,11.00,2011
26,Shonn Greene,RB,16,NYJ,NYG,14,58,4,0,4,3,20,0,0,0,10.80,2011
27,Ryan Mathews,RB,16,LAC,DET,11,58,5,0,4,3,16,0,0,0,10.40,2011
28,Kregg Lumpkin,RB,16,TB,CAR,7,24,3,0,4,4,38,0,0,0,10.20,2011
29,Mossis Madu,RB,16,TB,CAR,4,20,5,0,6,4,42,0,0,0,10.20,2011
30,Mike Tolbert,FB,16,LAC,DET,4,9,2,0,10,6,32,0,0,0,10.10,2011
31,Ryan Grant,RB,16,GB,CHI,8,44,6,0,2,2,34,0,0,0,9.80,2011
32,Kendall Hunter,RB,16,SF,SEA,12,73,6,0,3,1,11,0,0,0,9.40,2011
33,Greg Jones,RB,16,JAX,TEN,1,1,1,1,2,2,9,0,0,0,9.00,2011
34,Ricky Williams,RB,16,BAL,CLE,10,45,5,0,2,2,21,0,0,0,8.60,2011
35,Sammy Morris,RB,16,DAL,PHI,13,29,2,0,4,4,10,0,0,0,7.90,2011
36,Joseph Addai,RB,16,IND,HOU,19,59,3,0,1,1,8,0,1,0,7.70,2011
37,Chris Wells,RB,16,ARI,CIN,14,53,4,0,1,1,8,0,0,0,7.10,2011
38,Jamie Harper,RB,16,TEN,JAX,4,6,2,1,1,1,5,0,1,1,7.10,2011
39,John Clay,RB,16,PIT,LAR,1,10,10,1,0,0,0,0,0,0,7.00,2011
40,Donald Brown,RB,16,IND,HOU,11,35,3,0,3,2,13,0,0,0,6.80,2011
41,Jason Snelling,RB,16,ATL,NO,0,0,0,0,5,4,28,0,0,0,6.80,2011
42,Brandon Jacobs,RB,16,NYG,NYJ,7,42,6,0,1,1,13,0,0,0,6.50,2011
43,Willis McGahee,RB,16,DEN,BUF,15,64,4,0,1,0,0,0,0,0,6.40,2011
44,Stevan Ridley,RB,16,NE,MIA,13,64,5,0,1,0,0,0,0,0,6.40,2011
45,Jeremiah Johnson,RB,16,DEN,BUF,6,23,4,0,2,2,19,0,0,0,6.20,2011
46,Jackie Battle,FB,16,KC,OAK,14,56,4,0,1,0,0,0,0,0,5.60,2011
47,Chris Johnson,RB,16,TEN,JAX,15,56,4,0,4,0,0,0,0,0,5.60,2011
48,LeSean McCoy,RB,16,PHI,DAL,13,35,3,0,2,1,10,0,0,0,5.50,2011
49,Cedric Benson,RB,16,CIN,ARI,16,57,4,0,2,1,8,0,2,2,5.50,2011
50,Darrel Young,FB,16,WAS,MIN,0,0,0,0,3,2,33,0,0,0,5.30,2011
