Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jordy Nelson,WR,16,GB,CHI,7,6,86,115,2,55,16,19,0,0,0,0,0,32.50,2011
2,Brandon Marshall,WR,16,MIA,NE,12,7,58,156,1,47,13,22,0,0,0,0,0,31.60,2011
3,Wes Welker,WR,16,NE,MIA,19,12,63,138,0,42,7,12,1,7,0,0,0,29.50,2011
4,Julio Jones,WR,16,ATL,NO,14,8,57,128,1,40,9,16,0,0,0,1,1,28.80,2011
5,Victor Cruz,WR,16,NYG,NYJ,8,3,38,164,1,99,21,55,0,0,0,0,0,28.40,2011
6,Reggie Wayne,WR,16,IND,HOU,14,8,57,106,1,34,8,13,0,0,0,0,0,27.60,2011
7,Roddy White,WR,16,ATL,NO,16,11,69,127,0,26,8,12,0,0,0,0,0,26.70,2011
8,Larry Fitzgerald,WR,16,ARI,CIN,11,6,55,105,1,39,10,18,0,0,0,0,0,25.50,2011
9,Calvin Johnson,WR,16,DET,LAC,6,4,67,102,1,46,17,26,0,0,0,0,0,23.20,2011
10,Brandon LaFell,WR,16,CAR,TB,3,3,100,103,1,91,34,34,0,0,0,0,0,22.30,2011
11,Malcom Floyd,WR,16,LAC,DET,13,6,46,95,1,30,7,16,0,0,0,0,0,21.50,2011
12,Percy Harvin,WR,16,MIN,WAS,6,5,83,65,1,36,11,13,4,39,0,0,0,21.40,2011
13,Marques Colston,WR,16,NO,ATL,11,7,64,81,1,23,7,12,0,0,0,0,0,21.10,2011
14,James Jones,WR,16,GB,CHI,6,4,67,50,2,32,8,13,0,0,0,0,0,21.00,2011
15,Dwayne Bowe,WR,16,KC,OAK,11,6,55,80,1,25,7,13,0,0,0,0,0,20.00,2011
16,Jabar Gaffney,WR,16,WAS,MIN,8,6,75,77,1,29,10,13,0,0,0,0,0,19.70,2011
17,Denarius Moore,WR,16,OAK,KC,9,4,44,94,1,61,10,24,0,0,0,0,0,19.40,2011
18,Jeremy Maclin,WR,16,PHI,DAL,6,5,83,72,1,22,12,14,0,0,0,0,0,18.20,2011
19,Donte' Stallworth,WR,16,WAS,MIN,7,5,71,59,1,19,8,12,0,0,0,0,0,16.90,2011
20,DeSean Jackson,WR,16,PHI,DAL,9,5,56,90,0,33,10,18,2,27,0,0,0,16.70,2011
21,Robert Meachem,WR,16,NO,ATL,5,3,60,75,1,41,15,25,0,0,0,0,0,16.50,2011
22,Damian Williams,WR,16,TEN,JAX,11,8,73,83,0,48,8,10,0,0,0,0,0,16.30,2011
23,Nate Burleson,WR,16,DET,LAC,7,6,86,83,0,30,12,14,1,11,0,0,0,15.40,2011
24,Jerome Simpson,WR,16,CIN,ARI,6,5,83,42,1,19,7,8,0,0,0,0,0,15.20,2011
25,Roy Williams,WR,16,CHI,GB,9,6,67,81,0,20,9,14,0,0,0,0,0,14.10,2011
26,Miles Austin,WR,16,DAL,PHI,8,4,50,40,1,19,5,10,0,0,0,0,0,14.00,2011
27,Michael Crabtree,WR,16,SF,SEA,6,5,83,85,0,41,14,17,0,0,0,0,0,13.50,2011
28,Andre Roberts,WR,16,ARI,CIN,10,6,60,75,0,22,8,13,0,0,0,0,0,13.50,2011
29,Steve Johnson,WR,16,BUF,DEN,7,4,57,92,0,55,13,23,0,0,0,0,0,13.20,2011
30,Davone Bess,WR,16,MIA,NE,5,3,60,39,1,15,8,13,0,0,0,1,0,12.90,2011
31,Deion Branch,WR,16,NE,MIA,9,3,33,37,1,31,4,12,0,0,0,0,0,12.70,2011
32,Mike Wallace,WR,16,PIT,LAR,7,4,57,82,0,46,12,21,0,0,0,0,0,12.20,2011
33,Dez Bryant,WR,16,DAL,PHI,8,6,75,62,0,14,8,10,0,0,0,0,0,12.20,2011
34,Demaryius Thomas,WR,16,DEN,BUF,8,4,50,76,0,47,10,19,0,0,0,0,0,11.60,2011
35,Brian Hartline,WR,16,MIA,NE,8,4,50,72,0,39,9,18,0,0,0,0,0,11.20,2011
36,Nate Washington,WR,16,TEN,JAX,11,4,36,71,0,26,7,18,0,0,0,0,0,11.10,2011
37,Jarett Dillard,WR,16,JAX,TEN,10,5,50,61,0,21,6,12,0,0,0,0,0,11.10,2011
38,Darrius Heyward-Bey,WR,16,OAK,KC,5,4,80,70,0,53,14,18,0,0,0,0,0,11.00,2011
39,Pierre Garcon,WR,16,IND,HOU,12,6,50,50,0,16,4,8,0,0,0,0,0,11.00,2011
40,Joshua Cribbs,WR,16,CLE,BAL,3,2,67,28,0,23,9,14,0,0,0,0,0,10.80,2011
41,Doug Baldwin,WR,16,SEA,SF,7,2,29,17,1,13,2,9,0,0,0,0,0,9.70,2011
