Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Andre Johnson,WR,9,HOU,IND,13,9,69,229,3,62,18,25,0,0,0,0,0,52.90,2013
2,Riley Cooper,WR,9,PHI,OAK,6,5,83,139,3,63,23,28,0,18,0,0,0,41.70,2013
3,TY Hilton,WR,9,IND,HOU,12,7,58,121,3,58,10,17,0,0,0,0,0,40.10,2013
4,Jerricho Cotchery,WR,9,PIT,NE,8,7,88,96,3,20,12,14,0,0,0,0,0,34.60,2013
5,Aaron Dobson,WR,9,NE,PIT,9,5,56,130,2,81,14,26,0,0,0,0,0,33.00,2013
6,Keenan Allen,WR,9,LAC,WAS,11,8,73,128,1,22,12,16,0,0,0,0,0,29.80,2013
7,DeSean Jackson,WR,9,PHI,OAK,6,5,83,150,1,59,25,30,0,0,0,0,0,29.00,2013
8,Pierre Garcon,WR,9,WAS,LAC,11,7,64,172,0,38,16,25,0,0,0,0,0,27.20,2013
9,AJ Green,WR,9,CIN,MIA,19,11,58,128,0,21,7,12,0,0,0,0,0,26.80,2013
10,Brandon Marshall,WR,9,CHI,GB,13,7,54,107,1,23,8,15,0,0,0,0,0,26.70,2013
11,Danny Amendola,WR,9,NE,PIT,4,4,100,122,1,57,31,31,0,0,0,0,0,25.20,2013
12,Marlon Brown,WR,9,BAL,CLE,9,5,56,54,2,19,6,11,0,0,0,0,0,24.40,2013
13,Greg Little,WR,9,CLE,BAL,9,7,78,122,0,46,14,17,0,0,0,0,0,22.20,2013
14,Doug Baldwin,WR,9,SEA,TB,10,6,60,75,1,28,8,13,0,0,0,0,0,19.50,2013
15,Terrelle Pryor,WR,9,OAK,PHI,0,0,0,0,0,0,0,0,10,94,0,1,0,18.92,2013
16,Antonio Brown,WR,9,PIT,NE,9,5,56,71,1,27,8,14,0,0,0,0,0,18.10,2013
17,Davone Bess,WR,9,CLE,BAL,4,3,75,24,2,20,6,8,0,0,0,0,0,17.40,2013
18,Alshon Jeffery,WR,9,CHI,GB,9,5,56,60,1,16,7,12,1,1,0,0,0,17.10,2013
19,Emmanuel Sanders,WR,9,PIT,NE,11,6,55,98,0,42,9,16,0,0,0,0,0,15.80,2013
20,Eddie Royal,WR,9,LAC,WAS,6,4,67,56,1,21,9,14,0,0,0,0,0,15.60,2013
21,Rod Streater,WR,9,OAK,PHI,6,5,83,98,0,66,16,20,0,0,0,0,0,14.80,2013
22,Marquise Goodwin,WR,9,BUF,KC,4,2,50,64,1,59,16,32,0,0,0,0,0,14.40,2013
23,Mike Wallace,WR,9,MIA,CIN,8,6,75,82,0,40,10,14,0,0,0,0,0,14.20,2013
24,Dwayne Bowe,WR,9,KC,BUF,12,7,58,67,0,12,6,10,0,0,0,0,0,13.70,2013
25,Brandon LaFell,WR,9,CAR,ATL,9,6,67,74,0,30,8,12,0,0,0,1,0,13.40,2013
26,Robert Meachem,WR,9,NO,NYJ,5,4,80,93,0,60,19,23,0,0,0,0,0,13.30,2013
27,Denarius Moore,WR,9,OAK,PHI,11,5,46,82,0,27,8,16,0,0,0,0,0,13.20,2013
28,Lance Moore,WR,9,NO,NYJ,10,6,60,70,0,25,7,12,0,0,0,0,0,13.00,2013
29,Torrey Smith,WR,9,BAL,CLE,8,5,63,78,0,46,10,16,0,0,0,0,0,12.80,2013
30,Cole Beasley,WR,9,DAL,MIN,9,6,67,68,0,18,8,11,0,0,0,0,0,12.80,2013
31,Dez Bryant,WR,9,DAL,MIN,11,6,55,64,0,34,6,11,0,0,0,0,0,12.40,2013
32,Mohamed Sanu,WR,9,CIN,MIA,9,6,67,62,0,21,7,10,0,0,0,0,0,12.20,2013
33,Greg Jennings,WR,9,MIN,DAL,9,6,67,56,0,27,6,9,0,0,0,0,0,11.60,2013
34,Jermaine Kearse,WR,9,SEA,TB,2,2,100,43,1,27,22,22,0,0,0,1,1,11.30,2013
35,Harry Douglas,WR,9,ATL,CAR,5,3,60,82,0,41,16,27,0,0,0,0,0,11.20,2013
36,Tiquan Underwood,WR,9,TB,SEA,3,2,67,29,1,20,10,15,0,0,0,0,0,10.90,2013
37,Jordy Nelson,WR,9,GB,CHI,9,4,44,67,0,27,7,17,0,0,0,0,0,10.70,2013
38,Marvin Jones,WR,9,CIN,MIA,7,4,57,66,0,26,9,17,0,0,0,0,0,10.60,2013
39,Leonard Hankerson,WR,9,WAS,LAC,6,5,83,55,0,23,9,11,0,0,0,0,0,10.50,2013
40,Kendall Wright,WR,9,TEN,LAR,5,3,60,69,0,45,14,23,0,0,0,0,0,9.90,2013
41,Steve Johnson,WR,9,BUF,KC,7,5,71,36,0,13,5,7,1,10,0,0,0,9.60,2013
42,Chris Givens,WR,9,LAR,TEN,8,4,50,55,0,25,7,14,0,0,0,0,0,9.50,2013
43,Dwayne Harris,WR,9,DAL,MIN,2,2,100,13,1,7,7,7,0,0,0,0,0,9.30,2013
44,Steve Smith,WR,9,CAR,ATL,10,4,40,52,0,23,5,13,0,0,0,0,0,9.20,2013
45,Josh Gordon,WR,9,CLE,BAL,7,3,43,44,0,27,6,15,1,10,0,0,0,8.40,2013
46,DeAndre Hopkins,WR,9,HOU,IND,6,3,50,54,0,31,9,18,0,0,0,0,0,8.40,2013
47,Robert Woods,WR,9,BUF,KC,8,4,50,44,0,18,6,11,0,0,0,0,0,8.40,2013
48,Greg Salas,WR,9,NYJ,NO,3,2,67,57,0,44,19,29,0,0,0,0,0,7.70,2013
49,Brian Hartline,WR,9,MIA,CIN,5,3,60,39,0,21,8,13,0,0,0,0,0,6.90,2013
50,Jacoby Jones,WR,9,BAL,CLE,8,4,50,27,0,9,3,7,0,0,0,0,0,6.70,2013
