Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Nick Foles,QB,9,PHI,OAK,22,28,79,406,15,7,0,158,4,10,3,0,48.24,2013
2,Tom Brady,QB,9,NE,PIT,23,33,70,432,13,4,0,152,1,-1,-1,0,36.18,2013
3,Ben Roethlisberger,QB,9,PIT,NE,28,48,58,400,8,4,2,96,2,-1,-1,0,31.90,2013
4,Case Keenum,QB,9,HOU,IND,20,34,59,350,10,3,0,123,3,26,9,0,31.60,2013
5,Andrew Luck,QB,9,IND,HOU,18,40,45,271,7,3,0,93,0,0,0,0,24.84,2013
6,Jason Campbell,QB,9,CLE,BAL,23,35,66,262,8,3,0,117,4,20,5,0,24.48,2013
7,Russell Wilson,QB,9,SEA,TB,19,26,73,217,8,2,2,91,6,36,6,1,24.28,2013
8,Tony Romo,QB,9,DAL,MIN,34,51,67,337,7,2,1,90,1,8,8,0,24.28,2013
9,Drew Brees,QB,9,NO,NYJ,30,51,59,382,8,2,2,79,1,-1,-1,0,24.18,2013
10,Philip Rivers,QB,9,LAC,WAS,29,46,63,341,7,2,2,82,2,14,7,0,24.04,2013
11,Joe Flacco,QB,9,BAL,CLE,24,41,59,250,6,2,1,82,3,25,8,0,21.50,2013
12,Josh McCown,QB,9,CHI,GB,22,41,54,272,7,2,0,91,1,20,20,0,20.88,2013
13,Christian Ponder,QB,9,MIN,DAL,25,37,68,236,6,1,1,83,4,29,7,1,20.34,2013
14,Cam Newton,QB,9,CAR,ATL,23,37,62,249,7,1,2,68,5,22,4,1,20.16,2013
15,Mike Glennon,QB,9,TB,SEA,17,23,74,168,7,2,0,123,4,13,3,0,16.02,2013
16,Ryan Tannehill,QB,9,MIA,CIN,20,28,71,208,7,0,0,93,1,1,1,1,14.42,2013
17,Andy Dalton,QB,9,CIN,MIA,32,53,60,338,6,0,3,55,5,12,2,0,13.72,2013
18,Kellen Clemens,QB,9,LAR,TEN,20,35,57,210,6,1,0,84,1,16,16,0,13.00,2013
19,Jeff Tuel,QB,9,BUF,KC,18,39,46,229,6,1,2,52,3,17,6,0,12.86,2013
20,Geno Smith,QB,9,NYJ,NO,8,19,42,115,6,0,0,62,6,18,3,1,12.40,2013
21,Jake Locker,QB,9,TEN,LAR,13,22,59,185,8,0,2,48,3,10,3,1,12.40,2013
22,Robert Griffin III,QB,9,WAS,LAC,23,32,72,291,9,0,1,87,6,17,3,0,12.34,2013
23,Matt Ryan,QB,9,ATL,CAR,20,27,74,219,8,1,3,70,2,2,1,0,9.96,2013
24,Alex Smith,QB,9,KC,BUF,19,29,66,124,4,0,0,75,4,7,2,0,5.66,2013
25,Seneca Wallace,QB,9,GB,CHI,11,19,58,114,6,0,1,53,0,0,0,0,3.56,2013
26,Matt McGloin,QB,9,OAK,PHI,7,15,47,87,6,0,0,65,0,0,0,0,3.48,2013
27,Aaron Rodgers,QB,9,GB,CHI,1,2,50,27,14,0,0,96,1,9,9,0,1.98,2013
28,Matt Barkley,QB,9,PHI,OAK,2,3,67,13,4,0,0,76,2,-2,-1,0,0.32,2013
29,Joe Webb,QB,9,MIN,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
30,Luke McCown,QB,9,NO,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
31,Brandon Weeden,QB,9,CLE,BAL,1,2,50,-2,-1,0,0,56,0,0,0,0,-0.08,2013
