Player,Position,Team,Opponent,Points
Ben Roethlisberger,QB,PIT,NE,31.90
Case Keenum,QB,HOU,IND,31.60
Andrew Luck,QB,IND,HOU,24.84
Jason Campbell,QB,CLE,BAL,24.48
Russell Wilson,QB,SEA,TB,24.28
Tony Romo,QB,DAL,MIN,24.28
Drew Brees,QB,NO,NYJ,24.18
Philip Rivers,QB,LAC,WAS,24.04
Joe Flacco,QB,BAL,CLE,21.50
Josh McCown,QB,CHI,GB,20.88
Christian Ponder,QB,MIN,DAL,20.34
Cam Newton,QB,CAR,ATL,20.16
Mike Glennon,QB,TB,SEA,16.02
Ryan Tannehill,QB,MIA,CIN,14.42
Andy Dalton,QB,CIN,MIA,13.72
Kellen Clemens,QB,LAR,TEN,13.00
Jeff Tuel,QB,BUF,KC,12.86
Geno Smith,QB,NYJ,NO,12.40
Jake Locker,QB,TEN,LAR,12.40
Robert Griffin III,QB,WAS,LAC,12.34
Matt Ryan,QB,ATL,CAR,9.96
Alex Smith,QB,KC,BUF,5.66
Seneca Wallace,QB,GB,CHI,3.56
Matt McGloin,QB,OAK,PHI,3.48
Aaron Rodgers,QB,GB,CHI,1.98
Matt Barkley,QB,PHI,OAK,0.32
Luke McCown,QB,NO,NYJ,0.00
Joe Webb,QB,MIN,DAL,0.00
Brandon Weeden,QB,CLE,BAL,-0.08
TY Hilton,WR,IND,HOU,40.10
Jerricho Cotchery,WR,PIT,NE,34.60
Aaron Dobson,WR,NE,PIT,33.00
Keenan Allen,WR,LAC,WAS,29.80
DeSean Jackson,WR,PHI,OAK,29.00
Pierre Garcon,WR,WAS,LAC,27.20
AJ Green,WR,CIN,MIA,26.80
Brandon Marshall,WR,CHI,GB,26.70
Danny Amendola,WR,NE,PIT,25.20
Marlon Brown,WR,BAL,CLE,24.40
Greg Little,WR,CLE,BAL,22.20
Doug Baldwin,WR,SEA,TB,19.50
Terrelle Pryor,WR,OAK,PHI,18.92
Antonio Brown,WR,PIT,NE,18.10
Davone Bess,WR,CLE,BAL,17.40
Alshon Jeffery,WR,CHI,GB,17.10
Emmanuel Sanders,WR,PIT,NE,15.80
Eddie Royal,WR,LAC,WAS,15.60
Rod Streater,WR,OAK,PHI,14.80
Marquise Goodwin,WR,BUF,KC,14.40
Mike Wallace,WR,MIA,CIN,14.20
Dwayne Bowe,WR,KC,BUF,13.70
Brandon LaFell,WR,CAR,ATL,13.40
Robert Meachem,WR,NO,NYJ,13.30
Denarius Moore,WR,OAK,PHI,13.20
Lance Moore,WR,NO,NYJ,13.00
Torrey Smith,WR,BAL,CLE,12.80
Cole Beasley,WR,DAL,MIN,12.80
Dez Bryant,WR,DAL,MIN,12.40
Mohamed Sanu,WR,CIN,MIA,12.20
Greg Jennings,WR,MIN,DAL,11.60
Jermaine Kearse,WR,SEA,TB,11.30
Harry Douglas,WR,ATL,CAR,11.20
Tiquan Underwood,WR,TB,SEA,10.90
Jordy Nelson,WR,GB,CHI,10.70
Marvin Jones,WR,CIN,MIA,10.60
Leonard Hankerson,WR,WAS,LAC,10.50
Kendall Wright,WR,TEN,LAR,9.90
Steve Johnson,WR,BUF,KC,9.60
