Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Zac Stacy,RB,9,LAR,TEN,27,127,5,2,7,6,51,0,0,0,38.80,2013
2,Chris Johnson,RB,9,TEN,LAR,23,150,7,2,4,3,20,0,0,0,35.00,2013
3,Rashad Jennings,RB,9,OAK,PHI,15,102,7,1,10,7,74,0,0,0,33.60,2013
4,Matt Forte,RB,9,CHI,GB,24,125,5,1,8,5,54,0,0,0,31.90,2013
5,Adrian Peterson,RB,9,MIN,DAL,25,140,6,1,3,3,37,0,0,0,29.70,2013
6,Stevan Ridley,RB,9,NE,PIT,26,115,4,2,4,3,9,0,1,1,29.40,2013
7,Giovani Bernard,RB,9,CIN,MIA,9,79,9,2,4,4,25,0,0,0,26.40,2013
8,Mike James,RB,9,TB,SEA,28,158,6,0,2,2,8,0,0,0,25.68,2013
9,Eddie Lacy,RB,9,GB,CHI,22,150,7,1,0,0,0,0,0,0,24.00,2013
10,Chris Ivory,RB,9,NYJ,NO,18,139,8,1,0,0,0,0,0,0,22.90,2013
11,Alfred Morris,RB,9,WAS,LAC,25,121,5,1,0,0,0,0,0,0,21.10,2013
12,Marshawn Lynch,RB,9,SEA,TB,21,125,6,0,5,4,16,0,0,0,21.10,2013
13,CJ Spiller,RB,9,BUF,KC,12,116,10,0,3,2,39,0,0,0,20.50,2013
14,Darrel Young,FB,9,WAS,LAC,5,12,2,3,0,0,0,0,0,0,19.20,2013
15,Lamar Miller,RB,9,MIA,CIN,16,105,7,0,4,4,24,0,1,1,18.90,2013
16,Danny Woodhead,RB,9,LAC,WAS,7,21,3,0,12,9,77,0,0,0,18.80,2013
17,LeSean McCoy,RB,9,PHI,OAK,12,44,4,0,4,4,36,1,0,0,18.00,2013
18,Le'Veon Bell,RB,9,PIT,NE,16,74,5,0,10,4,65,0,0,0,17.90,2013
19,Pierre Thomas,RB,9,NO,NYJ,6,24,4,0,10,7,66,0,0,0,16.00,2013
20,Jamaal Charles,RB,9,KC,BUF,17,90,5,0,7,6,6,0,0,0,15.60,2013
21,Shonn Greene,RB,9,TEN,LAR,9,38,4,1,1,1,28,0,0,0,13.60,2013
22,Mike Tolbert,FB,9,CAR,ATL,6,24,4,1,4,3,13,0,0,0,12.70,2013
23,DeMarco Murray,RB,9,DAL,MIN,4,31,8,0,7,6,19,0,0,0,11.00,2013
24,Fred Jackson,RB,9,BUF,KC,16,77,5,0,2,1,22,0,0,0,10.90,2013
25,Brian Leonard,RB,9,TB,SEA,5,20,4,0,4,4,48,0,0,0,10.80,2013
26,LeGarrette Blount,RB,9,NE,PIT,5,47,9,1,0,0,0,0,0,0,10.70,2013
27,Steven Jackson,RB,9,ATL,CAR,13,57,4,0,4,3,19,0,0,0,10.60,2013
28,James Starks,RB,9,GB,CHI,6,40,7,1,0,0,0,0,1,0,10.00,2013
29,Jonathan Stewart,RB,9,CAR,ATL,9,43,5,0,3,3,22,0,0,0,9.50,2013
30,Jacquizz Rodgers,RB,9,ATL,CAR,5,19,4,0,6,6,25,0,1,1,9.40,2013
31,Ben Tate,RB,9,HOU,IND,22,81,4,0,2,1,-2,0,0,0,8.90,2013
32,Chris Ogbonnaya,RB,9,CLE,BAL,0,0,0,0,6,5,39,0,0,0,8.90,2013
33,DeAngelo Williams,RB,9,CAR,ATL,13,42,3,0,2,2,12,0,0,0,7.40,2013
34,Trent Richardson,RB,9,IND,HOU,8,20,3,0,3,2,33,0,0,0,7.30,2013
35,BenJarvus Green-Ellis,RB,9,CIN,MIA,21,72,3,0,0,0,0,0,0,0,7.20,2013
36,Bryce Brown,RB,9,PHI,OAK,7,54,8,0,1,1,6,0,0,0,7.00,2013
37,Ray Rice,RB,9,BAL,CLE,11,17,2,0,4,3,21,0,0,0,6.80,2013
38,Jonathan Dwyer,RB,9,PIT,NE,1,30,30,0,1,1,23,0,0,0,6.30,2013
39,Jeremy Stewart,RB,9,OAK,PHI,2,2,1,1,0,0,0,0,0,0,6.20,2013
40,Fozzy Whittaker,RB,9,CLE,BAL,2,11,6,0,4,3,13,0,0,0,5.40,2013
41,Daniel Thomas,RB,9,MIA,CIN,12,38,3,0,2,1,4,0,0,0,5.20,2013
42,Michael Bush,RB,9,CHI,GB,7,25,4,0,1,1,15,0,0,0,5.00,2013
43,Donald Brown,RB,9,IND,HOU,6,49,8,0,2,0,0,0,0,0,4.90,2013
44,Erik Lorig,FB,9,TB,SEA,0,0,0,0,3,3,14,0,0,0,4.40,2013
45,Marcel Reece,FB,9,OAK,PHI,1,0,0,0,2,2,22,0,0,0,4.20,2013
46,Lance Dunbar,RB,9,DAL,MIN,3,-6,-2,0,3,3,17,0,0,0,4.10,2013
47,Roy Helu,RB,9,WAS,LAC,2,23,12,0,1,1,6,0,0,0,3.90,2013
48,Robert Turbin,RB,9,SEA,TB,8,37,5,0,0,0,0,0,0,0,3.70,2013
49,Brandon Bolden,RB,9,NE,PIT,3,36,12,0,0,0,0,0,0,0,3.60,2013
50,Dennis Johnson,RB,9,HOU,IND,8,36,5,0,0,0,0,0,0,0,3.60,2013
