Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Kansas City Chiefs,DST,9,KC,BUF,2,0,0,2,1,0,2,0,13,22.00,2013
2,Miami Dolphins,DST,9,MIA,CIN,5,5,5,3,1,1,1,0,20,22.00,2013
3,Carolina Panthers,DST,9,CAR,ATL,2,1,3,3,2,0,1,0,10,21.00,2013
4,Dallas Cowboys,DST,9,DAL,MIN,3,2,2,1,1,0,1,0,23,12.00,2013
5,Los Angeles Chargers,DST,9,LAC,WAS,2,0,0,1,0,0,1,0,30,11.00,2013
6,Cleveland Browns,DST,9,CLE,BAL,9,5,8,1,1,0,0,0,18,10.00,2013
7,New England Patriots,DST,9,NE,PIT,5,5,7,2,1,0,0,0,31,10.00,2013
8,Chicago Bears,DST,9,CHI,GB,5,5,4,1,0,0,0,0,20,8.00,2013
9,Philadelphia Eagles,DST,9,PHI,OAK,4,3,3,2,0,0,0,0,20,8.00,2013
10,New York Jets,DST,9,NYJ,NO,4,2,6,2,0,0,0,0,20,7.00,2013
11,Los Angeles Rams,DST,9,LAR,TEN,7,4,10,2,0,0,0,0,28,7.00,2013
12,Buffalo Bills,DST,9,BUF,KC,4,2,2,0,0,0,0,0,23,6.00,2013
13,Cincinnati Bengals,DST,9,CIN,MIA,5,3,5,0,1,0,0,0,22,6.00,2013
14,Tampa Bay Buccaneers,DST,9,TB,SEA,1,0,6,2,1,0,0,0,27,6.00,2013
15,Tennessee Titans,DST,9,TEN,LAR,1,2,1,0,2,0,0,0,21,6.00,2013
16,Washington Redskins,DST,9,WAS,LAC,0,1,4,2,0,0,0,0,24,6.00,2013
17,Houston Texans,DST,9,HOU,IND,6,4,11,0,0,0,0,0,27,6.00,2013
18,Minnesota Vikings,DST,9,MIN,DAL,7,3,3,1,0,0,0,0,27,5.00,2013
19,Atlanta Falcons,DST,9,ATL,CAR,1,1,4,2,0,0,0,0,34,4.00,2013
20,Baltimore Ravens,DST,9,BAL,CLE,4,2,6,0,1,0,0,0,24,4.00,2013
21,Seattle Seahawks,DST,9,SEA,TB,2,3,6,0,0,0,0,0,24,3.00,2013
22,Green Bay Packers,DST,9,GB,CHI,3,1,5,0,0,0,0,0,27,3.00,2013
23,New Orleans Saints,DST,9,NO,NYJ,1,2,4,0,0,0,0,0,26,2.00,2013
24,Indianapolis Colts,DST,9,IND,HOU,4,1,6,0,0,0,0,0,24,1.00,2013
25,Pittsburgh Steelers,DST,9,PIT,NE,4,3,6,0,1,0,0,0,55,1.00,2013
26,Oakland Raiders,DST,9,OAK,PHI,7,1,2,0,0,0,0,0,49,-3.00,2013
