Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nick Folk,K,9,NYJ,NO,4,4,100,47,2,2,0.00,2013
2,Stephen Gostkowski,K,9,NE,PIT,2,2,100,32,7,7,0.00,2013
3,Graham Gano,K,9,CAR,ATL,2,2,100,55,4,4,0.00,2013
4,Ryan Succop,K,9,KC,BUF,3,3,100,41,2,2,0.00,2013
5,Mike Nugent,K,9,CIN,MIA,2,2,100,54,2,2,0.00,2013
6,Garrett Hartley,K,9,NO,NYJ,2,3,67,55,2,2,0.00,2013
7,Sebastian Janikowski,K,9,OAK,PHI,2,2,100,53,2,2,0.00,2013
8,Dan Bailey,K,9,DAL,MIN,2,2,100,44,3,3,0.00,2013
9,Steven Hauschka,K,9,SEA,TB,2,2,100,36,3,3,0.00,2013
10,Robbie Gould,K,9,CHI,GB,2,2,100,27,3,3,0.00,2013
11,Caleb Sturgis,K,9,MIA,CIN,2,3,67,44,2,2,0.00,2013
12,Mason Crosby,K,9,GB,CHI,2,2,100,30,2,2,0.00,2013
13,Dan Carpenter,K,9,BUF,KC,2,2,100,30,1,1,0.00,2013
14,Alex Henery,K,9,PHI,OAK,0,0,0,0,7,7,0.00,2013
15,Shaun Suisham,K,9,PIT,NE,1,1,100,30,4,4,0.00,2013
16,Adam Vinatieri,K,9,IND,HOU,2,3,67,35,1,1,0.00,2013
17,Kai Forbath,K,9,WAS,LAC,1,3,33,47,3,3,0.00,2013
18,Nick Novak,K,9,LAC,WAS,1,1,100,19,3,3,0.00,2013
19,Rian Lindell,K,9,TB,SEA,1,1,100,33,3,3,0.00,2013
20,Billy Cundiff,K,9,CLE,BAL,1,1,100,22,3,3,0.00,2013
21,Justin Tucker,K,9,BAL,CLE,1,1,100,51,1,1,0.00,2013
22,Randy Bullock,K,9,HOU,IND,1,4,25,43,3,3,0.00,2013
23,Blair Walsh,K,9,MIN,DAL,1,1,100,23,2,2,0.00,2013
24,Rob Bironas,K,9,TEN,LAR,0,0,0,0,4,4,0.00,2013
25,Matt Bryant,K,9,ATL,CAR,1,1,100,28,1,1,0.00,2013
26,Greg Zuerlein,K,9,LAR,TEN,0,1,0,0,3,3,0.00,2013
27,Thomas Howard,K,9,ATL,CAR,0,0,0,0,0,0,0.00,2013
