Player,Position,Team,Opponent,Points
Robert Griffin III,QB,WAS,MIN,27.64
Ryan Fitzpatrick,QB,TEN,JAX,24.86
Nick Foles,QB,PHI,GB,23.92
Russell Wilson,QB,SEA,ATL,21.48
Andrew Luck,QB,IND,LAR,20.82
Case Keenum,QB,HOU,ARI,20.34
Matthew Stafford,QB,DET,CHI,19.66
Andy Dalton,QB,CIN,BAL,18.16
Kellen Clemens,QB,LAR,IND,17.08
Ryan Tannehill,QB,MIA,TB,16.36
Carson Palmer,QB,ARI,HOU,15.44
Christian Ponder,QB,MIN,WAS,15.26
Scott Tolzien,QB,GB,PHI,15.10
Philip Rivers,QB,LAC,DEN,13.42
Jay Cutler,QB,CHI,DET,13.00
Matt Ryan,QB,ATL,SEA,12.38
Ben Roethlisberger,QB,PIT,BUF,11.16
Joe Flacco,QB,BAL,CIN,11.00
EJ Manuel,QB,BUF,PIT,10.90
Tony Romo,QB,DAL,NO,9.12
Eli Manning,QB,NYG,OAK,8.30
Mike Glennon,QB,TB,MIA,8.26
Cam Newton,QB,CAR,SF,7.26
Josh McCown,QB,CHI,DET,6.48
Chad Henne,QB,JAX,TEN,5.10
Colin Kaepernick,QB,SF,CAR,4.24
Tyrod Taylor,QB,BAL,CIN,1.80
Matt Cassel,QB,MIN,WAS,1.78
Matt Hasselbeck,QB,IND,LAR,1.62
Seneca Wallace,QB,GB,PHI,1.00
Jake Locker,QB,TEN,JAX,0.76
Joe Webb,QB,MIN,WAS,0.00
Luke McCown,QB,NO,DAL,-0.20
Tavon Austin,WR,LAR,IND,37.20
Brandon Marshall,WR,CHI,DET,35.90
AJ Green,WR,CIN,BAL,32.10
Riley Cooper,WR,PHI,GB,28.20
Pierre Garcon,WR,WAS,MIN,27.90
Marques Colston,WR,NO,DAL,26.70
Calvin Johnson,WR,DET,CHI,26.30
Golden Tate,WR,SEA,ATL,25.60
Alshon Jeffery,WR,CHI,DET,23.90
TY Hilton,WR,IND,LAR,23.00
Jarrett Boykin,WR,GB,PHI,22.20
Andre Johnson,WR,HOU,ARI,20.70
Antonio Brown,WR,PIT,BUF,19.40
Andre Roberts,WR,ARI,HOU,18.20
DeSean Jackson,WR,PHI,GB,18.00
Jermaine Kearse,WR,SEA,ATL,16.50
Kenny Stills,WR,NO,DAL,16.50
Torrey Smith,WR,BAL,CIN,15.60
Kendall Wright,WR,TEN,JAX,14.80
Rueben Randle,WR,NYG,OAK,14.00
DeAndre Hopkins,WR,HOU,ARI,12.90
Doug Baldwin,WR,SEA,ATL,12.60
Steve Smith,WR,CAR,SF,12.30
Jordy Nelson,WR,GB,PHI,11.60
Jerricho Cotchery,WR,PIT,BUF,11.10
Leonard Hankerson,WR,WAS,MIN,11.10
Harry Douglas,WR,ATL,SEA,10.90
Terrelle Pryor,WR,OAK,NYG,10.78
Brian Hartline,WR,MIA,TB,10.70
Cordarrelle Patterson,WR,MIN,WAS,10.20
Tiquan Underwood,WR,TB,MIA,9.40
Terrance Williams,WR,DAL,NO,9.10
Hakeem Nicks,WR,NYG,OAK,8.90
Brandon LaFell,WR,CAR,SF,8.80
Jerome Simpson,WR,MIN,WAS,8.50
James Jones,WR,GB,PHI,8.40
Darius Johnson,WR,ATL,SEA,8.20
Eric Decker,WR,DEN,LAC,8.20
Keenan Allen,WR,LAC,DEN,8.10
Steve Johnson,WR,BUF,PIT,7.80
Emmanuel Sanders,WR,PIT,BUF,7.80
Kris Durham,WR,DET,CHI,7.50
Denarius Moore,WR,OAK,NYG,7.50
Chris Givens,WR,LAR,IND,7.40
Justin Hunter,WR,TEN,JAX,7.10
Victor Cruz,WR,NYG,OAK,6.70
Griff Whalen,WR,IND,LAR,6.60
Vincent Brown,WR,LAC,DEN,6.50
Jordan Reed,TE,WAS,MIN,18.20
Delanie Walker,TE,TEN,JAX,16.20
Rob Housler,TE,ARI,HOU,15.70
Brandon Bostick,TE,GB,PHI,13.20
Chris Gragg,TE,BUF,PIT,12.50
Brandon Pettigrew,TE,DET,CHI,12.00
Jimmy Graham,TE,NO,DAL,10.90
Antonio Gates,TE,LAC,DEN,10.20
Coby Fleener,TE,IND,LAR,9.30
Tyler Eifert,TE,CIN,BAL,8.50
Logan Paulsen,TE,WAS,MIN,8.30
Taylor Thompson,TE,TEN,JAX,7.90
Ryan Griffin,TE,HOU,ARI,7.20
Dallas Clark,TE,BAL,CIN,7.10
Marcedes Lewis,TE,JAX,TEN,6.90
Martellus Bennett,TE,CHI,DET,6.90
Charles Clay,TE,MIA,TB,6.10
Tony Gonzalez,TE,ATL,SEA,5.90
Ed Dickson,TE,BAL,CIN,5.80
Scott Chandler,TE,BUF,PIT,5.10
Jason Witten,TE,DAL,NO,4.70
Mychal Rivera,TE,OAK,NYG,4.20
James Hanna,TE,DAL,NO,4.10
Garrett Graham,TE,HOU,ARI,3.80
Ladarius Green,TE,LAC,DEN,3.50
Joseph Fauria,TE,DET,CHI,3.50
Tim Wright,TE,TB,MIA,2.90
Luke Willson,TE,SEA,ATL,2.90
Jared Cook,TE,LAR,IND,2.70
Jake Ballard,TE,ARI,HOU,2.50
Cory Harkey,TE,LAR,IND,2.40
Greg Olsen,TE,CAR,SF,2.40
Clay Harbor,TE,JAX,TEN,2.30
