,Player,Position,Team,Opponent,Points,PlayerID
0,Robert Griffin III,QB,WAS,MIN,27.64,00-0029532
1,Ryan Fitzpatrick,QB,TEN,JAX,24.86,00-0023682
2,Nick Foles,QB,PHI,GB,23.92,00-0029567
3,Russell Wilson,QB,SEA,ATL,21.48,00-0029263
4,Andrew Luck,QB,IND,LAR,20.82,00-0029668
5,Case Keenum,QB,HOU,ARI,20.34,00-0028986
6,Matthew Stafford,QB,DET,CHI,19.66,00-0026498
7,Andy Dalton,QB,CIN,BAL,18.16,00-0027973
8,Kellen Clemens,QB,LA,IND,17.08,00-0024264
9,Ryan Tannehill,QB,MIA,TB,16.36,00-0029701
10,Carson Palmer,QB,ARI,HOU,15.44,00-0021429
11,Christian Ponder,QB,MIN,WAS,15.26,00-0027950
12,Scott Tolzien,QB,GB,PHI,15.1,00-0028595
13,Philip Rivers,QB,LAC,DEN,13.42,00-0022942
14,Jay Cutler,QB,CHI,DET,13.0,00-0024226
15,Matt Ryan,QB,ATL,SEA,12.38,00-0026143
16,Ben Roethlisberger,QB,PIT,BUF,11.16,00-0022924
17,Joe Flacco,QB,BAL,CIN,11.0,00-0026158
18,EJ Manuel,QB,BUF,PIT,10.9,00-0030526
19,Tony Romo,QB,DAL,NO,9.12,00-0021678
20,Eli Manning,QB,NYG,OAK,8.3,00-0022803
21,Mike Glennon,QB,TB,MIA,8.26,00-0030520
22,Cam Newton,QB,CAR,SF,7.26,00-0027939
23,Josh McCown,QB,CHI,DET,6.48,00-0021206
24,Chad Henne,QB,JAX,TEN,5.1,00-0026197
25,Colin Kaepernick,QB,SF,CAR,4.24,00-0027974
26,Tyrod Taylor,QB,BAL,CIN,1.8,00-0028118
27,Matt Cassel,QB,MIN,WAS,1.78,00-0023662
28,Matt Hasselbeck,QB,IND,LAR,1.62,00-0007091
29,Seneca Wallace,QB,GB,PHI,1.0,00-0022055
30,Jake Locker,QB,TEN,JAX,0.76,00-0027946
31,Joe Webb,QB,MIN,WAS,0.0,00-0027796
32,Luke McCown,QB,NO,DAL,-0.2,00-0022864
33,Tavon Austin,WR,LA,IND,37.2,00-0030525
34,Brandon Marshall,WR,CHI,DET,35.9,00-0024334
35,AJ Green,WR,CIN,BAL,32.1,00-0027942
36,Riley Cooper,WR,PHI,GB,28.2,00-0027758
37,Pierre Garcon,WR,WAS,MIN,27.9,00-0026345
38,Marques Colston,WR,NO,DAL,26.7,00-0024466
39,Calvin Johnson,WR,DET,CHI,26.3,00-0025389
40,Golden Tate,WR,SEA,ATL,25.6,00-0027891
41,Alshon Jeffery,WR,CHI,DET,23.9,00-0029137
42,TY Hilton,WR,IND,LAR,23.0,00-0029608
43,Jarrett Boykin,WR,GB,PHI,22.2,00-0029051
44,Andre Johnson,WR,HOU,ARI,20.7,00-0022044
45,Antonio Brown,WR,PIT,BUF,19.4,00-0027793
46,Andre Roberts,WR,ARI,HOU,18.2,00-0027691
47,DeSean Jackson,WR,PHI,GB,18.0,00-0026189
48,Jermaine Kearse,WR,SEA,ATL,16.5,00-0029159
49,Kenny Stills,WR,NO,DAL,16.5,00-0030085
50,Torrey Smith,WR,BAL,CIN,15.6,00-0027996
51,Kendall Wright,WR,TEN,JAX,14.8,00-0029708
52,Rueben Randle,WR,NYG,OAK,14.0,00-0029262
53,DeAndre Hopkins,WR,HOU,ARI,12.9,00-0030564
54,Doug Baldwin,WR,SEA,ATL,12.6,00-0028434
55,Steve Smith,WR,CAR,SF,12.3,
56,Jordy Nelson,WR,GB,PHI,11.6,00-0026176
57,Jerricho Cotchery,WR,PIT,BUF,11.1,00-0022811
58,Leonard Hankerson,WR,WAS,MIN,11.1,00-0028017
59,Harry Douglas,WR,ATL,SEA,10.9,00-0026224
60,Terrelle Pryor,WR,OAK,NYG,10.78,00-0028825
61,Brian Hartline,WR,MIA,TB,10.7,00-0027077
62,Cordarrelle Patterson,WR,MIN,WAS,10.2,00-0030578
63,Tiquan Underwood,WR,TB,MIA,9.4,00-0027156
64,Terrance Williams,WR,DAL,NO,9.1,00-0030542
65,Hakeem Nicks,WR,NYG,OAK,8.9,00-0027005
66,Brandon LaFell,WR,CAR,SF,8.8,00-0027681
67,Jerome Simpson,WR,MIN,WAS,8.5,00-0026186
68,James Jones,WR,GB,PHI,8.4,00-0025465
69,Darius Johnson,WR,ATL,SEA,8.2,00-0029778
70,Eric Decker,WR,DEN,LAC,8.2,00-0027690
71,Keenan Allen,WR,LAC,DEN,8.1,00-0030279
72,Steve Johnson,WR,BUF,PIT,7.8,00-0026364
73,Emmanuel Sanders,WR,PIT,BUF,7.8,00-0027685
74,Kris Durham,WR,DET,CHI,7.5,00-0028045
75,Denarius Moore,WR,OAK,NYG,7.5,00-0028086
76,Chris Givens,WR,LA,IND,7.4,
77,Justin Hunter,WR,TEN,JAX,7.1,00-0030521
78,Victor Cruz,WR,NYG,OAK,6.7,00-0027265
79,Griff Whalen,WR,IND,LAR,6.6,00-0029033
80,Vincent Brown,WR,LAC,DEN,6.5,00-0028020
81,Jordan Reed,TE,WAS,MIN,18.2,00-0030472
82,Delanie Walker,TE,TEN,JAX,16.2,00-0024389
83,Rob Housler,TE,ARI,HOU,15.7,00-0028007
84,Brandon Bostick,TE,GB,PHI,13.2,00-0029601
85,Chris Gragg,TE,BUF,PIT,12.5,00-0030049
86,Brandon Pettigrew,TE,DET,CHI,12.0,00-0026996
87,Jimmy Graham,TE,NO,DAL,10.9,00-0027696
88,Antonio Gates,TE,LAC,DEN,10.2,00-0021547
89,Coby Fleener,TE,IND,LAR,9.3,00-0029697
90,Tyler Eifert,TE,CIN,BAL,8.5,00-0030549
91,Logan Paulsen,TE,WAS,MIN,8.3,00-0027215
