Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,John Carlson,TE,10,MIN,WAS,7,7,100,98,1,28,14,14,0,0,0,0,0,22.80,2013
2,Julius Thomas,TE,10,DEN,LAC,5,3,60,96,1,74,19,32,0,0,0,0,0,18.60,2013
3,Jordan Reed,TE,10,WAS,MIN,9,6,67,62,1,17,7,10,0,0,0,0,0,18.20,2013
4,Delanie Walker,TE,10,TEN,JAX,8,4,50,62,1,33,8,16,0,0,0,0,0,16.20,2013
5,Rob Housler,TE,10,ARI,HOU,5,4,80,57,1,26,11,14,0,0,0,0,0,15.70,2013
6,Brandon Bostick,TE,10,GB,PHI,3,3,100,42,1,22,14,14,0,0,0,0,0,13.20,2013
7,Chris Gragg,TE,10,BUF,PIT,6,4,67,25,1,9,4,6,0,0,0,0,0,12.50,2013
8,Brandon Pettigrew,TE,10,DET,CHI,5,5,100,70,0,23,14,14,0,0,0,0,0,12.00,2013
9,Jimmy Graham,TE,10,NO,DAL,5,5,100,59,0,26,12,12,0,0,0,0,0,10.90,2013
10,Antonio Gates,TE,10,LAC,DEN,8,4,50,62,0,24,8,16,0,0,0,0,0,10.20,2013
11,Coby Fleener,TE,10,IND,LAR,10,4,40,33,0,12,3,8,0,0,0,0,0,9.30,2013
12,Tyler Eifert,TE,10,CIN,BAL,10,3,30,55,0,40,6,18,0,0,0,0,0,8.50,2013
13,Logan Paulsen,TE,10,WAS,MIN,3,2,67,3,1,2,1,2,0,0,0,0,0,8.30,2013
14,Taylor Thompson,TE,10,TEN,JAX,1,1,100,9,1,9,9,9,0,0,0,0,0,7.90,2013
15,Ryan Griffin,TE,10,HOU,ARI,1,1,100,2,1,2,2,2,0,0,0,0,0,7.20,2013
16,Dallas Clark,TE,10,BAL,CIN,2,1,50,1,1,1,1,1,0,0,0,0,0,7.10,2013
17,Marcedes Lewis,TE,10,JAX,TEN,6,3,50,39,0,27,7,13,0,0,0,0,0,6.90,2013
18,Martellus Bennett,TE,10,CHI,DET,6,4,67,29,0,13,5,7,0,0,0,0,0,6.90,2013
19,Charles Clay,TE,10,MIA,TB,8,4,50,21,0,14,3,5,2,0,0,0,0,6.10,2013
20,Tony Gonzalez,TE,10,ATL,SEA,5,3,60,29,0,12,6,10,0,0,0,0,0,5.90,2013
21,Ed Dickson,TE,10,BAL,CIN,4,3,75,28,0,14,7,9,0,0,0,0,0,5.80,2013
22,Scott Chandler,TE,10,BUF,PIT,3,3,100,21,0,8,7,7,0,0,0,0,0,5.10,2013
23,Jason Witten,TE,10,DAL,NO,6,2,33,27,0,19,5,14,0,0,0,0,0,4.70,2013
24,Mychal Rivera,TE,10,OAK,NYG,2,2,100,22,0,16,11,11,0,0,0,0,0,4.20,2013
25,James Hanna,TE,10,DAL,NO,3,3,100,11,0,7,4,4,0,0,0,0,0,4.10,2013
26,Garrett Graham,TE,10,HOU,ARI,3,2,67,18,0,12,6,9,0,0,0,0,0,3.80,2013
27,Joseph Fauria,TE,10,DET,CHI,2,1,50,25,0,25,13,25,0,0,0,0,0,3.50,2013
28,Ladarius Green,TE,10,LAC,DEN,1,1,100,25,0,25,25,25,0,0,0,0,0,3.50,2013
29,Luke Willson,TE,10,SEA,ATL,2,1,50,19,0,19,10,19,0,0,0,0,0,2.90,2013
30,Tim Wright,TE,10,TB,MIA,1,1,100,19,0,19,19,19,0,0,0,0,0,2.90,2013
31,Jared Cook,TE,10,LAR,IND,2,1,50,17,0,17,9,17,0,0,0,0,0,2.70,2013
32,Jake Ballard,TE,10,ARI,HOU,1,1,100,15,0,15,15,15,0,0,0,0,0,2.50,2013
33,Cory Harkey,TE,10,LAR,IND,3,1,33,14,0,14,5,14,0,0,0,0,0,2.40,2013
34,Greg Olsen,TE,10,CAR,SF,3,1,33,14,0,14,5,14,0,0,0,0,0,2.40,2013
35,Clay Harbor,TE,10,JAX,TEN,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30,2013
36,Jim Dray,TE,10,ARI,HOU,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2013
37,Andrew Quarless,TE,10,GB,PHI,4,1,25,8,0,8,2,8,0,0,0,0,0,1.80,2013
38,Michael Palmer,TE,10,PIT,BUF,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2013
39,James Casey,TE,10,PHI,GB,2,1,50,8,0,8,4,8,0,0,0,0,0,1.80,2013
40,Brent Celek,TE,10,PHI,GB,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2013
41,Michael Egnew,TE,10,MIA,TB,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2013
42,Heath Miller,TE,10,PIT,BUF,5,1,20,6,0,6,1,6,0,0,0,0,0,1.60,2013
43,Craig Stevens,TE,10,TEN,JAX,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2013
44,Benjamin Watson,TE,10,NO,DAL,3,1,33,5,0,5,2,5,0,0,0,0,0,1.50,2013
45,Ryan Taylor,TE,10,GB,PHI,1,1,100,4,0,4,4,4,0,0,0,1,0,1.40,2013
46,Virgil Green,TE,10,DEN,LAC,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2013
47,Alex Smith,TE,10,CIN,BAL,2,1,50,3,0,3,2,3,0,0,0,0,0,1.30,2013
48,Chase Ford,TE,10,MIN,WAS,1,1,100,2,0,2,2,2,0,0,0,0,0,1.20,2013
49,Vernon Davis,TE,10,SF,CAR,2,1,50,2,0,2,1,2,0,0,0,0,0,1.20,2013
50,Niles Paul,TE,10,WAS,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
