Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Demaryius Thomas,WR,10,DEN,LAC,10,7,70,108,3,34,11,15,0,0,0,0,0,38.80,2013
2,Rishard Matthews,WR,10,MIA,TB,14,11,79,120,2,19,9,11,0,0,0,0,0,38.00,2013
3,Tavon Austin,WR,10,LAR,IND,3,2,67,138,2,81,46,69,1,4,0,1,0,37.20,2013
4,Brandon Marshall,WR,10,CHI,DET,12,7,58,139,2,44,12,20,0,0,0,0,0,35.90,2013
5,AJ Green,WR,10,CIN,BAL,15,8,53,151,1,51,10,19,0,0,0,0,0,32.10,2013
6,Riley Cooper,WR,10,PHI,GB,5,3,60,102,2,45,20,34,0,0,0,0,0,28.20,2013
7,Pierre Garcon,WR,10,WAS,MIN,10,7,70,119,1,32,12,17,0,0,0,0,0,27.90,2013
8,Marques Colston,WR,10,NO,DAL,8,7,88,107,1,22,13,15,0,0,0,0,0,26.70,2013
9,Calvin Johnson,WR,10,DET,CHI,17,6,35,83,2,19,5,14,0,0,0,0,0,26.30,2013
10,Golden Tate,WR,10,SEA,ATL,7,6,86,106,1,46,15,18,0,0,0,0,0,25.60,2013
11,Alshon Jeffery,WR,10,CHI,DET,18,9,50,114,0,18,6,13,2,5,0,0,0,23.90,2013
12,TY Hilton,WR,10,IND,LAR,8,7,88,130,0,65,16,19,0,0,0,0,0,23.00,2013
13,Jarrett Boykin,WR,10,GB,PHI,13,8,62,112,0,36,9,14,0,0,0,0,0,22.20,2013
14,Andre Johnson,WR,10,HOU,ARI,12,5,42,37,2,14,3,7,0,0,0,0,0,20.70,2013
15,Antonio Brown,WR,10,PIT,BUF,11,6,55,104,0,40,10,17,0,0,0,0,0,19.40,2013
16,Andre Roberts,WR,10,ARI,HOU,8,5,63,72,1,19,9,14,0,0,0,0,0,18.20,2013
17,DeSean Jackson,WR,10,PHI,GB,5,4,80,80,1,55,16,20,0,0,0,0,0,18.00,2013
18,Jermaine Kearse,WR,10,SEA,ATL,4,3,75,75,1,43,19,25,0,0,0,0,0,16.50,2013
19,Kenny Stills,WR,10,NO,DAL,4,3,75,75,1,52,19,25,0,0,0,0,0,16.50,2013
20,Torrey Smith,WR,10,BAL,CIN,14,5,36,46,1,18,3,9,0,0,0,0,0,15.60,2013
21,Kendall Wright,WR,10,TEN,JAX,9,7,78,78,0,26,9,11,0,0,0,1,0,14.80,2013
22,Rueben Randle,WR,10,NYG,OAK,3,3,100,50,1,25,17,17,0,0,0,0,0,14.00,2013
23,DeAndre Hopkins,WR,10,HOU,ARI,11,6,55,69,0,22,6,12,0,0,0,0,0,12.90,2013
24,Doug Baldwin,WR,10,SEA,ATL,8,5,63,76,0,30,10,15,0,0,0,0,0,12.60,2013
25,Steve Smith,WR,10,CAR,SF,11,6,55,63,0,19,6,11,0,0,0,0,0,12.30,2013
26,Jordy Nelson,WR,10,GB,PHI,10,6,60,56,0,30,6,9,0,0,0,0,0,11.60,2013
27,Jerricho Cotchery,WR,10,PIT,BUF,2,2,100,31,1,26,16,16,0,0,0,0,0,11.10,2013
28,Leonard Hankerson,WR,10,WAS,MIN,5,5,100,61,0,29,12,12,0,0,0,0,0,11.10,2013
29,Harry Douglas,WR,10,ATL,SEA,8,7,88,49,0,31,6,7,0,0,0,1,1,10.90,2013
30,Terrelle Pryor,WR,10,OAK,NYG,0,0,0,0,0,0,0,0,5,19,1,1,1,10.78,2013
31,Brian Hartline,WR,10,MIA,TB,8,5,63,57,0,19,7,11,0,0,0,0,0,10.70,2013
32,Cordarrelle Patterson,WR,10,MIN,WAS,4,2,50,22,1,20,6,11,0,0,0,0,0,10.20,2013
33,Tiquan Underwood,WR,10,TB,MIA,5,3,60,64,0,30,13,21,0,0,0,0,0,9.40,2013
34,Terrance Williams,WR,10,DAL,NO,5,1,20,21,1,21,4,21,0,0,0,0,0,9.10,2013
35,Hakeem Nicks,WR,10,NYG,OAK,4,4,100,49,0,25,12,12,0,0,0,0,0,8.90,2013
36,Brandon LaFell,WR,10,CAR,SF,8,4,50,48,0,17,6,12,0,0,0,0,0,8.80,2013
37,Jerome Simpson,WR,10,MIN,WAS,6,4,67,45,0,25,8,11,0,0,0,0,0,8.50,2013
38,James Jones,WR,10,GB,PHI,7,4,57,44,0,13,6,11,0,0,0,0,0,8.40,2013
39,Darius Johnson,WR,10,ATL,SEA,2,1,50,12,1,12,6,12,0,0,0,0,0,8.20,2013
40,Eric Decker,WR,10,DEN,LAC,5,3,60,52,0,34,10,17,0,0,0,0,0,8.20,2013
41,Keenan Allen,WR,10,LAC,DEN,5,4,80,41,0,18,8,10,0,0,0,0,0,8.10,2013
42,Steve Johnson,WR,10,BUF,PIT,10,3,30,48,0,23,5,16,0,0,0,0,0,7.80,2013
43,Emmanuel Sanders,WR,10,PIT,BUF,6,4,67,13,0,9,2,3,1,25,0,0,0,7.80,2013
