Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Pierre Thomas,RB,10,NO,DAL,17,87,5,1,7,7,24,1,0,0,30.10,2013
2,Marshawn Lynch,RB,10,SEA,ATL,24,145,6,1,3,3,16,0,0,0,28.10,2013
3,Mark Ingram,RB,10,NO,DAL,14,145,10,1,3,2,15,0,0,0,27.00,2013
4,Darren Sproles,RB,10,NO,DAL,5,12,2,1,7,7,76,1,1,1,26.80,2013
5,Giovani Bernard,RB,10,CIN,BAL,14,58,4,0,8,8,37,1,0,0,23.50,2013
6,Andre Brown,RB,10,NYG,OAK,30,115,4,1,3,1,4,0,0,0,21.90,2013
7,Adrian Peterson,RB,10,MIN,WAS,20,75,4,2,2,2,2,0,0,0,21.70,2013
8,LeSean McCoy,RB,10,PHI,GB,25,155,6,0,1,1,6,0,0,0,20.10,2013
9,Knowshon Moreno,RB,10,DEN,LAC,15,65,4,0,8,8,49,0,0,0,19.40,2013
10,Le'Veon Bell,RB,10,PIT,BUF,22,57,3,1,3,3,39,0,0,0,18.60,2013
11,Maurice Jones-Drew,RB,10,JAX,TEN,21,41,2,1,4,4,33,0,0,0,17.40,2013
12,Donald Brown,RB,10,IND,LAR,2,-1,-1,0,5,5,64,1,0,0,17.30,2013
13,Reggie Bush,RB,10,DET,CHI,14,105,8,0,6,3,8,0,0,0,17.30,2013
14,Alfred Morris,RB,10,WAS,MIN,26,139,5,0,0,0,0,0,0,0,16.90,2013
15,DeMarco Murray,RB,10,DAL,NO,16,89,6,1,2,1,6,0,0,0,16.50,2013
16,Zac Stacy,RB,10,LAR,IND,26,62,2,1,3,2,6,0,0,0,14.80,2013
17,Danny Woodhead,RB,10,LAC,DEN,6,27,5,0,5,4,17,1,0,0,14.40,2013
18,Ryan Mathews,RB,10,LAC,DEN,14,59,4,1,2,1,2,0,0,0,13.10,2013
19,Rashad Jennings,RB,10,OAK,NYG,20,88,4,0,5,2,19,0,0,0,12.70,2013
20,Bobby Rainey,RB,10,TB,MIA,8,45,6,1,1,1,11,0,0,0,12.60,2013
21,Frank Gore,RB,10,SF,CAR,16,82,5,0,2,2,21,0,0,0,12.30,2013
22,Ray Rice,RB,10,BAL,CIN,18,30,2,0,6,6,26,0,0,0,11.60,2013
23,Chris Johnson,RB,10,TEN,JAX,12,30,3,0,7,5,43,0,1,1,11.30,2013
24,Jacquizz Rodgers,RB,10,ATL,SEA,3,31,10,0,7,5,28,0,0,0,10.90,2013
25,DeAngelo Williams,RB,10,CAR,SF,8,46,6,1,2,0,0,0,0,0,10.60,2013
26,Eddie Lacy,RB,10,GB,PHI,24,73,3,0,2,2,11,0,0,0,10.40,2013
27,Benjamin Cunningham,RB,10,LAR,IND,7,72,10,0,1,1,18,0,0,0,10.00,2013
28,Ben Tate,RB,10,HOU,ARI,15,56,4,0,5,3,8,0,0,0,9.40,2013
29,Andre Ellington,RB,10,ARI,HOU,11,55,5,0,4,2,18,0,0,0,9.30,2013
30,Brian Leonard,RB,10,TB,MIA,20,57,3,0,3,2,16,0,0,0,9.30,2013
31,Fred Jackson,RB,10,BUF,PIT,12,55,5,0,4,3,7,0,0,0,9.20,2013
32,Matt Forte,RB,10,CHI,DET,17,33,2,0,7,4,16,0,0,0,8.90,2013
33,Jordan Todman,RB,10,JAX,TEN,3,11,4,1,1,1,2,0,0,0,8.30,2013
34,Dan Herron,RB,10,IND,LAR,1,0,0,0,1,1,57,0,0,0,6.70,2013
35,Trent Richardson,RB,10,IND,LAR,5,2,0,0,5,3,33,0,0,0,6.50,2013
36,CJ Spiller,RB,10,BUF,PIT,8,23,3,0,3,3,11,0,0,0,6.40,2013
37,Bernard Pierce,RB,10,BAL,CIN,8,31,4,0,3,2,12,0,0,0,6.30,2013
38,Shonn Greene,RB,10,TEN,JAX,9,22,2,0,3,3,10,0,0,0,6.20,2013
39,Jason Snelling,RB,10,ATL,SEA,1,7,7,0,4,3,25,0,0,0,6.20,2013
40,Roy Helu,RB,10,WAS,MIN,2,8,4,0,4,3,23,0,0,0,6.10,2013
41,Marcel Reece,FB,10,OAK,NYG,0,0,0,0,3,3,30,0,0,0,6.00,2013
42,Stanley Havili,FB,10,IND,LAR,1,1,1,0,4,3,25,0,0,0,5.60,2013
43,Jonathan Dwyer,RB,10,PIT,BUF,6,38,6,0,1,1,3,0,0,0,5.10,2013
44,Rashard Mendenhall,RB,10,ARI,HOU,13,42,3,0,1,1,9,0,1,1,5.10,2013
45,Steven Jackson,RB,10,ATL,SEA,9,11,1,0,5,3,9,0,0,0,5.00,2013
46,Mike Tolbert,FB,10,CAR,SF,2,7,4,0,3,2,16,0,0,0,4.30,2013
47,Joique Bell,RB,10,DET,CHI,10,41,4,0,1,0,0,0,0,0,4.10,2013
48,Jonathan Stewart,RB,10,CAR,SF,13,41,3,0,0,0,0,0,1,0,4.10,2013
49,Mike James,RB,10,TB,MIA,5,41,8,0,0,0,0,0,0,0,4.10,2013
50,BenJarvus Green-Ellis,RB,10,CIN,BAL,9,36,4,0,0,0,0,0,0,0,3.60,2013
