Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Steven Hauschka,K,10,SEA,ATL,4,4,100,53,3,3,0.00,2013
2,Shaun Suisham,K,10,PIT,BUF,3,3,100,37,2,2,0.00,2013
3,Phil Dawson,K,10,SF,CAR,3,3,100,53,0,0,0.00,2013
4,Blair Walsh,K,10,MIN,WAS,2,2,100,40,4,4,0.00,2013
5,Kai Forbath,K,10,WAS,MIN,2,2,100,40,3,3,0.00,2013
6,Josh Scobee,K,10,JAX,TEN,2,2,100,44,3,3,0.00,2013
7,Alex Henery,K,10,PHI,GB,2,3,67,41,3,3,0.00,2013
8,Rob Bironas,K,10,TEN,JAX,2,2,100,39,3,3,0.00,2013
9,Jay Feely,K,10,ARI,HOU,2,2,100,35,3,3,0.00,2013
10,Sebastian Janikowski,K,10,OAK,NYG,2,2,100,33,2,2,0.00,2013
11,Justin Tucker,K,10,BAL,CIN,2,2,100,46,2,2,0.00,2013
12,Greg Zuerlein,K,10,LAR,IND,1,1,100,32,5,5,0.00,2013
13,Nick Novak,K,10,LAC,DEN,2,3,67,40,2,2,0.00,2013
14,Rian Lindell,K,10,TB,MIA,2,2,100,35,2,2,0.00,2013
15,Robbie Gould,K,10,CHI,DET,2,2,100,32,1,1,0.00,2013
16,Mason Crosby,K,10,GB,PHI,2,4,50,35,1,1,0.00,2013
17,Garrett Hartley,K,10,NO,DAL,0,1,0,0,7,7,0.00,2013
18,Caleb Sturgis,K,10,MIA,TB,2,2,100,40,1,1,0.00,2013
19,Josh Brown,K,10,NYG,OAK,1,1,100,23,3,3,0.00,2013
20,Matt Bryant,K,10,ATL,SEA,1,1,100,53,1,1,0.00,2013
21,Randy Bullock,K,10,HOU,ARI,1,2,50,48,3,3,0.00,2013
22,Graham Gano,K,10,CAR,SF,1,2,50,53,1,1,0.00,2013
23,Mike Nugent,K,10,CIN,BAL,1,2,50,32,2,2,0.00,2013
24,Dan Bailey,K,10,DAL,NO,1,1,100,37,2,2,0.00,2013
25,Dan Carpenter,K,10,BUF,PIT,1,1,100,20,1,1,0.00,2013
26,Matt Prater,K,10,DEN,LAC,0,0,0,0,4,4,0.00,2013
27,David Akers,K,10,DET,CHI,0,1,0,0,3,3,0.00,2013
